construction	candidate_id	source_file	turn_index_zero_based	participant	matched_surface_span	matched_pos	text	previous_text	next_text	selection_stratum	classification	decision_reason	reviewer	review_date
AA91	aa91-09ef35a382eef7b76f8e	FC-012_v.cha	211	XXA	好嘥時間	d+v+n	好-好嘥時間囖.	各種類型嘅魚都有.	錦鯉啊我以前養過.	full_inventory	false_positive	The middle material heads a verbal, existential, or predicative expression; the final noun belongs to that predicate rather than serving as an AA91 noun head.	ChatGPT expert review	2026-07-31
AA91	aa91-372ced5aa4e8185f4fbe	FC-013_v.cha	32	XXB	好大粒	d+a+q	有個BB啊隻腳俾蚊咬咗好大粒啊.	哎吔.	你見唔見到啊?	full_inventory	false_positive	The final element is a headless classifier/measure expression rather than an overt noun head.	ChatGPT expert review	2026-07-31
AA91	aa91-67b514851fbce256bf04	FC-013_v.cha	58	XXB	好食魚生	vu+v+n	日本唔係去到唔好食魚生.	唉.	費事等陣呢-ei1好似嗰次日本咪好-死咗好多人𠸏.	full_inventory	false_positive	The mechanical match crosses a negation, particle, classifier, repair, or discourse boundary and does not form one nominal modifier-plus-head constituent.	ChatGPT expert review	2026-07-31
AA91	aa91-3bdc891a861dc2f90452	FC-013_v.cha	155	XXA	好少人	d+a+n	但係好似好少人.	噉你要放假𠺢嗎你都.	放假呀啲人.	full_inventory	false_positive	`好多` or `好少` forms a quantity/amount expression, not a degree-marked property modifier.	ChatGPT expert review	2026-07-31
AA91	aa91-337e6dcc0787bce865cf	FC-018_v.cha	65	XXM	好高Quali	d+a+xn	讕下讕下-讕好高Quali噉.	誒,你唔睬我我唔睬你噉樣.	哦.	full_inventory	ambiguous	Code-switched truncated `Quali` may be an overt noun head (`quality`), but the form and syntax are not stable enough for positive evidence.	ChatGPT expert review	2026-07-31
AA91	aa91-f6ad238f30a2d2274499	FC-020_v.cha	177	XXB	好以為份	a+v+q	噉佢話,即係佢話你就唔好以為份人工咁高呢,你就-你就趕-即係好想來做噉樣囖.	係呀?	話就其實好辛苦嘅噉樣囖.	full_inventory	false_positive	The mechanical match crosses a negation, particle, classifier, repair, or discourse boundary and does not form one nominal modifier-plus-head constituent.	ChatGPT expert review	2026-07-31
AA91	aa91-2f19fdaf172492c44320	FC-020_v.cha	378	XXA	好啊啲	a+y+q	啊!係啊!我哋translation嗰啲同學都幾好啊啲成績.	係囖,係囖,係囖,係囖.	哦,係啊,係啊.	full_inventory	false_positive	The mechanical match crosses a negation, particle, classifier, repair, or discourse boundary and does not form one nominal modifier-plus-head constituent.	ChatGPT expert review	2026-07-31
AA91	aa91-cec738e2600dd66dcb6e	FC-020_v.cha	446	XXB	好有成就	d+v1+n	即係好有成就噉樣囖講佢哋,係嘞.	噉跟住嗰隻disk裏邊呢,就係有介紹嗰間公司喇,同埋即係介紹下佢,即係例如佢又講俾你知,話,誒,其實都有好多HongKongU嘅,即係有啲HongKongU嘅同學呢都喺度做噉樣.	哦,哦,哦,哦,喀.	full_inventory	false_positive	The middle material heads a verbal, existential, or predicative expression; the final noun belongs to that predicate rather than serving as an AA91 noun head.	ChatGPT expert review	2026-07-31
AA91	aa91-f92dfde08d1e92bd8cb1	FC-022a_v.cha	73	XXB	好大本	d+a+q	係嘞,以前呢就好大本嘅.	即係你意思話以前就係,誒,分咗上冊同埋下冊.	哦.	full_inventory	false_positive	The final element is a headless classifier/measure expression rather than an overt noun head.	ChatGPT expert review	2026-07-31
AA91	aa91-1fd49e1da58d7b6a88ee	FC-022b_v.cha	57	XXA	好大本	d+a+q	但係即係再新啲同埋好大本好多嘅.	係.	係.	full_inventory	false_positive	The final element is a headless classifier/measure expression rather than an overt noun head.	ChatGPT expert review	2026-07-31
AA91	aa91-fa9c4f5606a2bff3bc53	FC-022b_v.cha	124	XXA	好大本	d+a+q	喀,係喇,係好大本嗰本囖,我唔記得咗係點樣嘞.	Englishgrammar.	係.	full_inventory	false_positive	The final element is a headless classifier/measure expression rather than an overt noun head.	ChatGPT expert review	2026-07-31
AA91	aa91-a65700398c552d4c0a2c	FC-022b_v.cha	171	XXA	好少地方	d+a+n	噉又要揾地方擺喇,但係你一隻磁碟好薄啊,好少地方已經擺到吖嗎.	嗯.	噉但係如果你用光碟嘅時候,你咪需要有一部電腦.	full_inventory	false_positive	`好多` or `好少` forms a quantity/amount expression, not a degree-marked property modifier.	ChatGPT expert review	2026-07-31
AA91	aa91-881073ae1c077533ff01	FC-022b_v.cha	211	XXB	好少例子	d+a+n	即係話佢𠻺好少例子.	譬如你查一個字,然後佢即刻俾到幾個意思俾你,但係佢唔會再深入去解釋俾你聽,哩一個解釋佢係應該點樣用呢,用喺邊一個用途.	冇例子啊,基本上.	full_inventory	false_positive	`好多` or `好少` forms a quantity/amount expression, not a degree-marked property modifier.	ChatGPT expert review	2026-07-31
AA91	aa91-5fa491142f9eab95122c	FC-025_v.cha	367	XXY	好大問題	d+a+n	哩個好大問題來𠺢嗎.	法國,冇錢呢.	噉𠻺係.	full_inventory	genuine	`好大` directly modifies overt noun `問題`.	ChatGPT expert review	2026-07-31
AA91	aa91-98848bc5c6713f7bb621	FC-026_v2.cha	131	XXA	好大壓力	d+a+n	即係如果出去做嗰啲揾錢嗰啲好大壓力嗰啲你知我唔得𡃉喇,驚𠺢嗎.	你知我唔掂𡃉喇.	係囖,係囖,係囖.	full_inventory	genuine	`好大` directly modifies overt noun `壓力`.	ChatGPT expert review	2026-07-31
AA91	aa91-6c81f83466cbed44efa6	FC-027_v2.cha	299	XXA	好六科	a+m+q	佢會考都計你最好六科啫.	佢計你三科最好啫嗎.	係咩?	full_inventory	false_positive	The match is embedded in superlative or numeral-classifier material, not degree-property modification of a noun.	ChatGPT expert review	2026-07-31
AA91	aa91-5feaf6545a8c73a6182c	FC-027_v2.cha	304	XXB	好六科	a+m+q	計我最好六科呀?	你好似都係𡃉.	係啊.	full_inventory	false_positive	The match is embedded in superlative or numeral-classifier material, not degree-property modification of a noun.	ChatGPT expert review	2026-07-31
AA91	aa91-427008a77aeb788d11f9	FC-027_v2.cha	544	XXB	好出聲	d+v+n	都係唔係好出聲噉樣𠸏.	差唔多喇.	嗯.	full_inventory	false_positive	The middle material heads a verbal, existential, or predicative expression; the final noun belongs to that predicate rather than serving as an AA91 noun head.	ChatGPT expert review	2026-07-31
AA91	aa91-2d235747a24cd36516c5	FC-029_v.cha	368	XXS	好冇心機	d+v1+n	好冇心機啊返得.	點解啊?	係唔係因為你讀PE所以你唔鍾意呢?	full_inventory	false_positive	The middle material heads a verbal, existential, or predicative expression; the final noun belongs to that predicate rather than serving as an AA91 noun head.	ChatGPT expert review	2026-07-31
AA91	aa91-2306267f4e41a26ad383	FC-029_v.cha	450	XXS	好俾個	a+v+q	即刻-好香囖,但係唔好俾個香字來引誘到我啊,要慳錢至上啊.	即刻唔好嚹,係唔係啊?	你同你啲同事好唔好啊啲關係?	full_inventory	false_positive	The mechanical match crosses a negation, particle, classifier, repair, or discourse boundary and does not form one nominal modifier-plus-head constituent.	ChatGPT expert review	2026-07-31
AA91	aa91-cc2ea89445bddf6e0734	FC-029_v.cha	451	XXA	好啊啲	a+y+q	你同你啲同事好唔好啊啲關係?	即刻-好香囖,但係唔好俾個香字來引誘到我啊,要慳錢至上啊.	一啲啲喇,噉你講-講真教員室咁多人,啲年齡又爭-爭好遠,你五十幾又有,四十幾又有,廿幾又有,噉𠻺梗係同返自己差唔多年齡嗰啲玩囖.	full_inventory	false_positive	The mechanical match crosses a negation, particle, classifier, repair, or discourse boundary and does not form one nominal modifier-plus-head constituent.	ChatGPT expert review	2026-07-31
AA91	aa91-e671cd0b0b73fa933d64	FC-033_v2.cha	84	XXB	好個魚缸	a+q+n	喀,如果你普通養啲魚嘅,最緊要你𠻺佈置好個魚缸.	我乜嘢魚都-都覺得佢有佢嘅特別𠸏.	望落去真係好似水底噉.	full_inventory	false_positive	The mechanical match crosses a negation, particle, classifier, repair, or discourse boundary and does not form one nominal modifier-plus-head constituent.	ChatGPT expert review	2026-07-31
AA91	aa91-2fe8ca98353aa66df6fe	FC-035_v2.cha	127	XXX	好有文化	d+v1+n	又係,啲人好有文化囖,嗯,同埋真係好光鮮,可能比較有錢嘅國家.	跟住其他國家,其實度度都好好囖,我覺得.	其他嗰啲,我諗都咁上下喇.	full_inventory	false_positive	The middle material heads a verbal, existential, or predicative expression; the final noun belongs to that predicate rather than serving as an AA91 noun head.	ChatGPT expert review	2026-07-31
AA91	aa91-7d509e9d038fe6b62b2a	FC-038a_v2.cha	102	XXY	好實際社會	d+a+n	同埋呢,讀postgrad未必帶俾到佢真係一個好實際社會嘅認可囖.	嗯.	喀.	full_inventory	ambiguous	`好實際社會嘅認可` has unresolved attachment: `實際` may modify `社會` or the larger `社會嘅認可` phrase.	ChatGPT expert review	2026-07-31
AA91	aa91-7ccb9d6540e216e4900e	FC-038a_v2.cha	121	XXX	好讀postgrad	a+v+xn	哦原來咁好讀postgrad.	哦.	之前都傾過呢.	full_inventory	false_positive	The middle material heads a verbal, existential, or predicative expression; the final noun belongs to that predicate rather than serving as an AA91 noun head.	ChatGPT expert review	2026-07-31
AA91	aa91-83d67293bf2934aa8f96	FC-042_v.cha	103	XXH	好過地球	a+u+n	理論上如果佢哋來得地球呢,科技好過地球好多.	噉𠻺係.	可能上邊好正.	full_inventory	false_positive	`好過` is a comparative predicate crossing into its comparison standard, not AA91 nominal modification.	ChatGPT expert review	2026-07-31
AA91	aa91-656c9493c073c5f66c2b	FC-044_v2.cha	154	XXE	好啊主人家	a+y+n	誒,都好𠸏,好唔好啊主人家?	跟住就主人家請我哋去飲啲嘢噉樣囖.	主人zaa1.	full_inventory	false_positive	The mechanical match crosses a negation, particle, classifier, repair, or discourse boundary and does not form one nominal modifier-plus-head constituent.	ChatGPT expert review	2026-07-31
AA91	aa91-75b99e7b7d3657d027a1	FC-045_v2.cha	254	XXK	好少啲	d+a+q	嗰啲鬼妹好少啲腳會幼𡃉喎.	點止鬼妹啊我話.	係咩?	full_inventory	false_positive	`好多` or `好少` forms a quantity/amount expression, not a degree-marked property modifier.	ChatGPT expert review	2026-07-31
AA91	aa91-2d288b7d04ca1ab0dd74	FC-046_v2.cha	97	XXB	好厚身	d+a+n	因為佢嗰部-佢嗰部說明書係好厚身嘅.	嘩!你都要兩三日,我咪兩三年都學唔會.	嗰啲傻瓜機係唔係可以自己加鏡頭嗰啲來𡃉?	full_inventory	false_positive	`好厚身` is a headless property predicate; `身` is part of that property expression, not an overt noun head.	ChatGPT expert review	2026-07-31
AA91	aa91-b5b4d147322c5c31b214	FC-048_v2.cha	359	XXD	好少分	d+a+q	"ei3,個Oral佔好少分𡃉咋""""."	噉都得呀你?	吓?	full_inventory	false_positive	`好多` or `好少` forms a quantity/amount expression, not a degree-marked property modifier.	ChatGPT expert review	2026-07-31
AA91	aa91-b70504283dbb8452256b	FC-048_v2.cha	362	XXD	好少分	d+a+q	佔好少分咋.	唔係𡃉.	"佔十五個percent啊個""""."	full_inventory	false_positive	`好多` or `好少` forms a quantity/amount expression, not a degree-marked property modifier.	ChatGPT expert review	2026-07-31
AA91	aa91-5447684e3d59f3cf50c1	FC-049_v2.cha	222	XXA	好大隻	d+a+q	嘩好大隻狗啊.	乜嘢乜鬼.	乜嘢品種?	full_inventory	false_positive	A classifier intervenes before the following overt noun; this is classifier-linked structure, not direct AA91 modification.	ChatGPT expert review	2026-07-31
AA91	aa91-46381c58ff811b5fdffc	FC-052_v2.cha	62	XXB	好一部	a+m+q	其實就係-係好好一部機來𠸏.	DVD就唔係唔流行𠸏.	喀喀.	full_inventory	false_positive	The match is embedded in superlative or numeral-classifier material, not degree-property modification of a noun.	ChatGPT expert review	2026-07-31
AA91	aa91-01c99a3425af034f3f16	FC-052_v2.cha	108	XXA	好興啲	d+v+q	其實有個問題呢,而家咪好興啲VCD翻版𠸏.	喀.	其實啲人話用翻版會影響部機,甚至會整到部機壞𡃉喎.	full_inventory	false_positive	`好興` is a verbal/predicative expression followed by classifier phrase `啲VCD`, not AA91.	ChatGPT expert review	2026-07-31
AA91	aa91-a2986171ef2f2e52e7c6	FC-056_v2.cha	40	XXX	好少人	d+a+n	噉聽講,聽人講話好景係唔係話好少人幫襯啊近排?	嗰度十幾間度聚集埋一齊,噉𠻺星期六,日好多人啊,迫下迫下噉樣.	因為啲冷氣問題,係唔係?	full_inventory	false_positive	`好多` or `好少` forms a quantity/amount expression, not a degree-marked property modifier.	ChatGPT expert review	2026-07-31
AA91	aa91-4cca15ed2072fbd78298	FC-056_v2.cha	78	XXY	好少人	d+a+n	出唔到翻版,噉又好少人去玩囖.	同埋啲game呢,係一盒盒帶好貴吖.	除非係啲打工仔啊,有錢啲人玩.	full_inventory	false_positive	`好多` or `好少` forms a quantity/amount expression, not a degree-marked property modifier.	ChatGPT expert review	2026-07-31
AA91	aa91-6809294cd4c38fc739b4	FC-103_v2.cha	42	XXB	好少時間	d+a+n	所以我返咗屋企好-好少時間咋,嗰個禮拜,即係啱啱嗰個禮拜,係夜晚食餐飯,跟住第二朝,第二朝八點鐘起身又要出返來哩度.	跟住就晨早帶返佢出去九龍嗰邊,俾另一個親戚,即係探另一個親戚噉樣囖.	不過都好,做功課囖.	full_inventory	false_positive	`好多` or `好少` forms a quantity/amount expression, not a degree-marked property modifier.	ChatGPT expert review	2026-07-31
AA91	aa91-103110f3472ee31d76bb	FC-104_v2.cha	90	XXA	好少反應	d+a+n	同佢Hi呢佢又好似冇乜反應,即係好少反應囖.	佢唔出聲喎.	可能.	full_inventory	false_positive	`好多` or `好少` forms a quantity/amount expression, not a degree-marked property modifier.	ChatGPT expert review	2026-07-31
AA91	aa91-fbab35c59d467c3d5ef2	FC-105_v2.cha	131	XXA	好過郭	a+u+nr	梗係黎明好過郭富城喇.	又唔好聽.	唓,但係我覺得佢啲歌好聽過郭富城喎.	full_inventory	false_positive	`好過` is a comparative predicate crossing into its comparison standard, not AA91 nominal modification.	ChatGPT expert review	2026-07-31
AA91	aa91-ce1d27c91fcceaeb6b90	FC-105_v2.cha	180	XXA	好過關	a+u+nr	哦,但係我覺得呢,陳慧嫻好似今年個勢好似好過關淑怡𡃉喎但係.	臨尾哩幾個月先出碟啫嗎.	關淑怡都冇乜新歌.	full_inventory	false_positive	`好過` is a comparative predicate crossing into its comparison standard, not AA91 nominal modification.	ChatGPT expert review	2026-07-31
AA91	aa91-c0910413a89258d3d80b	FC-106a_v2.cha	56	XXA	好大件	d+a+q	同埋-不過我覺得最後嗰度呢,其實都有少少令人失望囖,你以為呢佢會有啲好大件事發生𠺢嗎.	我覺得唔係啊,我覺得嗰個人好無聊啊.	係囖.	full_inventory	false_positive	A classifier intervenes before the following overt noun; this is classifier-linked structure, not direct AA91 modification.	ChatGPT expert review	2026-07-31
AA91	aa91-e10e384fabe9be287d02	FC-106a_v2.cha	79	XXB	好怕老婆	d+v+n	獅哮記呢係講一個人呢,係好怕老婆𡃉,但係又要出去搞搞震.	古裝𡃉.	喀,咁搞笑!不過星仔啊雖然佢嗰啲戲你成日睇啊,但係都唔好睇𡃉.	full_inventory	false_positive	The middle material heads a verbal, existential, or predicative expression; the final noun belongs to that predicate rather than serving as an AA91 noun head.	ChatGPT expert review	2026-07-31
AA91	aa91-fe7529d79b066f1b1710	FC-106a_v2.cha	133	XXB	好高人工	d+a+n	好高人工𡃉咩?	係啊,然之後佢而家咪可以喺美容嗰啲中心嗰度做囖.	都幾好揾𡃉,即係同你普通一份工一樣囖.	full_inventory	genuine	`好高` directly modifies overt noun `人工`.	ChatGPT expert review	2026-07-31
AA91	aa91-67ec1e975f122903e895	FC-107_v2.cha	101	XXA	好好態度	d+a+n	可能係喇,但係有時,冇啊,我打電話去你屋企呢,好似好好好好態度噉𡃉佢.	噉佢係好惡𡃉喎,佢係真係好惡,可能佢對佢老婆唔惡吖嗎.	一時時咯,都話睇下心情咯.	full_inventory	genuine	Repeated degree-property material `好好好好` directly modifies overt noun `態度`.	ChatGPT expert review	2026-07-31
AA91	aa91-e4a7b90f14f714fff046	FC-107_v2.cha	171	XXA	好驚啲	d+v+q	不過,好驚啲細路仔啊.	坐-企喺度講兩句嘢啊就收檔.	唉!真係.	full_inventory	false_positive	The middle material heads a verbal, existential, or predicative expression; the final noun belongs to that predicate rather than serving as an AA91 noun head.	ChatGPT expert review	2026-07-31
AA91	aa91-61d02fe0693d76c79969	FC-107_v2.cha	196	XXA	好冇錢	a+v1+n	唉,返學,返學都好冇錢啊其實.	自己啲啲,稍為有少少零用錢都冇喎我思疑,重慘過返學啊.	我都唔明有啲人呢,點解呢周身名牌𡃉喎.	full_inventory	false_positive	The middle material heads a verbal, existential, or predicative expression; the final noun belongs to that predicate rather than serving as an AA91 noun head.	ChatGPT expert review	2026-07-31
AA91	aa91-210d4db4f3ac6b30b6e1	FC-107_v2.cha	207	XXA	好冇function	d+v1+xn	好似好冇function,好敗家𡃉喎.	噉咪係.	直程喇.	full_inventory	false_positive	The middle material heads a verbal, existential, or predicative expression; the final noun belongs to that predicate rather than serving as an AA91 noun head.	ChatGPT expert review	2026-07-31
AA91	aa91-f58faf4d22f6a8da9d92	FC-107_v2.cha	223	XXA	好有power	d+v1+xn	但係佢阿媽好似好有power噉𡃉喎.	咦,直程喇,唔係佢阿媽傍住啊,有鬼今日啊.	讕係以為自己好多女朋友𡃉喎.	full_inventory	false_positive	The middle material heads a verbal, existential, or predicative expression; the final noun belongs to that predicate rather than serving as an AA91 noun head.	ChatGPT expert review	2026-07-31
AA91	aa91-e4e48ee10f8b384eed14	FC-108a_v2.cha	387	XXA	好喎學校	a+y+n	但係我覺得唔好喎學校啲校醫.	出邊睇都唔止喇.	不過通常都係噉𡃉嚹我都聽人講.	full_inventory	false_positive	The mechanical match crosses a negation, particle, classifier, repair, or discourse boundary and does not form one nominal modifier-plus-head constituent.	ChatGPT expert review	2026-07-31
AA91	aa91-de56003696c9a3fb8de8	FC-108c_v2.cha	130	XXA	好啲普通話	a+u+n	我想操好啲普通話,因為我對語言呢都幾有興趣𡃉,係囖.	係喇,我都知.	噉你唔讀語言?	full_inventory	false_positive	The mechanical match crosses a negation, particle, classifier, repair, or discourse boundary and does not form one nominal modifier-plus-head constituent.	ChatGPT expert review	2026-07-31
AA91	aa91-8563a47f625dc194170b	FC-108c_v2.cha	135	XXA	好有興趣	d+v1+n	痴線喇,但係我-我又好有興趣去學嗰啲喎,因為唔知點解我好鍾意讀語言𡃉我.	傻喇,傻喇.	噉咪得閒去學下其他語言囖.	full_inventory	false_positive	The middle material heads a verbal, existential, or predicative expression; the final noun belongs to that predicate rather than serving as an AA91 noun head.	ChatGPT expert review	2026-07-31
AA91	aa91-d00d46e7c61ade724470	FC-108c_v2.cha	166	XXB	好過廣東話	a+u+nz	係啊,好過廣東話啊.	冇𡃉,佢講得幾好聽𡃉都,可能唔係嘅,因為呢講普通話嘅人呢,講英文係比較好啲𡃉,學英文呢嗰個發音好似外國人發音𡃉.	係啊.	full_inventory	false_positive	`好過` is a comparative predicate crossing into its comparison standard, not AA91 nominal modification.	ChatGPT expert review	2026-07-31
AA91	aa91-86d9a669e1d805453f74	FC-108c_v2.cha	338	XXA	好有leadership	d+v1+xn	噉呢佢就佢嗰種感-俾我種感覺呢係好好叻𡃉,即係好-好有leadership𡃉.	嗯.	有樣睇𡃉哩啲有時我都覺得.	full_inventory	false_positive	The middle material heads a verbal, existential, or predicative expression; the final noun belongs to that predicate rather than serving as an AA91 noun head.	ChatGPT expert review	2026-07-31
AA91	aa91-c05fb02075f738dba976	FC-108d_v2.cha	105	XXA	好哩科	a+r+n	所以好慘啊,係哩科最慘囖,可能未必咁好哩科,跟住重有一科English,誒,Foundation𠸏,Foundat-,EnglishFoundationProgramme好似叫,嗰科,其實都係同Formseven嗰個English嗰科UE差唔多囖,但係嗰科,係喇,嗰科但係冇乜嘢要讀.	嘩!噉咪自己睇囖.	冇乜嘢讀.	full_inventory	false_positive	The mechanical match crosses a negation, particle, classifier, repair, or discourse boundary and does not form one nominal modifier-plus-head constituent.	ChatGPT expert review	2026-07-31
AA91	aa91-ce5611be46f4f5e7e853	FC-R002a_v2.cha	62	XXA	好切合戲名	d+v+n	噉就好切合戲名喇.	係.	噉就有七,八成人睇喇.	full_inventory	false_positive	The middle material heads a verbal, existential, or predicative expression; the final noun belongs to that predicate rather than serving as an AA91 noun head.	ChatGPT expert review	2026-07-31
AA91	aa91-45061a66029d1bd59f84	FC-R002a_v2.cha	122	XXA	好有創意	d+v1+n	噉𠻺的確係一套好有創意嘅電影.	嗯嗯.	即係就噉以編劇-wise去睇呢,佢嘅創意真係好好啊.	full_inventory	false_positive	The middle material heads a verbal, existential, or predicative expression; the final noun belongs to that predicate rather than serving as an AA91 noun head.	ChatGPT expert review	2026-07-31
AA91	aa91-473b7de9be8c9002c734	FC-R004_v2.cha	215	XXC	好講信心	d+v+n	噉好講信心𡃉好多時候係.	譬如你話賣電器.	即係你做落啲客戶噉𠻺覺得你哩度,啊電器靠得住啊.	full_inventory	false_positive	The middle material heads a verbal, existential, or predicative expression; the final noun belongs to that predicate rather than serving as an AA91 noun head.	ChatGPT expert review	2026-07-31
AA91	aa91-79921ffa4f67f8654f31	FC-R010b_v.cha	81	XXB	好冇意思	d+v1+n	即係你好冇意思噉樣對人吖嗎.	"""空難啊!大佬啊."	你知唔知啊?	full_inventory	false_positive	The middle material heads a verbal, existential, or predicative expression; the final noun belongs to that predicate rather than serving as an AA91 noun head.	ChatGPT expert review	2026-07-31
AA91	aa91-707823f330867e14afc4	FC-R010b_v.cha	99	XXA	好多家長	d+a+n	一則呢,就係方便好多家長呢.	噉呢,哩個嘅好處呢,佢哋呢就係話,點解要噉做呢?	如果係有小朋友遺失咗,即係蕩失,就揾到喇.	full_inventory	false_positive	`好多` or `好少` forms a quantity/amount expression, not a degree-marked property modifier.	ChatGPT expert review	2026-07-31
AA91	aa91-97cc3c3cc90f23452e94	FC-R013a_v.cha	58	XXB	好多年	d+a+q	誒,其實係我覺得要好多年囖.	噉我哋由而家余永姍,如果俾你講一個原因,你自己覺得最大嘅原因係乜嘢呢?	都唔少年𡃉嚹喎.	full_inventory	false_positive	`好多` or `好少` forms a quantity/amount expression, not a degree-marked property modifier.	ChatGPT expert review	2026-07-31
AA91	aa91-7cb504890fc980898688	FC-R013a_v.cha	144	XXC	好驚亞視	d+v+nt	TVB我聽過佢哋有啲人度橋嗰啲啊,好驚亞視𡃉.	未必𡃉.	"""喂喂,唔好俾佢知道啊."	full_inventory	false_positive	The middle material heads a verbal, existential, or predicative expression; the final noun belongs to that predicate rather than serving as an AA91 noun head.	ChatGPT expert review	2026-07-31
AA91	aa91-cfda16300c860739ad5c	FC-R013a_v.cha	311	XXB	好多缺點	d+a+n	因為我都見到好多缺點.	我不斷噉提醒自己唔好囖.	我諗女人係有啲缺點嘅.	full_inventory	false_positive	`好多` or `好少` forms a quantity/amount expression, not a degree-marked property modifier.	ChatGPT expert review	2026-07-31
AA91	aa91-4380a9cbf4a40d718e92	FC-R013a_v.cha	313	XXB	好多問題	d+a+n	即係會-會,誒,係啊,有好多問題我諗.	我諗女人係有啲缺點嘅.	講返轉頭.	full_inventory	false_positive	`好多` or `好少` forms a quantity/amount expression, not a degree-marked property modifier.	ChatGPT expert review	2026-07-31
