original_path	current_or_archive_path	status	sha256	bytes
docs/research/CP021B-R18-SOURCE-SEARCH-LOG.tsv	archive/research-history/docs/research/CP021B-R18-SOURCE-SEARCH-LOG.tsv	CURRENT_IDENTICAL	e87eab9745f579e07a1a6b65ef52320ebd6f7c33d4c183ee2cab46cbfacd27ce	2904
docs/research/CP021B-R19-RESEARCH-CHECKPOINT.md	archive/research-history/docs/research/CP021B-R19-RESEARCH-CHECKPOINT.md	CURRENT_IDENTICAL	09e3ee584e36833681f12590df43e66f19ec2b7389a3cc08784a7391ab9af669	2249
docs/research/CP021B-R19-SOURCE-SEARCH-LOG.tsv	archive/research-history/docs/research/CP021B-R19-SOURCE-SEARCH-LOG.tsv	CURRENT_IDENTICAL	f96929278d23bf531249ef5105a921766c4d2b8bfda185af200ddabf33884996	3150
docs/research/CP021B-R2-RESEARCH-CHECKPOINT.md	archive/research-history/docs/research/CP021B-R2-RESEARCH-CHECKPOINT.md	CURRENT_IDENTICAL	04f91d48ba33684c80a1edc236052e524f07eb86abf9a1af57263b7595007a3d	2548
docs/research/CP021B-R2-SOURCE-SEARCH-LOG.tsv	archive/research-history/docs/research/CP021B-R2-SOURCE-SEARCH-LOG.tsv	CURRENT_IDENTICAL	a5fbcbfa1ea3e8fe4790bd4e2a14fa2b40a86c9828731f2a4e0dce6386c0e5b9	4816
docs/research/CP021B-R20-RESEARCH-CHECKPOINT.md	archive/research-history/docs/research/CP021B-R20-RESEARCH-CHECKPOINT.md	CURRENT_IDENTICAL	c9942294d616ee59a61c9ad410bd47ba7b244afd8814199fa9ca68354d4c2a60	2401
docs/research/CP021B-R20-SOURCE-SEARCH-LOG.tsv	archive/research-history/docs/research/CP021B-R20-SOURCE-SEARCH-LOG.tsv	CURRENT_IDENTICAL	21ce99081704fad66afd34d167410da8492406703e979f9ca764d89d6192aa5a	2691
docs/research/CP021B-R21-RESEARCH-CHECKPOINT.md	archive/research-history/docs/research/CP021B-R21-RESEARCH-CHECKPOINT.md	CURRENT_IDENTICAL	9c8658028241d2589c4f0d081acf6a75c4131627a0ae3c34c6737a6ac78e90b7	2265
docs/research/CP021B-R21-SOURCE-SEARCH-LOG.tsv	archive/research-history/docs/research/CP021B-R21-SOURCE-SEARCH-LOG.tsv	CURRENT_IDENTICAL	2ea5e6f2eba956c6b261b5bf3cd5210868a2709e9e9b704284d1a30196cd755f	3325
docs/research/CP021B-R22-RESEARCH-CHECKPOINT.md	archive/research-history/docs/research/CP021B-R22-RESEARCH-CHECKPOINT.md	CURRENT_IDENTICAL	2be976ea89024e1bd59d77c58150f2839ff3682d825e9df777d7dc0bed60134f	2218
docs/research/CP021B-R22-SOURCE-SEARCH-LOG.tsv	archive/research-history/docs/research/CP021B-R22-SOURCE-SEARCH-LOG.tsv	CURRENT_IDENTICAL	cee06e8bf8816ac753dd708ea515183f4be13e2fc7715364c06bf826fbf4f0da	3079
docs/research/CP021B-R23-RESEARCH-CHECKPOINT.md	archive/research-history/docs/research/CP021B-R23-RESEARCH-CHECKPOINT.md	CURRENT_IDENTICAL	2c0f739b0332a842bf1b588b8f827c209179636dd289829ea416cc92ceef10d5	2294
docs/research/CP021B-R23-SOURCE-SEARCH-LOG.tsv	archive/research-history/docs/research/CP021B-R23-SOURCE-SEARCH-LOG.tsv	CURRENT_IDENTICAL	76041c2fa97176b7151dd671c6a03ccc7523b526b5aeb078aa7abd1ab0ccd5f5	2999
docs/research/CP021B-R24-RESEARCH-CHECKPOINT.md	archive/research-history/docs/research/CP021B-R24-RESEARCH-CHECKPOINT.md	CURRENT_IDENTICAL	5f0af5b78ad25262d3118be4f6468a39d04af3c2cf5f14c0d10f5bb97b786d2f	2185
docs/research/CP021B-R24-SOURCE-SEARCH-LOG.tsv	archive/research-history/docs/research/CP021B-R24-SOURCE-SEARCH-LOG.tsv	CURRENT_IDENTICAL	e0bcf5a44d35870eb0c969475a08fc98064a88b167909a5cc975357bf2001514	2612
docs/research/CP021B-R25-RESEARCH-CHECKPOINT.md	archive/research-history/docs/research/CP021B-R25-RESEARCH-CHECKPOINT.md	CURRENT_IDENTICAL	9869f6d33039950c7e75e18e9bcb4495de430c59e22e85581d8c0eff2520e23d	2036
docs/research/CP021B-R25-SOURCE-SEARCH-LOG.tsv	archive/research-history/docs/research/CP021B-R25-SOURCE-SEARCH-LOG.tsv	CURRENT_IDENTICAL	275fb92adfd52ef13080f7b6e5d51a79d5ac6ba9129110b882bd6f2b9ec45f84	2566
docs/research/CP021B-R26-RESEARCH-CHECKPOINT.md	archive/research-history/docs/research/CP021B-R26-RESEARCH-CHECKPOINT.md	CURRENT_IDENTICAL	660b7c856937bb3f6fd90c2fb9b55c2709e4088865872acc4e7b4a86d5940f42	1856
docs/research/CP021B-R26-SOURCE-SEARCH-LOG.tsv	archive/research-history/docs/research/CP021B-R26-SOURCE-SEARCH-LOG.tsv	CURRENT_IDENTICAL	aa531af63c6afe243a61365a21160f42c9bad05cd5f54d16bc26a26e65e4cbd8	2482
docs/research/CP021B-R27-RESEARCH-CHECKPOINT.md	archive/research-history/docs/research/CP021B-R27-RESEARCH-CHECKPOINT.md	CURRENT_IDENTICAL	eddbff537cb39f910e91d34c162bcb5e5e6c539b49d97dc0b43c3e48389c022e	2201
docs/research/CP021B-R27-SOURCE-SEARCH-LOG.tsv	archive/research-history/docs/research/CP021B-R27-SOURCE-SEARCH-LOG.tsv	CURRENT_IDENTICAL	9dcb61ba1baafe7e0163c62f1544215579461ed77f37f48bd89666402512e140	2489
docs/research/CP021B-R28-RESEARCH-CHECKPOINT.md	archive/research-history/docs/research/CP021B-R28-RESEARCH-CHECKPOINT.md	CURRENT_IDENTICAL	600fca05934f4c153053c3bac38f904f99566df6a4ff7a81f3863edf15e47171	1679
docs/research/CP021B-R28-SOURCE-SEARCH-LOG.tsv	archive/research-history/docs/research/CP021B-R28-SOURCE-SEARCH-LOG.tsv	CURRENT_IDENTICAL	9ced7412b07f548fc40f75ad2a5a187b3d33cddc5a068060c9e9978618dd0a0f	2401
docs/research/CP021B-R29-RESEARCH-CHECKPOINT.md	archive/research-history/docs/research/CP021B-R29-RESEARCH-CHECKPOINT.md	CURRENT_IDENTICAL	d3696d9de36692943415000dcdc01ed235d08902eed826e76a0619fcbee23417	1594
docs/research/CP021B-R29-SOURCE-SEARCH-LOG.tsv	archive/research-history/docs/research/CP021B-R29-SOURCE-SEARCH-LOG.tsv	CURRENT_IDENTICAL	aac12a9608b0705af5353a40b350fdc813eac10889278613e2f33cb6867e9141	2092
docs/research/CP021B-R3-RESEARCH-CHECKPOINT.md	archive/research-history/docs/research/CP021B-R3-RESEARCH-CHECKPOINT.md	CURRENT_IDENTICAL	122c18c13e9ce4cca67d8fc4abac6f528c784b4bf8565a377e41da0bd889f1a2	3345
docs/research/CP021B-R30-RESEARCH-CHECKPOINT.md	archive/research-history/docs/research/CP021B-R30-RESEARCH-CHECKPOINT.md	CURRENT_IDENTICAL	5b090715ea7f63cfe9853cbf4e6908d171cea4291291975ec32b26a1cbefc1b8	1646
docs/research/CP021B-R30-SOURCE-SEARCH-LOG.tsv	archive/research-history/docs/research/CP021B-R30-SOURCE-SEARCH-LOG.tsv	CURRENT_IDENTICAL	81fbdfc2009ec5ba9e8da4dddb38e04fd864a953f711d99ce10e986476ee8660	2165
docs/research/CP021B-R31-RESEARCH-CHECKPOINT.md	archive/research-history/docs/research/CP021B-R31-RESEARCH-CHECKPOINT.md	CURRENT_IDENTICAL	fed0716d1125663c0a225f649a376f2d8a01e928482da5e3fdeb7370bbdf9ac0	1580
docs/research/CP021B-R31-SOURCE-SEARCH-LOG.tsv	archive/research-history/docs/research/CP021B-R31-SOURCE-SEARCH-LOG.tsv	CURRENT_IDENTICAL	d15138a3071e5731962218d92169c15882959a33b4bb5c2afa724547522e4c6d	2224
docs/research/CP021B-R32-RESEARCH-CHECKPOINT.md	archive/research-history/docs/research/CP021B-R32-RESEARCH-CHECKPOINT.md	CURRENT_IDENTICAL	ec6ed9a3e0b63d9ff0318932ed7bf8b1dc7029ac1ec830bed78311951732fc76	2123
docs/research/CP021B-R32-SOURCE-SEARCH-LOG.tsv	archive/research-history/docs/research/CP021B-R32-SOURCE-SEARCH-LOG.tsv	CURRENT_IDENTICAL	d35f8260f7c7f099eb45205b49b1e4e8b5fa77c9e7d97e0836f0d5ab6c0e1581	2222
docs/research/CP021B-R33-RESEARCH-CHECKPOINT.md	archive/research-history/docs/research/CP021B-R33-RESEARCH-CHECKPOINT.md	CURRENT_IDENTICAL	2af6937e921689d150e1a00cbb90fb5c6f856bbd2d63c7d616024a1ee60e37f8	1831
docs/research/CP021B-R33-SOURCE-SEARCH-LOG.tsv	archive/research-history/docs/research/CP021B-R33-SOURCE-SEARCH-LOG.tsv	CURRENT_IDENTICAL	e72abd595d172919c2d1a147795b662f4d2adf35284a78ac3ec7ce54ac208f14	2384
docs/research/CP021B-R34-RESEARCH-CHECKPOINT.md	archive/research-history/docs/research/CP021B-R34-RESEARCH-CHECKPOINT.md	CURRENT_IDENTICAL	b02b589181d8c9048722a016984238d93a5971f2e2e88debf4e27279a311d383	991
docs/research/CP021B-R35-RESEARCH-CHECKPOINT.md	archive/research-history/docs/research/CP021B-R35-RESEARCH-CHECKPOINT.md	CURRENT_IDENTICAL	59fa85e73931eac151a2fedaaf656c2bab91aad44042e042bb21c52f44983e1e	1579
docs/research/CP021B-R36-RESEARCH-CHECKPOINT.md	archive/research-history/docs/research/CP021B-R36-RESEARCH-CHECKPOINT.md	CURRENT_IDENTICAL	c06d739ca7fac72fb9abf41203c4afc48b976502d3c5ee598612824eccbf23fa	1064
docs/research/CP021B-R4-RESEARCH-CHECKPOINT.md	archive/research-history/docs/research/CP021B-R4-RESEARCH-CHECKPOINT.md	CURRENT_IDENTICAL	629bbf15294bf9424c4b62d56e7dbfbf6195cf92f78f7c2d588c8b2064eb4fe8	2500
docs/research/CP021B-R5-RESEARCH-CHECKPOINT.md	archive/research-history/docs/research/CP021B-R5-RESEARCH-CHECKPOINT.md	CURRENT_IDENTICAL	bfc89ea4fdf2029fbb628da2fe56a9ceb48a13aa7bbc91e8e47d5241b030a192	2645
docs/research/CP021B-R5-SOURCE-SEARCH-LOG.tsv	archive/research-history/docs/research/CP021B-R5-SOURCE-SEARCH-LOG.tsv	CURRENT_IDENTICAL	61a03da7ce7854652e3107b7eeb9357c45ce8576d438209ad738c11bce5730e5	2264
docs/research/CP021B-R6-RESEARCH-CHECKPOINT.md	archive/research-history/docs/research/CP021B-R6-RESEARCH-CHECKPOINT.md	CURRENT_IDENTICAL	997dd730c951276af8ce3dc45c4737f34fa7ccd110b66afd984b9ee41d20f224	3055
docs/research/CP021B-R6-SOURCE-SEARCH-LOG.tsv	archive/research-history/docs/research/CP021B-R6-SOURCE-SEARCH-LOG.tsv	CURRENT_IDENTICAL	028fde60dddef9c6721c0bf3c66d29c46ae776fb00a7fd7d63911505f768f12b	1835
docs/research/CP021B-R7-RESEARCH-CHECKPOINT.md	archive/research-history/docs/research/CP021B-R7-RESEARCH-CHECKPOINT.md	CURRENT_IDENTICAL	ac4bbda8bfeea63500082b857b074595fdd0d36795373c5a3329d5b2fd9aa5b3	2452
docs/research/CP021B-R7-SOURCE-SEARCH-LOG.tsv	archive/research-history/docs/research/CP021B-R7-SOURCE-SEARCH-LOG.tsv	CURRENT_IDENTICAL	76643cf0bf35a0f159730451c666bf689455b04489bd96af71ef254e0be1fe7b	2932
docs/research/CP021B-R8-RESEARCH-CHECKPOINT.md	archive/research-history/docs/research/CP021B-R8-RESEARCH-CHECKPOINT.md	CURRENT_IDENTICAL	a9bf71553972748a68a3333f4a7e458657000f0d884403c9ebf3f72960921c3d	3127
docs/research/CP021B-R8-SOURCE-SEARCH-LOG.tsv	archive/research-history/docs/research/CP021B-R8-SOURCE-SEARCH-LOG.tsv	CURRENT_IDENTICAL	58d038f5848617175079ae93a9e5c1a778ece81f8399267e97c0c9875875e854	2880
docs/research/CP021B-R9-RESEARCH-CHECKPOINT.md	archive/research-history/docs/research/CP021B-R9-RESEARCH-CHECKPOINT.md	CURRENT_IDENTICAL	f16f89b6579f9078590bbc4a6b11f2f14d034c59044d4023a0b8c2f72cf38965	2109
docs/research/CP021B-R9-SOURCE-SEARCH-LOG.tsv	archive/research-history/docs/research/CP021B-R9-SOURCE-SEARCH-LOG.tsv	CURRENT_IDENTICAL	92ba62ad4eec3a4b3e475d1a542ea88ccac0ef5e09ebe8a1315215f9c8fdfe33	3439
docs/research/CP022-I1-CANDIDATE-WAVES-CP021B-R36.tsv	archive/research-history/docs/research/CP022-I1-CANDIDATE-WAVES-CP021B-R36.tsv	CURRENT_IDENTICAL	b266c360f3e9cf95b2420ae7d62ad9b37a1112e0222892c3c1a8b1d6d6e99ec1	13084
docs/research/CP022-IMPLEMENTATION-BACKLOG-CP021B-R36.tsv	archive/research-history/docs/research/CP022-IMPLEMENTATION-BACKLOG-CP021B-R36.tsv	CURRENT_IDENTICAL	5f3761f8b9dc5a21707fe3caacb4d111d2a73eb3425c26ddf18774aa8e55abef	72358
docs/research/CP022-IMPLEMENTATION-SEQUENCE-CP021B-R36.md	archive/research-history/docs/research/CP022-IMPLEMENTATION-SEQUENCE-CP021B-R36.md	CURRENT_IDENTICAL	6ecd77e120bb377bf03fffe2210dc4a42f3ebb58db0f3d4ffe4026b3e7b8ef70	2705
docs/research/CP022-IMPLEMENTATION-SEQUENCE-CP021B-R36.tsv	archive/research-history/docs/research/CP022-IMPLEMENTATION-SEQUENCE-CP021B-R36.tsv	CURRENT_IDENTICAL	ae8670c8482024cc9b7c55ecf171bf6fd9dba6cc8de2f7036012065848268c24	4101
docs/research/EVALUATION-PACKET-BLUEPRINTS-CP021B-R36.json	archive/research-history/docs/research/EVALUATION-PACKET-BLUEPRINTS-CP021B-R36.json	CURRENT_IDENTICAL	8609bdc4de949b5f68655ab806618733b471232d3677f0f783919fe70bb65749	112124
docs/research/EVALUATION-PACKET-MANIFEST-CP021B-R36.tsv	archive/research-history/docs/research/EVALUATION-PACKET-MANIFEST-CP021B-R36.tsv	CURRENT_IDENTICAL	95bd6b927f2a600b2df580b931c5a53fd202af256273f4aeb1f842bfdbd333d9	14675
docs/research/EVALUATION-PACKET-SCHEMA-CP021B-R36.json	archive/research-history/docs/research/EVALUATION-PACKET-SCHEMA-CP021B-R36.json	CURRENT_IDENTICAL	d171b7aa4ac4cb196ea3b74e152560b404e4bce0aea08547c396627663bcd5f2	5343
docs/research/IMPLEMENTATION-READINESS-AND-EVALUATION-DESIGN-CP021B-R36.md	archive/research-history/docs/research/IMPLEMENTATION-READINESS-AND-EVALUATION-DESIGN-CP021B-R36.md	CURRENT_IDENTICAL	7dd48231d3aa37705bbcb2afaa05d1c44eb3817f63beeb8001a13979f3686ec0	4011
docs/research/IMPLEMENTATION-READINESS-MATRIX-CP021B-R36.tsv	archive/research-history/docs/research/IMPLEMENTATION-READINESS-MATRIX-CP021B-R36.tsv	CURRENT_IDENTICAL	9006d76bc47b77b1c2cb4e033ab0f419506b32183d027361ab79dc89ab1e7e0d	20591
docs/research/LANE-01-RENDERED-SPATIAL-KINSHIP-ROLE-CORRECTION-CP020R2.md	archive/research-history/docs/research/LANE-01-RENDERED-SPATIAL-KINSHIP-ROLE-CORRECTION-CP020R2.md	CURRENT_IDENTICAL	65f6fc4524b549492559f1f86364518531f7f943389a0c72bdbac5325ff447cd	2625
docs/research/LANE-01-RENDERED-SPATIAL-KINSHIP-ROLE-FULL-REVIEW-CP020R2.md	archive/research-history/docs/research/LANE-01-RENDERED-SPATIAL-KINSHIP-ROLE-FULL-REVIEW-CP020R2.md	CURRENT_IDENTICAL	325227c03646eb773188b600312ea9bf895c5944a5201a908c4ee1d6686f196b	5818
docs/research/PARSER-CONSTRUCTION-INTERNAL-PROVENANCE-REGISTER-CP021B-R10.tsv	archive/research-history/docs/research/PARSER-CONSTRUCTION-INTERNAL-PROVENANCE-REGISTER-CP021B-R10.tsv	CURRENT_IDENTICAL	d0388debf81fd3001e95b3c8210ba3d5539e322d01af24e2139697dbbf07aac5	6677
docs/research/PARSER-CONSTRUCTION-INTERNAL-PROVENANCE-REGISTER-CP021B-R11.tsv	archive/research-history/docs/research/PARSER-CONSTRUCTION-INTERNAL-PROVENANCE-REGISTER-CP021B-R11.tsv	CURRENT_IDENTICAL	402668910e17cbca904d1139515a011ca086c0d71674eacb6a1c716cb1e54f3f	7387
docs/research/PARSER-CONSTRUCTION-INTERNAL-PROVENANCE-REGISTER-CP021B-R12.tsv	archive/research-history/docs/research/PARSER-CONSTRUCTION-INTERNAL-PROVENANCE-REGISTER-CP021B-R12.tsv	CURRENT_IDENTICAL	0c6823cb98ccc006b7846cb6e9cec000bb361cc31bfdf790f60ee400ce22aac0	8168
docs/research/PARSER-CONSTRUCTION-INTERNAL-PROVENANCE-REGISTER-CP021B-R13.tsv	archive/research-history/docs/research/PARSER-CONSTRUCTION-INTERNAL-PROVENANCE-REGISTER-CP021B-R13.tsv	CURRENT_IDENTICAL	30fb5af73a5746e9789d838055e9c093afa4f5bd198317140a3be82d01c712ed	8999
docs/research/PARSER-CONSTRUCTION-INTERNAL-PROVENANCE-REGISTER-CP021B-R14.tsv	archive/research-history/docs/research/PARSER-CONSTRUCTION-INTERNAL-PROVENANCE-REGISTER-CP021B-R14.tsv	CURRENT_IDENTICAL	a7d84f48a6293b23d6a52654611ad2a779ed3964e6697ce78514403a6056312f	9824
docs/research/PARSER-CONSTRUCTION-INTERNAL-PROVENANCE-REGISTER-CP021B-R15.tsv	archive/research-history/docs/research/PARSER-CONSTRUCTION-INTERNAL-PROVENANCE-REGISTER-CP021B-R15.tsv	CURRENT_IDENTICAL	a606fa03b5718c52659004e5dc2cffb8dbf3080ecde4a27d039e33eb79fb812d	10552
docs/research/PARSER-CONSTRUCTION-INTERNAL-PROVENANCE-REGISTER-CP021B-R16.tsv	archive/research-history/docs/research/PARSER-CONSTRUCTION-INTERNAL-PROVENANCE-REGISTER-CP021B-R16.tsv	CURRENT_IDENTICAL	332c72f100d0315abe56f24460af4c12cd056d08d8773a7622e378bff333a934	11359
docs/research/PARSER-CONSTRUCTION-INTERNAL-PROVENANCE-REGISTER-CP021B-R17.tsv	archive/research-history/docs/research/PARSER-CONSTRUCTION-INTERNAL-PROVENANCE-REGISTER-CP021B-R17.tsv	CURRENT_IDENTICAL	f4cb2a4d5a9f0e2bb569f349bcf3089ce8521e169372ca949ed8a718841543aa	12168
docs/research/PARSER-CONSTRUCTION-INTERNAL-PROVENANCE-REGISTER-CP021B-R18.tsv	archive/research-history/docs/research/PARSER-CONSTRUCTION-INTERNAL-PROVENANCE-REGISTER-CP021B-R18.tsv	CURRENT_IDENTICAL	f11dc3279a8420543d453fc0a7722986f15dede013c1ac8c3f8a0571811023b2	13123
docs/research/PARSER-CONSTRUCTION-INTERNAL-PROVENANCE-REGISTER-CP021B-R19.tsv	archive/research-history/docs/research/PARSER-CONSTRUCTION-INTERNAL-PROVENANCE-REGISTER-CP021B-R19.tsv	CURRENT_IDENTICAL	1cbd87d0eb7ab0170345054e3c2c7faa40416a6c274d0bd2404473aefb2e9404	14071
docs/research/PARSER-CONSTRUCTION-INTERNAL-PROVENANCE-REGISTER-CP021B-R20.tsv	archive/research-history/docs/research/PARSER-CONSTRUCTION-INTERNAL-PROVENANCE-REGISTER-CP021B-R20.tsv	CURRENT_IDENTICAL	8e2bda75c273531a49ddee06f9927bbbb4cc309706660e6dbc3ed6ddf32f0d54	15116
docs/research/PARSER-CONSTRUCTION-INTERNAL-PROVENANCE-REGISTER-CP021B-R21.tsv	archive/research-history/docs/research/PARSER-CONSTRUCTION-INTERNAL-PROVENANCE-REGISTER-CP021B-R21.tsv	CURRENT_IDENTICAL	797dbbae308434254b938ac54907a2421a14f26e66bb8a8b1fa8b3eb6631a3d9	16187
docs/research/PARSER-CONSTRUCTION-INTERNAL-PROVENANCE-REGISTER-CP021B-R22.tsv	archive/research-history/docs/research/PARSER-CONSTRUCTION-INTERNAL-PROVENANCE-REGISTER-CP021B-R22.tsv	CURRENT_IDENTICAL	1516922fbcc14cdc90f8ac40dece2b841bd8a56c456967f103841ef81c1c99d0	17338
docs/research/PARSER-CONSTRUCTION-INTERNAL-PROVENANCE-REGISTER-CP021B-R23.tsv	archive/research-history/docs/research/PARSER-CONSTRUCTION-INTERNAL-PROVENANCE-REGISTER-CP021B-R23.tsv	CURRENT_IDENTICAL	98fb7316ec77548da5af019654cbe29708341d6ab11c44e8f4377e64f89c4500	18329
docs/research/PARSER-CONSTRUCTION-INTERNAL-PROVENANCE-REGISTER-CP021B-R24.tsv	archive/research-history/docs/research/PARSER-CONSTRUCTION-INTERNAL-PROVENANCE-REGISTER-CP021B-R24.tsv	CURRENT_IDENTICAL	4ba330e5bdfab5ffa72e05517131425faf4df2ad97bf92628da6dd3ccdb80232	19355
docs/research/PARSER-CONSTRUCTION-INTERNAL-PROVENANCE-REGISTER-CP021B-R25.tsv	archive/research-history/docs/research/PARSER-CONSTRUCTION-INTERNAL-PROVENANCE-REGISTER-CP021B-R25.tsv	CURRENT_IDENTICAL	de11d2ce6968489643e539cd3c8dfc1eda5529ad18ee369001a9bbb24000b7a3	20429
