candidate_id	source_file	source_file_sha256	file_index_zero_based	turn_index_zero_based	token_index_zero_based	participant	matched_surface_span	preceding_verb_form	preceding_verb_hkcancor_pos	following_form	following_hkcancor_pos	following_ud_pos	duplicate_group_inputs_json	text	previous_text	next_text	token_context_json	tokens_json	annotation_status
aa62-6e7c0e310b4e4c448dc1	FC-009b_v.cha	c9bfd5c37661f770dd4d42712f8484fdeb720eafc25e363ec3779da6aa48cdf5	3	40	3	XXB	試過	試	v	.		X	"{""normalizedSurface"":""試過""}"	晏晝未試過.	係啊.	哦.	"{""startTokenIndexZeroBased"":0,""endTokenIndexExclusive"":5,""tokens"":[{""word"":""晏晝"",""pos"":""t"",""jyutping"":""aan3zau3""},{""word"":""未"",""pos"":""d"",""jyutping"":""mei6""},{""word"":""試"",""pos"":""v"",""jyutping"":""si3""},{""word"":""過"",""pos"":""u"",""jyutping"":""gwo3""},{""word"":""."",""pos"":"""",""jyutping"":null}]}"	"[{""word"":""晏晝"",""pos"":""t"",""jyutping"":""aan3zau3""},{""word"":""未"",""pos"":""d"",""jyutping"":""mei6""},{""word"":""試"",""pos"":""v"",""jyutping"":""si3""},{""word"":""過"",""pos"":""u"",""jyutping"":""gwo3""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
aa62-7fe63a84db5372d4cb72	FC-009b_v.cha	c9bfd5c37661f770dd4d42712f8484fdeb720eafc25e363ec3779da6aa48cdf5	3	70	34	XXB	整過	整	v	好多	m	NUM	"{""normalizedSurface"":""整過""}"	嗰時不過有個朋友呢做物理治療吖嗎,噉𠻺即係物理治療師吖嗎,噉,誒,佢就幫我睇咗好-即係幫我整過好多次囖.	,噉我又唔知啊.	噉跟住佢話,即係佢係噉講過啲乜嘢英文乜嘢-乜嘢-乜嘢有個tearing.	"{""startTokenIndexZeroBased"":27,""endTokenIndexExclusive"":39,""tokens"":[{""word"":""咗"",""pos"":""u"",""jyutping"":""zo2""},{""word"":""好"",""pos"":""d"",""jyutping"":""hou2""},{""word"":""-"",""pos"":"""",""jyutping"":null},{""word"":""即係"",""pos"":""c"",""jyutping"":""zik1hai6""},{""word"":""幫"",""pos"":""v"",""jyutping"":""bong1""},{""word"":""我"",""pos"":""r"",""jyutping"":""ngo5""},{""word"":""整"",""pos"":""v"",""jyutping"":""zing2""},{""word"":""過"",""pos"":""u"",""jyutping"":""gwo3""},{""word"":""好多"",""pos"":""m"",""jyutping"":""hou2do1""},{""word"":""次"",""pos"":""q"",""jyutping"":""ci3""},{""word"":""囖"",""pos"":""y"",""jyutping"":""lo1""},{""word"":""."",""pos"":"""",""jyutping"":null}]}"	"[{""word"":""嗰時"",""pos"":""r"",""jyutping"":""go2si4""},{""word"":""不過"",""pos"":""c"",""jyutping"":""bat1gwo3""},{""word"":""有"",""pos"":""v1"",""jyutping"":""jau5""},{""word"":""個"",""pos"":""q"",""jyutping"":""go3""},{""word"":""朋友"",""pos"":""n"",""jyutping"":""pang4jau5""},{""word"":""呢"",""pos"":""y1"",""jyutping"":""ne1""},{""word"":""做"",""pos"":""v"",""jyutping"":""zou6""},{""word"":""物理治療"",""pos"":""n"",""jyutping"":""mat6lei5zi6liu4""},{""word"":""吖"",""pos"":""y"",""jyutping"":""aa1""},{""word"":""嗎"",""pos"":""y"",""jyutping"":""maa3""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""噉"",""pos"":""r"",""jyutping"":""gam2""},{""word"":""𠻺"",""pos"":""d"",""jyutping"":""aa6""},{""word"":""即係"",""pos"":""c"",""jyutping"":""zik1hai6""},{""word"":""物理治療師"",""pos"":""n"",""jyutping"":""mat6lei5zi6liu4si1""},{""word"":""吖"",""pos"":""y"",""jyutping"":""aa1""},{""word"":""嗎"",""pos"":""y"",""jyutping"":""maa3""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""噉"",""pos"":""c"",""jyutping"":""gam2""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""誒"",""pos"":""e"",""jyutping"":""e6""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""佢"",""pos"":""r"",""jyutping"":""keoi5""},{""word"":""就"",""pos"":""d"",""jyutping"":""zau6""},{""word"":""幫"",""pos"":""v"",""jyutping"":""bong1""},{""word"":""我"",""pos"":""r"",""jyutping"":""ngo5""},{""word"":""睇"",""pos"":""v"",""jyutping"":""tai2""},{""word"":""咗"",""pos"":""u"",""jyutping"":""zo2""},{""word"":""好"",""pos"":""d"",""jyutping"":""hou2""},{""word"":""-"",""pos"":"""",""jyutping"":null},{""word"":""即係"",""pos"":""c"",""jyutping"":""zik1hai6""},{""word"":""幫"",""pos"":""v"",""jyutping"":""bong1""},{""word"":""我"",""pos"":""r"",""jyutping"":""ngo5""},{""word"":""整"",""pos"":""v"",""jyutping"":""zing2""},{""word"":""過"",""pos"":""u"",""jyutping"":""gwo3""},{""word"":""好多"",""pos"":""m"",""jyutping"":""hou2do1""},{""word"":""次"",""pos"":""q"",""jyutping"":""ci3""},{""word"":""囖"",""pos"":""y"",""jyutping"":""lo1""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
aa62-e97da08c4f72936cda7b	FC-009b_v.cha	c9bfd5c37661f770dd4d42712f8484fdeb720eafc25e363ec3779da6aa48cdf5	3	71	9	XXB	講過	講	v	啲	q	NOUN	"{""normalizedSurface"":""講過""}"	噉跟住佢話,即係佢係噉講過啲乜嘢英文乜嘢-乜嘢-乜嘢有個tearing.	嗰時不過有個朋友呢做物理治療吖嗎,噉𠻺即係物理治療師吖嗎,噉,誒,佢就幫我睇咗好-即係幫我整過好多次囖.	咪有個tearing喺你個ligament上邊嘅,嗰度噉講喇.	"{""startTokenIndexZeroBased"":2,""endTokenIndexExclusive"":16,""tokens"":[{""word"":""佢"",""pos"":""r"",""jyutping"":""keoi5""},{""word"":""話"",""pos"":""v"",""jyutping"":""waa6""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""即係"",""pos"":""c"",""jyutping"":""zik1hai6""},{""word"":""佢"",""pos"":""r"",""jyutping"":""keoi5""},{""word"":""係噉"",""pos"":""d"",""jyutping"":""hai6gam2""},{""word"":""講"",""pos"":""v"",""jyutping"":""gong2""},{""word"":""過"",""pos"":""u"",""jyutping"":""gwo3""},{""word"":""啲"",""pos"":""q"",""jyutping"":""di1""},{""word"":""乜嘢"",""pos"":""r"",""jyutping"":""mat1je5""},{""word"":""英文"",""pos"":""nz"",""jyutping"":""jing1man2""},{""word"":""乜嘢"",""pos"":""r"",""jyutping"":""mat1je5""},{""word"":""-"",""pos"":"""",""jyutping"":null},{""word"":""乜嘢"",""pos"":""r"",""jyutping"":""mat1je5""}]}"	"[{""word"":""噉"",""pos"":""c"",""jyutping"":""gam2""},{""word"":""跟住"",""pos"":""c"",""jyutping"":""gan1zyu6""},{""word"":""佢"",""pos"":""r"",""jyutping"":""keoi5""},{""word"":""話"",""pos"":""v"",""jyutping"":""waa6""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""即係"",""pos"":""c"",""jyutping"":""zik1hai6""},{""word"":""佢"",""pos"":""r"",""jyutping"":""keoi5""},{""word"":""係噉"",""pos"":""d"",""jyutping"":""hai6gam2""},{""word"":""講"",""pos"":""v"",""jyutping"":""gong2""},{""word"":""過"",""pos"":""u"",""jyutping"":""gwo3""},{""word"":""啲"",""pos"":""q"",""jyutping"":""di1""},{""word"":""乜嘢"",""pos"":""r"",""jyutping"":""mat1je5""},{""word"":""英文"",""pos"":""nz"",""jyutping"":""jing1man2""},{""word"":""乜嘢"",""pos"":""r"",""jyutping"":""mat1je5""},{""word"":""-"",""pos"":"""",""jyutping"":null},{""word"":""乜嘢"",""pos"":""r"",""jyutping"":""mat1je5""},{""word"":""-"",""pos"":"""",""jyutping"":null},{""word"":""乜嘢"",""pos"":""r"",""jyutping"":""mat1je5""},{""word"":""有"",""pos"":""v1"",""jyutping"":""jau5""},{""word"":""個"",""pos"":""q"",""jyutping"":""go3""},{""word"":""tearing"",""pos"":""xn"",""jyutping"":null},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
aa62-c7c81d3dbda411de5b59	FC-009b_v.cha	c9bfd5c37661f770dd4d42712f8484fdeb720eafc25e363ec3779da6aa48cdf5	3	82	10	XXA	跑過	跑	v	囖	y	PART	"{""normalizedSurface"":""跑過""}"	噉我由中五開始就冇乜跑過囖.	嗯.	哦.	"{""startTokenIndexZeroBased"":3,""endTokenIndexExclusive"":13,""tokens"":[{""word"":""中"",""pos"":""jn"",""jyutping"":""zung1""},{""word"":""五"",""pos"":""m"",""jyutping"":""ng5""},{""word"":""開始"",""pos"":""v"",""jyutping"":""hoi1ci2""},{""word"":""就"",""pos"":""d"",""jyutping"":""zau6""},{""word"":""冇"",""pos"":""v1"",""jyutping"":""mou5""},{""word"":""乜"",""pos"":""r"",""jyutping"":""mat1""},{""word"":""跑"",""pos"":""v"",""jyutping"":""paau2""},{""word"":""過"",""pos"":""u"",""jyutping"":""gwo3""},{""word"":""囖"",""pos"":""y"",""jyutping"":""lo1""},{""word"":""."",""pos"":"""",""jyutping"":null}]}"	"[{""word"":""噉"",""pos"":""c"",""jyutping"":""gam2""},{""word"":""我"",""pos"":""r"",""jyutping"":""ngo5""},{""word"":""由"",""pos"":""p"",""jyutping"":""jau4""},{""word"":""中"",""pos"":""jn"",""jyutping"":""zung1""},{""word"":""五"",""pos"":""m"",""jyutping"":""ng5""},{""word"":""開始"",""pos"":""v"",""jyutping"":""hoi1ci2""},{""word"":""就"",""pos"":""d"",""jyutping"":""zau6""},{""word"":""冇"",""pos"":""v1"",""jyutping"":""mou5""},{""word"":""乜"",""pos"":""r"",""jyutping"":""mat1""},{""word"":""跑"",""pos"":""v"",""jyutping"":""paau2""},{""word"":""過"",""pos"":""u"",""jyutping"":""gwo3""},{""word"":""囖"",""pos"":""y"",""jyutping"":""lo1""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
aa62-ad6ddb8866e5f1e474e3	FC-009b_v.cha	c9bfd5c37661f770dd4d42712f8484fdeb720eafc25e363ec3779da6aa48cdf5	3	108	5	XXB	聽過	聽	v	朋友	n	NOUN	"{""normalizedSurface"":""聽過""}"	誒,我嗰陣時聽過朋友講呢,佢話如果你係,誒,點講呢,即係你係呢直程練嗰種呢,不停噉跑,跑到好癐你都繼續跑呢,即係譬如每日都係跑一個鐘嘅,噉樣呢對腳就可能會即係有肌肉囖.	會唔會呢?	但係佢話如果你每日,誒,譬如跑十五分鐘嘅,或者跑廿分鐘嘅,佢話應該就會冇事啝.	"{""startTokenIndexZeroBased"":0,""endTokenIndexExclusive"":12,""tokens"":[{""word"":""誒"",""pos"":""e"",""jyutping"":""e6""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""我"",""pos"":""r"",""jyutping"":""ngo5""},{""word"":""嗰陣時"",""pos"":""r"",""jyutping"":""go2zan6si2""},{""word"":""聽"",""pos"":""v"",""jyutping"":""teng1""},{""word"":""過"",""pos"":""u"",""jyutping"":""gwo3""},{""word"":""朋友"",""pos"":""n"",""jyutping"":""pang4jau5""},{""word"":""講"",""pos"":""v"",""jyutping"":""gong2""},{""word"":""呢"",""pos"":""y1"",""jyutping"":""ne1""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""佢"",""pos"":""r"",""jyutping"":""keoi5""},{""word"":""話"",""pos"":""v"",""jyutping"":""waa6""}]}"	"[{""word"":""誒"",""pos"":""e"",""jyutping"":""e6""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""我"",""pos"":""r"",""jyutping"":""ngo5""},{""word"":""嗰陣時"",""pos"":""r"",""jyutping"":""go2zan6si2""},{""word"":""聽"",""pos"":""v"",""jyutping"":""teng1""},{""word"":""過"",""pos"":""u"",""jyutping"":""gwo3""},{""word"":""朋友"",""pos"":""n"",""jyutping"":""pang4jau5""},{""word"":""講"",""pos"":""v"",""jyutping"":""gong2""},{""word"":""呢"",""pos"":""y1"",""jyutping"":""ne1""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""佢"",""pos"":""r"",""jyutping"":""keoi5""},{""word"":""話"",""pos"":""v"",""jyutping"":""waa6""},{""word"":""如果"",""pos"":""c"",""jyutping"":""jyu4gwo2""},{""word"":""你"",""pos"":""r"",""jyutping"":""nei5""},{""word"":""係"",""pos"":""v"",""jyutping"":""hai6""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""誒"",""pos"":""e"",""jyutping"":""e6""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""點"",""pos"":""r"",""jyutping"":""dim2""},{""word"":""講"",""pos"":""v"",""jyutping"":""gong2""},{""word"":""呢"",""pos"":""y1"",""jyutping"":""ne1""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""即係"",""pos"":""c"",""jyutping"":""zik1hai6""},{""word"":""你"",""pos"":""r"",""jyutping"":""nei5""},{""word"":""係"",""pos"":""v"",""jyutping"":""hai6""},{""word"":""呢"",""pos"":""y1"",""jyutping"":""ne1""},{""word"":""直程"",""pos"":""d"",""jyutping"":""zik6cing4""},{""word"":""練"",""pos"":""v"",""jyutping"":""lin6""},{""word"":""嗰"",""pos"":""r"",""jyutping"":""go2""},{""word"":""種"",""pos"":""q"",""jyutping"":""zung2""},{""word"":""呢"",""pos"":""y1"",""jyutping"":""ne1""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""不停"",""pos"":""v"",""jyutping"":""bat1ting4""},{""word"":""噉"",""pos"":""r"",""jyutping"":""gam2""},{""word"":""跑"",""pos"":""v"",""jyutping"":""paau2""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""跑"",""pos"":""v"",""jyutping"":""paau2""},{""word"":""到"",""pos"":""v"",""jyutping"":""dou3""},{""word"":""好"",""pos"":""d"",""jyutping"":""hou2""},{""word"":""癐"",""pos"":""a"",""jyutping"":""gui6""},{""word"":""你"",""pos"":""r"",""jyutping"":""nei5""},{""word"":""都"",""pos"":""d"",""jyutping"":""dou1""},{""word"":""繼續"",""pos"":""v"",""jyutping"":""gai3zuk6""},{""word"":""跑"",""pos"":""v"",""jyutping"":""paau2""},{""word"":""呢"",""pos"":""y1"",""jyutping"":""ne1""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""即係"",""pos"":""c"",""jyutping"":""zik1hai6""},{""word"":""譬如"",""pos"":""v"",""jyutping"":""pei3jyu4""},{""word"":""每日"",""pos"":""r"",""jyutping"":""mui5jat6""},{""word"":""都"",""pos"":""d"",""jyutping"":""dou1""},{""word"":""係"",""pos"":""v"",""jyutping"":""hai6""},{""word"":""跑"",""pos"":""v"",""jyutping"":""paau2""},{""word"":""一"",""pos"":""m"",""jyutping"":""jat1""},{""word"":""個"",""pos"":""q"",""jyutping"":""go3""},{""word"":""鐘"",""pos"":""n"",""jyutping"":""zung1""},{""word"":""嘅"",""pos"":""u"",""jyutping"":""ge3""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""噉樣"",""pos"":""c"",""jyutping"":""gam2joeng2""},{""word"":""呢"",""pos"":""y1"",""jyutping"":""ne1""},{""word"":""對"",""pos"":""q"",""jyutping"":""deoi3""},{""word"":""腳"",""pos"":""n"",""jyutping"":""goek3""},{""word"":""就"",""pos"":""d"",""jyutping"":""zau6""},{""word"":""可能"",""pos"":""vu"",""jyutping"":""ho2nang4""},{""word"":""會"",""pos"":""vu"",""jyutping"":""wui5""},{""word"":""即係"",""pos"":""c"",""jyutping"":""zik1hai6""},{""word"":""有"",""pos"":""v1"",""jyutping"":""jau5""},{""word"":""肌肉"",""pos"":""n"",""jyutping"":""gei1juk6""},{""word"":""囖"",""pos"":""y"",""jyutping"":""lo1""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
aa62-f9b2451e798aa50b6be8	FC-012_v.cha	f20df16972d89c85f64e6be62b97a17f09b1a4e67639833ff27f1610b3bd277a	5	97	2	XXA	諗過	諗	v	養	v	VERB	"{""normalizedSurface"":""諗過""}"	有冇諗過養曲架狗?	會𡃉.	想.	"{""startTokenIndexZeroBased"":0,""endTokenIndexExclusive"":6,""tokens"":[{""word"":""有冇"",""pos"":""v1"",""jyutping"":""jau5mou5""},{""word"":""諗"",""pos"":""v"",""jyutping"":""nam2""},{""word"":""過"",""pos"":""u"",""jyutping"":""gwo3""},{""word"":""養"",""pos"":""v"",""jyutping"":""joeng5""},{""word"":""曲架狗"",""pos"":""nz"",""jyutping"":""kuk1gaa2gau2""},{""word"":""?"",""pos"":"""",""jyutping"":null}]}"	"[{""word"":""有冇"",""pos"":""v1"",""jyutping"":""jau5mou5""},{""word"":""諗"",""pos"":""v"",""jyutping"":""nam2""},{""word"":""過"",""pos"":""u"",""jyutping"":""gwo3""},{""word"":""養"",""pos"":""v"",""jyutping"":""joeng5""},{""word"":""曲架狗"",""pos"":""nz"",""jyutping"":""kuk1gaa2gau2""},{""word"":""?"",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
aa62-6bc733ba12356918ffe9	FC-012_v.cha	f20df16972d89c85f64e6be62b97a17f09b1a4e67639833ff27f1610b3bd277a	5	123	6	XXA	養過	養	v	龜	n	NOUN	"{""normalizedSurface"":""養過""}"	細個就養貓,養過龜,養過雀仔,養過蠶蟲.	我?	死晒?	"{""startTokenIndexZeroBased"":0,""endTokenIndexExclusive"":13,""tokens"":[{""word"":""細個"",""pos"":""a"",""jyutping"":""sai3go3""},{""word"":""就"",""pos"":""d"",""jyutping"":""zau6""},{""word"":""養"",""pos"":""v"",""jyutping"":""joeng5""},{""word"":""貓"",""pos"":""n"",""jyutping"":""maau1""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""養"",""pos"":""v"",""jyutping"":""joeng5""},{""word"":""過"",""pos"":""u"",""jyutping"":""gwo3""},{""word"":""龜"",""pos"":""n"",""jyutping"":""gwai1""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""養"",""pos"":""v"",""jyutping"":""joeng5""},{""word"":""過"",""pos"":""u"",""jyutping"":""gwo3""},{""word"":""雀"",""pos"":""n"",""jyutping"":""zoek3""},{""word"":""仔"",""pos"":""k"",""jyutping"":""zai2""}]}"	"[{""word"":""細個"",""pos"":""a"",""jyutping"":""sai3go3""},{""word"":""就"",""pos"":""d"",""jyutping"":""zau6""},{""word"":""養"",""pos"":""v"",""jyutping"":""joeng5""},{""word"":""貓"",""pos"":""n"",""jyutping"":""maau1""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""養"",""pos"":""v"",""jyutping"":""joeng5""},{""word"":""過"",""pos"":""u"",""jyutping"":""gwo3""},{""word"":""龜"",""pos"":""n"",""jyutping"":""gwai1""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""養"",""pos"":""v"",""jyutping"":""joeng5""},{""word"":""過"",""pos"":""u"",""jyutping"":""gwo3""},{""word"":""雀"",""pos"":""n"",""jyutping"":""zoek3""},{""word"":""仔"",""pos"":""k"",""jyutping"":""zai2""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""養"",""pos"":""v"",""jyutping"":""joeng5""},{""word"":""過"",""pos"":""u"",""jyutping"":""gwo3""},{""word"":""蠶蟲"",""pos"":""n"",""jyutping"":""caam4cung2""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
aa62-64b678ef1e4091ca54ee	FC-012_v.cha	f20df16972d89c85f64e6be62b97a17f09b1a4e67639833ff27f1610b3bd277a	5	123	10	XXA	養過	養	v	雀	n	NOUN	"{""normalizedSurface"":""養過""}"	細個就養貓,養過龜,養過雀仔,養過蠶蟲.	我?	死晒?	"{""startTokenIndexZeroBased"":3,""endTokenIndexExclusive"":17,""tokens"":[{""word"":""貓"",""pos"":""n"",""jyutping"":""maau1""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""養"",""pos"":""v"",""jyutping"":""joeng5""},{""word"":""過"",""pos"":""u"",""jyutping"":""gwo3""},{""word"":""龜"",""pos"":""n"",""jyutping"":""gwai1""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""養"",""pos"":""v"",""jyutping"":""joeng5""},{""word"":""過"",""pos"":""u"",""jyutping"":""gwo3""},{""word"":""雀"",""pos"":""n"",""jyutping"":""zoek3""},{""word"":""仔"",""pos"":""k"",""jyutping"":""zai2""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""養"",""pos"":""v"",""jyutping"":""joeng5""},{""word"":""過"",""pos"":""u"",""jyutping"":""gwo3""},{""word"":""蠶蟲"",""pos"":""n"",""jyutping"":""caam4cung2""}]}"	"[{""word"":""細個"",""pos"":""a"",""jyutping"":""sai3go3""},{""word"":""就"",""pos"":""d"",""jyutping"":""zau6""},{""word"":""養"",""pos"":""v"",""jyutping"":""joeng5""},{""word"":""貓"",""pos"":""n"",""jyutping"":""maau1""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""養"",""pos"":""v"",""jyutping"":""joeng5""},{""word"":""過"",""pos"":""u"",""jyutping"":""gwo3""},{""word"":""龜"",""pos"":""n"",""jyutping"":""gwai1""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""養"",""pos"":""v"",""jyutping"":""joeng5""},{""word"":""過"",""pos"":""u"",""jyutping"":""gwo3""},{""word"":""雀"",""pos"":""n"",""jyutping"":""zoek3""},{""word"":""仔"",""pos"":""k"",""jyutping"":""zai2""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""養"",""pos"":""v"",""jyutping"":""joeng5""},{""word"":""過"",""pos"":""u"",""jyutping"":""gwo3""},{""word"":""蠶蟲"",""pos"":""n"",""jyutping"":""caam4cung2""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
aa62-03e083618ba2fd2defa0	FC-012_v.cha	f20df16972d89c85f64e6be62b97a17f09b1a4e67639833ff27f1610b3bd277a	5	123	15	XXA	養過	養	v	蠶蟲	n	NOUN	"{""normalizedSurface"":""養過""}"	細個就養貓,養過龜,養過雀仔,養過蠶蟲.	我?	死晒?	"{""startTokenIndexZeroBased"":8,""endTokenIndexExclusive"":18,""tokens"":[{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""養"",""pos"":""v"",""jyutping"":""joeng5""},{""word"":""過"",""pos"":""u"",""jyutping"":""gwo3""},{""word"":""雀"",""pos"":""n"",""jyutping"":""zoek3""},{""word"":""仔"",""pos"":""k"",""jyutping"":""zai2""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""養"",""pos"":""v"",""jyutping"":""joeng5""},{""word"":""過"",""pos"":""u"",""jyutping"":""gwo3""},{""word"":""蠶蟲"",""pos"":""n"",""jyutping"":""caam4cung2""},{""word"":""."",""pos"":"""",""jyutping"":null}]}"	"[{""word"":""細個"",""pos"":""a"",""jyutping"":""sai3go3""},{""word"":""就"",""pos"":""d"",""jyutping"":""zau6""},{""word"":""養"",""pos"":""v"",""jyutping"":""joeng5""},{""word"":""貓"",""pos"":""n"",""jyutping"":""maau1""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""養"",""pos"":""v"",""jyutping"":""joeng5""},{""word"":""過"",""pos"":""u"",""jyutping"":""gwo3""},{""word"":""龜"",""pos"":""n"",""jyutping"":""gwai1""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""養"",""pos"":""v"",""jyutping"":""joeng5""},{""word"":""過"",""pos"":""u"",""jyutping"":""gwo3""},{""word"":""雀"",""pos"":""n"",""jyutping"":""zoek3""},{""word"":""仔"",""pos"":""k"",""jyutping"":""zai2""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""養"",""pos"":""v"",""jyutping"":""joeng5""},{""word"":""過"",""pos"":""u"",""jyutping"":""gwo3""},{""word"":""蠶蟲"",""pos"":""n"",""jyutping"":""caam4cung2""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
aa62-2403676643840f55d4b4	FC-012_v.cha	f20df16972d89c85f64e6be62b97a17f09b1a4e67639833ff27f1610b3bd277a	5	129	3	XXC	養過	養	v	好多	m	NUM	"{""normalizedSurface"":""養過""}"	我都養過好多.	俾你整死晒.	我養過兔仔啊.	"{""startTokenIndexZeroBased"":0,""endTokenIndexExclusive"":6,""tokens"":[{""word"":""我"",""pos"":""r"",""jyutping"":""ngo5""},{""word"":""都"",""pos"":""d"",""jyutping"":""dou1""},{""word"":""養"",""pos"":""v"",""jyutping"":""joeng5""},{""word"":""過"",""pos"":""u"",""jyutping"":""gwo3""},{""word"":""好多"",""pos"":""m"",""jyutping"":""hou2do1""},{""word"":""."",""pos"":"""",""jyutping"":null}]}"	"[{""word"":""我"",""pos"":""r"",""jyutping"":""ngo5""},{""word"":""都"",""pos"":""d"",""jyutping"":""dou1""},{""word"":""養"",""pos"":""v"",""jyutping"":""joeng5""},{""word"":""過"",""pos"":""u"",""jyutping"":""gwo3""},{""word"":""好多"",""pos"":""m"",""jyutping"":""hou2do1""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
aa62-617cff0f3668512c45a6	FC-012_v.cha	f20df16972d89c85f64e6be62b97a17f09b1a4e67639833ff27f1610b3bd277a	5	130	2	XXC	養過	養	v	兔	n	NOUN	"{""normalizedSurface"":""養過""}"	我養過兔仔啊.	我都養過好多.	跟住我家姐養嗰啲葵鼠呢,多到呢,○.	"{""startTokenIndexZeroBased"":0,""endTokenIndexExclusive"":7,""tokens"":[{""word"":""我"",""pos"":""r"",""jyutping"":""ngo5""},{""word"":""養"",""pos"":""v"",""jyutping"":""joeng5""},{""word"":""過"",""pos"":""u"",""jyutping"":""gwo3""},{""word"":""兔"",""pos"":""n"",""jyutping"":""tou3""},{""word"":""仔"",""pos"":""k"",""jyutping"":""zai2""},{""word"":""啊"",""pos"":""y"",""jyutping"":""aa3""},{""word"":""."",""pos"":"""",""jyutping"":null}]}"	"[{""word"":""我"",""pos"":""r"",""jyutping"":""ngo5""},{""word"":""養"",""pos"":""v"",""jyutping"":""joeng5""},{""word"":""過"",""pos"":""u"",""jyutping"":""gwo3""},{""word"":""兔"",""pos"":""n"",""jyutping"":""tou3""},{""word"":""仔"",""pos"":""k"",""jyutping"":""zai2""},{""word"":""啊"",""pos"":""y"",""jyutping"":""aa3""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
