rank	word	cifu_jyutping	cifu_definition	hkcancor_hits	hkcancor_observed_bucket_count	hkcancor_pos_counts	hkcancor_ud_counts	hkcancor_jyutping_counts
1323	撳	gam6	1. to press down/2. to oppress, to keep someone down/3. to extort money out of someone/4. to settle an arguement, to dampen down a quarrel	17	1	"{""v"": 17}"	"{""VERB"": 17}"	"{""gam6"": 17}"
1324	複雜	fuk1zaap6	complicated/complex	7	1	"{""a"": 7}"	"{""ADJ"": 7}"	"{""fuk1zaap6"": 7}"
1325	論	leon6	by the/per/discuss/theory/to talk (about)/to discuss/the Analects (of Confucius)	1	1	"{""v"": 1}"	"{""VERB"": 1}"	"{""leon6"": 1}"
1326	輪	leon4	wheel/disk/ring/steamship/to take turns/to rotate/by turn/classifier for big round objects: disk, or recurring events: round, turn	4	1	"{""q"": 4}"	"{""NOUN"": 4}"	"{""leon4"": 4}"
1327	遮	ze1	umbrella/to cover up (a shortcoming)/to screen off/to hide/to conceal	1	1	"{""v"": 1}"	"{""VERB"": 1}"	"{""ze1"": 1}"
1328	靚仔	*leng3zai2|zi2	NO DEF	16	3	"{""a"": 5,""n"": 11}"	"{""ADJ"": 5,""NOUN"": 11}"	"{""leng1zai2"": 8,""leng3zai2"": 8}"
1329	鬧	naau6	to scold/to quarrel/noisy/cacophonous/to make noise/to disturb/to vent (feelings)	7	1	"{""v"": 7}"	"{""VERB"": 7}"	"{""naau6"": 7}"
1330	瞭解	liu5gaai2	to understand/to realize/to find out	0	0	{}	{}	{}
1331	邊行	*bin1hang4|haang4|hang6|hong4|hong2	NO DEF	0	0	{}	{}	{}
1332	權利	kyun4lei6	power/right/privilege	0	0	{}	{}	{}
1333	一晚	*jat1maan5	NO DEF	0	0	{}	{}	{}
1334	一點	jat1dim2	a bit/a little/one dot/one point	2	1	"{""t"": 2}"	"{""ADV"": 2}"	"{""jat1dim2"": 2}"
1335	人士	jan4si6	person/figure/public figure	8	1	"{""n"": 8}"	"{""NOUN"": 8}"	"{""jan4si6"": 8}"
1336	上角	*soeng6|soeng5gok3	NO DEF	0	0	{}	{}	{}
1337	上邊	soeng6bin6	the top/above/overhead/upwards/the top margin/above-mentioned/those higher up/mainland China/the Beijing authorities	27	2	"{""f"": 26,""s"": 1}"	"{""ADV"": 26,""NOUN"": 1}"	"{""soeng6bin6"": 27}"
1338	下下	*haa6haa6	NO DEF	9	1	"{""q"": 9}"	"{""NOUN"": 9}"	"{""haa5haa5"": 9}"
1339	已	ji5	already/to stop/then/afterwards	1	1	"{""d"": 1}"	"{""ADV"": 1}"	"{""ji5"": 1}"
1340	不嬲	*bat1nau1	NO DEF	14	2	"{""c"": 1,""d"": 13}"	"{""ADV"": 13,""CCONJ"": 1}"	"{""bat1nau1"": 14}"
1341	公平	gung1ping4	fair/impartial	5	1	"{""a"": 5}"	"{""ADJ"": 5}"	"{""gung1ping4"": 5}"
1342	冇所謂	mou5so2wai6	don't care	5	2	"{""l1"": 1,""v"": 4}"	"{""VERB"": 4,""X"": 1}"	"{""mou5so2wai6"": 5}"
1343	失敗	sat1baai6	to be defeated/to fail/to lose	0	0	{}	{}	{}
1344	申請	san1cing2	to apply for sth/application (form etc)	11	1	"{""v"": 11}"	"{""VERB"": 11}"	"{""san1cing2"": 11}"
1345	合格	hap6gaak3	qualified/eligible (voter)	9	1	"{""v"": 9}"	"{""VERB"": 9}"	"{""hap6gaak3"": 9}"
1346	安排	on1paai4	to arrange/to plan/to set up	3	1	"{""v"": 3}"	"{""VERB"": 3}"	"{""on1paai4"": 3}"
1347	成張	*sing4zoeng1	NO DEF	0	0	{}	{}	{}
1348	肉	juk6	meat/flesh/pulp (of a fruit)	11	1	"{""n"": 11}"	"{""NOUN"": 11}"	"{""juk6"": 11}"
1349	自	zi6	from/self/oneself/since	1	1	"{""r"": 1}"	"{""PRON"": 1}"	"{""zi6"": 1}"
1350	似乎	ci5fu4	apparently/to seem/to appear/as if/seemingly	7	1	"{""v"": 7}"	"{""VERB"": 7}"	"{""ci5fu4"": 7}"
1351	即個	*zik1go3	NO DEF	0	0	{}	{}	{}
1352	吸引	kap1jan5	to attract (interest, investment etc)	8	2	"{""v"": 6,""vn"": 2}"	"{""NOUN"": 2,""VERB"": 6}"	"{""kap1jan5"": 8}"
1353	更	gang3|gang1	more/even more/further/still/still more/to change	6	1	"{""d"": 6}"	"{""ADV"": 6}"	"{""gang3"": 6}"
1354	垂直	seoi4zik6	perpendicular/vertical	0	0	{}	{}	{}
1355	奇怪	kei4gwaai3	strange/odd	17	1	"{""a"": 17}"	"{""ADJ"": 17}"	"{""kei4gwaai3"": 17}"
1356	空間	hung1gaan1	space	1	1	"{""n"": 1}"	"{""NOUN"": 1}"	"{""hung1gaan1"": 1}"
1357	阿婆	aa3po4	an old woman/maternal grandmother	14	1	"{""n"": 14}"	"{""NOUN"": 14}"	"{""aa3po4"": 14}"
1358	信佳	*seon3gaai1	NO DEF	0	0	{}	{}	{}
1359	咬	ngaau5	to bite/to nip	16	1	"{""v"": 16}"	"{""VERB"": 16}"	"{""ngaau5"": 16}"
1360	城堡	sing4bou2	castle/rook (chess piece)	0	0	{}	{}	{}
1361	政黨	zing3dong2	political party	0	0	{}	{}	{}
1362	冤	jyun1	injustice/grievance/wrong	0	0	{}	{}	{}
1363	效	haau6	effect/efficacy/imitate	0	0	{}	{}	{}
1364	酒店	zau2dim3	wine shop/pub (public house)/hotel/restaurant	13	1	"{""n"": 13}"	"{""NOUN"": 13}"	"{""zau2dim3"": 13}"
1365	區	keoi1|au1	area/region/district/small/distinguish/surname Ou	6	1	"{""n"": 6}"	"{""NOUN"": 6}"	"{""keoi1"": 6}"
1366	問我	*man6ngo5	NO DEF	0	0	{}	{}	{}
1367	基本	gei1bun2	basic/fundamental/main/elementary	3	2	"{""a"": 2,""b"": 1}"	"{""ADJ"": 3}"	"{""gei1bun2"": 3}"
1368	教育	gaau3juk6	to educate/to teach/education	5	1	"{""v"": 5}"	"{""VERB"": 5}"	"{""gaau3juk6"": 5}"
1369	殺	saat3	to kill/to murder/to fight	7	1	"{""v"": 7}"	"{""VERB"": 7}"	"{""saat3"": 7}"
1370	毫子	*hou4zi2	NO DEF	13	2	"{""n"": 4,""q"": 9}"	"{""NOUN"": 13}"	"{""hou4zi2"": 13}"
1371	深	sam1	deep/profound	13	1	"{""a"": 13}"	"{""ADJ"": 13}"	"{""sam1"": 13}"
1372	雀仔	*zoek3zai2|zi2	NO DEF	6	1	"{""n"": 6}"	"{""NOUN"": 6}"	"{""zoek3zai2"": 6}"
1373	創作	cong3zok3	to create/to produce/to write/creative work/creation	10	2	"{""v"": 6,""vn"": 4}"	"{""NOUN"": 4,""VERB"": 6}"	"{""cong3zok3"": 10}"
1374	幾喇	*gei2|gei1laa1	NO DEF	0	0	{}	{}	{}
1375	朝頭早	*ziu1|ciu4tau4zou2	NO DEF	12	1	"{""t"": 12}"	"{""ADV"": 12}"	"{""ziu1tau4zou2"": 12}"
1376	無端端	mou4dyun1dyun1	for no reason	11	2	"{""d"": 6,""z"": 5}"	"{""ADJ"": 5,""ADV"": 6}"	"{""mou4dyun1dyun1"": 11}"
1377	越來	*jyut6loi4	NO DEF	0	0	{}	{}	{}
1378	黃	wong4	yellow/sulfur/surname Wong	17	2	"{""a"": 3,""nr"": 14}"	"{""ADJ"": 3,""PROPN"": 14}"	"{""wong4"": 17}"
1379	搞錯	gaau2co3	mistake/to make a mistake/to blunder/mistaken	15	2	"{""l1"": 1,""v"": 14}"	"{""VERB"": 14,""X"": 1}"	"{""gaau2co3"": 15}"
1380	資訊	zi1seon3	information	2	1	"{""n"": 2}"	"{""NOUN"": 2}"	"{""zi1seon3"": 2}"
1381	對方	deoi3fong1	counterpart/other person involved/opposite side/other side/receiving party	2	1	"{""n"": 2}"	"{""NOUN"": 2}"	"{""deoi3fong1"": 2}"
1382	語言	jyu5jin4	(spoken) language	9	1	"{""n"": 9}"	"{""NOUN"": 9}"	"{""jyu5jin4"": 9}"
1383	整體	zing2tai2	whole entity/entire body/synthesis/as a whole (situation, construction, team etc)/global/macrocosm/integral/holistic/whole	1	1	"{""n"": 1}"	"{""NOUN"": 1}"	"{""zing2tai2"": 1}"
1384	醒	sing2	to wake up/to awaken/to be awake/to give, to present, to let (someone) have (guidance, money, a blow)	14	2	"{""a"": 10,""v"": 4}"	"{""ADJ"": 10,""VERB"": 4}"	"{""seng2"": 4,""sing2"": 10}"
1385	環保	waan4bou2	environmental protection	0	0	{}	{}	{}
1386	總	zung2	always/to assemble/gather/total/overall/head/chief/general/in every case	5	1	"{""d"": 5}"	"{""ADV"": 5}"	"{""zung2"": 5}"
1387	講個	*gong2go3	NO DEF	0	0	{}	{}	{}
1388	轉個	*zyun2|zyun3go3	NO DEF	0	0	{}	{}	{}
1389	證明	zing3ming4	proof/testimony/to prove/to confirm the truth of	6	1	"{""v"": 6}"	"{""VERB"": 6}"	"{""zing3ming4"": 6}"
1390	黨	dong2	party/association/club/society/surname Dang	0	0	{}	{}	{}
1391	攪	gaau2	to disturb/to annoy/to mix/to stir	0	0	{}	{}	{}
1392	一次過	*jat1ci3gwo3	NO DEF	9	1	"{""d"": 9}"	"{""ADV"": 9}"	"{""jat1ci3gwo3"": 9}"
1393	一百蚊	*jat1baak3man1	NO DEF	0	0	{}	{}	{}
1394	乜鬼	*mat1gwai2	NO DEF	9	1	"{""r"": 9}"	"{""PRON"": 9}"	"{""mat1gwai2"": 9}"
1395	上年	*soeng6|soeng5nin4	NO DEF	12	2	"{""n"": 1,""t"": 11}"	"{""ADV"": 11,""NOUN"": 1}"	"{""soeng6nin2"": 12}"
1396	不斷	bat1tyun5	unceasing/uninterrupted/continuous/constant	4	1	"{""d"": 4}"	"{""ADV"": 4}"	"{""bat1dyun6"": 4}"
1397	之類	zi1leoi6	and so on/and such	6	1	"{""r"": 6}"	"{""PRON"": 6}"	"{""zi1leoi2"": 6}"
1398	冇用	mou5jung6	useless	6	1	"{""a"": 6}"	"{""ADJ"": 6}"	"{""mou5jung6"": 6}"
1399	片	pin3|pin2	thin piece/flake/a slice/film/TV play/to slice/to carve thin/partial/incomplete/one-sided/classifier for slices, tablets, tract of land, area of water/classifier for CDs, movies, DVDs etc (Mandarin)/used with numeral 一[yāt]: classifier for scenario, scene, feeling, atmosphere, sound etc/a blade/to fight/to compete/to be rivals/a bribe, protection money, paid to an official	5	2	"{""n"": 4,""q"": 1}"	"{""NOUN"": 5}"	"{""pin2"": 4,""pin3"": 1}"
1400	右下方	jau6haa6fong1	NO DEF	0	0	{}	{}	{}
1401	左手邊	zo2sau2bin1	NO DEF	0	0	{}	{}	{}
1402	印椰樹	*jan3je4syu6	NO DEF	0	0	{}	{}	{}
1403	地點	dei6dim2	place/site/location/venue	1	1	"{""n"": 1}"	"{""NOUN"": 1}"	"{""dei6dim2"": 1}"
1404	多少	do1siu2	number/amount/somewhat	0	0	{}	{}	{}
1405	多次	do1ci3	many times/repeatedly	0	0	{}	{}	{}
1406	多個	do1go3	many/multiple/multi- (faceted, ethnic etc)	0	0	{}	{}	{}
1407	好處	hou2cyu3	benefit; advantage/gain; profit/also pr. hao3 chu4	11	1	"{""n"": 11}"	"{""NOUN"": 11}"	"{""hou2cyu3"": 11}"
1408	存在	cyun4zoi6	to exist/to be	1	1	"{""v"": 1}"	"{""VERB"": 1}"	"{""cyun4zoi6"": 1}"
1409	有趣	jau5ceoi3	interesting/fascinating/amusing	7	1	"{""a"": 7}"	"{""ADJ"": 7}"	"{""jau5ceoi3"": 7}"
1410	老實	lou5sat6	honest/sincere/open and guileless/naive	1	1	"{""a"": 1}"	"{""ADJ"": 1}"	"{""lou5sat6"": 1}"
1411	艾爾頓	*ngaai6ji5deon6|duk6	NO DEF	24	1	"{""nr"": 24}"	"{""PROPN"": 24}"	"{""aai6ji5deon6"": 24}"
1412	何	ho4	surname Ho/what/how/why/which/carry	5	1	"{""nr"": 5}"	"{""PROPN"": 5}"	"{""ho4"": 5}"
1413	冷氣	laang5hei3	air conditioning (used in Taiwan)	11	1	"{""n"": 11}"	"{""NOUN"": 11}"	"{""laang5hei3"": 11}"
1414	沖	cung1	(of water) to dash against/to mix with water/to infuse/to rinse/to flush/to develop (a film)/to rise in the air/to clash/to collide with	8	2	"{""Vg"": 1,""v"": 7}"	"{""VERB"": 8}"	"{""cung1"": 8}"
1415	角色	gok3sik1	persona/character in a novel	0	0	{}	{}	{}
1416	車主	ce1zyu2	car owner	0	0	{}	{}	{}
1417	亞視	*aa3|ngaa3si6	NO DEF	15	1	"{""nt"": 15}"	"{""PROPN"": 15}"	"{""aa3si6"": 15}"
1418	依家	ji1gaa1	NO DEF	2	1	"{""t"": 2}"	"{""ADV"": 2}"	"{""ji1gaa1"": 2}"
1419	坦白	taan2baak6	honest/forthcoming/to confess	0	0	{}	{}	{}
1420	姓	sing3	family name/surname/name	1	1	"{""n"": 1}"	"{""NOUN"": 1}"	"{""sing3"": 1}"
1421	明顯	ming4hin2	clear/distinct/obvious	8	2	"{""a"": 7,""d"": 1}"	"{""ADJ"": 7,""ADV"": 1}"	"{""ming4hin2"": 8}"
1422	法例	*faat3lai6	NO DEF	0	0	{}	{}	{}
1423	波	bo1	ball/breasts/a typhoon/wave/ripple/storm/surge/abbr. for Poland	8	1	"{""n"": 8}"	"{""NOUN"": 8}"	"{""bo1"": 8}"
1424	花	faa1	flower/blossom/CL:朵[dó/déu],枝[jī],紮[jaat],束[chūk],盆[pùhn],簇[chūk]/fancy pattern/florid/to spend (money, time)	10	3	"{""a"": 3,""n"": 4,""v"": 3}"	"{""ADJ"": 3,""NOUN"": 4,""VERB"": 3}"	"{""faa1"": 10}"
1425	金	gam1	gold/money/golden/a surname/Jurchen Jin dynasty (1115-1234)/feces	3	2	"{""b"": 1,""n"": 2}"	"{""ADJ"": 1,""NOUN"": 2}"	"{""gam1"": 3}"
1426	約	joek3	appointment/agreement/to arrange/to restrict/approximately/weigh	5	2	"{""d"": 1,""v"": 4}"	"{""ADV"": 1,""VERB"": 4}"	"{""joek3"": 5}"
1427	訂	ding3|deng6	to agree/to conclude/to draw up|to subscribe to (a newspaper etc)/to order/to book/to place an order/to reserve	23	1	"{""v"": 23}"	"{""VERB"": 23}"	"{""deng6"": 23}"
1428	迫	baak1	to force/to compel/pressing/urgent	15	2	"{""a"": 4,""v"": 11}"	"{""ADJ"": 4,""VERB"": 11}"	"{""bik1"": 15}"
1429	重新	cung4san1	again/once more/re-	1	1	"{""d"": 1}"	"{""ADV"": 1}"	"{""cung4san1"": 1}"
1430	音樂	jam1ngok6	music	10	1	"{""n"": 10}"	"{""NOUN"": 10}"	"{""jam1ngok6"": 10}"
1431	音響	jam1hoeng2	speakers or speaker (electronic)/acoustics/sound field (in a room or theater)	12	1	"{""n"": 12}"	"{""NOUN"": 12}"	"{""jam1hoeng2"": 12}"
1432	個意	*go3ji3	NO DEF	0	0	{}	{}	{}
1433	家姐	*gaa1ze2	NO DEF	14	1	"{""n"": 14}"	"{""NOUN"": 14}"	"{""gaa1ze1"": 14}"
1434	恐怖	hung2bou3	terrible/frightful/frightening/terror/terrorist	6	1	"{""a"": 6}"	"{""ADJ"": 6}"	"{""hung2bou3"": 6}"
1435	捉	zuk1|zuk3	to clutch/to grab/to capture	8	1	"{""v"": 8}"	"{""VERB"": 8}"	"{""zuk1"": 8}"
1436	時話	*si4waa6|waa2	NO DEF	0	0	{}	{}	{}
1437	除非	ceoi4fei1	only if (..., or otherwise, ...)/only when/only in the case that/unless	6	1	"{""c"": 6}"	"{""CCONJ"": 6}"	"{""ceoi4fei1"": 6}"
1438	情	cing4	feeling/emotion/passion/situation	1	1	"{""Ng"": 1}"	"{""NOUN"": 1}"	"{""cing4"": 1}"
1439	排隊	paai4deoi2	to line up	7	1	"{""v"": 7}"	"{""VERB"": 7}"	"{""paai4deoi2"": 7}"
1440	票	piu3	bank note/ticket/a vote	0	0	{}	{}	{}
1441	終審	*zung1sam2	NO DEF	0	0	{}	{}	{}
1442	竟然	ging2jin4	unexpectedly/to one's surprise/in spite of everything/in that crazy way/actually/to go as far as to	7	1	"{""d"": 7}"	"{""ADV"": 7}"	"{""ging2jin4"": 7}"
1443	就畫	*zau6waak6|waa2	NO DEF	0	0	{}	{}	{}
1444	提出	tai4ceot1	to raise (an issue)/to propose/to put forward/to suggest/to post (on a website)/to withdraw (cash)	3	1	"{""v"": 3}"	"{""VERB"": 3}"	"{""tai4ceot1"": 3}"
1445	答案	daap3on3	answer/solution	5	1	"{""n"": 5}"	"{""NOUN"": 5}"	"{""daap3on3"": 5}"
1446	著	zyu3	to make known/to show/to prove/to write/book/outstanding	0	0	{}	{}	{}
1447	賀	ho6	congratulate/surname He	0	0	{}	{}	{}
1448	黑	haak1|hak1	black/dark/unlucky, unfortunate, cursed/(loanword) to hack/abbr. for Heilongjiang 黑龍江 province in northeast China	6	1	"{""a"": 6}"	"{""ADJ"": 6}"	"{""haak1"": 6}"
1449	椰	je4	coconut palm/Taiwan pr. ye2	0	0	{}	{}	{}
1450	落返	*lok6faan1|faan2	NO DEF	0	0	{}	{}	{}
1451	過個	*gwo3go3	NO DEF	0	0	{}	{}	{}
1452	隔	gaak3	to separate/to partition/to stand or lie between/at a distance from/after or at an interval of	5	1	"{""v"": 5}"	"{""VERB"": 5}"	"{""gaak3"": 5}"
1453	電影	din6jing2	movie/film	11	1	"{""n"": 11}"	"{""NOUN"": 11}"	"{""din6jing2"": 11}"
1454	寧願	ning4jyun6	would rather/better	14	3	"{""d"": 5,""v"": 4,""vu"": 5}"	"{""ADV"": 5,""AUX"": 5,""VERB"": 4}"	"{""ning4jyun2"": 14}"
1455	摺	zip3	to fold (a document)/to turn/to bend	5	2	"{""a"": 1,""v"": 4}"	"{""ADJ"": 1,""VERB"": 4}"	"{""zip3"": 5}"
1456	盡	zeon6	to use up/to exhaust/to end/to finish/to the utmost/exhausted/finished/to the limit (of sth)	6	3	"{""d"": 3,""f"": 1,""v"": 2}"	"{""ADV"": 4,""VERB"": 2}"	"{""zeon6"": 6}"
1457	福利	fuk1lei6	welfare/well-being	8	1	"{""n"": 8}"	"{""NOUN"": 8}"	"{""fuk1lei6"": 8}"
