candidate_id	query_scope	source_file	source_file_sha256	file_index_zero_based	turn_index_zero_based	recording_date	participant	text	matches_json	previous_text	next_text	annotation_status
HKC-01-00080	exact_token	FC-005a_v2.cha	9da5c89fae262850960f6d5ad98151c3a780957b3581d357bce9c9a53ffce487	1	80	1997-05-05	XXA	係啊,但係呢,通常佢都唔會真係,如果你真係黏咗落去寄去,佢唔會唔俾你寄𠸏,佢,我諗佢都照收啩,唔會掟返俾你,叫你去黏過啩?	"[{""token_index_zero_based"":26,""word"":""俾"",""pos"":""p"",""jyutping"":""bei2"",""query_type"":""exact_token""},{""token_index_zero_based"":45,""word"":""俾"",""pos"":""p"",""jyutping"":""bei2"",""query_type"":""exact_token""}]"	佢有宣佈過㗎?	係囖.	UNSCREENED_LEXICAL_CANDIDATE
HKC-01-00103	exact_token	FC-005a_v2.cha	9da5c89fae262850960f6d5ad98151c3a780957b3581d357bce9c9a53ffce487	1	103	1997-05-05	XXB	噉佢啊,之前俾人嘈得多話佢-即係誒,誒,印嗰個數量唔夠,噉佢今次印多咗,噉變咗佢嗰個,即係賣嗰個情況都唔係太過受,點講啊?	"[{""token_index_zero_based"":5,""word"":""俾"",""pos"":""p"",""jyutping"":""bei2"",""query_type"":""exact_token""}]"	割禾青嗰啲呢,割埋最後哩,哩一橛收埋就收工噉樣.	唔使話排晒長龍嗰啲噉樣𡃉喇.	UNSCREENED_LEXICAL_CANDIDATE
HKC-01-00111	exact_token	FC-005a_v2.cha	9da5c89fae262850960f6d5ad98151c3a780957b3581d357bce9c9a53ffce487	1	111	1997-05-05	XXA	唔升嘅時候,你𠻺-,你𠻺錢𠻺俾咗佢,貨你𠻺一定要,一定你要要𡃉嘞,喀,噉你咪要咗佢,你就睇下,用得𠻺用,唔用得咪睇下揸住來,睇下點樣樣.	"[{""token_index_zero_based"":13,""word"":""俾"",""pos"":""v"",""jyutping"":""bei2"",""query_type"":""exact_token""}]"	因為佢係年初嗰陣時一次過冚唪唥收晒你啲錢,成年你訂晒𡃉嘞,噉就,到時啊升𠻺梗係你着數喇,如果唔升嘅時候呢,你就,你就真係冇乜,冇乜著數𡃉咋你真係.	即係希望佢有一日或者升得返喇.	UNSCREENED_LEXICAL_CANDIDATE
HKC-01-00114	exact_token	FC-005a_v2.cha	9da5c89fae262850960f6d5ad98151c3a780957b3581d357bce9c9a53ffce487	1	114	1997-05-05	XXB	但係,係喇,我就唔訂,就因為佢冇得揀吖嗎,即係之前都,誒,又唔會話俾咗個sample你睇先至揀噉樣,又冇得揀直程,,一定要訂.	"[{""token_index_zero_based"":28,""word"":""俾"",""pos"":""p"",""jyutping"":""bei2"",""query_type"":""exact_token""}]"	如果唔係𠻺真係好似,要來做收藏品噉.	"係啊,冇啊,好多嘢,好多嘢完全-,佢直程話俾你知有啲嘢""你俾錢喇."	UNSCREENED_LEXICAL_CANDIDATE
HKC-01-00115	exact_token	FC-005a_v2.cha	9da5c89fae262850960f6d5ad98151c3a780957b3581d357bce9c9a53ffce487	1	115	1997-05-05	XXA	"係啊,冇啊,好多嘢,好多嘢完全-,佢直程話俾你知有啲嘢""你俾錢喇."	"[{""token_index_zero_based"":17,""word"":""俾"",""pos"":""p"",""jyutping"":""bei2"",""query_type"":""exact_token""},{""token_index_zero_based"":25,""word"":""俾"",""pos"":""v"",""jyutping"":""bei2"",""query_type"":""exact_token""}]"	但係,係喇,我就唔訂,就因為佢冇得揀吖嗎,即係之前都,誒,又唔會話俾咗個sample你睇先至揀噉樣,又冇得揀直程,,一定要訂.	係喇,我唔鍾意噉樣.	UNSCREENED_LEXICAL_CANDIDATE
HKC-01-00117	exact_token	FC-005a_v2.cha	9da5c89fae262850960f6d5ad98151c3a780957b3581d357bce9c9a53ffce487	1	117	1997-05-05	XXA	連嗰啲嘢係點嘅樣,冚唪唥乜嘢你都唔知,好似有陣時,嗰啲首日封噉,佢有嗰,誒,特別嘅郵chop啲印呢,你訂嗰陣時,佢冇話俾你聽有個特別郵chop𡃉,噉你咪訂訂訂,訂晒嗰啲普通郵chop噉𡃉囖.	"[{""token_index_zero_based"":43,""word"":""俾"",""pos"":""p"",""jyutping"":""bei2"",""query_type"":""exact_token""}]"	係喇,我唔鍾意噉樣.	到到嗰個時候佢真係,賣嘅時候呢,出嘅時候呢,佢就話俾你聽有個特別郵chop嘞.	UNSCREENED_LEXICAL_CANDIDATE
HKC-01-00118	exact_token	FC-005a_v2.cha	9da5c89fae262850960f6d5ad98151c3a780957b3581d357bce9c9a53ffce487	1	118	1997-05-05	XXA	到到嗰個時候佢真係,賣嘅時候呢,出嘅時候呢,佢就話俾你聽有個特別郵chop嘞.	"[{""token_index_zero_based"":19,""word"":""俾"",""pos"":""p"",""jyutping"":""bei2"",""query_type"":""exact_token""}]"	連嗰啲嘢係點嘅樣,冚唪唥乜嘢你都唔知,好似有陣時,嗰啲首日封噉,佢有嗰,誒,特別嘅郵chop啲印呢,你訂嗰陣時,佢冇話俾你聽有個特別郵chop𡃉,噉你咪訂訂訂,訂晒嗰啲普通郵chop噉𡃉囖.	噉你如果你要個特別郵chop呢,你又要去再訂過嘞.	UNSCREENED_LEXICAL_CANDIDATE
HKC-02-00022	exact_token	FC-005b_v2.cha	91e91321966b1ff126280a045553c91ec40d0f45daf3beba4fe5e84a7181f868	2	22	1997-05-05	XXA	"一版,喀,我嗰陣時喺郵局好無聊噉𠻺買開郵票噉𠻺,無端端我話""是但喇,一蚊至兩蚊,一樣俾版我喇."	"[{""token_index_zero_based"":33,""word"":""俾"",""pos"":""v"",""jyutping"":""bei2"",""query_type"":""exact_token""}]"	嘩,一版呀又係?	"""噉,噉佢又有個半,我又,我都唔為意,我只係諗住買來收埋噉啊."	UNSCREENED_LEXICAL_CANDIDATE
HKC-02-00034	exact_token	FC-005b_v2.cha	91e91321966b1ff126280a045553c91ec40d0f45daf3beba4fe5e84a7181f868	2	34	1997-05-05	XXB	賣俾人.	"[{""token_index_zero_based"":1,""word"":""俾"",""pos"":""p"",""jyutping"":""bei2"",""query_type"":""exact_token""}]"	我自己儲,冚唪唥一路收返起晒.	賣俾人囖.	UNSCREENED_LEXICAL_CANDIDATE
HKC-02-00035	exact_token	FC-005b_v2.cha	91e91321966b1ff126280a045553c91ec40d0f45daf3beba4fe5e84a7181f868	2	35	1997-05-05	XXB	賣俾人囖.	"[{""token_index_zero_based"":1,""word"":""俾"",""pos"":""p"",""jyutping"":""bei2"",""query_type"":""exact_token""}]"	賣俾人.	不過通常我朋友我都唔鍾-,即係點呢?	UNSCREENED_LEXICAL_CANDIDATE
HKC-02-00037	exact_token	FC-005b_v2.cha	91e91321966b1ff126280a045553c91ec40d0f45daf3beba4fe5e84a7181f868	2	37	1997-05-05	XXB	唔鍾意話好似賣高些少噉賣俾人,嗰啲好似,好似喺朋友身上揾錢噉嘅啫.	"[{""token_index_zero_based"":9,""word"":""俾"",""pos"":""p"",""jyutping"":""bei2"",""query_type"":""exact_token""}]"	不過通常我朋友我都唔鍾-,即係點呢?	喀喀喀.	UNSCREENED_LEXICAL_CANDIDATE
HKC-02-00102	exact_token	FC-005b_v2.cha	91e91321966b1ff126280a045553c91ec40d0f45daf3beba4fe5e84a7181f868	2	102	1997-05-05	XXA	俾你人哋話收收收收收收晒.	"[{""token_index_zero_based"":0,""word"":""俾"",""pos"":""p"",""jyutping"":""bei2"",""query_type"":""exact_token""}]"	究竟你幾多歲啊?	唔係啊.	UNSCREENED_LEXICAL_CANDIDATE
HKC-02-00109	exact_token	FC-005b_v2.cha	91e91321966b1ff126280a045553c91ec40d0f45daf3beba4fe5e84a7181f868	2	109	1997-05-05	XXA	啲人呢成日俾錢我呢,我點呢,好多人來我屋企呢打麻雀𡃉嗰陣時,噉呢我就,啲人打完麻雀呢就梗係唔得閒去買餸,買嘢𡃉嘞.	"[{""token_index_zero_based"":4,""word"":""俾"",""pos"":""v"",""jyutping"":""bei2"",""query_type"":""exact_token""}]"	唔係,而係我,唔係,我細個嗰陣時真係接觸好多錢𡃉,點解呢?	"成日""哎吔,你幫我落樓下買包煙."	UNSCREENED_LEXICAL_CANDIDATE
HKC-02-00112	exact_token	FC-005b_v2.cha	91e91321966b1ff126280a045553c91ec40d0f45daf3beba4fe5e84a7181f868	2	112	1997-05-05	XXA	"""噉買完上來呢,個個俾""啊,幾毫子你食嘢嘞."	"[{""token_index_zero_based"":8,""word"":""俾"",""pos"":""v"",""jyutping"":""bei2"",""query_type"":""exact_token""}]"	"""嗰個""你幫我落樓下買菜,買斤菜,買餸."	"""所以我記得我細個嗰陣時呢,嘩,揸住個毫子好開心,所以我對於嗰啲毫子呢好有印象."	UNSCREENED_LEXICAL_CANDIDATE
HKC-02-00136	exact_token	FC-005b_v2.cha	91e91321966b1ff126280a045553c91ec40d0f45daf3beba4fe5e84a7181f868	2	136	1997-05-05	XXA	你就俾一拃佢,佢咪照數俾你囖,你俾十個佢,佢俾四蚊你噉樣囖,喀,噉就佢就唔理你乜嘢年代嘞,佢收咗返去,佢自己點搞就唔理佢𡃉嚹,總言之佢就收晒你啲女皇頭嘅返去.	"[{""token_index_zero_based"":2,""word"":""俾"",""pos"":""v"",""jyutping"":""bei2"",""query_type"":""exact_token""},{""token_index_zero_based"":11,""word"":""俾"",""pos"":""p"",""jyutping"":""bei2"",""query_type"":""exact_token""},{""token_index_zero_based"":16,""word"":""俾"",""pos"":""v"",""jyutping"":""bei2"",""query_type"":""exact_token""},{""token_index_zero_based"":22,""word"":""俾"",""pos"":""v"",""jyutping"":""bei2"",""query_type"":""exact_token""}]"	有啊,喺,乜嘢,旺角嗰度,日日,嗰啲唔知係唔係大陸人來嘅,走落來,黏張紙喺度,有年份嗰啲𠻺特別價錢囖,冇年份嗰啲求其,好似話女皇頭兩毫子嘅,佢就四毫子一個幫你收噉.	喀,如果佢好彩嘅揾到啲,譬如你唔知有乜嘢年份嘅話,你咪成拃賣俾佢嘅時候,可能或者睇漏咗一兩個啊,噉,嘩,可能佢發咗啊佢𠻺,佢可能嗰個特別嗰個年份嗰個呢,唔止係四毫,可能賣四蚊啊,或者四十蚊啊,噉都有𡃉.	UNSCREENED_LEXICAL_CANDIDATE
HKC-02-00137	exact_token	FC-005b_v2.cha	91e91321966b1ff126280a045553c91ec40d0f45daf3beba4fe5e84a7181f868	2	137	1997-05-05	XXA	喀,如果佢好彩嘅揾到啲,譬如你唔知有乜嘢年份嘅話,你咪成拃賣俾佢嘅時候,可能或者睇漏咗一兩個啊,噉,嘩,可能佢發咗啊佢𠻺,佢可能嗰個特別嗰個年份嗰個呢,唔止係四毫,可能賣四蚊啊,或者四十蚊啊,噉都有𡃉.	"[{""token_index_zero_based"":24,""word"":""俾"",""pos"":""p"",""jyutping"":""bei2"",""query_type"":""exact_token""}]"	你就俾一拃佢,佢咪照數俾你囖,你俾十個佢,佢俾四蚊你噉樣囖,喀,噉就佢就唔理你乜嘢年代嘞,佢收咗返去,佢自己點搞就唔理佢𡃉嚹,總言之佢就收晒你啲女皇頭嘅返去.	唔係吖,有啲冇女皇嘅,嗰啲乜嘢啊?	UNSCREENED_LEXICAL_CANDIDATE
HKC-02-00148	exact_token	FC-005b_v2.cha	91e91321966b1ff126280a045553c91ec40d0f45daf3beba4fe5e84a7181f868	2	148	1997-05-05	XXB	我媽咪俾我𡃉.	"[{""token_index_zero_based"":2,""word"":""俾"",""pos"":""v"",""jyutping"":""bei2"",""query_type"":""exact_token""}]"	一摺咗就冇𡃉嚹.	佢嗰陣時呢,誒,唱來呢係-係愛來包利是嘅.	UNSCREENED_LEXICAL_CANDIDATE
HKC-02-00156	exact_token	FC-005b_v2.cha	91e91321966b1ff126280a045553c91ec40d0f45daf3beba4fe5e84a7181f868	2	156	1997-05-05	XXB	"係啊,噉所以就我話""哎吔,你俾我嘞,我幫你賣咗佢嘞."	"[{""token_index_zero_based"":12,""word"":""俾"",""pos"":""v"",""jyutping"":""bei2"",""query_type"":""exact_token""}]"	有𡃉,有價錢𡃉而家.	唔只值十蚊𡃉而家,我好似見過,佢唔知高幾多價錢收購𡃉,係高啲𡃉,所有未用過嘅十蚊紙.	UNSCREENED_LEXICAL_CANDIDATE
HKC-04-00018	exact_token	FC-011_v.cha	8aee56f612436ff9ddb299b1d3e7f7b0c468ddc79ad7e25f6b2da7277d8d1866	4	18	1997-05-20	XXA	係睇醫生唔使俾錢吖.	"[{""token_index_zero_based"":4,""word"":""俾"",""pos"":""v"",""jyutping"":""bei2"",""query_type"":""exact_token""}]"	係?	即係做政府嗰啲公務員吖嗎.	UNSCREENED_LEXICAL_CANDIDATE
HKC-04-00020	exact_token	FC-011_v.cha	8aee56f612436ff9ddb299b1d3e7f7b0c468ddc79ad7e25f6b2da7277d8d1866	4	20	1997-05-20	XXB	啊,咁好呀,唔使俾錢.	"[{""token_index_zero_based"":7,""word"":""俾"",""pos"":""v"",""jyutping"":""bei2"",""query_type"":""exact_token""}]"	即係做政府嗰啲公務員吖嗎.	唔使俾錢.	UNSCREENED_LEXICAL_CANDIDATE
HKC-04-00021	exact_token	FC-011_v.cha	8aee56f612436ff9ddb299b1d3e7f7b0c468ddc79ad7e25f6b2da7277d8d1866	4	21	1997-05-20	XXA	唔使俾錢.	"[{""token_index_zero_based"":1,""word"":""俾"",""pos"":""v"",""jyutping"":""bei2"",""query_type"":""exact_token""}]"	啊,咁好呀,唔使俾錢.	但係最尾呢,而家就算病都唔會去睇點-嗰啲.	UNSCREENED_LEXICAL_CANDIDATE
HKC-04-00040	exact_token	FC-011_v.cha	8aee56f612436ff9ddb299b1d3e7f7b0c468ddc79ad7e25f6b2da7277d8d1866	4	40	1997-05-20	XXB	逼你哋要俾錢睇醫生.	"[{""token_index_zero_based"":3,""word"":""俾"",""pos"":""v"",""jyutping"":""bei2"",""query_type"":""exact_token""}]"	係啊.	冇得享用哩個福利.	UNSCREENED_LEXICAL_CANDIDATE
HKC-04-00045	exact_token	FC-011_v.cha	8aee56f612436ff9ddb299b1d3e7f7b0c468ddc79ad7e25f6b2da7277d8d1866	4	45	1997-05-20	XXA	寧願自己俾錢睇私家醫生.	"[{""token_index_zero_based"":2,""word"":""俾"",""pos"":""v"",""jyutping"":""bei2"",""query_type"":""exact_token""}]"	如果要-會係咳呢,就唔會睇囖.	哦.	UNSCREENED_LEXICAL_CANDIDATE
HKC-04-00083	exact_token	FC-011_v.cha	8aee56f612436ff9ddb299b1d3e7f7b0c468ddc79ad7e25f6b2da7277d8d1866	4	83	1997-05-20	XXB	噉然之後就,誒,有時呢就會搞一啲即係新嘅產-即係唔係產品嘅,即係新嘅服務俾啲-誒,俾啲出邊睇呢,即係promote返我哋銀行嗰個形象囖.	"[{""token_index_zero_based"":26,""word"":""俾"",""pos"":""p"",""jyutping"":""bei2"",""query_type"":""exact_token""},{""token_index_zero_based"":31,""word"":""俾"",""pos"":""p"",""jyutping"":""bei2"",""query_type"":""exact_token""}]"	即係去幫所有department聯絡啊,噉樣喇.	即係例如最近搞一啲internet喇,上網喇.	UNSCREENED_LEXICAL_CANDIDATE
HKC-04-00088	exact_token	FC-011_v.cha	8aee56f612436ff9ddb299b1d3e7f7b0c468ddc79ad7e25f6b2da7277d8d1866	4	88	1997-05-20	XXB	即係,誒,喺啲銀行呢,你咪見到有啲機呢,擺咗喺度俾人撳撳撳來問嘢𠸏.	"[{""token_index_zero_based"":21,""word"":""俾"",""pos"":""p"",""jyutping"":""bei2"",""query_type"":""exact_token""}]"	kiosk啊.	交錢嗰啲?	UNSCREENED_LEXICAL_CANDIDATE
HKC-04-00092	exact_token	FC-011_v.cha	8aee56f612436ff9ddb299b1d3e7f7b0c468ddc79ad7e25f6b2da7277d8d1866	4	92	1997-05-20	XXB	即係你撳個-嗰個螢光幕呢,佢就會出啲嘢俾你睇噉樣.	"[{""token_index_zero_based"":15,""word"":""俾"",""pos"":""p"",""jyutping"":""bei2"",""query_type"":""exact_token""}]"	即係你自己-自動嘅,自己撳嘅.	你一路撳撳撳囖查嘢啊.	UNSCREENED_LEXICAL_CANDIDATE
HKC-04-00126	exact_token	FC-011_v.cha	8aee56f612436ff9ddb299b1d3e7f7b0c468ddc79ad7e25f6b2da7277d8d1866	4	126	1997-05-20	XXB	即係呢-即係成日要催人哋俾料囖.	"[{""token_index_zero_based"":8,""word"":""俾"",""pos"":""v"",""jyutping"":""bei2"",""query_type"":""exact_token""}]"	不過有時都幾勞氣啊.	即係因為我哋,誒,出街嗰啲嘢係個department嘅服務啊,嘅產品都會出𠺢嗎.	UNSCREENED_LEXICAL_CANDIDATE
HKC-04-00133	exact_token	FC-011_v.cha	8aee56f612436ff9ddb299b1d3e7f7b0c468ddc79ad7e25f6b2da7277d8d1866	4	133	1997-05-20	XXB	即係佢哋唔會自動自覺俾你𡃉.	"[{""token_index_zero_based"":5,""word"":""俾"",""pos"":""v"",""jyutping"":""bei2"",""query_type"":""exact_token""}]"	噉就即係成日追囖啲嘢.	一定要你催啊,噉樣囖.	UNSCREENED_LEXICAL_CANDIDATE
HKC-05-00017	exact_token	FC-012_v.cha	f20df16972d89c85f64e6be62b97a17f09b1a4e67639833ff27f1610b3bd277a	5	17	1997-05-21	XXA	熱你都涼-開冷氣俾佢吖嗎.	"[{""token_index_zero_based"":7,""word"":""俾"",""pos"":""p"",""jyutping"":""bei2"",""query_type"":""exact_token""}]"	如果唔係會甩晒啲毛.	開冷氣?	UNSCREENED_LEXICAL_CANDIDATE
HKC-05-00020	exact_token	FC-012_v.cha	f20df16972d89c85f64e6be62b97a17f09b1a4e67639833ff27f1610b3bd277a	5	20	1997-05-21	XXA	有個冷-有個冷氣掣俾佢𠺢嗎.	"[{""token_index_zero_based"":8,""word"":""俾"",""pos"":""v"",""jyutping"":""bei2"",""query_type"":""exact_token""}]"	夜晚先開𠺢嗎.	你都唔-都唔愛錫啲生物𠸏.	UNSCREENED_LEXICAL_CANDIDATE
HKC-05-00023	exact_token	FC-012_v.cha	f20df16972d89c85f64e6be62b97a17f09b1a4e67639833ff27f1610b3bd277a	5	23	1997-05-21	XXC	咪俾你個心佢.	"[{""token_index_zero_based"":1,""word"":""俾"",""pos"":""v"",""jyutping"":""bei2"",""query_type"":""exact_token""}]"	哩個唔-哩個唔係𠸏,都冇生命.	噉你唔係𠺝.	UNSCREENED_LEXICAL_CANDIDATE
HKC-05-00128	exact_token	FC-012_v.cha	f20df16972d89c85f64e6be62b97a17f09b1a4e67639833ff27f1610b3bd277a	5	128	1997-05-21	XXB	俾你整死晒.	"[{""token_index_zero_based"":0,""word"":""俾"",""pos"":""p"",""jyutping"":""bei2"",""query_type"":""exact_token""}]"	係啊.	我都養過好多.	UNSCREENED_LEXICAL_CANDIDATE
HKC-05-00162	exact_token	FC-012_v.cha	f20df16972d89c85f64e6be62b97a17f09b1a4e67639833ff27f1610b3bd277a	5	162	1997-05-21	XXA	噉你咪俾-噉你咪俾正常嘅嘢佢磨牙囖.	"[{""token_index_zero_based"":3,""word"":""俾"",""pos"":""v"",""jyutping"":""bei2"",""query_type"":""exact_token""},{""token_index_zero_based"":8,""word"":""俾"",""pos"":""v"",""jyutping"":""bei2"",""query_type"":""exact_token""}]"	佢係哩啲天性來𡃉喎,喺度磨尖啲牙.	係囖.	UNSCREENED_LEXICAL_CANDIDATE
HKC-05-00169	exact_token	FC-012_v.cha	f20df16972d89c85f64e6be62b97a17f09b1a4e67639833ff27f1610b3bd277a	5	169	1997-05-21	XXA	俾條單車鏈佢磨吖嗎.	"[{""token_index_zero_based"":0,""word"":""俾"",""pos"":""v"",""jyutping"":""bei2"",""query_type"":""exact_token""}]"	好好.	好細個嚹嗰陣時,誒,好多年前.	UNSCREENED_LEXICAL_CANDIDATE
HKC-05-00185	exact_token	FC-012_v.cha	f20df16972d89c85f64e6be62b97a17f09b1a4e67639833ff27f1610b3bd277a	5	185	1997-05-21	XXA	"俾隻老鼠""""-俾隻老鼠-老鼠拉龜啊."	"[{""token_index_zero_based"":0,""word"":""俾"",""pos"":""v"",""jyutping"":""bei2"",""query_type"":""exact_token""},{""token_index_zero_based"":6,""word"":""俾"",""pos"":""v"",""jyutping"":""bei2"",""query_type"":""exact_token""}]"	好似手掌咁大.	果然喺度吹水啊.	UNSCREENED_LEXICAL_CANDIDATE
HKC-05-00227	exact_token	FC-012_v.cha	f20df16972d89c85f64e6be62b97a17f09b1a4e67639833ff27f1610b3bd277a	5	227	1997-05-21	XXC	"跟住買嗰啲唔知乜嘢嗰啲蝦-""豐""-定唔知蝦,定唔知乜鬼啊,俾佢食呢."	"[{""token_index_zero_based"":24,""word"":""俾"",""pos"":""v"",""jyutping"":""bei2"",""query_type"":""exact_token""}]"	好鬼死細條.	跟住又食唔到隻蝦喎當然.	UNSCREENED_LEXICAL_CANDIDATE
HKC-05-00232	exact_token	FC-012_v.cha	f20df16972d89c85f64e6be62b97a17f09b1a4e67639833ff27f1610b3bd277a	5	232	1997-05-21	XXB	我試過呢養嗰啲錦鯉呢,兩日唔記得俾-餵糧啊.	"[{""token_index_zero_based"":12,""word"":""俾"",""pos"":""v"",""jyutping"":""bei2"",""query_type"":""exact_token""}]"	跟住通通瓜晒.	喀.	UNSCREENED_LEXICAL_CANDIDATE
HKC-05-00268	exact_token	FC-012_v.cha	f20df16972d89c85f64e6be62b97a17f09b1a4e67639833ff27f1610b3bd277a	5	268	1997-05-21	XXC	細個嗰陣時咪有啲木糠俾佢食𠸏.	"[{""token_index_zero_based"":5,""word"":""俾"",""pos"":""v"",""jyutping"":""bei2"",""query_type"":""exact_token""}]"	養過啲雀仔呢.	嗰啲唔知乜嘢雀.	UNSCREENED_LEXICAL_CANDIDATE
