candidate_id	source_file	source_file_sha256	file_index_zero_based	turn_index_zero_based	token_index_zero_based	participant	matched_surface_span	segmentation_profile	matched_hkcancor_tags	matched_ud_tags	immediate_left_form	immediate_left_hkcancor_pos	immediate_left_ud_pos	immediate_right_form	immediate_right_hkcancor_pos	immediate_right_ud_pos	duplicate_group_inputs_json	text	previous_text	next_text	token_context_json	tokens_json	annotation_status
aa82-aef9607cc53fc3ec4c29	FC-025_v.cha	de4c852f32310e64c446e91363e0db7332531bc8026287ddd750d7a6388f7131	12	442	3	XXY	邊度	single_token_bin_dou	r	PRON	喺	p	ADP	做	v	VERB	"{""normalizedSurface"":""邊度""}"	噉佢哋喺邊度做啊而家?	咦,噉你而家未返工𡃉喇,而家放𡁵暑假.	阿Lily而家咪話做𡁵MarketingAssistant𠸏,咪繼續做囖.	"{""startTokenIndexZeroBased"":0,""endTokenIndexExclusive"":8,""tokens"":[{""word"":""噉"",""pos"":""c"",""jyutping"":""gam2""},{""word"":""佢哋"",""pos"":""r"",""jyutping"":""keoi5dei6""},{""word"":""喺"",""pos"":""p"",""jyutping"":""hai2""},{""word"":""邊度"",""pos"":""r"",""jyutping"":""bin1dou6""},{""word"":""做"",""pos"":""v"",""jyutping"":""zou6""},{""word"":""啊"",""pos"":""y"",""jyutping"":""aa3""},{""word"":""而家"",""pos"":""t"",""jyutping"":""ji4gaa1""},{""word"":""?"",""pos"":"""",""jyutping"":null}]}"	"[{""word"":""噉"",""pos"":""c"",""jyutping"":""gam2""},{""word"":""佢哋"",""pos"":""r"",""jyutping"":""keoi5dei6""},{""word"":""喺"",""pos"":""p"",""jyutping"":""hai2""},{""word"":""邊度"",""pos"":""r"",""jyutping"":""bin1dou6""},{""word"":""做"",""pos"":""v"",""jyutping"":""zou6""},{""word"":""啊"",""pos"":""y"",""jyutping"":""aa3""},{""word"":""而家"",""pos"":""t"",""jyutping"":""ji4gaa1""},{""word"":""?"",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
aa82-9f016c49f131d3d8dd1b	FC-025_v.cha	de4c852f32310e64c446e91363e0db7332531bc8026287ddd750d7a6388f7131	12	728	1	XXZ	邊度	single_token_bin_dou	r	PRON	去	v	VERB	啊	y	PART	"{""normalizedSurface"":""邊度""}"	去邊度啊?	舊年四千幾蚊團費.	去泰國囖.	"{""startTokenIndexZeroBased"":0,""endTokenIndexExclusive"":4,""tokens"":[{""word"":""去"",""pos"":""v"",""jyutping"":""heoi3""},{""word"":""邊度"",""pos"":""r"",""jyutping"":""bin1dou6""},{""word"":""啊"",""pos"":""y"",""jyutping"":""aa3""},{""word"":""?"",""pos"":"""",""jyutping"":null}]}"	"[{""word"":""去"",""pos"":""v"",""jyutping"":""heoi3""},{""word"":""邊度"",""pos"":""r"",""jyutping"":""bin1dou6""},{""word"":""啊"",""pos"":""y"",""jyutping"":""aa3""},{""word"":""?"",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
aa82-8b8962dd1202da4156cf	FC-026_v2.cha	95fb9865802b2cfa9e0b5a593cff800e4a5559f62a4e713ce352f518c0c93e3c	13	464	4	XXA	邊度	single_token_bin_dou	r	PRON	咗	u	PART	食	v	VERB	"{""normalizedSurface"":""邊度""}"	嗰陣時我哋去咗邊度食啊?	又有一餐食嘞,噉𠻺好嘞真係.	打邊爐啊呵?	"{""startTokenIndexZeroBased"":0,""endTokenIndexExclusive"":8,""tokens"":[{""word"":""嗰陣時"",""pos"":""t"",""jyutping"":""go2zan6si4""},{""word"":""我哋"",""pos"":""r"",""jyutping"":""ngo5dei6""},{""word"":""去"",""pos"":""v"",""jyutping"":""heoi3""},{""word"":""咗"",""pos"":""u"",""jyutping"":""zo2""},{""word"":""邊度"",""pos"":""r"",""jyutping"":""bin1dou6""},{""word"":""食"",""pos"":""v"",""jyutping"":""sik6""},{""word"":""啊"",""pos"":""y"",""jyutping"":""aa3""},{""word"":""?"",""pos"":"""",""jyutping"":null}]}"	"[{""word"":""嗰陣時"",""pos"":""t"",""jyutping"":""go2zan6si4""},{""word"":""我哋"",""pos"":""r"",""jyutping"":""ngo5dei6""},{""word"":""去"",""pos"":""v"",""jyutping"":""heoi3""},{""word"":""咗"",""pos"":""u"",""jyutping"":""zo2""},{""word"":""邊度"",""pos"":""r"",""jyutping"":""bin1dou6""},{""word"":""食"",""pos"":""v"",""jyutping"":""sik6""},{""word"":""啊"",""pos"":""y"",""jyutping"":""aa3""},{""word"":""?"",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
aa82-990f7ef8f30a23a07028	FC-026_v2.cha	95fb9865802b2cfa9e0b5a593cff800e4a5559f62a4e713ce352f518c0c93e3c	13	492	0	XXA	邊度	single_token_bin_dou	r	PRON				食	v	VERB	"{""normalizedSurface"":""邊度""}"	邊度食得晒唧?	啊,係啊,係啊,係啊,係啊.	哎吔真係慘嚹你.	"{""startTokenIndexZeroBased"":0,""endTokenIndexExclusive"":6,""tokens"":[{""word"":""邊度"",""pos"":""r"",""jyutping"":""bin1dou6""},{""word"":""食"",""pos"":""v"",""jyutping"":""sik6""},{""word"":""得"",""pos"":""u"",""jyutping"":""dak1""},{""word"":""晒"",""pos"":""u"",""jyutping"":""saai3""},{""word"":""唧"",""pos"":""y"",""jyutping"":""zek1""},{""word"":""?"",""pos"":"""",""jyutping"":null}]}"	"[{""word"":""邊度"",""pos"":""r"",""jyutping"":""bin1dou6""},{""word"":""食"",""pos"":""v"",""jyutping"":""sik6""},{""word"":""得"",""pos"":""u"",""jyutping"":""dak1""},{""word"":""晒"",""pos"":""u"",""jyutping"":""saai3""},{""word"":""唧"",""pos"":""y"",""jyutping"":""zek1""},{""word"":""?"",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
aa82-b9bd20c81cf2712eb229	FC-027_v2.cha	9021e0359557933ce4bd11e41871d555174f7fccc84bc0c4fb5ad7542f1a2dd1	14	34	2	XXB	邊度	single_token_bin_dou	r	PRON	去	v	VERB	食	v	VERB	"{""normalizedSurface"":""邊度""}"	你哋去邊度食嘢啊?	男仔.	去咗農場餐廳.	"{""startTokenIndexZeroBased"":0,""endTokenIndexExclusive"":7,""tokens"":[{""word"":""你哋"",""pos"":""r"",""jyutping"":""nei5dei6""},{""word"":""去"",""pos"":""v"",""jyutping"":""heoi3""},{""word"":""邊度"",""pos"":""r"",""jyutping"":""bin1dou6""},{""word"":""食"",""pos"":""v"",""jyutping"":""sik6""},{""word"":""嘢"",""pos"":""n"",""jyutping"":""je5""},{""word"":""啊"",""pos"":""y"",""jyutping"":""aa3""},{""word"":""?"",""pos"":"""",""jyutping"":null}]}"	"[{""word"":""你哋"",""pos"":""r"",""jyutping"":""nei5dei6""},{""word"":""去"",""pos"":""v"",""jyutping"":""heoi3""},{""word"":""邊度"",""pos"":""r"",""jyutping"":""bin1dou6""},{""word"":""食"",""pos"":""v"",""jyutping"":""sik6""},{""word"":""嘢"",""pos"":""n"",""jyutping"":""je5""},{""word"":""啊"",""pos"":""y"",""jyutping"":""aa3""},{""word"":""?"",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
aa82-3b9c09b7959df2749c3c	FC-027_v2.cha	9021e0359557933ce4bd11e41871d555174f7fccc84bc0c4fb5ad7542f1a2dd1	14	45	4	XXB	邊度	single_token_bin_dou	r	PRON	喺	p	ADP	做	v	VERB	"{""normalizedSurface"":""邊度""}"	我問佢喺邊度做.	佢話有.	佢話喺PizzaHut嗰度做.	"{""startTokenIndexZeroBased"":0,""endTokenIndexExclusive"":7,""tokens"":[{""word"":""我"",""pos"":""r"",""jyutping"":""ngo5""},{""word"":""問"",""pos"":""v"",""jyutping"":""man6""},{""word"":""佢"",""pos"":""r"",""jyutping"":""keoi5""},{""word"":""喺"",""pos"":""p"",""jyutping"":""hai2""},{""word"":""邊度"",""pos"":""r"",""jyutping"":""bin1dou6""},{""word"":""做"",""pos"":""v"",""jyutping"":""zou6""},{""word"":""."",""pos"":"""",""jyutping"":null}]}"	"[{""word"":""我"",""pos"":""r"",""jyutping"":""ngo5""},{""word"":""問"",""pos"":""v"",""jyutping"":""man6""},{""word"":""佢"",""pos"":""r"",""jyutping"":""keoi5""},{""word"":""喺"",""pos"":""p"",""jyutping"":""hai2""},{""word"":""邊度"",""pos"":""r"",""jyutping"":""bin1dou6""},{""word"":""做"",""pos"":""v"",""jyutping"":""zou6""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
aa82-2d142dab0d7813b52fd2	FC-028_v2.cha	1c64c3e02fa481dcad61f4e9c85b8efe724799e910fc96fc24504bf15be32d2a	15	88	1	XXA	邊度	single_token_bin_dou	r	PRON	喺	p	ADP	搞	v	VERB	"{""normalizedSurface"":""邊度""}"	喺邊度搞唧?	周圍俾人囖.	葵芳運動場.	"{""startTokenIndexZeroBased"":0,""endTokenIndexExclusive"":5,""tokens"":[{""word"":""喺"",""pos"":""p"",""jyutping"":""hai2""},{""word"":""邊度"",""pos"":""r"",""jyutping"":""bin1dou6""},{""word"":""搞"",""pos"":""v"",""jyutping"":""gaau2""},{""word"":""唧"",""pos"":""y"",""jyutping"":""zek1""},{""word"":""?"",""pos"":"""",""jyutping"":null}]}"	"[{""word"":""喺"",""pos"":""p"",""jyutping"":""hai2""},{""word"":""邊度"",""pos"":""r"",""jyutping"":""bin1dou6""},{""word"":""搞"",""pos"":""v"",""jyutping"":""gaau2""},{""word"":""唧"",""pos"":""y"",""jyutping"":""zek1""},{""word"":""?"",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
aa82-267a1c423fd8d7b609d9	FC-028_v2.cha	1c64c3e02fa481dcad61f4e9c85b8efe724799e910fc96fc24504bf15be32d2a	15	90	1	XXA	邊度	single_token_bin_dou	r	PRON	喺	v	VERB	來	y	PART	"{""normalizedSurface"":""邊度""}"	喺邊度來𡃉?	葵芳運動場.	葵芳地鐵站囖.	"{""startTokenIndexZeroBased"":0,""endTokenIndexExclusive"":5,""tokens"":[{""word"":""喺"",""pos"":""v"",""jyutping"":""hai2""},{""word"":""邊度"",""pos"":""r"",""jyutping"":""bin1dou6""},{""word"":""來"",""pos"":""y"",""jyutping"":""lai4""},{""word"":""𡃉"",""pos"":""y"",""jyutping"":""gaa3""},{""word"":""?"",""pos"":"""",""jyutping"":null}]}"	"[{""word"":""喺"",""pos"":""v"",""jyutping"":""hai2""},{""word"":""邊度"",""pos"":""r"",""jyutping"":""bin1dou6""},{""word"":""來"",""pos"":""y"",""jyutping"":""lai4""},{""word"":""𡃉"",""pos"":""y"",""jyutping"":""gaa3""},{""word"":""?"",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
aa82-b61c4d009ebf7c0939b1	FC-028_v2.cha	1c64c3e02fa481dcad61f4e9c85b8efe724799e910fc96fc24504bf15be32d2a	15	247	0	XXA	邊度	single_token_bin_dou	r	PRON				有	v1	VERB	"{""normalizedSurface"":""邊度""}"	邊度有十個percent啊?	喀.	十個percent,當十個percent喇,一萬九千幾啫.	"{""startTokenIndexZeroBased"":0,""endTokenIndexExclusive"":7,""tokens"":[{""word"":""邊度"",""pos"":""r"",""jyutping"":""bin1dou6""},{""word"":""有"",""pos"":""v1"",""jyutping"":""jau5""},{""word"":""十"",""pos"":""m"",""jyutping"":""sap6""},{""word"":""個"",""pos"":""q"",""jyutping"":""go3""},{""word"":""percent"",""pos"":""xm"",""jyutping"":null},{""word"":""啊"",""pos"":""y"",""jyutping"":""aa3""},{""word"":""?"",""pos"":"""",""jyutping"":null}]}"	"[{""word"":""邊度"",""pos"":""r"",""jyutping"":""bin1dou6""},{""word"":""有"",""pos"":""v1"",""jyutping"":""jau5""},{""word"":""十"",""pos"":""m"",""jyutping"":""sap6""},{""word"":""個"",""pos"":""q"",""jyutping"":""go3""},{""word"":""percent"",""pos"":""xm"",""jyutping"":null},{""word"":""啊"",""pos"":""y"",""jyutping"":""aa3""},{""word"":""?"",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
aa82-a77de3fe66fa9ffea877	FC-029_v.cha	f2a94065a152941f5cea9ec552fd343fb65c0c8532dda4c7b5b914b449d06f86	16	164	11	XXS	邊度	single_token_bin_dou	r	PRON	-		X	囖	y	PART	"{""normalizedSurface"":""邊度""}"	唔係,沙田,睇下-睇下你-邊度囖,沙田中心二千三.	二千三.	喀.	"{""startTokenIndexZeroBased"":5,""endTokenIndexExclusive"":17,""tokens"":[{""word"":""下"",""pos"":""u"",""jyutping"":""haa5""},{""word"":""-"",""pos"":"""",""jyutping"":null},{""word"":""睇"",""pos"":""v"",""jyutping"":""tai2""},{""word"":""下"",""pos"":""u"",""jyutping"":""haa5""},{""word"":""你"",""pos"":""r"",""jyutping"":""nei5""},{""word"":""-"",""pos"":"""",""jyutping"":null},{""word"":""邊度"",""pos"":""r"",""jyutping"":""bin1dou6""},{""word"":""囖"",""pos"":""y"",""jyutping"":""lo1""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""沙田中心"",""pos"":""ns"",""jyutping"":""saa1tin4zung1sam1""},{""word"":""二千三"",""pos"":""m"",""jyutping"":""ji6cin1saam1""},{""word"":""."",""pos"":"""",""jyutping"":null}]}"	"[{""word"":""唔係"",""pos"":""v"",""jyutping"":""m4hai6""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""沙田"",""pos"":""ns"",""jyutping"":""saa1tin4""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""睇"",""pos"":""v"",""jyutping"":""tai2""},{""word"":""下"",""pos"":""u"",""jyutping"":""haa5""},{""word"":""-"",""pos"":"""",""jyutping"":null},{""word"":""睇"",""pos"":""v"",""jyutping"":""tai2""},{""word"":""下"",""pos"":""u"",""jyutping"":""haa5""},{""word"":""你"",""pos"":""r"",""jyutping"":""nei5""},{""word"":""-"",""pos"":"""",""jyutping"":null},{""word"":""邊度"",""pos"":""r"",""jyutping"":""bin1dou6""},{""word"":""囖"",""pos"":""y"",""jyutping"":""lo1""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""沙田中心"",""pos"":""ns"",""jyutping"":""saa1tin4zung1sam1""},{""word"":""二千三"",""pos"":""m"",""jyutping"":""ji6cin1saam1""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
aa82-5afe887aded8c272fe30	FC-029_v.cha	f2a94065a152941f5cea9ec552fd343fb65c0c8532dda4c7b5b914b449d06f86	16	229	11	XXS	邊度	single_token_bin_dou	r	PRON	,		X	呢	y	PART	"{""normalizedSurface"":""邊度""}"	"""好搞笑啊,上次呢喺,誒,邊度呢?"	我聽日退休嘍喎.	銀禧呢,銀禧出邊有個停車場仔免費𡃉.	"{""startTokenIndexZeroBased"":5,""endTokenIndexExclusive"":14,""tokens"":[{""word"":""上次"",""pos"":""t"",""jyutping"":""soeng6ci3""},{""word"":""呢"",""pos"":""y1"",""jyutping"":""ne1""},{""word"":""喺"",""pos"":""p"",""jyutping"":""hai2""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""誒"",""pos"":""e"",""jyutping"":""e6""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""邊度"",""pos"":""r"",""jyutping"":""bin1dou6""},{""word"":""呢"",""pos"":""y"",""jyutping"":""ne1""},{""word"":""?"",""pos"":"""",""jyutping"":null}]}"	"[{""word"":""\"""",""pos"":"""",""jyutping"":null},{""word"":""好"",""pos"":""d"",""jyutping"":""hou2""},{""word"":""搞笑"",""pos"":""a"",""jyutping"":""gaau2siu3""},{""word"":""啊"",""pos"":""y"",""jyutping"":""aa3""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""上次"",""pos"":""t"",""jyutping"":""soeng6ci3""},{""word"":""呢"",""pos"":""y1"",""jyutping"":""ne1""},{""word"":""喺"",""pos"":""p"",""jyutping"":""hai2""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""誒"",""pos"":""e"",""jyutping"":""e6""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""邊度"",""pos"":""r"",""jyutping"":""bin1dou6""},{""word"":""呢"",""pos"":""y"",""jyutping"":""ne1""},{""word"":""?"",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
aa82-316b39189a871053c906	FC-035_v2.cha	ddb29bab01e3e932a9a80ffb3342df28e08dfc77d7f4527f5fc39d5a25ea4f5b	18	16	5	XXX	邊度	single_token_bin_dou	r	PRON	話	v	VERB	最	d	ADV	"{""normalizedSurface"":""邊度""}"	誒,如果講話邊度最好玩,或者,或者講邊度最剋我憎先喇,就係意大利喇.	所以我都覺得我個friend都非常之好,係哩一方面.	即係可能因為唔見過錢或者俾人扼過錢喇,不如講講哩個經過喇.	"{""startTokenIndexZeroBased"":0,""endTokenIndexExclusive"":12,""tokens"":[{""word"":""誒"",""pos"":""e"",""jyutping"":""e6""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""如果"",""pos"":""c"",""jyutping"":""jyu4gwo2""},{""word"":""講"",""pos"":""v"",""jyutping"":""gong2""},{""word"":""話"",""pos"":""v"",""jyutping"":""waa6""},{""word"":""邊度"",""pos"":""r"",""jyutping"":""bin1dou6""},{""word"":""最"",""pos"":""d"",""jyutping"":""zeoi3""},{""word"":""好玩"",""pos"":""a"",""jyutping"":""hou2waan2""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""或者"",""pos"":""c"",""jyutping"":""waak6ze2""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""或者"",""pos"":""c"",""jyutping"":""waak6ze2""}]}"	"[{""word"":""誒"",""pos"":""e"",""jyutping"":""e6""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""如果"",""pos"":""c"",""jyutping"":""jyu4gwo2""},{""word"":""講"",""pos"":""v"",""jyutping"":""gong2""},{""word"":""話"",""pos"":""v"",""jyutping"":""waa6""},{""word"":""邊度"",""pos"":""r"",""jyutping"":""bin1dou6""},{""word"":""最"",""pos"":""d"",""jyutping"":""zeoi3""},{""word"":""好玩"",""pos"":""a"",""jyutping"":""hou2waan2""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""或者"",""pos"":""c"",""jyutping"":""waak6ze2""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""或者"",""pos"":""c"",""jyutping"":""waak6ze2""},{""word"":""講"",""pos"":""v"",""jyutping"":""gong2""},{""word"":""邊度"",""pos"":""r"",""jyutping"":""bin1dou6""},{""word"":""最"",""pos"":""d"",""jyutping"":""zeoi3""},{""word"":""剋"",""pos"":""v"",""jyutping"":""haak1""},{""word"":""我"",""pos"":""r"",""jyutping"":""ngo5""},{""word"":""憎"",""pos"":""v"",""jyutping"":""zang1""},{""word"":""先"",""pos"":""d"",""jyutping"":""sin1""},{""word"":""喇"",""pos"":""y"",""jyutping"":""laa1""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""就"",""pos"":""d"",""jyutping"":""zau6""},{""word"":""係"",""pos"":""v"",""jyutping"":""hai6""},{""word"":""意大利"",""pos"":""ns"",""jyutping"":""ji3daai6lei6""},{""word"":""喇"",""pos"":""y"",""jyutping"":""laa1""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
aa82-03d62ea9fd06a99b8889	FC-035_v2.cha	ddb29bab01e3e932a9a80ffb3342df28e08dfc77d7f4527f5fc39d5a25ea4f5b	18	16	13	XXX	邊度	single_token_bin_dou	r	PRON	講	v	VERB	最	d	ADV	"{""normalizedSurface"":""邊度""}"	誒,如果講話邊度最好玩,或者,或者講邊度最剋我憎先喇,就係意大利喇.	所以我都覺得我個friend都非常之好,係哩一方面.	即係可能因為唔見過錢或者俾人扼過錢喇,不如講講哩個經過喇.	"{""startTokenIndexZeroBased"":7,""endTokenIndexExclusive"":20,""tokens"":[{""word"":""好玩"",""pos"":""a"",""jyutping"":""hou2waan2""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""或者"",""pos"":""c"",""jyutping"":""waak6ze2""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""或者"",""pos"":""c"",""jyutping"":""waak6ze2""},{""word"":""講"",""pos"":""v"",""jyutping"":""gong2""},{""word"":""邊度"",""pos"":""r"",""jyutping"":""bin1dou6""},{""word"":""最"",""pos"":""d"",""jyutping"":""zeoi3""},{""word"":""剋"",""pos"":""v"",""jyutping"":""haak1""},{""word"":""我"",""pos"":""r"",""jyutping"":""ngo5""},{""word"":""憎"",""pos"":""v"",""jyutping"":""zang1""},{""word"":""先"",""pos"":""d"",""jyutping"":""sin1""},{""word"":""喇"",""pos"":""y"",""jyutping"":""laa1""}]}"	"[{""word"":""誒"",""pos"":""e"",""jyutping"":""e6""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""如果"",""pos"":""c"",""jyutping"":""jyu4gwo2""},{""word"":""講"",""pos"":""v"",""jyutping"":""gong2""},{""word"":""話"",""pos"":""v"",""jyutping"":""waa6""},{""word"":""邊度"",""pos"":""r"",""jyutping"":""bin1dou6""},{""word"":""最"",""pos"":""d"",""jyutping"":""zeoi3""},{""word"":""好玩"",""pos"":""a"",""jyutping"":""hou2waan2""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""或者"",""pos"":""c"",""jyutping"":""waak6ze2""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""或者"",""pos"":""c"",""jyutping"":""waak6ze2""},{""word"":""講"",""pos"":""v"",""jyutping"":""gong2""},{""word"":""邊度"",""pos"":""r"",""jyutping"":""bin1dou6""},{""word"":""最"",""pos"":""d"",""jyutping"":""zeoi3""},{""word"":""剋"",""pos"":""v"",""jyutping"":""haak1""},{""word"":""我"",""pos"":""r"",""jyutping"":""ngo5""},{""word"":""憎"",""pos"":""v"",""jyutping"":""zang1""},{""word"":""先"",""pos"":""d"",""jyutping"":""sin1""},{""word"":""喇"",""pos"":""y"",""jyutping"":""laa1""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""就"",""pos"":""d"",""jyutping"":""zau6""},{""word"":""係"",""pos"":""v"",""jyutping"":""hai6""},{""word"":""意大利"",""pos"":""ns"",""jyutping"":""ji3daai6lei6""},{""word"":""喇"",""pos"":""y"",""jyutping"":""laa1""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
aa82-33d4d8426e0cc5edc71f	FC-035_v2.cha	ddb29bab01e3e932a9a80ffb3342df28e08dfc77d7f4527f5fc39d5a25ea4f5b	18	20	9	XXX	邊度	single_token_bin_dou	r	PRON	聽	v	VERB	有	v1	VERB	"{""normalizedSurface"":""邊度""}"	噉,佢就話咗俾我哋聽邊度有醫院嘞.	問個包租婆喇.	於是乎我就同我個friend一早就去揾哩個醫院喇.	"{""startTokenIndexZeroBased"":3,""endTokenIndexExclusive"":14,""tokens"":[{""word"":""就"",""pos"":""d"",""jyutping"":""zau6""},{""word"":""話"",""pos"":""v"",""jyutping"":""waa6""},{""word"":""咗"",""pos"":""u"",""jyutping"":""zo2""},{""word"":""俾"",""pos"":""p"",""jyutping"":""bei2""},{""word"":""我哋"",""pos"":""r"",""jyutping"":""ngo5dei6""},{""word"":""聽"",""pos"":""v"",""jyutping"":""teng1""},{""word"":""邊度"",""pos"":""r"",""jyutping"":""bin1dou6""},{""word"":""有"",""pos"":""v1"",""jyutping"":""jau5""},{""word"":""醫院"",""pos"":""n"",""jyutping"":""ji1jyun2""},{""word"":""嘞"",""pos"":""y"",""jyutping"":""laak3""},{""word"":""."",""pos"":"""",""jyutping"":null}]}"	"[{""word"":""噉"",""pos"":""c"",""jyutping"":""gam2""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""佢"",""pos"":""r"",""jyutping"":""keoi5""},{""word"":""就"",""pos"":""d"",""jyutping"":""zau6""},{""word"":""話"",""pos"":""v"",""jyutping"":""waa6""},{""word"":""咗"",""pos"":""u"",""jyutping"":""zo2""},{""word"":""俾"",""pos"":""p"",""jyutping"":""bei2""},{""word"":""我哋"",""pos"":""r"",""jyutping"":""ngo5dei6""},{""word"":""聽"",""pos"":""v"",""jyutping"":""teng1""},{""word"":""邊度"",""pos"":""r"",""jyutping"":""bin1dou6""},{""word"":""有"",""pos"":""v1"",""jyutping"":""jau5""},{""word"":""醫院"",""pos"":""n"",""jyutping"":""ji1jyun2""},{""word"":""嘞"",""pos"":""y"",""jyutping"":""laak3""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
