construction	construction_claim_id	claim_layer	parser_claim	source_id	source_relationship	exact_locator	source_proposition	implementation_effect	forbidden_inference	verification_state	current_disposition
PostThemeParticipantRelation	PTR-C02	language	The upstream predicate and its valency affect whether the post-theme participant is a recipient, goal, or beneficiary.	SRC-LI-LEE-2021-DATIVE	supports	pp. 633-635	Dative predicate classes and construction meanings differ; the double-object form is not simple marker deletion.	Use predicate-scoped profiles and keep unreviewed verbs out.	Do not collapse caused possession, transfer possession, and caused motion.	VERIFIED_FULL_TEXT	ROLE_NEUTRALITY_REQUIRED
PostThemeParticipantRelation	PTR-C03	language	The grammatical category and derivation of post-theme 畀/俾 are disputed.	SRC-XU-PEYRAUBE-1997-DOC	competing_analysis	pp. 110-113	The paper favors a prepositional analysis and discusses marker deletion.	Keep the runtime label category-neutral.	Do not encode PREPOSITION as settled fact.	VERIFIED_FULL_TEXT	THEORY_NEUTRAL_REQUIRED
PostThemeParticipantRelation	PTR-C03	language	The grammatical category and derivation of post-theme 畀/俾 are disputed.	SRC-BODOMO-LAM-YU-2003	competing_analysis	PDF pp. 6-9; proceedings pp. 63-67	The paper analyzes the sequence as a serial complex predicate.	Keep the runtime label category-neutral.	Do not encode SERIAL_VERB or COMPLEX_PREDICATE as settled fact.	VERIFIED_FULL_TEXT	THEORY_NEUTRAL_REQUIRED
PostThemeParticipantRelation	PTR-C03	language	The grammatical category and derivation of post-theme 畀/俾 are disputed.	SRC-CHIN-2011-BEI	competing_analysis	PDF pp. 5-10	The paper reviews the preposition/serial-verb debate and uses valency/aspect diagnostics.	Expose form and predicate relations without choosing a source theory.	Do not transfer a diachronic pathway directly into parser hierarchy.	VERIFIED_FULL_TEXT	THEORY_NEUTRAL_REQUIRED
PostThemeParticipantRelation	PTR-C04	heuristic	An overt later predicate is preserved; the parser inserts no hidden shared participant.	SRC-WONG-2023-BEI	bounds_project_inference	pp. 101-102	The corpus class explicitly includes V-theme-bij2-NP-V with a final verb.	Require and display the final predicate in the reviewed profile.	The paper does not prescribe Canto Span's exact token guards or hidden-argument policy.	VERIFIED_FULL_TEXT	INTERNAL_DESIGN_BOUNDED_BY_RESEARCH
PostThemeParticipantRelation	PTR-C04	heuristic	An overt later predicate is preserved; the parser inserts no hidden shared participant.	SRC-BODOMO-LAM-YU-2003	bounds_project_inference	PDF pp. 5-9; proceedings pp. 62-67	The serial examples and formal analysis treat the overt verbs as structurally material.	Preserve overt predicate material.	No source proves that all omitted material is impossible in discourse.	VERIFIED_FULL_TEXT	INTERNAL_DESIGN_BOUNDED_BY_RESEARCH
PassivePermissiveRelation	PPR-C01	language	NP1-畀/俾-NP2-VP can have passive or causative/permissive readings and may be contextually ambiguous.	SRC-CHIN-2011-BEI	supports	PDF pp. 9-14	Causative/permissive and passive uses share the frame; examples include contextual ambiguity.	Expose both reading candidates when surface cues do not resolve them.	Do not map NP2 to transfer recipient merely because it follows 畀.	VERIFIED_FULL_TEXT	SOURCE_RECONSTRUCTED_PROVISIONAL
PassivePermissiveRelation	PPR-C01	language	NP1-畀/俾-NP2-VP can have passive or causative/permissive readings and may be contextually ambiguous.	SRC-CHAN-2021-BEI	supports	paper examples and six-consultant study	A small independent study documents causative and passive readings for the same form.	Corroborate the ambiguity boundary.	Six consultants do not establish exhaustive diagnostics or population rates.	VERIFIED_PDF_BOUNDARY	SOURCE_RECONSTRUCTED_PROVISIONAL
PassivePermissiveRelation	PPR-C01	language	NP1-畀/俾-NP2-VP can have passive or causative/permissive readings and may be contextually ambiguous.	SRC-WONG-2023-BEI	supports	pp. 102-103	Causative and passive corpus classes share bei-NP-VP and are classified using context.	Keep surface recognition separate from final interpretation.	The analyst taxonomy is not a context-free parser decision procedure.	VERIFIED_FULL_TEXT	SOURCE_RECONSTRUCTED_PROVISIONAL
PassivePermissiveRelation	PPR-C02	language	In a canonical passive analysis, the pre-marker participant is patient and the post-marker participant is agent.	SRC-CHIN-2011-BEI	supports	PDF pp. 11-14	The passive examples analyze NP1 as patient and NP2 as agent, including a nonadverse example.	Allow a canonical-passive reading candidate with these role cues.	Do not make the passive reading obligatory without context.	VERIFIED_FULL_TEXT	SOURCE_RECONSTRUCTED_PROVISIONAL
PassivePermissiveRelation	PPR-C02	language	In a canonical passive analysis, the pre-marker participant is patient and the post-marker participant is agent.	SRC-CHOW-2018-INDIRECT-PASSIVE	supports	PDF p. 4; example 5	The canonical passive example places the patient subject before 畀 and the agent after 畀.	Distinguish canonical passive from the retained-object subtype.	The LFG mapping is one analysis, not a required parser formalism.	VERIFIED_FULL_TEXT	SOURCE_RECONSTRUCTED_PROVISIONAL
PassivePermissiveRelation	PPR-C03	language	Cantonese has an indirect passive subtype with form NP1-畀-NP2-V-NP3 and an overt retained patient/object NP3.	SRC-CHOW-2018-INDIRECT-PASSIVE	supports	PDF pp. 5 and 11-14; examples 7 and 22-27	The paper identifies NP1 as a malefactive/topic participant, NP2 as agent, and NP3 as the retained patient/object.	Permit a retained-object/indirect-passive reading candidate when the overt form matches.	Do not label every NP1-畀-NP2-V-NP3 string indirect passive.	VERIFIED_FULL_TEXT	SOURCE_RECONSTRUCTED_PROVISIONAL
PassivePermissiveRelation	PPR-C03	language	Cantonese has an indirect passive subtype with form NP1-畀-NP2-V-NP3 and an overt retained patient/object NP3.	SRC-CHOW-2019-PASSIVE-PERMISSIVE	supports_abstract_only	repository abstract	The dissertation abstract describes indirect passive as an object-in-situ construction distinct from permissive 畀.	Corroborate the structural distinction, not exact diagnostics.	Do not use unverified chapter details or treat the abstract as an independent author family.	VERIFIED_OFFICIAL_ABSTRACT	CORROBORATIVE_SAME_FAMILY
PassivePermissiveRelation	PPR-C04	language	The indirect passive subtype is sparse and pragmatically restricted in the cited corpus.	SRC-CHOW-2018-INDIRECT-PASSIVE	restricts	PDF pp. 5-9	Only 4 indirect passives occur among 61 passive 畀 sentences; the paper argues for topic/malefactive restrictions.	Keep the subtype provisional and context-sensitive.	Do not treat the 4/61 result as a population prevalence estimate or impose the full formal analysis categorically.	VERIFIED_FULL_TEXT	PRODUCTIVITY_NOT_ESTABLISHED
PassivePermissiveRelation	PPR-C05	language	Lexical transfer and post-theme beneficiary uses are separate boundaries, not passive/permissive readings.	SRC-BODOMO-LAM-YU-2003	restricts	PDF pp. 2-5; examples 1-2, 5, and 10	The paper contrasts lexical transfer 畀 with serial/benefactive 畀 forms.	Exclude clear transfer/beneficiary parses from clean passive recognition.	Boundary evidence does not validate every current exclusion guard.	VERIFIED_FULL_TEXT	NEGATIVE_RULE_BOUNDARY
PassivePermissiveRelation	PPR-C05	language	Lexical transfer and post-theme beneficiary uses are separate boundaries, not passive/permissive readings.	SRC-CHIN-2011-BEI	restricts	PDF pp. 3-14	Lexical GIVE, beneficiary, causative/permissive, and passive functions are explicitly distinguished.	Require evidence beyond the glyph 畀/俾 before assigning a passive candidate.	Do not infer that the source's categories are exhaustive or computationally deterministic.	VERIFIED_FULL_TEXT	NEGATIVE_RULE_BOUNDARY
PassivePermissiveRelation	PPR-C06	heuristic	The exact exclusions for negation, aspect, A-not-A, fragments, and agent omission are conservative parser guards, not published Cantonese laws.	PROJECT-CP020-DESIGN	internal_only	docs/research/CP021B-PARSER-DESIGN-EVIDENCE-MAP.tsv decision CP021B-PD1-E10	External sources support the construction boundaries but do not jointly derive the full matching function.	Keep these exclusions auditable and defeasible.	Do not cite a research paper as if it validates every line of the parser heuristic.	VERIFIED_INTERNAL_RECORD	INTERNAL_HEURISTIC_NOT_EXTERNAL_CLAIM
MotionGoalVP	MGV-C01	language	Cantonese deictic motion verbs 去 and 嚟 may take an overt locative NP goal, including with perfective 咗.	SRC-CHOR-2018-DIRECTIONAL	supports	book p. 88 / PDF p. 106; examples 1-2	佢去咗學校 and 佢嚟咗學校 are analyzed as went/came to school, with school as locative goal and speaker location distinguishing 去 from 嚟.	Retain a bounded explicit motion-verb + overt place goal analysis for reviewed verbs.	Do not infer that every verb followed by a place is a MotionGoalVP or that 去 and 嚟 have identical deixis.	VERIFIED_FULL_TEXT	SOURCE_LINKED_NARROWING_REQUIRED
MotionGoalVP	MGV-C02	language	A directional motion expression may be followed by an overt locative object, and the locative object may also be fronted.	SRC-LEUNG-2026-MOTION	supports	accepted manuscript pp. 26-27; example 15a-c	Locative objects usually follow directional morphemes; 搬咗去 Scarborough is postverbal and 台灣都去過 shows a fronted locative object.	Treat overt post-directional places as goal candidates while preserving a separate fronted-location analysis.	Do not make postverbal position obligatory or collapse fronted Ground into a postverbal object.	VERIFIED_FULL_TEXT_ACCEPTED_MANUSCRIPT	SOURCE_LINKED_NARROWING_REQUIRED
MotionGoalVP	MGV-C03	language	Locative-goal selection is lexically and constructionally restricted rather than licensed by any directional-looking verb.	SRC-CHOR-2018-DIRECTIONAL	restricts	book pp. 42 and 131 / PDF pp. 60 and 149	The monograph distinguishes locative directional verbs that require locative objects and notes that hei2 as a verb does not take a locative goal.	Keep goal licensing tied to reviewed motion predicates and slot evidence.	Do not implement a generic movement-token + nominal-place rule without construction-specific evidence.	VERIFIED_FULL_TEXT	NEGATIVE_RULE_BOUNDARY
MotionGoalVP	MGV-C04	language	返學 is an attested conventional Cantonese expression meaning go to school.	SRC-WONG-2023-LANGUAGE-SAMPLE	attests_only	book pp. 95-96; examples 37 and 40	Natural child-language samples gloss 返緊學 and 返學 as go-to-school, including 媽咪有時會湊我返學.	Preserve the conventional surface interpretation of 返學 in learner-facing output.	Do not infer hidden 學校, adult productivity, or whole-expression lexicalization from these samples alone.	VERIFIED_FULL_TEXT	CONVENTIONAL_FORM_ATTESTED_ANALYSIS_UNRESOLVED
MotionGoalVP	MGV-C04	language	返學 is an attested conventional Cantonese expression meaning go to school.	SRC-LAU-2024-WRITTEN-CANTONESE	attests_only	PDF p. 2; examples 2a-3	The paper contrasts Cantonese 返學 with Standard Written Chinese 上學 and translates the Cantonese examples as go to school.	Corroborate the conventional meaning in written-Cantonese classification data.	Modified illustrative examples do not establish lexicalization or a hidden destination noun.	VERIFIED_FULL_TEXT	CONVENTIONAL_FORM_ATTESTED_ANALYSIS_UNRESOLVED
MotionGoalVP	MGV-C05	heuristic	The parser must not insert an unspoken destination noun or present 返學 as proven productive motion-goal syntax.	PROJECT-CP021B-R2-SOURCE-SCREEN	bounds_project_inference	Lane 09 source map, MotionGoalVP section	The evidence establishes the surface meaning go to school but does not establish an omitted 學校 analysis or a general compositional rule.	Keep 返學 transparent and conventional, with no hidden token and no productivity claim.	Do not describe this conservative parser decision as a published Cantonese analysis.	VERIFIED_INTERNAL_RECORD	INTERNAL_HEURISTIC_BOUNDED_BY_RESEARCH
SourceMotionClause	SMC-C01	language	A preverbal 由 + place phrase can mark the source from which the main motion event proceeds.	SRC-LEUNG-2014-COVERBS	supports	PDF pp. 1-2 and 20; examples 1-4 and table 37	Coverb phrases precede the main verb and express relations including direction and location; 由 jau4 is listed as from and lacks a current main-verb counterpart.	Retain a bounded overt 由-source phrase before a motion predicate.	Do not treat every 由 phrase as spatial source or encode the qualifying paper's full syntactic theory as parser truth.	VERIFIED_FULL_TEXT	SOURCE_LINKED_PROVISIONAL
SourceMotionClause	SMC-C02	language	A Cantonese motion clause may overtly contain both a 由-marked source and a destination.	SRC-LEUNG-2026-MOTION	supports	accepted manuscript p. 27; example 16b	然後由香港又過咗台灣 is glossed as then from Hong Kong, they again went over to Taiwan.	Permit the reviewed source-marker + source + motion + overt goal profile.	One corpus token does not establish all permitted verbs, orders, or omitted arguments.	VERIFIED_FULL_TEXT_ACCEPTED_MANUSCRIPT	SOURCE_LINKED_PROVISIONAL
SourceMotionClause	SMC-C03	heuristic	SourceMotionClause requires an overt source relation and an independently licensed motion predicate; 由 alone is insufficient.	SRC-LEUNG-2014-COVERBS	bounds_project_inference	PDF p. 1; structural template 1	The source relation is a coverb phrase [V1 O1] modifying a following main VP [V2 O2].	Require both the source phrase and following motion-event structure, preserving each overt span.	Do not infer a destination, path, or motion event solely from the glyph 由.	VERIFIED_FULL_TEXT	INTERNAL_HEURISTIC_BOUNDED_BY_RESEARCH
MotionPurposeChain	MPC-C01	language	Cantonese has motion-cum-purpose expressions in which a purpose phrase follows the motion expression.	SRC-LEUNG-2026-MOTION	supports	accepted manuscript p. 15; example 5	阿仔出去買豉油買咁耐 is analyzed as went out to buy soy sauce, with the purpose phrase following the motion expression.	Retain a motion expression followed by a purpose VP as a candidate construction.	Do not classify arbitrary adjacent VPs as purpose-linked.	VERIFIED_FULL_TEXT_ACCEPTED_MANUSCRIPT	SOURCE_LINKED_NARROWING_REQUIRED
MotionPurposeChain	MPC-C02	language	For an unmarked motion-cum-purpose analysis, the purpose VP immediately follows the motion clause.	SRC-LEUNG-2026-MOTION	supports_and_restricts	accepted manuscript p. 27; examples 16a-c	Purpose was coded present only when the VP immediately followed the motion clause; no purpose VP and separately marked purposive 去/嚟 were coded differently.	Require contiguous motion and purpose constituents and distinguish marked purposive constructions.	Do not treat later discourse actions or purposive-marker clauses as the same construction automatically.	VERIFIED_FULL_TEXT_ACCEPTED_MANUSCRIPT	NEGATIVE_RULE_BOUNDARY
MotionPurposeChain	MPC-C03	language	A motion verb with a locative object may be followed by an action-object VP in a Cantonese serial pattern.	SRC-CHOR-2018-DIRECTIONAL	supports	book p. 52 / PDF p. 70	The monograph gives heoi3 caan1teng1 sik6 aan3, go-restaurant eat-lunch, as a V(O)V(O) serial construction.	Support the explicit motion-goal + action VP profile when both constituents are independently licensed.	Do not erase the overt goal or reinterpret the action object as part of the motion phrase.	VERIFIED_FULL_TEXT	SOURCE_LINKED_NARROWING_REQUIRED
MotionPurposeChain	MPC-C04	language	Purposive 嚟/去 particles are a related but distinct construction; 返 is not freely substitutable as a purposive linker.	SRC-CHOR-2018-DIRECTIONAL	restricts	book pp. 90-93 / PDF pp. 108-111; examples 5-6 and 11-14	嚟 and 去 can link an action to its purpose, while corresponding 返 purposive-marker examples are judged ungrammatical.	Keep motion-cum-purpose chains distinct from grammaticalized purposive-particle analysis and require 返 to belong to an actual motion expression.	Do not generalize PURPOSE from any directional verb or treat 返 alone as a purpose marker.	VERIFIED_FULL_TEXT	NEGATIVE_RULE_BOUNDARY
MotionPurposeChain	MPC-C05	heuristic	The runtime node should require visible motion semantics, an immediately following action/purpose VP, and a shared overt or licensed subject.	SRC-CHOR-2018-DIRECTIONAL	bounds_project_inference	book pp. 51-52 / PDF pp. 69-70	Serial and coverb constructions are described as sharing a syntactic subject and forming a semantic whole, while allowing V(O)V(O) structure.	Keep the parser rule narrow and preserve both overt VPs and subject provenance.	The source does not validate the parser's exact token inventory or every shared-subject inference.	VERIFIED_FULL_TEXT	INTERNAL_HEURISTIC_BOUNDED_BY_RESEARCH
PathPhrase	PTH-C01	language	Preverbal 向 + ground can function as a directional coverb phrase.	SRC-LEUNG-2014-COVERBS	supports	PDF pp. 1-2 and 20; list 3 and table 37	Coverb phrases precede the main verb and may encode direction; 向 hoeng3 is listed as toward with no current main-verb counterpart.	Retain a bounded 向 + orientation/ground subconstruction before a motion predicate.	Do not call every 向 phrase a route or goal, and do not treat 向 as a productive main motion verb.	VERIFIED_FULL_TEXT	SOURCE_LINKED_PROVISIONAL
PathPhrase	PTH-C02	language	Route-via and orientation-toward are distinct spatial relations in Cantonese coverb inventories.	SRC-LEUNG-2014-COVERBS	supports_and_differentiates	PDF pp. 20-21; table 37 and example 39a	經 ging1 is listed as via, usually physical movement, and 佢經隧道返咗屋企 means she went home through the tunnel; 向 is separately listed as toward.	Represent route and orientation as separate subtypes rather than one undifferentiated path relation.	Do not infer that the exact inventory is exhaustive or that 經 and 沿住 are interchangeable.	VERIFIED_FULL_TEXT	REPRESENTATION_SPLIT_REQUIRED
PathPhrase	PTH-C03	representation	The current PathPhrase label conflates 向 + orientation with 沿住 + route, but only the former has a verified construction-specific source in this batch.	PROJECT-CP021B-R2-SOURCE-SCREEN	records_gap	Lane 09 source map, PathPhrase and Open evidence gaps sections	The source screen recovered construction-level support for 向 and a distinct 經-via route relation, but no equivalent full-text analysis for 沿住 + route.	Keep existing behavior frozen but quarantine the catch-all label from promotion; split the claims in future design.	Failure to locate a source does not show that 沿住 is unnatural or absent from Cantonese.	VERIFIED_INTERNAL_RECORD	SOURCE_GAP_SPLIT_REQUIRED
PathPhrase	PTH-C04	heuristic	No productive route rule should be inferred from the broad learner gloss path or direction phrase.	SRC-LEUNG-2014-COVERBS	restricts	PDF pp. 1-2 and 20-21	The source distinguishes coverbs by relation and lexical history rather than positing a single unrestricted path marker class.	Require marker-specific profiles and relation-specific labels in any later remediation.	Do not use the English umbrella term path as evidence for a Cantonese construction.	VERIFIED_FULL_TEXT	NEGATIVE_RULE_BOUNDARY
LocativePlacePhrase	LPP-C01	language	Preverbal 喺 + place can locate the event expressed by a following VP.	SRC-KWAN-2010-LOCATIVE-PP	supports	pp. 164-166; example 1	我喺屋企食早餐 illustrates preverbal [PP V], with 喺屋企 locating the breakfast-eating event.	Retain an event-location coverb phrase as a distinct subtype.	Do not treat the phrase as a complete locative predicate when a following main VP is present.	VERIFIED_FULL_TEXT	SOURCE_LINKED_SPLIT_REQUIRED
LocativePlacePhrase	LPP-C01	language	Preverbal 喺 + place can locate the event expressed by a following VP.	SRC-CHOR-2018-DIRECTIONAL	supports	book p. 51 / PDF p. 69; example 25a	我宜家喺餐廳食緊晏 shows 喺餐廳 in prepositional/coverb function before the main eating VP.	Corroborate the event-location subtype with an independent source.	Do not infer a single category for all uses of 喺.	VERIFIED_FULL_TEXT	SOURCE_LINKED_SPLIT_REQUIRED
LocativePlacePhrase	LPP-C02	language	喺 + place can serve as the main locative predicate when no following main VP is present.	SRC-CHOR-2018-DIRECTIONAL	supports	book p. 51 / PDF p. 69; example 25b	我宜家喺餐廳 is explicitly contrasted with the coverb example and identified as main-verb use.	Retain a separate locative-predicate subtype and preserve the subject at clause level.	Do not collapse main-predicate 喺 and event-modifying 喺 into one grammatical construction.	VERIFIED_FULL_TEXT	SOURCE_LINKED_SPLIT_REQUIRED
LocativePlacePhrase	LPP-C02	language	喺 has both a coverb use and a main locative-verb counterpart.	SRC-LEUNG-2014-COVERBS	supports	PDF pp. 20-21; table 37	喺 hai2 is listed with coverb meaning at/in/on and main-verb meaning be at/in/on.	Corroborate the coverb/predicate split without committing to one theoretical category label.	The qualifying paper's lexical-split analysis is not settled parser ontology.	VERIFIED_FULL_TEXT	THEORY_NEUTRAL_SPLIT_REQUIRED
LocativePlacePhrase	LPP-C03	language	Postverbal 喺 + place may encode a participant's result location rather than the location of the event.	SRC-KWAN-2010-LOCATIVE-PP	supports	pp. 165-166; example 2	佢掉咗本書喺地下 is translated as threw the book onto the floor and contrasted with preverbal event location.	Keep postverbal result-location distinct from preverbal event-location and locative predicate uses.	Do not label all postverbal 喺 phrases as motion goals or all preverbal phrases as equivalent.	VERIFIED_FULL_TEXT	SOURCE_LINKED_SPLIT_REQUIRED
LocativePlacePhrase	LPP-C04	language	A spatial localizer can form part of a location complement, but localizer structure is not identical to a 喺 coverb or predicate.	SRC-WONG-2023-LANGUAGE-SAMPLE	attests_and_differentiates	book p. 96; discussion after example 40	前 in 放前啲 is analyzed as a localizer serving as the Complement of Location for the verb.	Preserve localizer-bearing location structure as a separate subtype or node.	Do not infer that every noun + localizer sequence is a LocativePlacePhrase or that 前 here licenses all spatial localizers.	VERIFIED_FULL_TEXT	SOURCE_LINKED_SPLIT_REQUIRED
LocativePlacePhrase	LPP-C04	language	A Cantonese 喺 PP may end with the noun phrase or an overt localizer.	SRC-KWAN-2010-LOCATIVE-PP	attests_only	p. 191; corpus coding method footnote 15	For corpus measurement, a 喺 PP begins with 喺 and ends with the last character of the NP or localizer.	Allow an overt localizer inside a locative PP without treating it as a universal requirement.	A span-coding definition does not establish all localizer semantics or optionality conditions.	VERIFIED_FULL_TEXT	SOURCE_LINKED_PROVISIONAL
LocativePlacePhrase	LPP-C05	representation	One catch-all LocativePlacePhrase node must not imply that event-location coverbs, locative predicates, result-location phrases, and localizer complements are one construction.	SRC-KWAN-2010-LOCATIVE-PP	supports_and_differentiates	pp. 164-167	The paper contrasts preverbal event-location and postverbal affected-participant/result-location orders.	Split the parser-facing claims and retain only a neutral umbrella for display if needed.	Do not convert an implementation convenience into a Cantonese-language generalization.	VERIFIED_FULL_TEXT	REPRESENTATION_SPLIT_REQUIRED
LocativePlacePhrase	LPP-C06	representation	The current existential-presentational 喺度 use has not been source-linked as the same construction in this batch.	PROJECT-CP021B-R2-SOURCE-SCREEN	records_gap	Lane 09 source map, LocativePlacePhrase and Open evidence gaps sections	The verified sources cover event-location, locative predicate, result-location, and localizer structures, but not the parser's existential-presentational coda ownership.	Keep that runtime path unchanged but independently research its construction label before promotion.	Do not infer unsupportedness of the surface form itself; only the shared node ownership remains unverified.	VERIFIED_INTERNAL_RECORD	SOURCE_GAP_SEPARATE_RESEARCH_REQUIRED
DirectionalMotionVP	DMV-C01	language	Cantonese deictic 嚟/去 and several nondeictic directional verbs may independently predicate a path event.	SRC-SHAN-JIN-2025-MOTION-TYPOLOGY	supports	§3.1, examples 1-2	The article treats 嚟, 去, 上, 落, 出, 入, 過, 開, 埋, 返, and 起 as a closed directional-verb inventory and gives independent-predicate examples such as 嚟廣州, 去北京, 上/落咗樓, 入咗房, and 返香港.	Retain independently licensed one-word path predicates and preserve their overt goal and deictic orientation.	Do not infer that every listed lexeme has identical argument structure, frequency, or productivity; the source itself notes disagreement over 到 and restrictions on 起.	VERIFIED_FULL_TEXT_AUTHOR_UPLOAD_AND_PUBLISHER_METADATA	SOURCE_LINKED_SPLIT_REQUIRED
