construction	construction_claim_id	claim_layer	parser_claim	source_id	source_relationship	exact_locator	source_proposition	implementation_effect	forbidden_inference	verification_state	current_disposition
LocativeFragment	LOF-C04	boundary	Spatial 喺度 and progressive 喺度 are not interchangeable analyses, and only the spatial continuation is available in the cited ellipsis contrast.	SRC-LEE-PAN-2024-VP-ELLIPSIS	supports_spatial_progressive_boundary	p. 194, example (6b) and footnote 2	The progressive reading fails in the ellipsis example, while a spatial reading remains possible as a pragmatically unusual continuation.	Preserve spatial versus progressive ambiguity and require contextual resolution.	Do not license progressive VP ellipsis from the spatial reading or treat all 喺度 forms as LocativeFragment.	VERIFIED_OFFICIAL_FULL_TEXT_AND_METADATA	COMPONENTS_LINKED_STANDALONE_FRAGMENT_ELLIPSIS_GAP
LocativeFragment	LOF-C05	evidence_gap	The inspected sources do not directly establish bare 喺 + place as a general standalone locative answer with an optional particle.	PROJECT-CP021B-R18-RESIDUAL-FRAGMENTS	records_direct_source_gap	R18 source comparison	Sources validate locative phrases and full predicates but not the exact runtime fragment cross-product.	Keep standalone-fragment licensing context-dependent and provisional.	Do not use accidental held-out visibility or parser acceptance as external evidence.	VERIFIED_INTERNAL_RECORD	COMPONENTS_LINKED_STANDALONE_FRAGMENT_ELLIPSIS_GAP
LocativeFragment	LOF-C06	representation	A discourse-understood located figure should remain an unresolved contextual relation unless overtly recoverable, not a fabricated token or syntactic node.	PROJECT-CP021B-R18-RESIDUAL-FRAGMENTS	records_no_hidden_argument_boundary	R18 representation review	The overt surface identifies a location phrase; the omitted discourse participant is not present in the token stream.	Represent overt locative material and mark contextual dependence without hidden insertion.	Do not claim that every standalone location expression contains a syntactically deleted subject.	VERIFIED_FULL_TEXT	COMPONENTS_LINKED_STANDALONE_FRAGMENT_ELLIPSIS_GAP
LocativeFragment	LOF-C07	disposition	The strongest future design is LocativePlacePhrase or locative predication plus a separately licensed discourse-fragment relation.	SRC-KWAN-2010-LOCATIVE	supports_component_split	journal pp. 163-169	The source distinguishes several locative placements and functions rather than one catch-all locative category.	Realign the label compositionally; retain an explicit exact-template gap.	Do not collapse event location, static predication, result location, source, localizers, and short answers.	VERIFIED_FULL_TEXT	COMPONENTS_LINKED_STANDALONE_FRAGMENT_ELLIPSIS_GAP
PossessiveNominalFragment	PNF-C01	representation	PossessiveNominalFragment is registry-only in the inspected runtime: it has no active construction template, fallback, accepted fixture family, or pattern-specific source edge.	PROJECT-CP021B-R18-RESIDUAL-FRAGMENTS	records_dormant_label_status	main.js registry and CP018 fragment set; R17 coverage row	The label is dormant taxonomic debt rather than active parser behavior.	Do not activate it; evaluate merge or retirement.	Do not infer a Cantonese construction from registry membership.	VERIFIED_INTERNAL_RECORD	HEADLESS_POSSESSIVE_NOMINAL_LINKED_DORMANT_LABEL_MERGE_OR_RETIRE
PossessiveNominalFragment	PNF-C02	language	Possessor + 嘅 can function referentially as “mine/yours/his” without an overt possessed noun.	SRC-YIP-MATTHEWS-2000-BASIC	supports_headless_possessive_form	Unit 5, printed p. 23; forms ngóh ge, léih ge, kéuih ge	The reference explicitly gives possessive pronoun + 嘅 both before a noun and independently with “mine/yours” readings.	Source-link the overt headless possessor+嘅 nominal.	Do not posit a covert English-style pronoun or unrestricted deletion rule.	VERIFIED_FULL_TEXT	HEADLESS_POSSESSIVE_NOMINAL_LINKED_DORMANT_LABEL_MERGE_OR_RETIRE
PossessiveNominalFragment	PNF-C03	language	Possessor+嘅 expressions can serve as predicates with 係, and 係 may be understood in some full nominal-predicate sentences.	SRC-YIP-MATTHEWS-2000-BASIC	supports_predicative_context_boundary	Unit 5, printed pp. 23-24	Examples contrast overt 係 + possessor+嘅 with sentences where the copula is understood and an overt subject remains.	Distinguish headless nominal reference from a full possessive predicate clause.	Do not classify every possessor+嘅 occurrence as a discourse fragment.	VERIFIED_FULL_TEXT	HEADLESS_POSSESSIVE_NOMINAL_LINKED_DORMANT_LABEL_MERGE_OR_RETIRE
PossessiveNominalFragment	PNF-C04	language	Modifier+嘅 can form a referential headless nominal across more relations than possession.	SRC-SIO-2011-GE3	supports_broader_headless_nominal_analysis	printed pp. 128-133; examples 19, 24-25	Sio documents referential headless modifier-ge3 nominals and distinguishes them from sentence-final ge3.	Map possessor+嘅 within the broader headless modifier nominal system.	Do not equate all headless 嘅 nominals with possession or import a silent noun analysis.	VERIFIED_FULL_TEXT	HEADLESS_POSSESSIVE_NOMINAL_LINKED_DORMANT_LABEL_MERGE_OR_RETIRE
PossessiveNominalFragment	PNF-C05	boundary	Sentence-final 嘅 and adnominal/headless nominal 嘅 must remain distinct despite surface identity.	SRC-SIO-2011-GE3	supports_ge3_boundary	printed pp. 128-133	The chapter explicitly distinguishes nominal ge3 environments from sentence-final ge3.	Require local structural evidence before assigning nominal status.	Do not use token identity alone to create a possessive fragment.	VERIFIED_FULL_TEXT	HEADLESS_POSSESSIVE_NOMINAL_LINKED_DORMANT_LABEL_MERGE_OR_RETIRE
PossessiveNominalFragment	PNF-C06	disposition	Because the form is independently covered by headless nominal and nominal-predicate structures, the dormant fragment label should merge or retire.	PROJECT-CP021B-R18-RESIDUAL-FRAGMENTS	records_merge_retire_result	R18 dormant-label and source-overlap audit	No residual externally motivated behavior requires a separate PossessiveNominalFragment node.	Preserve source-linked headless possessive nominal behavior under ordinary nominal structure.	Do not activate a duplicate fragment rule.	VERIFIED_INTERNAL_RECORD	HEADLESS_POSSESSIVE_NOMINAL_LINKED_DORMANT_LABEL_MERGE_OR_RETIRE
ModalResponseFragment	MRF-C01	representation	ModalResponseFragment is registry-only in the inspected runtime, with no active template, fallback, accepted fixture family, or pattern-specific source edge.	PROJECT-CP021B-R18-RESIDUAL-FRAGMENTS	records_dormant_label_status	main.js registry and CP018 fragment set; R17 coverage row	The label does not currently implement a distinct modal-response construction.	Treat it as dormant duplicate debt.	Do not infer productivity from its presence in a label set.	VERIFIED_INTERNAL_RECORD	SELECTIVE_AUXILIARY_ELLIPSIS_LINKED_DORMANT_LABEL_MERGE_OR_RETIRE
ModalResponseFragment	MRF-C02	language	Core Cantonese auxiliaries generally cannot stand alone except where their complement is supplied by ellipsis.	SRC-LUKE-NANCARROW-1998-AUXILIARIES	supports_ellipsis_condition	printed pp. 81-98; especially early auxiliary diagnostics	Luke and Nancarrow distinguish auxiliary behavior from main verbs and identify ellipsis as the condition for apparent standalone use.	Analyze a bare modal response through the lexical auxiliary plus context-licensed complement ellipsis.	Do not create a free-standing modal category independent of an antecedent.	VERIFIED_FULL_TEXT	SELECTIVE_AUXILIARY_ELLIPSIS_LINKED_DORMANT_LABEL_MERGE_OR_RETIRE
ModalResponseFragment	MRF-C03	language	Cantonese modal/auxiliary heads such as 會 and 可以 can license VP ellipsis, unlike modal adverbs in the cited contrasts.	SRC-LEE-PAN-2024-VP-ELLIPSIS	supports_selective_modal_ellipsis	pp. 192-193; example (3)	The paper uses Cantonese contrasts to distinguish heads that license movement/ellipsis from adverbs that do not.	Retain lexical-head-specific ellipsis licensing.	Do not generalize from two auxiliaries to every modal-like word or every discourse context.	VERIFIED_OFFICIAL_FULL_TEXT_AND_METADATA	SELECTIVE_AUXILIARY_ELLIPSIS_LINKED_DORMANT_LABEL_MERGE_OR_RETIRE
ModalResponseFragment	MRF-C04	boundary	Ellipsis licensing is non-uniform: 有/冇/未 license in the cited environment, while progressive 喺度 and some aspectual verbs do not.	SRC-LEE-PAN-2024-VP-ELLIPSIS	supports_nonuniform_boundary	pp. 193-195; examples (5)-(8)	The paper explicitly rejects a rule under which every functional or aspectual head licenses an omitted VP.	Require lexical and construction-specific licensing rather than a generic response-fragment template.	Do not infer that any short auxiliary/aspect form can stand as an answer.	VERIFIED_OFFICIAL_FULL_TEXT_AND_METADATA	SELECTIVE_AUXILIARY_ELLIPSIS_LINKED_DORMANT_LABEL_MERGE_OR_RETIRE
ModalResponseFragment	MRF-C05	representation	Ellipsis licensing alone does not determine whether a surface is an answer, its polarity target, or the recovered proposition.	PROJECT-CP021B-R18-RESIDUAL-FRAGMENTS	records_discourse_boundary	R18 comparison with R17 FragmentAnswer mapping	The response function depends on an antecedent question or proposition and cannot be read from modal token presence alone.	Keep discourse relation and antecedent provenance separate from auxiliary syntax.	Do not insert a specific hidden VP when context is absent or ambiguous.	VERIFIED_INTERNAL_RECORD	SELECTIVE_AUXILIARY_ELLIPSIS_LINKED_DORMANT_LABEL_MERGE_OR_RETIRE
ModalResponseFragment	MRF-C06	disposition	The dormant child label should merge into ordinary ModalVP/Auxiliary structure plus selective complement ellipsis and response discourse relations.	PROJECT-CP021B-R18-RESIDUAL-FRAGMENTS	records_merge_retire_result	R18 dormant-label and source-overlap audit	The externally supported behavior is already compositional; no separate ModalResponseFragment node is required.	Retire or merge the duplicate label without changing runtime during the freeze.	Do not promote a new bare-modal response rule.	VERIFIED_INTERNAL_RECORD	SELECTIVE_AUXILIARY_ELLIPSIS_LINKED_DORMANT_LABEL_MERGE_OR_RETIRE
ProhibitiveFragment	PRF-C01	representation	ProhibitiveFragment is registry-only in the inspected runtime, with no active template, fallback, accepted fixture family, or pattern-specific source edge.	PROJECT-CP021B-R18-RESIDUAL-FRAGMENTS	records_dormant_label_status	main.js registry and CP018 fragment set; R17 coverage row	The child label is dormant, while overt prohibitive behavior is represented elsewhere in the runtime.	Evaluate it as duplicate taxonomic debt.	Do not infer a fragment construction from the label name.	VERIFIED_INTERNAL_RECORD	PROHIBITIVE_MARKERS_LINKED_DORMANT_DUPLICATE_LABEL_MERGE_OR_RETIRE
ProhibitiveFragment	PRF-C02	language	Cantonese prohibitives use specialized markers 咪 and 唔好, distinct from ordinary negation with 唔.	SRC-CHIN-2018-PROHIBITIVES	supports_prohibitive_marker_class	official repository abstract	The paper defines prohibitives as negative imperatives and identifies 咪/唔好 as Cantonese prohibitive markers.	Map overt marker+predicate forms under the existing prohibitive imperative analysis.	Do not treat ordinary 唔 + predicate as prohibitive without directive evidence.	VERIFIED_OFFICIAL_ABSTRACT_AND_METADATA	PROHIBITIVE_MARKERS_LINKED_DORMANT_DUPLICATE_LABEL_MERGE_OR_RETIRE
ProhibitiveFragment	PRF-C03	boundary	咪 and 唔好 are not established as freely interchangeable across predicates and final particles.	SRC-CHIN-2018-PROHIBITIVES	supports_lexical_distribution_boundary	official repository abstract; corpus comparison description	The study reports different frequencies and investigates collocations with predicates and sentence-final particles.	Preserve marker identity and lexical/discourse restrictions.	Do not encode one unrestricted negative-imperative slot from abstract-level evidence.	VERIFIED_OFFICIAL_ABSTRACT_AND_METADATA	PROHIBITIVE_MARKERS_LINKED_DORMANT_DUPLICATE_LABEL_MERGE_OR_RETIRE
ProhibitiveFragment	PRF-C04	lexical_boundary	唔好意思 is also a conventional apology expression and cannot be parsed compositionally as prohibition solely from its initial characters.	SRC-YIP-MATTHEWS-2000-BASIC	supports_formula_boundary	Unit 7, printed pp. 33-34	The reference lists 唔好意思 among polite apology expressions.	Protect the lexicalized formula from the prohibitive rule while preserving overt-marker prohibitives elsewhere.	Do not classify every string beginning 唔好 as a prohibition.	VERIFIED_FULL_TEXT	PROHIBITIVE_MARKERS_LINKED_DORMANT_DUPLICATE_LABEL_MERGE_OR_RETIRE
ProhibitiveFragment	PRF-C05	evidence_gap	No inspected source establishes a productive bare prohibitive-marker fragment separate from marker+predicate imperatives or lexicalized formulae.	PROJECT-CP021B-R18-RESIDUAL-FRAGMENTS	records_direct_source_gap	R18 source comparison	The supported contrast concerns prohibitive constructions and formula-specific ambiguity, not an independent fragment node.	Do not activate the dormant child label.	Do not infer omitted predicate productivity from shortness or translation.	VERIFIED_INTERNAL_RECORD	PROHIBITIVE_MARKERS_LINKED_DORMANT_DUPLICATE_LABEL_MERGE_OR_RETIRE
ProhibitiveFragment	PRF-C06	disposition	The dormant child label should merge into ProhibitiveImperative plus lexical-formula exceptions, or retire.	PROJECT-CP021B-R18-RESIDUAL-FRAGMENTS	records_merge_retire_result	R18 dormant-label and source-overlap audit	Existing source-linked structures cover the overt behavior; the child contributes no unique externally justified claim.	Retire or merge after the research freeze, preserving marker and formula boundaries.	Do not create a second competing prohibitive analysis.	VERIFIED_INTERNAL_RECORD	PROHIBITIVE_MARKERS_LINKED_DORMANT_DUPLICATE_LABEL_MERGE_OR_RETIRE
