construction	construction_claim_id	claim_layer	parser_claim	source_id	source_relationship	exact_locator	source_proposition	implementation_effect	forbidden_inference	verification_state	current_disposition
CognitionDelimitedObjectVP	CDO-C05	lexical_selection_claim	Cantonese cognition predicates differ in the kinds of complements they license.	SRC-ALDERETE-ETAL-2017-SYNOPSIS	supports_complement_heterogeneity	pp. 38-39 and 42; cognition predicates and clausal complements	General cognition complementation is lexeme-sensitive and includes proposition-taking patterns.	Future remediation must preserve predicate identity and typed content.	Do not create a cognition-predicate × arbitrary object cross-product.	VERIFIED_CLAIM_LINK	SOURCE_LINKED_COGNITION_DELIMITATIVE_COMPLEMENT_TYPE_SPLIT_AND_EXACT_OBJECT_TEMPLATE_GAP
CognitionDelimitedObjectVP	CDO-C06	disposition_claim	The exact NP template remains a gap even though components are independently sourced.	PROJECT-CP021B-R31-COGNITION-SPEECH-INTENTION-SCREEN	records_gap_disposition	R31 source comparison	Component evidence supports 諗, 吓, and content relations but not the exact generic object wrapper.	Merge with ordinary DelimitedVP plus a lexeme-licensed complement relation; quarantine exact unsourced profiles.	Do not treat component attestation as proof of the combined template.	VERIFIED_INTERNAL_RECORD	SOURCE_LINKED_COGNITION_DELIMITATIVE_COMPLEMENT_TYPE_SPLIT_AND_EXACT_OBJECT_TEMPLATE_GAP
DitransitiveSpeechVP	DSV-C01	runtime_claim	The runtime defines speech_verb + recipient + cognition_predicate and glosses it as tell/let know.	PROJECT-CP021B-R31-COGNITION-SPEECH-INTENTION-SCREEN	records_runtime_template	main.js/data slot model: speech_verb! + recipient! + cognition_predicate!	The template treats three visible elements as a special ditransitive VP.	Preserve all overt verbs and recipient while testing construction-specific lexical pairing.	Do not infer a canonical double-object structure from the English gloss.	VERIFIED_INTERNAL_RECORD	SOURCE_LINKED_COMMUNICATION_EFFECT_SERIAL_SEQUENCE_WITH_LEXICAL_PAIRING_AND_DITRANSITIVE_REALIGNMENT_REQUIRED
DitransitiveSpeechVP	DSV-C02	runtime_claim	The label has no accepted regression fixture family.	PROJECT-CP021B-R31-COGNITION-SPEECH-INTENTION-SCREEN	records_fixture_impact	non-held-out regression-snapshots label count = 0	The current node boundary is unexercised by accepted outputs.	Keep dormant and evidence-bound rather than activating it from its name.	Do not equate zero fixtures with ungrammaticality.	VERIFIED_INTERNAL_RECORD	SOURCE_LINKED_COMMUNICATION_EFFECT_SERIAL_SEQUENCE_WITH_LEXICAL_PAIRING_AND_DITRANSITIVE_REALIGNMENT_REQUIRED
DitransitiveSpeechVP	DSV-C03	exact_attestation	Yip and Matthews directly attest 我唔話你知.	SRC-YIP-MATTHEWS-2017-INTERMEDIATE	supports_exact_lexical_sequence	Unit 11, “Verbs of communication”, printed pp. 68-69	The source describes communication acts using 話/講 for the speaker’s act and 知/聽 for the effect on the hearer.	Recognize a bounded 話 + recipient + 知 communication-effect sequence while retaining both verbal elements.	Do not extend this exact pair to every speech verb and cognition predicate.	VERIFIED_CLAIM_LINK	SOURCE_LINKED_COMMUNICATION_EFFECT_SERIAL_SEQUENCE_WITH_LEXICAL_PAIRING_AND_DITRANSITIVE_REALIGNMENT_REQUIRED
DitransitiveSpeechVP	DSV-C04	analysis_boundary	Cantonese serial-verb classification depends on constructional unity and excludes automatic analyses from adjacency alone.	SRC-MATTHEWS-2006-SVC	supports_analysis_neutrality	chapter pp. 69-75	Multiverb sequences require semantic and syntactic diagnostics and may compete with complement or other analyses.	Keep the 話你知 structure analysis-neutral between serial/effect construction and other formal accounts.	Do not declare every V-NP-V sequence a ditransitive or SVC.	VERIFIED_CLAIM_LINK	SOURCE_LINKED_COMMUNICATION_EFFECT_SERIAL_SEQUENCE_WITH_LEXICAL_PAIRING_AND_DITRANSITIVE_REALIGNMENT_REQUIRED
DitransitiveSpeechVP	DSV-C05	role_claim	The exact communication sequence overtly preserves the hearer/recipient and effect predicate.	SRC-YIP-MATTHEWS-2017-INTERMEDIATE	supports_visible_roles	Unit 11 exact 我唔話你知	The recipient and 知 are both pronounced and contribute to the communication meaning.	Do not hide 知 as a semantic feature or absorb the recipient into an English-style indirect object.	Do not insert unspoken reported content.	VERIFIED_CLAIM_LINK	SOURCE_LINKED_COMMUNICATION_EFFECT_SERIAL_SEQUENCE_WITH_LEXICAL_PAIRING_AND_DITRANSITIVE_REALIGNMENT_REQUIRED
DitransitiveSpeechVP	DSV-C06	productivity_boundary	The source documents lexical pairs, not a category-wide speech × recipient × cognition cross-product.	SRC-YIP-MATTHEWS-2017-INTERMEDIATE	limits_productivity	Unit 11 communication-verb section	The teaching generalization names 講/話 and 聽/知, with exact examples, but does not license arbitrary substitutions.	Use lexical pairing evidence and review unsupported combinations.	Do not generate every speech verb with every cognition predicate.	VERIFIED_CLAIM_LINK	SOURCE_LINKED_COMMUNICATION_EFFECT_SERIAL_SEQUENCE_WITH_LEXICAL_PAIRING_AND_DITRANSITIVE_REALIGNMENT_REQUIRED
SpeechTransferClause	STC-C01	runtime_claim	The runtime adds an optional subject and particle around DitransitiveSpeechVP.	PROJECT-CP021B-R31-COGNITION-SPEECH-INTENTION-SCREEN	records_runtime_template	main.js: subject? + speech_transfer_vp! + particle?	The outer label adds no overt speech-transfer marker of its own.	Test whether the node is merely a transparent clause wrapper.	Do not infer a distinct construction from optional ordinary clause material.	VERIFIED_INTERNAL_RECORD	SOURCE_LINKED_TRANSPARENT_SPEECH_EFFECT_CLAUSE_WRAPPER_MERGE_OR_RETIRE
SpeechTransferClause	STC-C02	runtime_claim	The exact internal example is 我話你知, but the label is absent from accepted regression snapshots.	PROJECT-CP021B-R31-COGNITION-SPEECH-INTENTION-SCREEN	records_exact_internal_example_and_impact	data/slot-model.json and non-held-out regression count 0	The example motivates implementation but does not validate the wrapper ontology.	Keep exact surface research separate from parent-node legitimacy.	Do not count internal examples as external attestations.	VERIFIED_INTERNAL_RECORD	SOURCE_LINKED_TRANSPARENT_SPEECH_EFFECT_CLAUSE_WRAPPER_MERGE_OR_RETIRE
SpeechTransferClause	STC-C03	exact_attestation	The source-attested negative clause contains an overt subject plus the communication sequence.	SRC-YIP-MATTHEWS-2017-INTERMEDIATE	supports_clause_surface	Unit 11: 我唔話你知	Ordinary subject and negation can combine with the lexical communication sequence.	Represent ordinary clause composition transparently around the speech-effect predicate.	Do not infer that negation or subject belongs inside a special transfer construction.	VERIFIED_CLAIM_LINK	SOURCE_LINKED_TRANSPARENT_SPEECH_EFFECT_CLAUSE_WRAPPER_MERGE_OR_RETIRE
SpeechTransferClause	STC-C04	wrapper_boundary	The external source motivates the inner verb sequence, not a separately named clause layer.	SRC-YIP-MATTHEWS-2017-INTERMEDIATE	limits_wrapper_ontology	Unit 11 explanation and examples	No special clause marker distinguishes SpeechTransferClause from an ordinary clause headed by the communication predicate.	Merge or retire the outer wrapper unless it carries independently useful provenance.	Do not convert pedagogical semantic grouping into a required parser node.	VERIFIED_CLAIM_LINK	SOURCE_LINKED_TRANSPARENT_SPEECH_EFFECT_CLAUSE_WRAPPER_MERGE_OR_RETIRE
SpeechTransferClause	STC-C05	analysis_boundary	Serial and multiverb structures can be single predicates without requiring a second dedicated clause wrapper.	SRC-MATTHEWS-2006-SVC	supports_single_predicate_boundary	chapter pp. 69-75	The chapter’s diagnostics distinguish multiverb predicate structure from independent clauses and other relations.	Keep clause structure ordinary and the inner relation explicit.	Do not duplicate a single predicate as both special VP and special clause without evidence.	VERIFIED_CLAIM_LINK	SOURCE_LINKED_TRANSPARENT_SPEECH_EFFECT_CLAUSE_WRAPPER_MERGE_OR_RETIRE
SpeechTransferClause	STC-C06	disposition_claim	The wrapper is a merge-or-retire candidate even though 話你知 itself is attested.	PROJECT-CP021B-R31-COGNITION-SPEECH-INTENTION-SCREEN	records_disposition	R31 source comparison	Surface attestation and parent-node legitimacy are separate questions.	Retain exact lexical evidence while realigning the outer node to ordinary clause composition.	Do not retire the attested surface merely because the wrapper is redundant.	VERIFIED_INTERNAL_RECORD	SOURCE_LINKED_TRANSPARENT_SPEECH_EFFECT_CLAUSE_WRAPPER_MERGE_OR_RETIRE
IntentionFrame	INT-C01	runtime_claim	The registry defines optional subject + intention_predicate + VP + optional particle.	PROJECT-CP021B-R31-COGNITION-SPEECH-INTENTION-SCREEN	records_runtime_template	main.js IntentionFrame template	The template suggests a broad intention-predicate class and unrestricted VP complement.	Narrow to independently sourced lexical intention forms and overt complement types.	Do not infer a productive class from one slot name.	VERIFIED_INTERNAL_RECORD	SOURCE_LINKED_LEXICALIZED_NAM2ZYU6_INTENTION_WITH_CONTINUATIVE_POLYSEMY_AND_COMPLEMENT_NARROWING_REQUIRED
IntentionFrame	INT-C02	runtime_claim	A fallback wraps any core containing 諗住 as IntentionFrame.	PROJECT-CP021B-R31-COGNITION-SPEECH-INTENTION-SCREEN	records_surface_fallback	main.js legacy fallback: hasSurface(core, 諗住)	The fallback uses token presence without disambiguating lexical meaning or internal structure.	Replace eventual token-presence behavior with lexical-sense and complement diagnostics.	Do not treat every 諗住 sequence as planning.	VERIFIED_INTERNAL_RECORD	SOURCE_LINKED_LEXICALIZED_NAM2ZYU6_INTENTION_WITH_CONTINUATIVE_POLYSEMY_AND_COMPLEMENT_NARROWING_REQUIRED
IntentionFrame	INT-C03	exact_attestation	Kędzior directly gives 我諗住返屋企 with the interpretation plan/intend to return home.	SRC-KEDZIOR-2023	supports_exact_intention_surface	pp. 61-63, example (34)	For a small lexically restricted group, V住 changes lexical meaning; 諗住 can mean intend/plan.	Support the exact lexicalized intention predicate while keeping the following VP visible.	Do not generalize this meaning shift to arbitrary V住 combinations.	VERIFIED_CLAIM_LINK	SOURCE_LINKED_LEXICALIZED_NAM2ZYU6_INTENTION_WITH_CONTINUATIVE_POLYSEMY_AND_COMPLEMENT_NARROWING_REQUIRED
IntentionFrame	INT-C04	polysemy_boundary	The coursebook glosses 諗住 as “想着；以為”, showing meanings beyond future planning.	SRC-ZHENG-ZHANG-GAO-2021-HK-CANTONESE-COURSE	supports_lexical_polysemy	glossary printed p. 388	The same surface has at least thought/assumption-related pedagogical senses.	Require context and complement structure to distinguish intention from cognition or maintained thought.	Do not assign intention categorically from the token alone.	VERIFIED_CLAIM_LINK	SOURCE_LINKED_LEXICALIZED_NAM2ZYU6_INTENTION_WITH_CONTINUATIVE_POLYSEMY_AND_COMPLEMENT_NARROWING_REQUIRED
IntentionFrame	INT-C05	aspect_boundary	Kędzior contrasts ordinary continuous 住 with a small class of lexical meaning shifts.	SRC-KEDZIOR-2023	supports_continuative_lexical_split	pp. 61-63	The intention meaning is exceptional/lexically restricted rather than ordinary productive continuous aspect composition.	Separate lexicalized 諗住 from general V住 aspect while preserving overt 住.	Do not delete 住 or call all V住 intention predicates.	VERIFIED_CLAIM_LINK	SOURCE_LINKED_LEXICALIZED_NAM2ZYU6_INTENTION_WITH_CONTINUATIVE_POLYSEMY_AND_COMPLEMENT_NARROWING_REQUIRED
IntentionFrame	INT-C06	wrapper_boundary	The exact sourced form supports a lexical predicate plus VP complement, but not the runtime’s generic frame cross-product.	PROJECT-CP021B-R31-COGNITION-SPEECH-INTENTION-SCREEN	records_disposition	R31 source comparison with Kędzior and coursebook	Evidence supports exact 諗住 and polysemy, while broader intention_predicate inventory remains unmapped.	Narrow to lexical entries and typed VP complements; keep unsupported generated combinations quarantined.	Do not promote the generic frame or infer omitted plans.	VERIFIED_INTERNAL_RECORD	SOURCE_LINKED_LEXICALIZED_NAM2ZYU6_INTENTION_WITH_CONTINUATIVE_POLYSEMY_AND_COMPLEMENT_NARROWING_REQUIRED
