construction	construction_claim_id	claim_layer	parser_claim	source_id	source_relationship	exact_locator	source_proposition	implementation_effect	forbidden_inference	verification_state	current_disposition
PostThemeParticipantRelation	PTR-C02	language	The upstream predicate and its valency affect whether the post-theme participant is a recipient, goal, or beneficiary.	SRC-LI-LEE-2021-DATIVE	supports	pp. 633-635	Dative predicate classes and construction meanings differ; the double-object form is not simple marker deletion.	Use predicate-scoped profiles and keep unreviewed verbs out.	Do not collapse caused possession, transfer possession, and caused motion.	VERIFIED_FULL_TEXT	ROLE_NEUTRALITY_REQUIRED
PostThemeParticipantRelation	PTR-C03	language	The grammatical category and derivation of post-theme 畀/俾 are disputed.	SRC-XU-PEYRAUBE-1997-DOC	competing_analysis	pp. 110-113	The paper favors a prepositional analysis and discusses marker deletion.	Keep the runtime label category-neutral.	Do not encode PREPOSITION as settled fact.	VERIFIED_FULL_TEXT	THEORY_NEUTRAL_REQUIRED
PostThemeParticipantRelation	PTR-C03	language	The grammatical category and derivation of post-theme 畀/俾 are disputed.	SRC-BODOMO-LAM-YU-2003	competing_analysis	PDF pp. 6-9; proceedings pp. 63-67	The paper analyzes the sequence as a serial complex predicate.	Keep the runtime label category-neutral.	Do not encode SERIAL_VERB or COMPLEX_PREDICATE as settled fact.	VERIFIED_FULL_TEXT	THEORY_NEUTRAL_REQUIRED
PostThemeParticipantRelation	PTR-C03	language	The grammatical category and derivation of post-theme 畀/俾 are disputed.	SRC-CHIN-2011-BEI	competing_analysis	PDF pp. 5-10	The paper reviews the preposition/serial-verb debate and uses valency/aspect diagnostics.	Expose form and predicate relations without choosing a source theory.	Do not transfer a diachronic pathway directly into parser hierarchy.	VERIFIED_FULL_TEXT	THEORY_NEUTRAL_REQUIRED
PostThemeParticipantRelation	PTR-C04	heuristic	An overt later predicate is preserved; the parser inserts no hidden shared participant.	SRC-WONG-2023-BEI	bounds_project_inference	pp. 101-102	The corpus class explicitly includes V-theme-bij2-NP-V with a final verb.	Require and display the final predicate in the reviewed profile.	The paper does not prescribe Canto Span's exact token guards or hidden-argument policy.	VERIFIED_FULL_TEXT	INTERNAL_DESIGN_BOUNDED_BY_RESEARCH
PostThemeParticipantRelation	PTR-C04	heuristic	An overt later predicate is preserved; the parser inserts no hidden shared participant.	SRC-BODOMO-LAM-YU-2003	bounds_project_inference	PDF pp. 5-9; proceedings pp. 62-67	The serial examples and formal analysis treat the overt verbs as structurally material.	Preserve overt predicate material.	No source proves that all omitted material is impossible in discourse.	VERIFIED_FULL_TEXT	INTERNAL_DESIGN_BOUNDED_BY_RESEARCH
PassivePermissiveRelation	PPR-C01	language	NP1-畀/俾-NP2-VP can have passive or causative/permissive readings and may be contextually ambiguous.	SRC-CHIN-2011-BEI	supports	PDF pp. 9-14	Causative/permissive and passive uses share the frame; examples include contextual ambiguity.	Expose both reading candidates when surface cues do not resolve them.	Do not map NP2 to transfer recipient merely because it follows 畀.	VERIFIED_FULL_TEXT	SOURCE_RECONSTRUCTED_PROVISIONAL
PassivePermissiveRelation	PPR-C01	language	NP1-畀/俾-NP2-VP can have passive or causative/permissive readings and may be contextually ambiguous.	SRC-CHAN-2021-BEI	supports	paper examples and six-consultant study	A small independent study documents causative and passive readings for the same form.	Corroborate the ambiguity boundary.	Six consultants do not establish exhaustive diagnostics or population rates.	VERIFIED_PDF_BOUNDARY	SOURCE_RECONSTRUCTED_PROVISIONAL
PassivePermissiveRelation	PPR-C01	language	NP1-畀/俾-NP2-VP can have passive or causative/permissive readings and may be contextually ambiguous.	SRC-WONG-2023-BEI	supports	pp. 102-103	Causative and passive corpus classes share bei-NP-VP and are classified using context.	Keep surface recognition separate from final interpretation.	The analyst taxonomy is not a context-free parser decision procedure.	VERIFIED_FULL_TEXT	SOURCE_RECONSTRUCTED_PROVISIONAL
PassivePermissiveRelation	PPR-C02	language	In a canonical passive analysis, the pre-marker participant is patient and the post-marker participant is agent.	SRC-CHIN-2011-BEI	supports	PDF pp. 11-14	The passive examples analyze NP1 as patient and NP2 as agent, including a nonadverse example.	Allow a canonical-passive reading candidate with these role cues.	Do not make the passive reading obligatory without context.	VERIFIED_FULL_TEXT	SOURCE_RECONSTRUCTED_PROVISIONAL
PassivePermissiveRelation	PPR-C02	language	In a canonical passive analysis, the pre-marker participant is patient and the post-marker participant is agent.	SRC-CHOW-2018-INDIRECT-PASSIVE	supports	PDF p. 4; example 5	The canonical passive example places the patient subject before 畀 and the agent after 畀.	Distinguish canonical passive from the retained-object subtype.	The LFG mapping is one analysis, not a required parser formalism.	VERIFIED_FULL_TEXT	SOURCE_RECONSTRUCTED_PROVISIONAL
PassivePermissiveRelation	PPR-C03	language	Cantonese has an indirect passive subtype with form NP1-畀-NP2-V-NP3 and an overt retained patient/object NP3.	SRC-CHOW-2018-INDIRECT-PASSIVE	supports	PDF pp. 5 and 11-14; examples 7 and 22-27	The paper identifies NP1 as a malefactive/topic participant, NP2 as agent, and NP3 as the retained patient/object.	Permit a retained-object/indirect-passive reading candidate when the overt form matches.	Do not label every NP1-畀-NP2-V-NP3 string indirect passive.	VERIFIED_FULL_TEXT	SOURCE_RECONSTRUCTED_PROVISIONAL
PassivePermissiveRelation	PPR-C03	language	Cantonese has an indirect passive subtype with form NP1-畀-NP2-V-NP3 and an overt retained patient/object NP3.	SRC-CHOW-2019-PASSIVE-PERMISSIVE	supports_abstract_only	repository abstract	The dissertation abstract describes indirect passive as an object-in-situ construction distinct from permissive 畀.	Corroborate the structural distinction, not exact diagnostics.	Do not use unverified chapter details or treat the abstract as an independent author family.	VERIFIED_OFFICIAL_ABSTRACT	CORROBORATIVE_SAME_FAMILY
PassivePermissiveRelation	PPR-C04	language	The indirect passive subtype is sparse and pragmatically restricted in the cited corpus.	SRC-CHOW-2018-INDIRECT-PASSIVE	restricts	PDF pp. 5-9	Only 4 indirect passives occur among 61 passive 畀 sentences; the paper argues for topic/malefactive restrictions.	Keep the subtype provisional and context-sensitive.	Do not treat the 4/61 result as a population prevalence estimate or impose the full formal analysis categorically.	VERIFIED_FULL_TEXT	PRODUCTIVITY_NOT_ESTABLISHED
PassivePermissiveRelation	PPR-C05	language	Lexical transfer and post-theme beneficiary uses are separate boundaries, not passive/permissive readings.	SRC-BODOMO-LAM-YU-2003	restricts	PDF pp. 2-5; examples 1-2, 5, and 10	The paper contrasts lexical transfer 畀 with serial/benefactive 畀 forms.	Exclude clear transfer/beneficiary parses from clean passive recognition.	Boundary evidence does not validate every current exclusion guard.	VERIFIED_FULL_TEXT	NEGATIVE_RULE_BOUNDARY
PassivePermissiveRelation	PPR-C05	language	Lexical transfer and post-theme beneficiary uses are separate boundaries, not passive/permissive readings.	SRC-CHIN-2011-BEI	restricts	PDF pp. 3-14	Lexical GIVE, beneficiary, causative/permissive, and passive functions are explicitly distinguished.	Require evidence beyond the glyph 畀/俾 before assigning a passive candidate.	Do not infer that the source's categories are exhaustive or computationally deterministic.	VERIFIED_FULL_TEXT	NEGATIVE_RULE_BOUNDARY
PassivePermissiveRelation	PPR-C06	heuristic	The exact exclusions for negation, aspect, A-not-A, fragments, and agent omission are conservative parser guards, not published Cantonese laws.	PROJECT-CP020-DESIGN	internal_only	docs/research/CP021B-PARSER-DESIGN-EVIDENCE-MAP.tsv decision CP021B-PD1-E10	External sources support the construction boundaries but do not jointly derive the full matching function.	Keep these exclusions auditable and defeasible.	Do not cite a research paper as if it validates every line of the parser heuristic.	VERIFIED_INTERNAL_RECORD	INTERNAL_HEURISTIC_NOT_EXTERNAL_CLAIM
MotionGoalVP	MGV-C01	language	A Cantonese directional or deictic motion predicate may be followed by an overt locative goal.	SRC-LEUNG-2026-MOTION	supports	accepted manuscript pp. 13-18 and 22-28	Directional morphemes can head motion expressions and take a following locative object; attested examples include 去 with a destination and 走去 with a person/place goal.	Permit the bounded motion-predicate plus overt-goal profile.	Do not infer that every directional morpheme, noun, or sequence has identical syntax or productivity.	VERIFIED_ACCEPTED_MANUSCRIPT	SOURCE_LINKED_PROVISIONAL
MotionGoalVP	MGV-C01	language	A Cantonese directional or deictic motion predicate may be followed by an overt locative goal.	SRC-SZETO-2015-PERFECTIVE	attests_exact_forms	thesis pp. 29-30 and 45	The thesis gives 去咗圖書館, 返咗屋企, and 到咗學校 with overt goals.	Corroborate the three runtime predicate profiles 去, 返, and 到 when a visible goal follows.	Examples in an aspect thesis do not establish an exhaustive motion-verb class or the Canto Span label.	VERIFIED_FULL_TEXT	SOURCE_LINKED_PROVISIONAL
MotionGoalVP	MGV-C02	language	Perfective 咗 may follow 去, 返, or 到 and precede an overt locative goal.	SRC-SZETO-2015-PERFECTIVE	supports	thesis pp. 29-30 and 45	The three cited motion examples place 咗 immediately after the motion predicate and before the destination expression.	Permit the reviewed V-咗-goal order without moving or hiding the goal.	Do not generalize the order to every aspect marker, directional complement, or motion predicate.	VERIFIED_FULL_TEXT	SOURCE_LINKED_PROVISIONAL
MotionGoalVP	MGV-C03	language	返學 and 返工 are lexicalized go-to-school/go-to-work expressions rather than obligatorily literal RETURN plus an omitted place noun.	SRC-CHOR-2018-DIRECTIONALS	supports_and_restricts	PDF pp. 207-208; printed pp. 189-190 and footnote	The monograph treats 返工, 返學, and 返屋企 as special iterated or lexicalized expressions and notes the normal go-to-work/go-to-school readings.	Keep the overt 學 or 工 token as the conventional destination/domain; do not insert 學校 or 工作.	Do not assume every 返 plus noun sequence is lexicalized or that 返 never means return.	VERIFIED_FULL_TEXT	SOURCE_LINKED_PROVISIONAL
MotionGoalVP	MGV-C04	language	Arrival 到 as a main motion predicate must remain distinct from 到 used after another directional element or with a nonspatial result.	SRC-CHOR-2018-DIRECTIONALS	supports_and_restricts	PDF pp. 124-127; printed pp. 106-109	到 can denote arrival at a locative goal and can also function as a directional/result element; physical and nonspatial goal uses are distinguished.	Keep 到咗學校 in the arrival profile while routing spatial V-到-goal and nonspatial V-到-result through separate boundaries.	Do not collapse all strings containing 到 into MotionGoalVP.	VERIFIED_FULL_TEXT	NEGATIVE_RULE_BOUNDARY
MotionGoalVP	MGV-C04	language	Arrival 到 as a main motion predicate must remain distinct from 到 used after another directional element or with a nonspatial result.	SRC-LEUNG-2026-MOTION	restricts	accepted manuscript appendices pp. 55-56	The appendix notes idiosyncratic behavior for 到 and illustrates it after other directional material as well as in goal-reaching expressions.	Require the main-predicate profile to be distinguished from directional-complement profiles.	Do not use one 到 example to settle the category or parse of every 到 sequence.	VERIFIED_ACCEPTED_MANUSCRIPT	NEGATIVE_RULE_BOUNDARY
MotionGoalVP	MGV-C05	heuristic	The parser preserves the overt motion predicate and goal and inserts no hidden destination noun.	PROJECT-CP021B-R2-DESIGN	internal_only	main.js baseline hash faca83136a654342fc2930ef4628fcd5bb4d847e77ba01a00be35fd8bbae0196; CP021B-R2 matrix claims MGV-C01-C04	The sources support visible predicates, goals, and a lexicalized 返學 boundary; they do not require covert nodes in the reviewed examples.	Retain a transparent overt-token representation pending implementation review.	No cited source prescribes Canto Span's hidden-node policy or validates the internal name MotionGoalVP.	VERIFIED_INTERNAL_RECORD	INTERNAL_DESIGN_BOUNDED_BY_RESEARCH
MotionGoalVP	MGV-C06	language	Physical motion uses of 去 must remain distinct from purposive-marker and abstract/non-displacement uses.	SRC-LEUNG-2026-MOTION	restricts	accepted manuscript pp. 39-41 and appendix p. 60	The study separates spatial-displacement expressions from marked purposive 去/嚟 and discusses physical versus abstract uses.	Require an overt place-compatible goal for the reviewed MotionGoalVP profile and route purposive uses separately.	Do not tag every occurrence of 去 as a physical motion construction.	VERIFIED_ACCEPTED_MANUSCRIPT	NEGATIVE_RULE_BOUNDARY
SourceMotionClause	SMC-C01	language	A Cantonese source phrase headed by 由 precedes the motion predicate and identifies the starting point.	SRC-YIP-MATTHEWS-2000-BASIC	supports	PDF pp. 77 and 80; Unit 13	The reference grammar describes 由 as marking a starting point and places the source expression before the verb.	Permit overt 由-source before a reviewed motion predicate.	Do not infer that 由 alone guarantees a motion clause or that every source phrase has the same internal category.	VERIFIED_FULL_TEXT	SOURCE_LINKED_PROVISIONAL
SourceMotionClause	SMC-C01	language	A Cantonese source phrase headed by 由 precedes the motion predicate and identifies the starting point.	SRC-LEUNG-2014-COVERBS	corroborates	pp. 1-3	The coverb inventory includes 由 for source, and the described coverb phrase precedes the main verb.	Corroborate the surface-order guard while keeping the runtime label category-neutral.	Do not treat the unpublished paper's syntactic analysis as settled or sufficient by itself.	VERIFIED_FULL_TEXT_CORROBORATIVE	SOURCE_LINKED_PROVISIONAL
SourceMotionClause	SMC-C02	language	A source-motion expression may contain both an overt source and an overt destination.	SRC-LEUNG-2026-MOTION	attests_exact_form	accepted manuscript pp. 26-28	The study includes a motion expression with 由香港 as source and 台灣 as the later destination.	Preserve both visible endpoints when the structural profile matches.	One corpus example does not establish unrestricted optional subjects, time phrases, predicates, or place nouns.	VERIFIED_ACCEPTED_MANUSCRIPT	SOURCE_LINKED_PROVISIONAL
SourceMotionClause	SMC-C02	language	A source-motion expression may contain both an overt source and an overt destination.	SRC-YIP-MATTHEWS-2000-BASIC	supports	PDF p. 80; Unit 13	The reference grammar gives source-to-goal movement examples, including from Taiwan to Hong Kong and from here to Sydney.	Corroborate an overt source plus motion plus goal profile.	Descriptive examples do not justify arbitrary material between source, predicate, and goal.	VERIFIED_FULL_TEXT	SOURCE_LINKED_PROVISIONAL
SourceMotionClause	SMC-C03	heuristic	The parser preserves the overt source, predicate, and goal and inserts no hidden locations.	PROJECT-CP021B-R2-DESIGN	internal_only	CP021B-R2 matrix claims SMC-C01-C02	The source evidence identifies visible source and destination expressions but does not posit the project's representation.	Keep the representation overt-token anchored.	Do not present the no-hidden-location policy or the name SourceMotionClause as a published Cantonese analysis.	VERIFIED_INTERNAL_RECORD	INTERNAL_DESIGN_BOUNDED_BY_RESEARCH
MotionPurposeChain	MPC-C01	language	A purpose VP may immediately follow a Cantonese directional-motion expression.	SRC-LEUNG-2026-MOTION	supports	accepted manuscript pp. 13-15 and 26-28	The study defines a motion-cum-purpose pattern and illustrates a motion expression followed by 讀書 as its purpose.	Permit a bounded motion expression plus immediately following purpose-VP candidate.	Do not infer a purpose relation for arbitrary adjacent predicates.	VERIFIED_ACCEPTED_MANUSCRIPT	SOURCE_LINKED_REVIEW_BOUNDARY
MotionPurposeChain	MPC-C02	language	Immediate following is a required boundary for the cited motion-cum-purpose coding, and marked purposive 去/嚟 is a separate case.	SRC-LEUNG-2026-MOTION	supports_and_restricts	accepted manuscript pp. 26-28 and appendix p. 60	A purpose phrase was coded only when it immediately followed the motion clause; purposive-marker uses of 去/嚟 were treated separately.	Require adjacency in the research-backed candidate and keep marked purposive uses out of the same profile.	Do not interpret the study's annotation criterion as a universal syntactic test or ignore meaning.	VERIFIED_ACCEPTED_MANUSCRIPT	SOURCE_LINKED_REVIEW_BOUNDARY
MotionPurposeChain	MPC-C03	language	Subject sharing is compatible with Cantonese serial-verb analysis, but subject sharing and adjacency do not settle whether a sequence is purpose, complementation, compounding, or coordination.	SRC-MATTHEWS-2006-SVC	supports_and_restricts	chapter pp. 69 and 72-75	The chapter treats subject sharing as a general serial-verb characteristic while showing that purpose-infinitive and other constructional analyses may compete or remain indeterminate.	Use shared overt subject as a representation property only after the purpose-chain profile is otherwise matched.	Do not convert every shared-subject verb sequence into MotionPurposeChain or claim SERIAL VERB as settled.	VERIFIED_FULL_TEXT	THEORY_NEUTRAL_REQUIRED
MotionPurposeChain	MPC-C04	heuristic	The parser may record one overt shared subject for a matched motion-purpose chain but must not insert a second hidden subject.	PROJECT-CP021B-R2-DESIGN	internal_only	CP021B-R2 matrix claims MPC-C01-C03	Research supports immediate motion-plus-purpose ordering and subject sharing as a possible property, not Canto Span's exact node policy.	Preserve visible event order and overt subject provenance in later implementation review.	No source prescribes the project's hidden-argument representation.	VERIFIED_INTERNAL_RECORD	INTERNAL_DESIGN_BOUNDED_BY_RESEARCH
MotionPurposeChain	MPC-C05	language	Surface adjacency alone is insufficient to distinguish a purpose chain from coordination or another multi-verb construction.	SRC-MATTHEWS-2006-SVC	restricts	chapter pp. 69 and 72-74	The chapter explicitly compares alternative analyses and defines serial constructions more narrowly than a sequence containing two verbs.	Require a motion-to-goal expression plus a semantically compatible following action, and keep uncertain cases review-bearing.	Do not claim a deterministic purpose reading from word order alone.	VERIFIED_FULL_TEXT	NEGATIVE_RULE_BOUNDARY
PathPhrase	PTH-C01	language	向 plus a direction or orientation may precede a motion predicate such as 行.	SRC-YIP-MATTHEWS-2000-BASIC	supports	PDF p. 80; Unit 13	The reference grammar describes 向 as movement toward a point or direction and gives a 向...行 example.	Permit a bounded 向-orientation before reviewed motion predicates.	Do not equate orientation with an attained endpoint or with a route extending through space.	VERIFIED_FULL_TEXT	PARTIAL_SOURCE_LINK_SPLIT_REQUIRED
PathPhrase	PTH-C01	language	向 plus a direction or orientation may precede a motion predicate such as 行.	SRC-LEUNG-2014-COVERBS	corroborates	pp. 1-3	The paper lists 向 as a directional coverb and places coverb phrases before the main verb.	Corroborate the surface order while leaving category and semantics theory-neutral.	Do not use an unpublished analysis as sole evidence or expand 向 to every noun and verb.	VERIFIED_FULL_TEXT_CORROBORATIVE	PARTIAL_SOURCE_LINK_SPLIT_REQUIRED
PathPhrase	PTH-C02	language	Direction/orientation introduced by 向 is not the same relation as route/via introduced by 經 or a reached goal.	SRC-YIP-MATTHEWS-2000-BASIC	supports_and_restricts	PDF pp. 77 and 80; Unit 13	The reference grammar assigns distinct functions to 向 toward and 經 via, and treats goal and source separately.	Keep direction, route, source, and attained goal as distinct parser relations.	Do not use PathPhrase as if all spatial relations were interchangeable.	VERIFIED_FULL_TEXT	PARTIAL_SOURCE_LINK_SPLIT_REQUIRED
PathPhrase	PTH-C03	language	The current 沿住 plus route subtype lacks a verified research-grade construction analysis in the CP021B-R2 source set.	PROJECT-CP021B-R2-RESEARCH-GAP	gap_record	main.js accepted baseline runtime branch for PathPhrase; CP021B-R2 source search log	Current sources support 向 direction and distinguish 經 route, but they do not directly analyze the exact 沿住 route profile used by the parser.	Keep the 沿住 subtype quarantined from research-backed promotion until a direct source is mapped.	Do not cite lexical or pedagogical attestation of 沿住 as validation of the current span, category, or productivity.	VERIFIED_INTERNAL_RECORD	UNSUPPORTED_SUBTYPE
PathPhrase	PTH-C04	representation	PathPhrase currently conflates at least 向 direction/orientation and 沿住 route subtypes and therefore requires narrowing or splitting before promotion.	PROJECT-CP021B-R2-DESIGN	internal_only	CP021B-R2 matrix claims PTH-C01-C03	The mapped sources support only the 向 subtype and explicitly distinguish spatial relation types.	Retain the label only as an internal umbrella pending a future split; do not promote the whole label.	No source validates PathPhrase as standard terminology or as one homogeneous Cantonese construction.	VERIFIED_INTERNAL_RECORD	PARTIAL_SOURCE_LINK_SPLIT_REQUIRED
LocativePlacePhrase	LPP-C01	language	Preverbal 喺 plus a place can locate the event or action expressed by the following predicate.	SRC-KWAN-2010-LOCATIVE	supports	journal pp. 163-169; examples 1 and 5	The article identifies preverbal locative-PP plus verb as the dominant order and contrasts event location with postverbal result location.	Permit the bounded preverbal 喺-place event-location profile.	Do not use the same semantic role for every pre- or postverbal 喺 phrase.	VERIFIED_FULL_TEXT	PARTIAL_SOURCE_LINK_SPLIT_REQUIRED
LocativePlacePhrase	LPP-C01	language	Preverbal 喺 plus a place can locate the event or action expressed by the following predicate.	SRC-YIP-MATTHEWS-2000-BASIC	corroborates	PDF pp. 77-78; Unit 13	The reference grammar gives subject plus 喺-place plus activity examples.	Corroborate the preverbal event-location subtype.	Teaching examples do not establish a complete predicate inventory or frequency.	VERIFIED_FULL_TEXT	PARTIAL_SOURCE_LINK_SPLIT_REQUIRED
LocativePlacePhrase	LPP-C02	language	Postverbal 喺 plus a place may express the result location of an affected participant rather than the location of the event.	SRC-KWAN-2010-LOCATIVE	supports_and_restricts	journal pp. 165-169; examples 2 and 6	The article contrasts preverbal action location with postverbal resulting location and rejects the postverbal order for the same static-event reading in a cited example.	Keep postverbal result-location distinct from the preverbal event-location subtype.	Do not collapse both orders into one undifferentiated locative role.	VERIFIED_FULL_TEXT	PARTIAL_SOURCE_LINK_SPLIT_REQUIRED
LocativePlacePhrase	LPP-C03	language	Subject plus 喺 plus place may form a locative predicate without an additional action verb.	SRC-YIP-MATTHEWS-2000-BASIC	supports	PDF pp. 77-78; Unit 13	The reference grammar gives subject-led clauses in which 喺-place expresses where the subject is.	Permit a bounded subject plus locative-predicate analysis for examples such as 我喺屋企.	Do not force every subject-plus-喺 sequence into a bare phrase or an event-location analysis.	VERIFIED_FULL_TEXT	PARTIAL_SOURCE_LINK_SPLIT_REQUIRED
LocativePlacePhrase	LPP-C04	language	Cantonese place expressions may contain a noun followed by a localizer such as 上面.	SRC-YIP-MATTHEWS-2000-BASIC	supports	PDF pp. 78-79; Unit 13	The localizer section describes noun-localizer order and gives spatial examples involving an object and tabletop location.	Permit the bounded nominal-plus-localizer subtype while preserving both overt parts.	Do not treat a localizer phrase as identical to a 喺 coverb phrase or locative predicate.	VERIFIED_FULL_TEXT	PARTIAL_SOURCE_LINK_SPLIT_REQUIRED
LocativePlacePhrase	LPP-C05	language	喺度 has a location/presence use and a progressive use that must be distinguished by constructional context.	SRC-YIP-MATTHEWS-2000-BASIC	supports_and_restricts	PDF p. 78; Unit 13	The reference grammar explicitly notes both locative and progressive functions for 喺度.	Use predicate position and surrounding material to keep locative 喺度 separate from progressive marking.	Do not label every 喺度 token locative or every 喺度 token progressive.	VERIFIED_FULL_TEXT	NEGATIVE_RULE_BOUNDARY
