candidate_id	source_file	source_file_sha256	file_index_zero_based	turn_index_zero_based	token_index_zero_based	participant	matched_surface_span	matched_form	matched_hkcancor_pos	matched_ud_pos	utterance_initial_lexical	preceding_lexical_token_count	following_lexical_token_count	immediate_left_form	immediate_left_ud_pos	nominal_start_form	nominal_start_hkcancor_pos	nominal_start_ud_pos	nominal_start_token_index_zero_based	has_later_predicate_candidate	later_predicate_form	later_predicate_ud_pos	later_predicate_token_index_zero_based	text	previous_text	next_text	preceding_material_tokens_json	duplicate_group_inputs_json	tokens_json	annotation_status
aa56-1308013d77cce722a8f6	FC-107_v2.cha	6a9ccf096315b60363014accae5aaedca6689638bc5f09fb6f2344c44883a1d6	37	258	3	XXA	冇	冇	v1	VERB	False	2	9	,	X	辦法	n	NOUN	4	True	係	VERB	11	係喇,冇辦法啊,哩樣嘢真係一定係噉啊.	女仔梗係最緊要靚.	一定係噉𡃉喇.	"[{""word"":""係"",""pos"":""v"",""jyutping"":""hai6"",""udPos"":""VERB""},{""word"":""喇"",""pos"":""y"",""jyutping"":""laa1"",""udPos"":""PART""},{""word"":"","",""pos"":"""",""jyutping"":null,""udPos"":""X""}]"	"{""matchedForm"":""冇"",""nominalStartForm"":""辦法"",""nominalStartPos"":""n""}"	"[{""word"":""係"",""pos"":""v"",""jyutping"":""hai6""},{""word"":""喇"",""pos"":""y"",""jyutping"":""laa1""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""冇"",""pos"":""v1"",""jyutping"":""mou5""},{""word"":""辦法"",""pos"":""n"",""jyutping"":""baan6faat3""},{""word"":""啊"",""pos"":""y"",""jyutping"":""aa3""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""哩樣"",""pos"":""r"",""jyutping"":""ni1joeng6""},{""word"":""嘢"",""pos"":""n"",""jyutping"":""je5""},{""word"":""真係"",""pos"":""d"",""jyutping"":""zan1hai6""},{""word"":""一定"",""pos"":""d"",""jyutping"":""jat1ding6""},{""word"":""係"",""pos"":""v"",""jyutping"":""hai6""},{""word"":""噉"",""pos"":""r"",""jyutping"":""gam2""},{""word"":""啊"",""pos"":""y"",""jyutping"":""aa3""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
aa56-d0becec3c12009d98c43	FC-107_v2.cha	6a9ccf096315b60363014accae5aaedca6689638bc5f09fb6f2344c44883a1d6	37	276	8	XXA	有	有	v1	VERB	False	7	30	即係	ADV	啲	q	NOUN	9	True	知	VERB	13	即係唔係家務𠸏我諗,即係有啲嘢,唔知啊,即係可以-可以教個仔呢多-多啲嘢呢,即係譬如識整屋企啲嘢嗰啲呢,搬搬抬抬啊嗰啲呢.	你意思係啲家務?	嗯.	"[{""word"":""即係"",""pos"":""d"",""jyutping"":""zik1hai6"",""udPos"":""ADV""},{""word"":""唔係"",""pos"":""v"",""jyutping"":""m4hai6"",""udPos"":""VERB""},{""word"":""家務"",""pos"":""n"",""jyutping"":""gaa1mou6"",""udPos"":""NOUN""},{""word"":""𠸏"",""pos"":""y1"",""jyutping"":""ge2"",""udPos"":""PART""},{""word"":""我"",""pos"":""r"",""jyutping"":""ngo5"",""udPos"":""PRON""},{""word"":""諗"",""pos"":""v"",""jyutping"":""nam2"",""udPos"":""VERB""},{""word"":"","",""pos"":"""",""jyutping"":null,""udPos"":""X""},{""word"":""即係"",""pos"":""d"",""jyutping"":""zik1hai6"",""udPos"":""ADV""}]"	"{""matchedForm"":""有"",""nominalStartForm"":""啲"",""nominalStartPos"":""q""}"	"[{""word"":""即係"",""pos"":""d"",""jyutping"":""zik1hai6""},{""word"":""唔係"",""pos"":""v"",""jyutping"":""m4hai6""},{""word"":""家務"",""pos"":""n"",""jyutping"":""gaa1mou6""},{""word"":""𠸏"",""pos"":""y1"",""jyutping"":""ge2""},{""word"":""我"",""pos"":""r"",""jyutping"":""ngo5""},{""word"":""諗"",""pos"":""v"",""jyutping"":""nam2""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""即係"",""pos"":""d"",""jyutping"":""zik1hai6""},{""word"":""有"",""pos"":""v1"",""jyutping"":""jau5""},{""word"":""啲"",""pos"":""q"",""jyutping"":""di1""},{""word"":""嘢"",""pos"":""n"",""jyutping"":""je5""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""唔"",""pos"":""d"",""jyutping"":""m4""},{""word"":""知"",""pos"":""v"",""jyutping"":""zi1""},{""word"":""啊"",""pos"":""y"",""jyutping"":""aa3""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""即係"",""pos"":""d"",""jyutping"":""zik1hai6""},{""word"":""可以"",""pos"":""vu"",""jyutping"":""ho2ji5""},{""word"":""-"",""pos"":"""",""jyutping"":null},{""word"":""可以"",""pos"":""vu"",""jyutping"":""ho2ji5""},{""word"":""教"",""pos"":""v"",""jyutping"":""gaau3""},{""word"":""個"",""pos"":""q"",""jyutping"":""go3""},{""word"":""仔"",""pos"":""n"",""jyutping"":""zai2""},{""word"":""呢"",""pos"":""y1"",""jyutping"":""ne1""},{""word"":""多"",""pos"":""a"",""jyutping"":""do1""},{""word"":""-"",""pos"":"""",""jyutping"":null},{""word"":""多"",""pos"":""a"",""jyutping"":""do1""},{""word"":""啲"",""pos"":""u"",""jyutping"":""di1""},{""word"":""嘢"",""pos"":""n"",""jyutping"":""je5""},{""word"":""呢"",""pos"":""y1"",""jyutping"":""ne1""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""即係"",""pos"":""d"",""jyutping"":""zik1hai6""},{""word"":""譬如"",""pos"":""v"",""jyutping"":""pei3jyu4""},{""word"":""識"",""pos"":""v"",""jyutping"":""sik1""},{""word"":""整"",""pos"":""v"",""jyutping"":""zing2""},{""word"":""屋企"",""pos"":""n"",""jyutping"":""uk1kei2""},{""word"":""啲"",""pos"":""q"",""jyutping"":""di1""},{""word"":""嘢"",""pos"":""n"",""jyutping"":""je5""},{""word"":""嗰啲"",""pos"":""r"",""jyutping"":""go2di1""},{""word"":""呢"",""pos"":""y1"",""jyutping"":""ne1""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""搬搬抬抬"",""pos"":""v"",""jyutping"":""bun1bun1toi4toi4""},{""word"":""啊"",""pos"":""y"",""jyutping"":""aa3""},{""word"":""嗰啲"",""pos"":""r"",""jyutping"":""go2di1""},{""word"":""呢"",""pos"":""y"",""jyutping"":""ne1""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
aa56-2d7ee69f6d087e11d293	FC-107_v2.cha	6a9ccf096315b60363014accae5aaedca6689638bc5f09fb6f2344c44883a1d6	37	280	11	XXB	冇	冇	v1	VERB	False	10	4	係	VERB	人	n	NOUN	12	True	要	VERB	13	唓,噉但係個女生得核突都係冇人要𡃉喎.	唔使個女做.	噉但係冇辦法啊,同埋我控制唔到喎哩樣嘢.	"[{""word"":""唓"",""pos"":""e"",""jyutping"":""ce1"",""udPos"":""INTJ""},{""word"":"","",""pos"":"""",""jyutping"":null,""udPos"":""X""},{""word"":""噉"",""pos"":""e"",""jyutping"":""gam2"",""udPos"":""INTJ""},{""word"":""但係"",""pos"":""c"",""jyutping"":""daan6hai6"",""udPos"":""CCONJ""},{""word"":""個"",""pos"":""q"",""jyutping"":""go3"",""udPos"":""NOUN""},{""word"":""女"",""pos"":""n"",""jyutping"":""neoi2"",""udPos"":""NOUN""},{""word"":""生"",""pos"":""v"",""jyutping"":""saang1"",""udPos"":""VERB""},{""word"":""得"",""pos"":""u"",""jyutping"":""dak1"",""udPos"":""PART""},{""word"":""核突"",""pos"":""a"",""jyutping"":""wat6dat6"",""udPos"":""ADJ""},{""word"":""都"",""pos"":""d"",""jyutping"":""dou1"",""udPos"":""ADV""},{""word"":""係"",""pos"":""v"",""jyutping"":""hai6"",""udPos"":""VERB""}]"	"{""matchedForm"":""冇"",""nominalStartForm"":""人"",""nominalStartPos"":""n""}"	"[{""word"":""唓"",""pos"":""e"",""jyutping"":""ce1""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""噉"",""pos"":""e"",""jyutping"":""gam2""},{""word"":""但係"",""pos"":""c"",""jyutping"":""daan6hai6""},{""word"":""個"",""pos"":""q"",""jyutping"":""go3""},{""word"":""女"",""pos"":""n"",""jyutping"":""neoi2""},{""word"":""生"",""pos"":""v"",""jyutping"":""saang1""},{""word"":""得"",""pos"":""u"",""jyutping"":""dak1""},{""word"":""核突"",""pos"":""a"",""jyutping"":""wat6dat6""},{""word"":""都"",""pos"":""d"",""jyutping"":""dou1""},{""word"":""係"",""pos"":""v"",""jyutping"":""hai6""},{""word"":""冇"",""pos"":""v1"",""jyutping"":""mou5""},{""word"":""人"",""pos"":""n"",""jyutping"":""jan4""},{""word"":""要"",""pos"":""v"",""jyutping"":""jiu3""},{""word"":""𡃉"",""pos"":""y"",""jyutping"":""gaa3""},{""word"":""喎"",""pos"":""y"",""jyutping"":""wo3""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
aa56-72db09e5b86f538b9aad	FC-107_v2.cha	6a9ccf096315b60363014accae5aaedca6689638bc5f09fb6f2344c44883a1d6	37	281	2	XXA	冇	冇	v1	VERB	False	2	10	但係	CCONJ	辦法	n	NOUN	3	True	控制	VERB	8	噉但係冇辦法啊,同埋我控制唔到喎哩樣嘢.	唓,噉但係個女生得核突都係冇人要𡃉喎.	噉咪係囖,所以咪話囖,生女呢就一定要生個靚女,但係自己因為唔得吖嗎.	"[{""word"":""噉"",""pos"":""c"",""jyutping"":""gam2"",""udPos"":""CCONJ""},{""word"":""但係"",""pos"":""c"",""jyutping"":""daan6hai6"",""udPos"":""CCONJ""}]"	"{""matchedForm"":""冇"",""nominalStartForm"":""辦法"",""nominalStartPos"":""n""}"	"[{""word"":""噉"",""pos"":""c"",""jyutping"":""gam2""},{""word"":""但係"",""pos"":""c"",""jyutping"":""daan6hai6""},{""word"":""冇"",""pos"":""v1"",""jyutping"":""mou5""},{""word"":""辦法"",""pos"":""n"",""jyutping"":""baan6faat3""},{""word"":""啊"",""pos"":""y"",""jyutping"":""aa3""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""同埋"",""pos"":""c"",""jyutping"":""tung4maai4""},{""word"":""我"",""pos"":""r"",""jyutping"":""ngo5""},{""word"":""控制"",""pos"":""v"",""jyutping"":""hung3zai3""},{""word"":""唔"",""pos"":""d"",""jyutping"":""m4""},{""word"":""到"",""pos"":""u"",""jyutping"":""dou2""},{""word"":""喎"",""pos"":""y"",""jyutping"":""wo3""},{""word"":""哩樣"",""pos"":""r"",""jyutping"":""ni1joeng6""},{""word"":""嘢"",""pos"":""n"",""jyutping"":""je5""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
aa56-07110f964202f81298aa	FC-107_v2.cha	6a9ccf096315b60363014accae5aaedca6689638bc5f09fb6f2344c44883a1d6	37	294	2	XXA	冇	冇	v1	VERB	False	2	5	都	ADV	嘢	n	NOUN	3	True	做	VERB	5	我哋都冇嘢好做啊而家.	直程喇.	直程喇,唉.	"[{""word"":""我哋"",""pos"":""r"",""jyutping"":""ngo5dei6"",""udPos"":""PRON""},{""word"":""都"",""pos"":""d"",""jyutping"":""dou1"",""udPos"":""ADV""}]"	"{""matchedForm"":""冇"",""nominalStartForm"":""嘢"",""nominalStartPos"":""n""}"	"[{""word"":""我哋"",""pos"":""r"",""jyutping"":""ngo5dei6""},{""word"":""都"",""pos"":""d"",""jyutping"":""dou1""},{""word"":""冇"",""pos"":""v1"",""jyutping"":""mou5""},{""word"":""嘢"",""pos"":""n"",""jyutping"":""je5""},{""word"":""好"",""pos"":""d"",""jyutping"":""hou2""},{""word"":""做"",""pos"":""v"",""jyutping"":""zou6""},{""word"":""啊"",""pos"":""y"",""jyutping"":""aa3""},{""word"":""而家"",""pos"":""t"",""jyutping"":""ji4gaa1""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
aa56-7bc8f89f67e2ee663f20	FC-107_v2.cha	6a9ccf096315b60363014accae5aaedca6689638bc5f09fb6f2344c44883a1d6	37	314	4	XXA	有	有	v1	VERB	False	3	16	次	NOUN	個	q	NOUN	5	True	知	VERB	7	哦,嗰次有個唔知乜嘢場合呢,又有王菲又有黎明𠺢嗎.	噉咪係囖.	喀.	"[{""word"":""哦"",""pos"":""e"",""jyutping"":""o5"",""udPos"":""INTJ""},{""word"":"","",""pos"":"""",""jyutping"":null,""udPos"":""X""},{""word"":""嗰"",""pos"":""r"",""jyutping"":""go2"",""udPos"":""PRON""},{""word"":""次"",""pos"":""q"",""jyutping"":""ci3"",""udPos"":""NOUN""}]"	"{""matchedForm"":""有"",""nominalStartForm"":""個"",""nominalStartPos"":""q""}"	"[{""word"":""哦"",""pos"":""e"",""jyutping"":""o5""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""嗰"",""pos"":""r"",""jyutping"":""go2""},{""word"":""次"",""pos"":""q"",""jyutping"":""ci3""},{""word"":""有"",""pos"":""v1"",""jyutping"":""jau5""},{""word"":""個"",""pos"":""q"",""jyutping"":""go3""},{""word"":""唔"",""pos"":""d"",""jyutping"":""m4""},{""word"":""知"",""pos"":""v"",""jyutping"":""zi1""},{""word"":""乜嘢"",""pos"":""r"",""jyutping"":""mat1je5""},{""word"":""場合"",""pos"":""n"",""jyutping"":""coeng4hap6""},{""word"":""呢"",""pos"":""y1"",""jyutping"":""ne1""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""又"",""pos"":""d"",""jyutping"":""jau6""},{""word"":""有"",""pos"":""v1"",""jyutping"":""jau5""},{""word"":""王"",""pos"":""nr"",""jyutping"":""wong4""},{""word"":""菲"",""pos"":""nr"",""jyutping"":""fei1""},{""word"":""又"",""pos"":""d"",""jyutping"":""jau6""},{""word"":""有"",""pos"":""v1"",""jyutping"":""jau5""},{""word"":""黎"",""pos"":""nr"",""jyutping"":""lai4""},{""word"":""明"",""pos"":""nr"",""jyutping"":""ming4""},{""word"":""𠺢"",""pos"":""y"",""jyutping"":""gaa1""},{""word"":""嗎"",""pos"":""y"",""jyutping"":""maa3""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
aa56-6c0696bd2c3d524edb8e	FC-107_v2.cha	6a9ccf096315b60363014accae5aaedca6689638bc5f09fb6f2344c44883a1d6	37	314	13	XXA	有	有	v1	VERB	False	11	8	又	ADV	王	nr	PROPN	14	True	有	VERB	17	哦,嗰次有個唔知乜嘢場合呢,又有王菲又有黎明𠺢嗎.	噉咪係囖.	喀.	"[{""word"":""哦"",""pos"":""e"",""jyutping"":""o5"",""udPos"":""INTJ""},{""word"":"","",""pos"":"""",""jyutping"":null,""udPos"":""X""},{""word"":""嗰"",""pos"":""r"",""jyutping"":""go2"",""udPos"":""PRON""},{""word"":""次"",""pos"":""q"",""jyutping"":""ci3"",""udPos"":""NOUN""},{""word"":""有"",""pos"":""v1"",""jyutping"":""jau5"",""udPos"":""VERB""},{""word"":""個"",""pos"":""q"",""jyutping"":""go3"",""udPos"":""NOUN""},{""word"":""唔"",""pos"":""d"",""jyutping"":""m4"",""udPos"":""ADV""},{""word"":""知"",""pos"":""v"",""jyutping"":""zi1"",""udPos"":""VERB""},{""word"":""乜嘢"",""pos"":""r"",""jyutping"":""mat1je5"",""udPos"":""PRON""},{""word"":""場合"",""pos"":""n"",""jyutping"":""coeng4hap6"",""udPos"":""NOUN""},{""word"":""呢"",""pos"":""y1"",""jyutping"":""ne1"",""udPos"":""PART""},{""word"":"","",""pos"":"""",""jyutping"":null,""udPos"":""X""},{""word"":""又"",""pos"":""d"",""jyutping"":""jau6"",""udPos"":""ADV""}]"	"{""matchedForm"":""有"",""nominalStartForm"":""王"",""nominalStartPos"":""nr""}"	"[{""word"":""哦"",""pos"":""e"",""jyutping"":""o5""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""嗰"",""pos"":""r"",""jyutping"":""go2""},{""word"":""次"",""pos"":""q"",""jyutping"":""ci3""},{""word"":""有"",""pos"":""v1"",""jyutping"":""jau5""},{""word"":""個"",""pos"":""q"",""jyutping"":""go3""},{""word"":""唔"",""pos"":""d"",""jyutping"":""m4""},{""word"":""知"",""pos"":""v"",""jyutping"":""zi1""},{""word"":""乜嘢"",""pos"":""r"",""jyutping"":""mat1je5""},{""word"":""場合"",""pos"":""n"",""jyutping"":""coeng4hap6""},{""word"":""呢"",""pos"":""y1"",""jyutping"":""ne1""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""又"",""pos"":""d"",""jyutping"":""jau6""},{""word"":""有"",""pos"":""v1"",""jyutping"":""jau5""},{""word"":""王"",""pos"":""nr"",""jyutping"":""wong4""},{""word"":""菲"",""pos"":""nr"",""jyutping"":""fei1""},{""word"":""又"",""pos"":""d"",""jyutping"":""jau6""},{""word"":""有"",""pos"":""v1"",""jyutping"":""jau5""},{""word"":""黎"",""pos"":""nr"",""jyutping"":""lai4""},{""word"":""明"",""pos"":""nr"",""jyutping"":""ming4""},{""word"":""𠺢"",""pos"":""y"",""jyutping"":""gaa1""},{""word"":""嗎"",""pos"":""y"",""jyutping"":""maa3""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
aa56-d0f982c3a8621a53358d	FC-107_v2.cha	6a9ccf096315b60363014accae5aaedca6689638bc5f09fb6f2344c44883a1d6	37	314	17	XXA	有	有	v1	VERB	False	15	4	又	ADV	黎	nr	PROPN	18	False				哦,嗰次有個唔知乜嘢場合呢,又有王菲又有黎明𠺢嗎.	噉咪係囖.	喀.	"[{""word"":""哦"",""pos"":""e"",""jyutping"":""o5"",""udPos"":""INTJ""},{""word"":"","",""pos"":"""",""jyutping"":null,""udPos"":""X""},{""word"":""嗰"",""pos"":""r"",""jyutping"":""go2"",""udPos"":""PRON""},{""word"":""次"",""pos"":""q"",""jyutping"":""ci3"",""udPos"":""NOUN""},{""word"":""有"",""pos"":""v1"",""jyutping"":""jau5"",""udPos"":""VERB""},{""word"":""個"",""pos"":""q"",""jyutping"":""go3"",""udPos"":""NOUN""},{""word"":""唔"",""pos"":""d"",""jyutping"":""m4"",""udPos"":""ADV""},{""word"":""知"",""pos"":""v"",""jyutping"":""zi1"",""udPos"":""VERB""},{""word"":""乜嘢"",""pos"":""r"",""jyutping"":""mat1je5"",""udPos"":""PRON""},{""word"":""場合"",""pos"":""n"",""jyutping"":""coeng4hap6"",""udPos"":""NOUN""},{""word"":""呢"",""pos"":""y1"",""jyutping"":""ne1"",""udPos"":""PART""},{""word"":"","",""pos"":"""",""jyutping"":null,""udPos"":""X""},{""word"":""又"",""pos"":""d"",""jyutping"":""jau6"",""udPos"":""ADV""},{""word"":""有"",""pos"":""v1"",""jyutping"":""jau5"",""udPos"":""VERB""},{""word"":""王"",""pos"":""nr"",""jyutping"":""wong4"",""udPos"":""PROPN""},{""word"":""菲"",""pos"":""nr"",""jyutping"":""fei1"",""udPos"":""PROPN""},{""word"":""又"",""pos"":""d"",""jyutping"":""jau6"",""udPos"":""ADV""}]"	"{""matchedForm"":""有"",""nominalStartForm"":""黎"",""nominalStartPos"":""nr""}"	"[{""word"":""哦"",""pos"":""e"",""jyutping"":""o5""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""嗰"",""pos"":""r"",""jyutping"":""go2""},{""word"":""次"",""pos"":""q"",""jyutping"":""ci3""},{""word"":""有"",""pos"":""v1"",""jyutping"":""jau5""},{""word"":""個"",""pos"":""q"",""jyutping"":""go3""},{""word"":""唔"",""pos"":""d"",""jyutping"":""m4""},{""word"":""知"",""pos"":""v"",""jyutping"":""zi1""},{""word"":""乜嘢"",""pos"":""r"",""jyutping"":""mat1je5""},{""word"":""場合"",""pos"":""n"",""jyutping"":""coeng4hap6""},{""word"":""呢"",""pos"":""y1"",""jyutping"":""ne1""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""又"",""pos"":""d"",""jyutping"":""jau6""},{""word"":""有"",""pos"":""v1"",""jyutping"":""jau5""},{""word"":""王"",""pos"":""nr"",""jyutping"":""wong4""},{""word"":""菲"",""pos"":""nr"",""jyutping"":""fei1""},{""word"":""又"",""pos"":""d"",""jyutping"":""jau6""},{""word"":""有"",""pos"":""v1"",""jyutping"":""jau5""},{""word"":""黎"",""pos"":""nr"",""jyutping"":""lai4""},{""word"":""明"",""pos"":""nr"",""jyutping"":""ming4""},{""word"":""𠺢"",""pos"":""y"",""jyutping"":""gaa1""},{""word"":""嗎"",""pos"":""y"",""jyutping"":""maa3""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
aa56-ec67a2c6a6348f984b6a	FC-108a_v2.cha	9c80f4488c8c32be66bc3f01baadf77bb99f9e3f6b73138a4b1e18e027f5a964	38	53	10	XXB	有	有	v1	VERB	False	9	12	嗰度	PRON	個	q	NOUN	11	True	做	VERB	17	本來做多兩晚嘅,但係呢嗰度有個女人喺HongKongBank度做嘅,佢好變態囖.	點解𠸏?	點解變態啊?	"[{""word"":""本來"",""pos"":""d"",""jyutping"":""bun2loi4"",""udPos"":""ADV""},{""word"":""做"",""pos"":""v"",""jyutping"":""zou6"",""udPos"":""VERB""},{""word"":""多"",""pos"":""a"",""jyutping"":""do1"",""udPos"":""ADJ""},{""word"":""兩"",""pos"":""m"",""jyutping"":""loeng5"",""udPos"":""NUM""},{""word"":""晚"",""pos"":""q"",""jyutping"":""maan5"",""udPos"":""NOUN""},{""word"":""嘅"",""pos"":""u"",""jyutping"":""ge3"",""udPos"":""PART""},{""word"":"","",""pos"":"""",""jyutping"":null,""udPos"":""X""},{""word"":""但係"",""pos"":""c"",""jyutping"":""daan6hai6"",""udPos"":""CCONJ""},{""word"":""呢"",""pos"":""y1"",""jyutping"":""ne1"",""udPos"":""PART""},{""word"":""嗰度"",""pos"":""r"",""jyutping"":""go2dou6"",""udPos"":""PRON""}]"	"{""matchedForm"":""有"",""nominalStartForm"":""個"",""nominalStartPos"":""q""}"	"[{""word"":""本來"",""pos"":""d"",""jyutping"":""bun2loi4""},{""word"":""做"",""pos"":""v"",""jyutping"":""zou6""},{""word"":""多"",""pos"":""a"",""jyutping"":""do1""},{""word"":""兩"",""pos"":""m"",""jyutping"":""loeng5""},{""word"":""晚"",""pos"":""q"",""jyutping"":""maan5""},{""word"":""嘅"",""pos"":""u"",""jyutping"":""ge3""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""但係"",""pos"":""c"",""jyutping"":""daan6hai6""},{""word"":""呢"",""pos"":""y1"",""jyutping"":""ne1""},{""word"":""嗰度"",""pos"":""r"",""jyutping"":""go2dou6""},{""word"":""有"",""pos"":""v1"",""jyutping"":""jau5""},{""word"":""個"",""pos"":""q"",""jyutping"":""go3""},{""word"":""女人"",""pos"":""n"",""jyutping"":""neoi5jan2""},{""word"":""喺"",""pos"":""p"",""jyutping"":""hai2""},{""word"":""HongKong"",""pos"":""xns"",""jyutping"":null},{""word"":""Bank"",""pos"":""xn"",""jyutping"":null},{""word"":""度"",""pos"":""f"",""jyutping"":""dou6""},{""word"":""做"",""pos"":""v"",""jyutping"":""zou6""},{""word"":""嘅"",""pos"":""u"",""jyutping"":""ge3""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""佢"",""pos"":""r"",""jyutping"":""keoi5""},{""word"":""好"",""pos"":""d"",""jyutping"":""hou2""},{""word"":""變態"",""pos"":""a"",""jyutping"":""bin3taai3""},{""word"":""囖"",""pos"":""y"",""jyutping"":""lo1""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
aa56-47437ac32cad4b041495	FC-108a_v2.cha	9c80f4488c8c32be66bc3f01baadf77bb99f9e3f6b73138a4b1e18e027f5a964	38	137	5	XXA	有	有	v1	VERB	False	4	3	聖誕	ADV	邊度	r	PRON	6	True	去	VERB	7	喂!噉你聖誕有邊度去啊?	真係,咁變態.	聖誕?	"[{""word"":""喂"",""pos"":""e"",""jyutping"":""wai3"",""udPos"":""INTJ""},{""word"":""!"",""pos"":"""",""jyutping"":null,""udPos"":""X""},{""word"":""噉"",""pos"":""r"",""jyutping"":""gam2"",""udPos"":""PRON""},{""word"":""你"",""pos"":""r"",""jyutping"":""nei5"",""udPos"":""PRON""},{""word"":""聖誕"",""pos"":""t"",""jyutping"":""sing3daan3"",""udPos"":""ADV""}]"	"{""matchedForm"":""有"",""nominalStartForm"":""邊度"",""nominalStartPos"":""r""}"	"[{""word"":""喂"",""pos"":""e"",""jyutping"":""wai3""},{""word"":""!"",""pos"":"""",""jyutping"":null},{""word"":""噉"",""pos"":""r"",""jyutping"":""gam2""},{""word"":""你"",""pos"":""r"",""jyutping"":""nei5""},{""word"":""聖誕"",""pos"":""t"",""jyutping"":""sing3daan3""},{""word"":""有"",""pos"":""v1"",""jyutping"":""jau5""},{""word"":""邊度"",""pos"":""r"",""jyutping"":""bin1dou6""},{""word"":""去"",""pos"":""v"",""jyutping"":""heoi3""},{""word"":""啊"",""pos"":""y"",""jyutping"":""aa3""},{""word"":""?"",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
aa56-59f8aaa1eead53b9d5ed	FC-108a_v2.cha	9c80f4488c8c32be66bc3f01baadf77bb99f9e3f6b73138a4b1e18e027f5a964	38	168	2	XXA	冇	冇	v1	VERB	False	2	5	覺得	VERB	乜	r	PRON	3	True	係	VERB	7	可能覺得冇乜所謂啩,係啊.	唔話啊!唔知啊.	女仔始終要嫁人囖?	"[{""word"":""可能"",""pos"":""vu"",""jyutping"":""ho2nang4"",""udPos"":""AUX""},{""word"":""覺得"",""pos"":""v"",""jyutping"":""gok3dak1"",""udPos"":""VERB""}]"	"{""matchedForm"":""冇"",""nominalStartForm"":""乜"",""nominalStartPos"":""r""}"	"[{""word"":""可能"",""pos"":""vu"",""jyutping"":""ho2nang4""},{""word"":""覺得"",""pos"":""v"",""jyutping"":""gok3dak1""},{""word"":""冇"",""pos"":""v1"",""jyutping"":""mou5""},{""word"":""乜"",""pos"":""r"",""jyutping"":""mat1""},{""word"":""所謂"",""pos"":""n"",""jyutping"":""so2wai6""},{""word"":""啩"",""pos"":""y"",""jyutping"":""gwaa3""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""係"",""pos"":""v"",""jyutping"":""hai6""},{""word"":""啊"",""pos"":""y"",""jyutping"":""aa3""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
