candidate_id	source_file	source_file_sha256	file_index_zero_based	turn_index_zero_based	token_index_zero_based	participant	matched_surface_span	query_lexeme	segmentation_profile	negation_profile	matched_hkcancor_tags	matched_ud_tags	immediate_left_form	immediate_left_hkcancor_pos	immediate_left_ud_pos	immediate_right_form	immediate_right_hkcancor_pos	immediate_right_ud_pos	following_lexical_form	following_lexical_hkcancor_pos	following_lexical_ud_pos	following_lexical_token_index_zero_based	intervening_token_count_before_following_lexical	overlap_deduplication_json	duplicate_group_inputs_json	text	previous_text	next_text	token_context_json	tokens_json	annotation_status
aa89-e8fecc861e77ca89d59f	FC-105_v2.cha	be40fc4738cbeb0e2a3e44ed4ef60c4b8e3bca467cc5d6b441b2896dc3110fcb	34	274	7	XXB	唔會	會	adjacent_m4_plus_modal_tokens	adjacent_m4_negation	d+vu	ADV+AUX	,		X	升	v	VERB	升	v	VERB	9	0	"{""sourceAnchorTokenIndexZeroBased"":7,""representedProfiles"":[""adjacent:唔+會"",""surface:唔會""],""overlappingRepresentationsDeduplicated"":1}"	"{""normalizedSurface"":""唔會""}"	或者再-再跌𡃉,唔會升.	今朝聽新聞呢,話,誒,東亞銀行呢嗰個財政嗰個經濟嗰個評論員話來𡁵哩一年啊,誒,嗰個失業率啊,最多都係維持返哩個水平咋.	即係,誒,我意思即係唔會增加-唔會減少囖,喀.	"{""startTokenIndexZeroBased"":0,""endTokenIndexExclusive"":11,""tokens"":[{""word"":""或者"",""pos"":""c"",""jyutping"":""waak6ze2""},{""word"":""再"",""pos"":""d"",""jyutping"":""zoi3""},{""word"":""-"",""pos"":"""",""jyutping"":null},{""word"":""再"",""pos"":""d"",""jyutping"":""zoi3""},{""word"":""跌"",""pos"":""v"",""jyutping"":""dit3""},{""word"":""𡃉"",""pos"":""y"",""jyutping"":""gaa3""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""唔"",""pos"":""d"",""jyutping"":""m4""},{""word"":""會"",""pos"":""vu"",""jyutping"":""wui5""},{""word"":""升"",""pos"":""v"",""jyutping"":""sing1""},{""word"":""."",""pos"":"""",""jyutping"":null}]}"	"[{""word"":""或者"",""pos"":""c"",""jyutping"":""waak6ze2""},{""word"":""再"",""pos"":""d"",""jyutping"":""zoi3""},{""word"":""-"",""pos"":"""",""jyutping"":null},{""word"":""再"",""pos"":""d"",""jyutping"":""zoi3""},{""word"":""跌"",""pos"":""v"",""jyutping"":""dit3""},{""word"":""𡃉"",""pos"":""y"",""jyutping"":""gaa3""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""唔"",""pos"":""d"",""jyutping"":""m4""},{""word"":""會"",""pos"":""vu"",""jyutping"":""wui5""},{""word"":""升"",""pos"":""v"",""jyutping"":""sing1""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
aa89-2a1a260748bd66c55824	FC-105_v2.cha	be40fc4738cbeb0e2a3e44ed4ef60c4b8e3bca467cc5d6b441b2896dc3110fcb	34	275	7	XXB	唔會	會	adjacent_m4_plus_modal_tokens	adjacent_m4_negation	d+vu	ADV+AUX	即係	c	CCONJ	增加	v	VERB	增加	v	VERB	9	0	"{""sourceAnchorTokenIndexZeroBased"":7,""representedProfiles"":[""adjacent:唔+會"",""surface:唔會""],""overlappingRepresentationsDeduplicated"":1}"	"{""normalizedSurface"":""唔會""}"	即係,誒,我意思即係唔會增加-唔會減少囖,喀.	或者再-再跌𡃉,唔會升.	唔會減少個失業率囖.	"{""startTokenIndexZeroBased"":0,""endTokenIndexExclusive"":17,""tokens"":[{""word"":""即係"",""pos"":""c"",""jyutping"":""zik1hai6""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""誒"",""pos"":""e"",""jyutping"":""e6""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""我"",""pos"":""r"",""jyutping"":""ngo5""},{""word"":""意思"",""pos"":""n"",""jyutping"":""ji3si1""},{""word"":""即係"",""pos"":""c"",""jyutping"":""zik1hai6""},{""word"":""唔"",""pos"":""d"",""jyutping"":""m4""},{""word"":""會"",""pos"":""vu"",""jyutping"":""wui5""},{""word"":""增加"",""pos"":""v"",""jyutping"":""zang1gaa1""},{""word"":""-"",""pos"":"""",""jyutping"":null},{""word"":""唔"",""pos"":""d"",""jyutping"":""m4""},{""word"":""會"",""pos"":""vu"",""jyutping"":""wui5""},{""word"":""減少"",""pos"":""v"",""jyutping"":""gaam2siu2""},{""word"":""囖"",""pos"":""y"",""jyutping"":""lo1""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""喀"",""pos"":""e"",""jyutping"":""haak6""}]}"	"[{""word"":""即係"",""pos"":""c"",""jyutping"":""zik1hai6""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""誒"",""pos"":""e"",""jyutping"":""e6""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""我"",""pos"":""r"",""jyutping"":""ngo5""},{""word"":""意思"",""pos"":""n"",""jyutping"":""ji3si1""},{""word"":""即係"",""pos"":""c"",""jyutping"":""zik1hai6""},{""word"":""唔"",""pos"":""d"",""jyutping"":""m4""},{""word"":""會"",""pos"":""vu"",""jyutping"":""wui5""},{""word"":""增加"",""pos"":""v"",""jyutping"":""zang1gaa1""},{""word"":""-"",""pos"":"""",""jyutping"":null},{""word"":""唔"",""pos"":""d"",""jyutping"":""m4""},{""word"":""會"",""pos"":""vu"",""jyutping"":""wui5""},{""word"":""減少"",""pos"":""v"",""jyutping"":""gaam2siu2""},{""word"":""囖"",""pos"":""y"",""jyutping"":""lo1""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""喀"",""pos"":""e"",""jyutping"":""haak6""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
aa89-3f6b4e3246cf73f88911	FC-105_v2.cha	be40fc4738cbeb0e2a3e44ed4ef60c4b8e3bca467cc5d6b441b2896dc3110fcb	34	275	11	XXB	唔會	會	adjacent_m4_plus_modal_tokens	adjacent_m4_negation	d+vu	ADV+AUX	-		X	減少	v	VERB	減少	v	VERB	13	0	"{""sourceAnchorTokenIndexZeroBased"":11,""representedProfiles"":[""adjacent:唔+會"",""surface:唔會""],""overlappingRepresentationsDeduplicated"":1}"	"{""normalizedSurface"":""唔會""}"	即係,誒,我意思即係唔會增加-唔會減少囖,喀.	或者再-再跌𡃉,唔會升.	唔會減少個失業率囖.	"{""startTokenIndexZeroBased"":3,""endTokenIndexExclusive"":18,""tokens"":[{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""我"",""pos"":""r"",""jyutping"":""ngo5""},{""word"":""意思"",""pos"":""n"",""jyutping"":""ji3si1""},{""word"":""即係"",""pos"":""c"",""jyutping"":""zik1hai6""},{""word"":""唔"",""pos"":""d"",""jyutping"":""m4""},{""word"":""會"",""pos"":""vu"",""jyutping"":""wui5""},{""word"":""增加"",""pos"":""v"",""jyutping"":""zang1gaa1""},{""word"":""-"",""pos"":"""",""jyutping"":null},{""word"":""唔"",""pos"":""d"",""jyutping"":""m4""},{""word"":""會"",""pos"":""vu"",""jyutping"":""wui5""},{""word"":""減少"",""pos"":""v"",""jyutping"":""gaam2siu2""},{""word"":""囖"",""pos"":""y"",""jyutping"":""lo1""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""喀"",""pos"":""e"",""jyutping"":""haak6""},{""word"":""."",""pos"":"""",""jyutping"":null}]}"	"[{""word"":""即係"",""pos"":""c"",""jyutping"":""zik1hai6""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""誒"",""pos"":""e"",""jyutping"":""e6""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""我"",""pos"":""r"",""jyutping"":""ngo5""},{""word"":""意思"",""pos"":""n"",""jyutping"":""ji3si1""},{""word"":""即係"",""pos"":""c"",""jyutping"":""zik1hai6""},{""word"":""唔"",""pos"":""d"",""jyutping"":""m4""},{""word"":""會"",""pos"":""vu"",""jyutping"":""wui5""},{""word"":""增加"",""pos"":""v"",""jyutping"":""zang1gaa1""},{""word"":""-"",""pos"":"""",""jyutping"":null},{""word"":""唔"",""pos"":""d"",""jyutping"":""m4""},{""word"":""會"",""pos"":""vu"",""jyutping"":""wui5""},{""word"":""減少"",""pos"":""v"",""jyutping"":""gaam2siu2""},{""word"":""囖"",""pos"":""y"",""jyutping"":""lo1""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""喀"",""pos"":""e"",""jyutping"":""haak6""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
aa89-39f0f46297c84c5d6e99	FC-105_v2.cha	be40fc4738cbeb0e2a3e44ed4ef60c4b8e3bca467cc5d6b441b2896dc3110fcb	34	276	0	XXB	唔會	會	adjacent_m4_plus_modal_tokens	adjacent_m4_negation	d+vu	ADV+AUX				減少	v	VERB	減少	v	VERB	2	0	"{""sourceAnchorTokenIndexZeroBased"":0,""representedProfiles"":[""adjacent:唔+會"",""surface:唔會""],""overlappingRepresentationsDeduplicated"":1}"	"{""normalizedSurface"":""唔會""}"	唔會減少個失業率囖.	即係,誒,我意思即係唔會增加-唔會減少囖,喀.	只會同今年差唔多,或者再多啲啊,個失業率.	"{""startTokenIndexZeroBased"":0,""endTokenIndexExclusive"":7,""tokens"":[{""word"":""唔"",""pos"":""d"",""jyutping"":""m4""},{""word"":""會"",""pos"":""vu"",""jyutping"":""wui5""},{""word"":""減少"",""pos"":""v"",""jyutping"":""gaam2siu2""},{""word"":""個"",""pos"":""q"",""jyutping"":""go3""},{""word"":""失業率"",""pos"":""n"",""jyutping"":""sat1jip6leot2""},{""word"":""囖"",""pos"":""y"",""jyutping"":""lo1""},{""word"":""."",""pos"":"""",""jyutping"":null}]}"	"[{""word"":""唔"",""pos"":""d"",""jyutping"":""m4""},{""word"":""會"",""pos"":""vu"",""jyutping"":""wui5""},{""word"":""減少"",""pos"":""v"",""jyutping"":""gaam2siu2""},{""word"":""個"",""pos"":""q"",""jyutping"":""go3""},{""word"":""失業率"",""pos"":""n"",""jyutping"":""sat1jip6leot2""},{""word"":""囖"",""pos"":""y"",""jyutping"":""lo1""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
aa89-2edf7e34d8a4706ae46e	FC-105_v2.cha	be40fc4738cbeb0e2a3e44ed4ef60c4b8e3bca467cc5d6b441b2896dc3110fcb	34	277	1	XXB	會	會	single_token	unnegated_surface	vu	AUX	只	d	ADV	同	p	ADP	同	p	ADP	2	0	"{""sourceAnchorTokenIndexZeroBased"":1,""representedProfiles"":[""single:會"",""surface:會""],""overlappingRepresentationsDeduplicated"":0}"	"{""normalizedSurface"":""會""}"	只會同今年差唔多,或者再多啲啊,個失業率.	唔會減少個失業率囖.	我覺得呢,可能-點講呢?	"{""startTokenIndexZeroBased"":0,""endTokenIndexExclusive"":10,""tokens"":[{""word"":""只"",""pos"":""d"",""jyutping"":""zi2""},{""word"":""會"",""pos"":""vu"",""jyutping"":""wui5""},{""word"":""同"",""pos"":""p"",""jyutping"":""tung4""},{""word"":""今年"",""pos"":""t"",""jyutping"":""gam1nin2""},{""word"":""差唔多"",""pos"":""d"",""jyutping"":""caa1m4do1""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""或者"",""pos"":""c"",""jyutping"":""waak6ze2""},{""word"":""再"",""pos"":""d"",""jyutping"":""zoi3""},{""word"":""多"",""pos"":""a"",""jyutping"":""do1""},{""word"":""啲"",""pos"":""u"",""jyutping"":""di1""}]}"	"[{""word"":""只"",""pos"":""d"",""jyutping"":""zi2""},{""word"":""會"",""pos"":""vu"",""jyutping"":""wui5""},{""word"":""同"",""pos"":""p"",""jyutping"":""tung4""},{""word"":""今年"",""pos"":""t"",""jyutping"":""gam1nin2""},{""word"":""差唔多"",""pos"":""d"",""jyutping"":""caa1m4do1""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""或者"",""pos"":""c"",""jyutping"":""waak6ze2""},{""word"":""再"",""pos"":""d"",""jyutping"":""zoi3""},{""word"":""多"",""pos"":""a"",""jyutping"":""do1""},{""word"":""啲"",""pos"":""u"",""jyutping"":""di1""},{""word"":""啊"",""pos"":""y"",""jyutping"":""aa3""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""個"",""pos"":""q"",""jyutping"":""go3""},{""word"":""失業率"",""pos"":""n"",""jyutping"":""sat1jip6leot2""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
aa89-d5092c96987badec2579	FC-105_v2.cha	be40fc4738cbeb0e2a3e44ed4ef60c4b8e3bca467cc5d6b441b2896dc3110fcb	34	290	9	XXB	唔會	會	adjacent_m4_plus_modal_tokens	adjacent_m4_negation	d+vu	ADV+AUX	就	d	ADV	係	v	VERB	係	v	VERB	11	0	"{""sourceAnchorTokenIndexZeroBased"":9,""representedProfiles"":[""adjacent:唔+會"",""surface:唔會""],""overlappingRepresentationsDeduplicated"":1}"	"{""normalizedSurface"":""唔會""}"	但係問題就係嗰個問題呢,就唔會係因為傳媒報導而真係更加惡化𠸏,我覺得.	噉哩個係.	人心惶惶其實係一件好事啊.	"{""startTokenIndexZeroBased"":1,""endTokenIndexExclusive"":19,""tokens"":[{""word"":""問題"",""pos"":""n"",""jyutping"":""man6tai4""},{""word"":""就"",""pos"":""d"",""jyutping"":""zau6""},{""word"":""係"",""pos"":""v"",""jyutping"":""hai6""},{""word"":""嗰個"",""pos"":""r"",""jyutping"":""go2go3""},{""word"":""問題"",""pos"":""n"",""jyutping"":""man6tai4""},{""word"":""呢"",""pos"":""y1"",""jyutping"":""ne1""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""就"",""pos"":""d"",""jyutping"":""zau6""},{""word"":""唔"",""pos"":""d"",""jyutping"":""m4""},{""word"":""會"",""pos"":""vu"",""jyutping"":""wui5""},{""word"":""係"",""pos"":""v"",""jyutping"":""hai6""},{""word"":""因為"",""pos"":""c"",""jyutping"":""jan1wai6""},{""word"":""傳媒"",""pos"":""n"",""jyutping"":""cyun4mui4""},{""word"":""報導"",""pos"":""v"",""jyutping"":""bou3dou6""},{""word"":""而"",""pos"":""c"",""jyutping"":""ji4""},{""word"":""真係"",""pos"":""d"",""jyutping"":""zan1hai6""},{""word"":""更加"",""pos"":""d"",""jyutping"":""gang3gaa1""},{""word"":""惡化"",""pos"":""v"",""jyutping"":""ok3faa3""}]}"	"[{""word"":""但係"",""pos"":""c"",""jyutping"":""daan6hai6""},{""word"":""問題"",""pos"":""n"",""jyutping"":""man6tai4""},{""word"":""就"",""pos"":""d"",""jyutping"":""zau6""},{""word"":""係"",""pos"":""v"",""jyutping"":""hai6""},{""word"":""嗰個"",""pos"":""r"",""jyutping"":""go2go3""},{""word"":""問題"",""pos"":""n"",""jyutping"":""man6tai4""},{""word"":""呢"",""pos"":""y1"",""jyutping"":""ne1""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""就"",""pos"":""d"",""jyutping"":""zau6""},{""word"":""唔"",""pos"":""d"",""jyutping"":""m4""},{""word"":""會"",""pos"":""vu"",""jyutping"":""wui5""},{""word"":""係"",""pos"":""v"",""jyutping"":""hai6""},{""word"":""因為"",""pos"":""c"",""jyutping"":""jan1wai6""},{""word"":""傳媒"",""pos"":""n"",""jyutping"":""cyun4mui4""},{""word"":""報導"",""pos"":""v"",""jyutping"":""bou3dou6""},{""word"":""而"",""pos"":""c"",""jyutping"":""ji4""},{""word"":""真係"",""pos"":""d"",""jyutping"":""zan1hai6""},{""word"":""更加"",""pos"":""d"",""jyutping"":""gang3gaa1""},{""word"":""惡化"",""pos"":""v"",""jyutping"":""ok3faa3""},{""word"":""𠸏"",""pos"":""y"",""jyutping"":""ge2""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""我"",""pos"":""r"",""jyutping"":""ngo5""},{""word"":""覺得"",""pos"":""v"",""jyutping"":""gok3dak1""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
aa89-afb4697fa3f3eb89c02d	FC-105_v2.cha	be40fc4738cbeb0e2a3e44ed4ef60c4b8e3bca467cc5d6b441b2896dc3110fcb	34	295	13	XXA	可以	可以	single_token	unnegated_surface	vu	AUX	一時間	d	ADV	滿足	a	ADJ	滿足	a	ADJ	14	0	"{""sourceAnchorTokenIndexZeroBased"":13,""representedProfiles"":[""single:可以"",""surface:可以""],""overlappingRepresentationsDeduplicated"":0}"	"{""normalizedSurface"":""可以""}"	噉變咗嗰個即係嗰個就業嘅機會啊,唔係一時間可以滿足到咁多𠺢嗎.	但係咪變咗一-一時之間嗰個需求率增加咗囖.	噉變咗咪個競爭犀利得滯.	"{""startTokenIndexZeroBased"":5,""endTokenIndexExclusive"":21,""tokens"":[{""word"":""嗰個"",""pos"":""r"",""jyutping"":""go2go3""},{""word"":""就業"",""pos"":""v"",""jyutping"":""zau6jip6""},{""word"":""嘅"",""pos"":""u"",""jyutping"":""ge3""},{""word"":""機會"",""pos"":""n"",""jyutping"":""gei1wui6""},{""word"":""啊"",""pos"":""y"",""jyutping"":""aa3""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""唔係"",""pos"":""v"",""jyutping"":""m4hai6""},{""word"":""一時間"",""pos"":""d"",""jyutping"":""jat1si4gaan1""},{""word"":""可以"",""pos"":""vu"",""jyutping"":""ho2ji5""},{""word"":""滿足"",""pos"":""a"",""jyutping"":""mun5zuk1""},{""word"":""到"",""pos"":""u"",""jyutping"":""dou2""},{""word"":""咁"",""pos"":""d"",""jyutping"":""gam3""},{""word"":""多"",""pos"":""a"",""jyutping"":""do1""},{""word"":""𠺢"",""pos"":""y"",""jyutping"":""gaa1""},{""word"":""嗎"",""pos"":""y"",""jyutping"":""maa3""},{""word"":""."",""pos"":"""",""jyutping"":null}]}"	"[{""word"":""噉"",""pos"":""c"",""jyutping"":""gam2""},{""word"":""變"",""pos"":""v"",""jyutping"":""bin3""},{""word"":""咗"",""pos"":""u"",""jyutping"":""zo2""},{""word"":""嗰個"",""pos"":""r"",""jyutping"":""go2go3""},{""word"":""即係"",""pos"":""c"",""jyutping"":""zik1hai6""},{""word"":""嗰個"",""pos"":""r"",""jyutping"":""go2go3""},{""word"":""就業"",""pos"":""v"",""jyutping"":""zau6jip6""},{""word"":""嘅"",""pos"":""u"",""jyutping"":""ge3""},{""word"":""機會"",""pos"":""n"",""jyutping"":""gei1wui6""},{""word"":""啊"",""pos"":""y"",""jyutping"":""aa3""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""唔係"",""pos"":""v"",""jyutping"":""m4hai6""},{""word"":""一時間"",""pos"":""d"",""jyutping"":""jat1si4gaan1""},{""word"":""可以"",""pos"":""vu"",""jyutping"":""ho2ji5""},{""word"":""滿足"",""pos"":""a"",""jyutping"":""mun5zuk1""},{""word"":""到"",""pos"":""u"",""jyutping"":""dou2""},{""word"":""咁"",""pos"":""d"",""jyutping"":""gam3""},{""word"":""多"",""pos"":""a"",""jyutping"":""do1""},{""word"":""𠺢"",""pos"":""y"",""jyutping"":""gaa1""},{""word"":""嗎"",""pos"":""y"",""jyutping"":""maa3""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
aa89-3baf272fbeb851548e0b	FC-105_v2.cha	be40fc4738cbeb0e2a3e44ed4ef60c4b8e3bca467cc5d6b441b2896dc3110fcb	34	317	3	XXA	唔使	唔使	single_token	single_token_negated_lexeme	vu	AUX	唔係	v	VERB	洗錢	v	VERB	洗錢	v	VERB	4	0	"{""sourceAnchorTokenIndexZeroBased"":3,""representedProfiles"":[""single:唔使"",""surface:唔使""],""overlappingRepresentationsDeduplicated"":0}"	"{""normalizedSurface"":""唔使""}"	佢哋係唔係唔使洗錢𡃉?	三,四千蚊一個月咋喎,係唔係先?	佢哋唔會好似我哋咁多洗咁多.	"{""startTokenIndexZeroBased"":0,""endTokenIndexExclusive"":7,""tokens"":[{""word"":""佢哋"",""pos"":""r"",""jyutping"":""keoi5dei6""},{""word"":""係"",""pos"":""v"",""jyutping"":""hai6""},{""word"":""唔係"",""pos"":""v"",""jyutping"":""m4hai6""},{""word"":""唔使"",""pos"":""vu"",""jyutping"":""m4sai2""},{""word"":""洗錢"",""pos"":""v"",""jyutping"":""sai2cin2""},{""word"":""𡃉"",""pos"":""y"",""jyutping"":""gaa3""},{""word"":""?"",""pos"":"""",""jyutping"":null}]}"	"[{""word"":""佢哋"",""pos"":""r"",""jyutping"":""keoi5dei6""},{""word"":""係"",""pos"":""v"",""jyutping"":""hai6""},{""word"":""唔係"",""pos"":""v"",""jyutping"":""m4hai6""},{""word"":""唔使"",""pos"":""vu"",""jyutping"":""m4sai2""},{""word"":""洗錢"",""pos"":""v"",""jyutping"":""sai2cin2""},{""word"":""𡃉"",""pos"":""y"",""jyutping"":""gaa3""},{""word"":""?"",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
aa89-1f74cce4725485b1e662	FC-105_v2.cha	be40fc4738cbeb0e2a3e44ed4ef60c4b8e3bca467cc5d6b441b2896dc3110fcb	34	318	1	XXB	唔會	會	adjacent_m4_plus_modal_tokens	adjacent_m4_negation	d+vu	ADV+AUX	佢哋	r	PRON	好似	v	VERB	好似	v	VERB	3	0	"{""sourceAnchorTokenIndexZeroBased"":1,""representedProfiles"":[""adjacent:唔+會"",""surface:唔會""],""overlappingRepresentationsDeduplicated"":1}"	"{""normalizedSurface"":""唔會""}"	佢哋唔會好似我哋咁多洗咁多.	佢哋係唔係唔使洗錢𡃉?	但係問題就係佢哋包咗食宿嗰啲嘢𠺢嗎.	"{""startTokenIndexZeroBased"":0,""endTokenIndexExclusive"":11,""tokens"":[{""word"":""佢哋"",""pos"":""r"",""jyutping"":""keoi5dei6""},{""word"":""唔"",""pos"":""d"",""jyutping"":""m4""},{""word"":""會"",""pos"":""vu"",""jyutping"":""wui5""},{""word"":""好似"",""pos"":""v"",""jyutping"":""hou2ci5""},{""word"":""我哋"",""pos"":""r"",""jyutping"":""ngo5dei6""},{""word"":""咁"",""pos"":""d"",""jyutping"":""gam3""},{""word"":""多"",""pos"":""a"",""jyutping"":""do1""},{""word"":""洗"",""pos"":""v"",""jyutping"":""sai2""},{""word"":""咁"",""pos"":""d"",""jyutping"":""gam3""},{""word"":""多"",""pos"":""a"",""jyutping"":""do1""},{""word"":""."",""pos"":"""",""jyutping"":null}]}"	"[{""word"":""佢哋"",""pos"":""r"",""jyutping"":""keoi5dei6""},{""word"":""唔"",""pos"":""d"",""jyutping"":""m4""},{""word"":""會"",""pos"":""vu"",""jyutping"":""wui5""},{""word"":""好似"",""pos"":""v"",""jyutping"":""hou2ci5""},{""word"":""我哋"",""pos"":""r"",""jyutping"":""ngo5dei6""},{""word"":""咁"",""pos"":""d"",""jyutping"":""gam3""},{""word"":""多"",""pos"":""a"",""jyutping"":""do1""},{""word"":""洗"",""pos"":""v"",""jyutping"":""sai2""},{""word"":""咁"",""pos"":""d"",""jyutping"":""gam3""},{""word"":""多"",""pos"":""a"",""jyutping"":""do1""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
aa89-a1a5d93b7a789d321aa1	FC-105_v2.cha	be40fc4738cbeb0e2a3e44ed4ef60c4b8e3bca467cc5d6b441b2896dc3110fcb	34	338	2	XXB	要	要	single_token	unnegated_surface	vu	AUX	一定	d	ADV	provide	xv	VERB	provide	xv	VERB	3	0	"{""sourceAnchorTokenIndexZeroBased"":2,""representedProfiles"":[""single:要"",""surface:要""],""overlappingRepresentationsDeduplicated"":0}"	"{""normalizedSurface"":""要""}"	你一定要provide一個好嘅service.	而家競爭好大𠺢嗎.	但係一個好嘅service呢,你係要訓練好多嘅人手去,去去提供𠺢嗎.	"{""startTokenIndexZeroBased"":0,""endTokenIndexExclusive"":10,""tokens"":[{""word"":""你"",""pos"":""r"",""jyutping"":""nei5""},{""word"":""一定"",""pos"":""d"",""jyutping"":""jat1ding6""},{""word"":""要"",""pos"":""vu"",""jyutping"":""jiu3""},{""word"":""provide"",""pos"":""xv"",""jyutping"":null},{""word"":""一"",""pos"":""m"",""jyutping"":""jat1""},{""word"":""個"",""pos"":""q"",""jyutping"":""go3""},{""word"":""好"",""pos"":""a"",""jyutping"":""hou2""},{""word"":""嘅"",""pos"":""u"",""jyutping"":""ge3""},{""word"":""service"",""pos"":""xn"",""jyutping"":null},{""word"":""."",""pos"":"""",""jyutping"":null}]}"	"[{""word"":""你"",""pos"":""r"",""jyutping"":""nei5""},{""word"":""一定"",""pos"":""d"",""jyutping"":""jat1ding6""},{""word"":""要"",""pos"":""vu"",""jyutping"":""jiu3""},{""word"":""provide"",""pos"":""xv"",""jyutping"":null},{""word"":""一"",""pos"":""m"",""jyutping"":""jat1""},{""word"":""個"",""pos"":""q"",""jyutping"":""go3""},{""word"":""好"",""pos"":""a"",""jyutping"":""hou2""},{""word"":""嘅"",""pos"":""u"",""jyutping"":""ge3""},{""word"":""service"",""pos"":""xn"",""jyutping"":null},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
