rank	word	cifu_jyutping	cifu_definition	hkcancor_hits	hkcancor_observed_bucket_count	hkcancor_pos_counts	hkcancor_ud_counts	hkcancor_jyutping_counts
312	中	zung1|zung3	China/Chinese/within/among/in/middle/center/while (doing sth)/during|to hit (the mark)/to be hit by/to suffer/to win (a prize, a lottery)	28	11	"{""Nsg"": 2, ""Vg"": 1, ""b"": 1, ""f"": 6, ""j"": 1, ""jb"": 1, ""jn"": 7, ""jnz"": 2, ""ns"": 1, ""v"": 6}"	"{""NOUN"": 8, ""VERB"": 7, ""ADV"": 6, ""PROPN"": 5, ""ADJ"": 2}"	"{""zung1"": 20, ""zung3"": 8}"
313	定係	ding6hai6	or	15	1	"{""c"": 15}"	"{""CCONJ"": 15}"	"{""ding6hai6"": 15}"
314	電話	din6waa2	telephone/phone call	77	1	"{""n"": 77}"	"{""NOUN"": 77}"	"{""din6waa2"": 77}"
315	冇錯	mou5co3	that's correct	14	2	"{""a"": 2, ""v"": 12}"	"{""VERB"": 12, ""ADJ"": 2}"	"{""mou5co3"": 14}"
316	原來	jyun4loi4	original/former/originally/formerly/at first/so... actually	71	1	"{""d"": 71}"	"{""ADV"": 71}"	"{""jyun4loi4"": 71}"
317	根本	gan1bun2	fundamental/basic/root/simply/absolutely (not)/(not) at all	44	1	"{""d"": 44}"	"{""ADV"": 44}"	"{""gan1bun2"": 44}"
318	盛	sing6|sing4	"flourishing/vigorous/magnificent/extensively/to hold/contain/to ladle/pick up with a utensil/used to indicate a further series of events not specified, ""and so on"", ""etcetera""/a surname"	3	1	"{""r"": 3}"	"{""PRON"": 3}"	"{""sing6"": 3}"
319	燕	jin3|jin1	Yan, a vassal state of Zhou in modern Hebei and Liaoning/north Hebei/the four Yan kingdoms of the Sixteen Kingdoms, namely: Former Yan 前燕 (337-370), Later Yan 後燕|后燕 (384-409), Southern Yan 南燕 (398-410), Northern Yan 北燕 (409-436)/surname Yan/swallow (a type of bird)	0	0	{}	{}	{}
320	大概	daai6koi3	roughly/probably/rough/approximate/about	3	1	"{""d"": 3}"	"{""ADV"": 3}"	"{""daai6koi3"": 3}"
321	工廠	gung1cong2	factory	1	1	"{""n"": 1}"	"{""NOUN"": 1}"	"{""gung1cong2"": 1}"
322	同學	tung4hok6	(fellow) classmate	92	1	"{""n"": 92}"	"{""NOUN"": 92}"	"{""tung4hok6"": 92}"
323	快	faai3	rapid/quick/speed/rate/soon/almost/to make haste/clever/sharp (of knives or wits)/forthright/plain-spoken/gratified/pleased/pleasant	83	2	"{""a"": 82, ""d"": 1}"	"{""ADJ"": 82, ""ADV"": 1}"	"{""faai3"": 83}"
324	傻	so4	foolish	21	1	"{""a"": 21}"	"{""ADJ"": 21}"	"{""so4"": 21}"
325	算	syun3	to regard as/to figure/to calculate/to compute	81	1	"{""v"": 81}"	"{""VERB"": 81}"	"{""syun3"": 81}"
326	請	ceng2|cing2	to ask/to invite/please (do sth)/to treat (to a meal etc)/to request	71	1	"{""v"": 71}"	"{""VERB"": 71}"	"{""ceng2"": 71}"
327	之前	zi1cin4	before/prior to/ago	49	3	"{""d"": 1, ""f"": 17, ""t"": 31}"	"{""ADV"": 49}"	"{""zi1cin4"": 49}"
328	只	zi2|zek3	only/merely/just/but	15	2	"{""c"": 1, ""d"": 14}"	"{""ADV"": 14, ""CCONJ"": 1}"	"{""zi2"": 15}"
329	可	ho2	can/may/able to/to approve/to permit/certain(ly)/to suit/(particle used for emphasis)	19	5	"{""Ag"": 1, ""Vg"": 1, ""Vug"": 1, ""g1"": 15, ""vu"": 1}"	"{""VERB"": 16, ""AUX"": 2, ""ADJ"": 1}"	"{""ho2"": 19}"
330	有時	jau5si4	sometimes/now and then	53	1	"{""d"": 53}"	"{""ADV"": 53}"	"{""jau5si4"": 53}"
331	意思	ji3si1	idea/opinion/meaning/wish/desire	27	1	"{""n"": 27}"	"{""NOUN"": 27}"	"{""ji3si1"": 27}"
332	仲有	zung6jau5	furthermore	1	1	"{""v"": 1}"	"{""VERB"": 1}"	"{""zung6jau5"": 1}"
333	唧	zik1	1. to squeeze/2. to tickle	83	4	"{""c"": 2, ""e"": 1, ""v"": 2, ""y"": 78}"	"{""PART"": 78, ""CCONJ"": 2, ""VERB"": 2, ""INTJ"": 1}"	"{""zek1"": 81, ""zit1"": 2}"
334	陪	pui4	to accompany/to keep sb company	4	1	"{""v"": 4}"	"{""VERB"": 4}"	"{""pui4"": 4}"
335	一齊	jat1cai4	at the same time/simultaneously	51	1	"{""d"": 51}"	"{""ADV"": 51}"	"{""jat1cai4"": 51}"
336	大樹	daai6syu6	tree	0	0	{}	{}	{}
337	老	lou5	prefix used before the surname of a person or a numeral indicating the order of birth of the children in a family or to indicate affection or familiarity/old (of people)/venerable (person)/experienced/of long standing/always/all the time/of the past/very/outdated/(of meat etc) tough	26	1	"{""a"": 26}"	"{""ADJ"": 26}"	"{""lou5"": 26}"
338	依	ji1	according to/depend on/near to	0	0	{}	{}	{}
339	咦	ji4	expression of surprise	93	3	"{""e"": 93}"	"{""INTJ"": 93}"	"{""ji2"": 90, ""ji4"": 1, ""ji6"": 2}"
340	停	ting4	to stop/to halt/to park (a car)	18	1	"{""v"": 18}"	"{""VERB"": 18}"	"{""ting4"": 18}"
341	感覺	gam2gok3	to feel/to become aware of/feeling/sense/perception	34	2	"{""n"": 23, ""v"": 11}"	"{""NOUN"": 23, ""VERB"": 11}"	"{""gam2gok3"": 34}"
342	洗	sai2	to wash/to bathe	26	1	"{""v"": 26}"	"{""VERB"": 26}"	"{""sai2"": 26}"
343	扮	baan6|baan3	to disguise oneself/to dress up/adorn	10	2	"{""Vg"": 1, ""v"": 9}"	"{""VERB"": 10}"	"{""baan6"": 10}"
344	定	ding6	to set/to fix/to determine/to decide/to order/stable/calm	85	6	"{""a"": 3, ""c"": 54, ""d"": 3, ""p"": 1, ""u"": 9, ""v"": 15}"	"{""CCONJ"": 54, ""VERB"": 15, ""PART"": 9, ""ADJ"": 3, ""ADV"": 3, ""ADP"": 1}"	"{""ding6"": 85}"
345	耐	noi6	capable of enduring/able to tolerate/patient/durable/hardy/resistant	55	1	"{""a"": 55}"	"{""ADJ"": 55}"	"{""noi6"": 55}"
346	擁	jung2	to hold/to embrace/to wrap around/to gather around (sb)/to throng/to swarm/to support	0	0	{}	{}	{}
347	本身	bun2san1	itself/in itself/per se	24	2	"{""d"": 15, ""r"": 9}"	"{""ADV"": 15, ""PRON"": 9}"	"{""bun2san1"": 24}"
348	方面	fong1min6	respect/aspect/field/side	31	2	"{""f"": 1, ""n"": 30}"	"{""NOUN"": 30, ""ADV"": 1}"	"{""fong1min6"": 31}"
349	另	ling6	other/another/separate/separately	11	2	"{""b"": 1, ""d"": 10}"	"{""ADV"": 10, ""ADJ"": 1}"	"{""ling6"": 11}"
350	扮汗	*baan6|baan3hon6|hon4|hong6	NO DEF	0	0	{}	{}	{}
351	格	gaak3	square/frame/rule/(legal) case/style/character/standard/pattern/(classical) to obstruct; to hinder/(classical) to arrive; to come/(classical) to investigate; to study exhaustively	4	2	"{""q"": 1, ""v"": 3}"	"{""VERB"": 3, ""NOUN"": 1}"	"{""gaak3"": 4}"
352	不如	bat1jyu4	not equal to/not as good as/inferior to/it would be better to	41	3	"{""c"": 4, ""d"": 3, ""v"": 34}"	"{""VERB"": 34, ""CCONJ"": 4, ""ADV"": 3}"	"{""bat1jyu4"": 41}"
353	今次	*gam1ci3	NO DEF	18	1	"{""t"": 18}"	"{""ADV"": 18}"	"{""gam1ci3"": 18}"
354	城	sing4	city walls/city/town	3	1	"{""n"": 3}"	"{""NOUN"": 3}"	"{""sing4"": 3}"
355	球場	kau4coeng4	stadium/sports ground/court/pitch/field/golf course	1	1	"{""n"": 1}"	"{""NOUN"": 1}"	"{""kau4coeng4"": 1}"
356	多謝	do1ze6	many thanks/thanks a lot	16	2	"{""l1"": 4, ""v"": 12}"	"{""VERB"": 12, ""X"": 4}"	"{""do1ze6"": 16}"
357	汗	hon6|hon4|hong6	perspiration/sweat/Khan (Persian or Mongol king or emperor)/Khan (name)	0	0	{}	{}	{}
358	社會	se5wui2	society	22	1	"{""n"": 22}"	"{""NOUN"": 22}"	"{""se5wui2"": 22}"
359	莊	zong1	farmstead/village/manor/place of business/banker (in a gambling game)/grave or solemn/the committee of a student society (university jargon)	0	0	{}	{}	{}
360	幾好	*gei2|gei1hou2|hou3	NO DEF	0	0	{}	{}	{}
361	彭	pang4	surname Peng	2	1	"{""nr"": 2}"	"{""PROPN"": 2}"	"{""paang4"": 2}"
362	煙	jin1	cigarette/tobacco/smoke	3	1	"{""n"": 3}"	"{""NOUN"": 3}"	"{""jin1"": 3}"
363	遠	jyun5	far/distant/remote	34	1	"{""a"": 34}"	"{""ADJ"": 34}"	"{""jyun5"": 34}"
364	貧大宅	*pan4daai6zaak2	NO DEF	0	0	{}	{}	{}
365	名	ming4|meng4	name/noun (part of speech)/place (e.g. among winners)/famous/classifier for people	30	3	"{""n"": 28, ""q"": 2}"	"{""NOUN"": 30}"	"{""meng2"": 27, ""ming4"": 3}"
366	即刻	zik1hak1	immediately/instant/instantly	45	1	"{""d"": 45}"	"{""ADV"": 45}"	"{""zik1haak1"": 45}"
367	勁	ging6|ging3	strong/powerful/excellent/great|strength/energy/enthusiasm/CL:把[bá]	28	2	"{""a"": 26, ""d"": 2}"	"{""ADJ"": 26, ""ADV"": 2}"	"{""ging6"": 28}"
368	將	zoeng1|zoeng3	will/shall/to use/to take/to checkmate/just a short while ago|general/commander-in-chief (military)/king (chess piece)/to command/to lead	23	3	"{""d"": 10, ""p"": 4, ""v"": 9}"	"{""ADV"": 10, ""VERB"": 9, ""ADP"": 4}"	"{""zoeng1"": 23}"
369	像	zoeng6	(look) like/similar (to)/appearance/to appear/to seem/image/portrait/resemble/seem	0	0	{}	{}	{}
370	二	ji6	two/2	14	2	"{""Tg"": 1, ""m"": 13}"	"{""NUM"": 13, ""ADV"": 1}"	"{""ji6"": 14}"
371	北方	bak1fong1	north/the northern part a country/China north of the Yellow River	0	0	{}	{}	{}
372	仔	zai2|zi2	a son/a suffix used to describe something small/a boy/a kid/a boyfriend/(of domestic animals or fowls) young	60	2	"{""k"": 28, ""n"": 32}"	"{""NOUN"": 32, ""X"": 28}"	"{""zai2"": 60}"
373	半	bun3	half/semi-/incomplete/(after a number) and a half	40	1	"{""m"": 40}"	"{""NUM"": 40}"	"{""bun3"": 40}"
374	東	dung1	east/host (i.e. sitting on east side of guest)/landlord/surname Dong	0	0	{}	{}	{}
375	金字塔	gam1zi6taap3	pyramid	0	0	{}	{}	{}
376	風車	fung1ce1	pinwheel/windmill	0	0	{}	{}	{}
377	越	jyut6	generic word for peoples or states of south China or south Asia at different historical periods/abbr. for Vietnam 越南/to exceed/to climb over/to surpass/the more... the more	20	1	"{""d"": 20}"	"{""ADV"": 20}"	"{""jyut6"": 20}"
378	工	gung1	work/worker/skill/profession/trade/craft/labor	70	2	"{""Ng"": 2, ""n"": 68}"	"{""NOUN"": 70}"	"{""gung1"": 70}"
379	考	haau2	to check/to verify/to test/to examine/to take an exam	102	1	"{""v"": 102}"	"{""VERB"": 102}"	"{""haau2"": 102}"
380	當然	dong1jin4	only natural/as it should be/certainly/of course/without doubt	20	2	"{""d"": 20}"	"{""ADV"": 20}"	"{""dong1jin2"": 1, ""dong1jin4"": 19}"
381	農	nung4	agriculture	0	0	{}	{}	{}
382	碼頭	maa5tau4	"dock/pier/wharf/CL: 個[go]/the idea of a ""pier"" symbolises the leaving of the triad life, one's retirement from the life of a triad or prostitute"	11	1	"{""n"": 11}"	"{""NOUN"": 11}"	"{""maa5tau4"": 11}"
383	礦場	kwong3coeng4	a mine/pit	0	0	{}	{}	{}
384	入	jap6	to enter/to charge (with a crime)/entering tone (classical Chinese)	48	1	"{""v"": 48}"	"{""VERB"": 48}"	"{""jap6"": 48}"
385	女仔	neoi5zai2	girl	32	1	"{""n"": 32}"	"{""NOUN"": 32}"	"{""neoi5zai2"": 32}"
386	引	jan5	to draw (a bow)/to pull/to stretch sth/to extend/to lengthen/to involve in/to attract/to lead/to guide/to divert (water)/unit of distance equal to 10 丈[zhang1], now one-thirtieth km or 33.33 meters	1	1	"{""v"": 1}"	"{""VERB"": 1}"	"{""jan5"": 1}"
387	先至	*sin1zi3	NO DEF	35	1	"{""d"": 35}"	"{""ADV"": 35}"	"{""sin1zi3"": 35}"
388	究竟	gau3ging2	after all (when all is said and done)/actually/outcome/result	22	1	"{""d"": 22}"	"{""ADV"": 22}"	"{""gau3ging2"": 22}"
389	前	cin4	front/forward/ahead/ago/before/first/former/formerly/future/BC (e.g. 前293年)	25	2	"{""Tg"": 1, ""f"": 24}"	"{""ADV"": 25}"	"{""cin4"": 25}"
390	頭	tau4	head/hair style/the top/end/beginning or end/an area/a location/a stub/remnant/chief/boss/side/aspect/first/leading/classifier for pigs or livestock (Mandarin)	36	5	"{""a"": 1, ""b"": 1, ""f"": 5, ""n"": 27, ""q"": 2}"	"{""NOUN"": 29, ""ADV"": 5, ""ADJ"": 2}"	"{""tau4"": 36}"
391	飲	jam2	drink	99	1	"{""v"": 99}"	"{""VERB"": 99}"	"{""jam2"": 99}"
392	暖	nyun5	warm	1	1	"{""a"": 1}"	"{""ADJ"": 1}"	"{""nyun5"": 1}"
393	總之	zung2zi1	in a word/in short/in brief	27	1	"{""d"": 27}"	"{""ADV"": 27}"	"{""zung2zi1"": 27}"
394	完全	jyun4cyun4	complete/whole/totally/entirely	28	1	"{""d"": 28}"	"{""ADV"": 28}"	"{""jyun4cyun4"": 28}"
395	情況	cing4fong3	circumstances/state of affairs/situation	31	1	"{""n"": 31}"	"{""NOUN"": 31}"	"{""cing4fong3"": 31}"
396	甜	tim4	sweet	4	1	"{""a"": 4}"	"{""ADJ"": 4}"	"{""tim4"": 4}"
397	低	dai1	low/beneath/to lower (one's head)/to let droop/to hang down/to incline	17	3	"{""a"": 15, ""ad"": 1, ""u"": 1}"	"{""ADJ"": 15, ""ADV"": 1, ""PART"": 1}"	"{""dai1"": 17}"
398	農莊	nung4zong1	farm/ranch	0	0	{}	{}	{}
399	瀑布	buk6bou3	waterfall	3	1	"{""n"": 3}"	"{""NOUN"": 3}"	"{""buk6bou3"": 3}"
400	五	ng5	five/5	40	1	"{""m"": 40}"	"{""NUM"": 40}"	"{""ng5"": 40}"
401	辛苦	san1fu2	hard/exhausting/with much toil	55	1	"{""a"": 55}"	"{""ADJ"": 55}"	"{""san1fu2"": 55}"
402	股	gu2	share/portion/section/part/thigh/(classifier for smells, electric currents, spirals etc)/whiff	8	2	"{""Ng"": 6, ""q"": 2}"	"{""NOUN"": 8}"	"{""gu2"": 8}"
403	墳場	fan4coeng4	grave	0	0	{}	{}	{}
404	出來	ceot1loi4	to come out/to emerge	137	2	"{""p"": 2, ""v"": 135}"	"{""VERB"": 135, ""ADP"": 2}"	"{""ceot1lai4"": 137}"
405	部	bou6	ministry/department/section/part/division/troops/board/(classifier for works of literature, films, machines etc)	64	2	"{""n"": 3, ""q"": 61}"	"{""NOUN"": 64}"	"{""bou6"": 64}"
406	你講	*nei5gong2	NO DEF	0	0	{}	{}	{}
407	信	seon3	letter/CL:封[feng1]/true/to believe/sign/evidence	60	3	"{""n"": 16, ""v"": 43, ""vn"": 1}"	"{""VERB"": 43, ""NOUN"": 17}"	"{""seon3"": 60}"
408	樹林	syu6lam4	woods/grove/forest	1	1	"{""n"": 1}"	"{""NOUN"": 1}"	"{""syu6lam4"": 1}"
409	禮堂	lai5tong4	assembly hall/auditorium	0	0	{}	{}	{}
410	所	so2	actually/place/classifier for houses, small buildings, institutions etc/that which/particle introducing a relative clause or passive	10	4	"{""p"": 1, ""q"": 1, ""r"": 3, ""u"": 5}"	"{""PART"": 5, ""PRON"": 3, ""ADP"": 1, ""NOUN"": 1}"	"{""so2"": 10}"
411	所謂	so2wai6	so-called	31	4	"{""Vg"": 2, ""a"": 1, ""d"": 22, ""n"": 6}"	"{""ADV"": 22, ""NOUN"": 6, ""VERB"": 2, ""ADJ"": 1}"	"{""so2wai6"": 31}"
412	首先	sau2sin1	first (of all)/in the first place	8	1	"{""d"": 8}"	"{""ADV"": 8}"	"{""sau2sin1"": 8}"
413	國旗	gwok3kei4	flag (of a country)	1	1	"{""n"": 1}"	"{""NOUN"": 1}"	"{""gwok3kei4"": 1}"
414	帶	daai3|daai2	to carry/to lead/to bring/to look after/to raise/area/zone/region|band/belt/girdle/ribbon/CL:條[tìuh]	60	2	"{""n"": 9, ""v"": 51}"	"{""VERB"": 51, ""NOUN"": 9}"	"{""daai2"": 9, ""daai3"": 51}"
415	畫到	*waak6|waa2dou3	NO DEF	0	0	{}	{}	{}
416	燈塔	dang1taap3	lighthouse	0	0	{}	{}	{}
417	講呢	*gong2ne1|ni1|nei1	NO DEF	0	0	{}	{}	{}
418	纜車	laam6ce1	cable car	0	0	{}	{}	{}
419	全部	cyun4bou6	whole/entire/complete	37	2	"{""d"": 27, ""m"": 10}"	"{""ADV"": 27, ""NUM"": 10}"	"{""cyun4bou6"": 37}"
420	重有	zung6jau5	furthermore	9	1	"{""v"": 9}"	"{""VERB"": 9}"	"{""zung6jau5"": 9}"
421	貴	gwai3	expensive/noble/your (name)/precious	96	1	"{""a"": 96}"	"{""ADJ"": 96}"	"{""gwai3"": 96}"
422	四	sei3	four/4	51	1	"{""m"": 51}"	"{""NUM"": 51}"	"{""sei3"": 51}"
423	服務	fuk6mou6	to serve/service	16	2	"{""v"": 4, ""vn"": 12}"	"{""NOUN"": 12, ""VERB"": 4}"	"{""fuk6mou6"": 16}"
424	書	syu1	book/letter/same as 書經|书经 Book of History	53	1	"{""n"": 53}"	"{""NOUN"": 53}"	"{""syu1"": 53}"
425	覺	gaau3|gok3	a nap/a sleep/CL:場[chèuhng](Mandarin)/CL:個[go]|feel/find that/thinking/awake/aware	25	3	"{""Ng"": 2, ""g1"": 11, ""v"": 12}"	"{""VERB"": 23, ""NOUN"": 2}"	"{""gaau3"": 2, ""gok3"": 23}"
426	本	bun2	roots or stems of plants/origin/source/this/the current/root/foundation/basis/(classifier for books, periodicals, files etc)	79	2	"{""b"": 1, ""q"": 78}"	"{""NOUN"": 78, ""ADJ"": 1}"	"{""bun2"": 79}"
427	特別	dak6bit6	especially/special/particular/unusual	43	2	"{""a"": 6, ""d"": 37}"	"{""ADV"": 37, ""ADJ"": 6}"	"{""dak6bit6"": 43}"
428	得到	dak1dou2	to get/to obtain/to receive	14	2	"{""v"": 14}"	"{""VERB"": 14}"	"{""dak1dou2"": 8, ""dak1dou3"": 6}"
