path	size_bytes	sha256	category
canto-span-checkpoint-CP021B-R24.json	2450	907d5cc010f377668662f7b5d2a1e9d1eb126e607825f5082b6e9eafa30c6c98	superseded_top_level_checkpoint_or_summary
canto-span-checkpoint-CP021B-R25.json	1831	cca76545b4494aa3f04f5ea1a4676074956017d9b96b55ab0e28ac0156d44fa1	superseded_top_level_checkpoint_or_summary
canto-span-checkpoint-CP021B-R26.json	1671	bc059a7d258d1789db4af15617f987fc6b8d8dbf4f4ddd604c17717d57c5df6e	superseded_top_level_checkpoint_or_summary
canto-span-checkpoint-CP021B-R27.json	2153	22974f6f7d190de1df10d08540dcd9c0f1592e4adfab214d4fc98c1fe8f26b94	superseded_top_level_checkpoint_or_summary
canto-span-checkpoint-CP021B-R28.json	3157	3a0520269b454c81fbf97712056d6dfc56d2cf084f223ca82a372192471e00b2	superseded_top_level_checkpoint_or_summary
canto-span-checkpoint-CP021B-R29.json	2107	e11598d1e9265ccecb96a0baebba50ea6da1b1bcda40f91fbb01072d86c47a39	superseded_top_level_checkpoint_or_summary
canto-span-checkpoint-CP021B-R3.json	2750	6016aaa6b450d9a3fc975e90e8a3dd010c1194339c29a9ae41d7dc27fed36f0c	superseded_top_level_checkpoint_or_summary
canto-span-checkpoint-CP021B-R30.json	2168	ed635811eb540184d54e3211091f296c2dc433c22501f506810d14aa028536ce	superseded_top_level_checkpoint_or_summary
canto-span-checkpoint-CP021B-R31.json	2159	16aa21dab74ce2a688a13a43ea945525abd7c1504c0965620a7ae947e316ac27	superseded_top_level_checkpoint_or_summary
canto-span-checkpoint-CP021B-R32.json	2432	a69b4643735339b5ff29761830752eded2d519bb87c99e85da80fa783fb14792	superseded_top_level_checkpoint_or_summary
canto-span-checkpoint-CP021B-R33.json	2634	d7202e600f86e86d4f7444869e10c711c3b41b4d8605861912f0e28ac37a8599	superseded_top_level_checkpoint_or_summary
canto-span-checkpoint-CP021B-R34.json	1460	7c1fb4f7eb46a83537c27919bc61ee8ee97a0ad4e4f1e63bbd249b0d2d4bd3d2	superseded_top_level_checkpoint_or_summary
canto-span-checkpoint-CP021B-R35.json	2222	eea801f767a47462e812f2016b499e1f77f79fc4e07393b65eda9ddff21ee6bc	superseded_top_level_checkpoint_or_summary
canto-span-checkpoint-CP021B-R36.json	2446	9e60c4f3b41f89e3d243d3fe2a1c4bd0fcca997f7419965b20a65be341f1d063	superseded_top_level_checkpoint_or_summary
canto-span-checkpoint-CP021B-R4.json	2435	06498d5538c919df5d88e2417e9033514184b02c7e6d8c7b1332653c2ff8faea	superseded_top_level_checkpoint_or_summary
canto-span-checkpoint-CP021B-R5.json	2707	25769694af8a636115eea634bd754f0b512502a835af23b5f1863494062990cb	superseded_top_level_checkpoint_or_summary
canto-span-checkpoint-CP021B-R6.json	1124	e798aa36f37a13fa05e3280a74ce72a6cc74670f44b794174ee2285c53fb6a70	superseded_top_level_checkpoint_or_summary
canto-span-checkpoint-CP021B-R7.json	1145	040e14b6a8fa4b5934549c81f81b71927c9cc1c94a24320e0028fd417a487825	superseded_top_level_checkpoint_or_summary
canto-span-checkpoint-CP021B-R8.json	1282	3c092f76eab3a79049b99133aa3c6c3fb292413ed962b57cd1a4d3b602f4e3f7	superseded_top_level_checkpoint_or_summary
canto-span-checkpoint-CP021B-R9.json	1353	2eb95cfb05ca9b29793d20c4a02d79c55a7fba0d5a17c3c51c3fa9e2d5582ae9	superseded_top_level_checkpoint_or_summary
canto-span-checkpoint-CP021B-SF.json	4235	cd304378f49f49bba910dd129bbabc9aba1bae94105e3c9178e2724a958be341	superseded_top_level_checkpoint_or_summary
canto-span-checkpoint-CP021B-SY.json	3307	77314cc1f9b2020267052a65d0af6f8836dd11d9440662b25514b265604a51cc	superseded_top_level_checkpoint_or_summary
canto-span-checkpoint-CP022-I1A-I02-D1.json	2935	6759e387bd87dcb21a17224f4450fb0973fb8834f04c82ccfbc35d5d56ddb39a	superseded_top_level_checkpoint_or_summary
canto-span-checkpoint-CP022-I1A-I02-R1.json	2265	8bdf02bb93df37972c110adf05aaed86d18d1f275f35e433805d44f3d6c5e369	superseded_top_level_checkpoint_or_summary
canto-span-checkpoint-CP022-I1A-I04-R1.json	1986	132a28eafd6e198aa83ea790fb833311a445c3aaf4cc08c642b90d3e4fad9dbb	superseded_top_level_checkpoint_or_summary
cp020r2-lane01-rendered-spatial-kinship-role-correction-test-v0.5.174.md	7992	aab76d03d4e7576b1c87351f14cf9a3d0e7f183861e6835d4e5e08a79b8afc10	superseded_top_level_checkpoint_or_summary
docs/history/CP021B-LX1-PROGRESS-SNAPSHOT/CANTO-SPAN-CHECKPOINT-CP021B-LX1-PROGRESS-SNAPSHOT.json	2798	335d36686f284d17b9f13a3e07116c6ad5781c0ce3b0aff5dc541df46ef71b96	historical_documentation
docs/history/CP021B-LX1-PROGRESS-SNAPSHOT/CANTO-SPAN-CHECKPOINT-CP021B-LX1-PROGRESS-SNAPSHOT.md	2291	7703c2a342ee9b9a2d58958ecb903c774a19b39b4fadc4f52a1b0ceef16bef52	historical_documentation
docs/history/CP021B-R2-PRECONSOLIDATION/CANTO-SPAN-CHECKPOINT-CP021B-R2.md	428	235cf0ddaf8d6ecfa5df53aaa39c8971e339afebb02fb3c342c9115d6d0b67aa	historical_documentation
docs/history/CP021B-R2-PRECONSOLIDATION/CP021B-R2-RESEARCH-CHECKPOINT.md	2723	3d36d39bbf32c1df82c16452c0ceb0e418dc3752bea2738801951e20a679a68c	historical_documentation
docs/history/CP021B-R2-PRECONSOLIDATION/LANE-09-MOTION-LOCATION-SOURCE-MAP-CP021B-R2.md	7277	f47d3b680d98c6f57e965f9d86e735fc895956359d9203a4344d141f14e7aec3	historical_documentation
docs/history/CP021B-R2-PRECONSOLIDATION/PARSER-CONSTRUCTION-SOURCE-COVERAGE-CP021B-R2.md	1366	3e84a455c1e7dea25807d2f20b8d5e771544ed5c36fb84a6dceb94f033e99e6a	historical_documentation
docs/history/CP021B-R2-PRECONSOLIDATION/PARSER-CONSTRUCTION-SOURCE-COVERAGE-CP021B-R2.tsv	50187	9496ef7da6b199da69ce6a5eee60ae1397abefe0860b1137b689034259e4b1ee	historical_documentation
docs/history/CP021B-R2-PRECONSOLIDATION/PARSER-CONSTRUCTION-SOURCE-LINKS-CP021B-R2.md	2703	78babfbfd25e21f2d052c1c02256469015c89d9c52e23266e439eec1b5305e5a	historical_documentation
docs/history/CP021B-R2-PRECONSOLIDATION/PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R2.tsv	30374	c780f8307512b411f2298f5ff6b9aa4afa7590370a6b47fdcb882c3dcc45ce64	historical_documentation
docs/history/CP021B-R2-PRECONSOLIDATION/PARSER-CONSTRUCTION-SOURCE-REGISTER-CP021B-R2.tsv	11228	3927bcfb37b6a345ad809b26becdbc4ecc05128950eb9d6ec777d59659d1f384	historical_documentation
docs/history/CP021B-R2-PRECONSOLIDATION/audit-lane09-source-mapping-CP021B-R2.js	4543	8aefce1356a93e14209a73262fd8bb0e9fd7cab4ea3692f6b320749575c856fa	historical_documentation
docs/history/CP021B-R2-PRECONSOLIDATION/canto-span-checkpoint-CP021B-R2.json	2430	334148c1e400a0f87091bd3dd01c483847612433d4d6b8ee8b92f865b5545bd4	historical_documentation
docs/research/CP020R2-RENDERED-ACCEPTANCE-REVIEW.md	7506	5727601de5c46261a6bc464386242569f096b0ef181946612c617eb43e898429	historical_render_review_record
docs/research/CP021B-IM1-ONE-SHOT-HELDOUT-ADJUDICATION.md	10755	43ccef0511add96747f77d827623ef76001df33f5d712eb4a06e19a6e63992b0	historical_heldout_adjudication_record
docs/research/CP021B-R1-RESEARCH-CHECKPOINT.md	4719	16453ea2a64daa580e4486587b2a991ccc520bdb8089247186bd2f894a062e23	superseded_research_checkpoint_or_search_log
docs/research/CP021B-R10-RESEARCH-CHECKPOINT.md	2282	c42be22ef6dbec3b2e309f15f6b93e691fc2960354daf1563ea6eb84440d140a	superseded_research_checkpoint_or_search_log
docs/research/CP021B-R10-SOURCE-SEARCH-LOG.tsv	2564	16b1efb591434a6829d06d36e5cb49e05257d5075e9196503bf5309c0e60a11d	superseded_research_checkpoint_or_search_log
docs/research/CP021B-R11-RESEARCH-CHECKPOINT.md	2313	e01c49f9358b24945c5354927cffc2a145249e9d2dc10c1540529e83f9154cb4	superseded_research_checkpoint_or_search_log
docs/research/CP021B-R11-SOURCE-SEARCH-LOG.tsv	2348	ac9f769f9a8c424181eb9f4a6eccee3052cd1805bf44d811f3c4e43bd4a2ab6d	superseded_research_checkpoint_or_search_log
docs/research/CP021B-R12-RESEARCH-CHECKPOINT.md	2297	7a44eb3f7c43540bdf3b4d850ebd9af3000076ddb39c5107f960e05b8f743f71	superseded_research_checkpoint_or_search_log
docs/research/CP021B-R12-SOURCE-SEARCH-LOG.tsv	2560	5f16859c280845b40d3321870a230f214a8246c3e731c76769145c0195b19dbe	superseded_research_checkpoint_or_search_log
docs/research/CP021B-R13-RESEARCH-CHECKPOINT.md	2638	241de82e9dfa4fddb56aa4dd375920e91381f528af1c9ba470b0e79d1a6a0fdd	superseded_research_checkpoint_or_search_log
docs/research/CP021B-R13-SOURCE-SEARCH-LOG.tsv	2288	965f264b408501911b2707876af3f8dcbb24fae929158899daa63f8c00f27615	superseded_research_checkpoint_or_search_log
docs/research/CP021B-R14-RESEARCH-CHECKPOINT.md	2190	3b9b864cf4ac56cc69e89e200c5d041bc10c32e65d1c8a5c0c91017d6b66d534	superseded_research_checkpoint_or_search_log
docs/research/CP021B-R14-SOURCE-SEARCH-LOG.tsv	1920	af13481c565190ee6d8df35775b850ebd22362f69fa0414996dc4b5a0af83965	superseded_research_checkpoint_or_search_log
docs/research/CP021B-R15-RESEARCH-CHECKPOINT.md	2657	4f48e0d397ed45209647b891e7972b246a21cb9c64d17e5955b5525dd8ddb31d	superseded_research_checkpoint_or_search_log
docs/research/CP021B-R15-SOURCE-SEARCH-LOG.tsv	2738	8cc46ca98021a07ba70d3a11799ecf9ad0b37ae7d325bcce5d71b0d9103dc3dd	superseded_research_checkpoint_or_search_log
docs/research/CP021B-R16-RESEARCH-CHECKPOINT.md	1885	0b12957bee828590c0554731dfd4d9d2379d5f8e720b68e273cef07407eb3794	superseded_research_checkpoint_or_search_log
docs/research/CP021B-R16-SOURCE-SEARCH-LOG.tsv	2510	0bc2394c06321f9e95071c677ab562895c89ad7adc6dadb289618806dfac066f	superseded_research_checkpoint_or_search_log
docs/research/CP021B-R17-RESEARCH-CHECKPOINT.md	2006	c88abd2c5d93e0ae18a1fa331bc4e85427371c3df29e04fea1c70afd4d7c6a36	superseded_research_checkpoint_or_search_log
docs/research/CP021B-R17-SOURCE-SEARCH-LOG.tsv	3489	a8372bfa4ce4dd10b6fb433d27d802ba09d8e5b39983f255e13bbd03867b9680	superseded_research_checkpoint_or_search_log
docs/research/CP021B-R18-RESEARCH-CHECKPOINT.md	2414	72bd8a4905a3dc3da8fd01ea10d2ea368240fd5ff8d2b222e38f838c7a0118b2	superseded_research_checkpoint_or_search_log
docs/research/CP021B-R18-SOURCE-SEARCH-LOG.tsv	2904	e87eab9745f579e07a1a6b65ef52320ebd6f7c33d4c183ee2cab46cbfacd27ce	superseded_research_checkpoint_or_search_log
docs/research/CP021B-R19-RESEARCH-CHECKPOINT.md	2249	09e3ee584e36833681f12590df43e66f19ec2b7389a3cc08784a7391ab9af669	superseded_research_checkpoint_or_search_log
