id	ordinal	item_type	turn	speaker	vocabulary_ordinal	source_cantonese	source_jyutping	source_english	source_hash	source_dialog_exact_surface_present	previous_turn_id	next_turn_id	deduplication_relation	ingress_classification	runtime_lexical_owners	canonical_exact_owners	supporting_exact_owners	review_flags	review_state
GLOSSIKA-YUEHK-A1-DLG-012-20260222-I011	11	dialog_turn	11	張美玲		嘩，你好叻喎！	/waa3, nei5 hou2 lek1 wo3!/		sha256:ce2f836d2f0e55a3c06242e72d8075454827d2e47eb4eae6a4b21f7806e7b795		GLOSSIKA-YUEHK-A1-DLG-012-20260222-I010	GLOSSIKA-YUEHK-A1-DLG-012-20260222-I012	no_project_match	naturalness_review_candidate				naturalness_review_candidate|swimming_ability_learning_style_review|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-012-20260222-I012	12	dialog_turn	12	黃志明		唔係好叻，一般啫。	/m4 hai6 hou2 lek1, jat1 bun1 ze1./		sha256:89f8f4416984c68230ab4936dbf203d26d95ec46c8a71d545aaf98db5a25ae68		GLOSSIKA-YUEHK-A1-DLG-012-20260222-I011	GLOSSIKA-YUEHK-A1-DLG-012-20260222-I013	no_project_match	naturalness_review_candidate				naturalness_review_candidate|swimming_ability_learning_style_review|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-012-20260222-I013	13	dialog_turn	13	張美玲		我淨係識蛙式。	/ngo5 zing6 hai6 sik1 waa1 sik1./		sha256:6ff6f949a318d0046a8235740afacf61206369b5e3d8180a54792073b7a4b3e8		GLOSSIKA-YUEHK-A1-DLG-012-20260222-I012	GLOSSIKA-YUEHK-A1-DLG-012-20260222-I014	no_project_match	naturalness_review_candidate				naturalness_review_candidate|swimming_ability_learning_style_review|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-012-20260222-I014	14	dialog_turn	14	黃志明		蛙式都好好呀。	/waa1 sik1 dou1 hou2 hou2 aa3./		sha256:2342c9a99893e04a26b6ab61b3a6efd714c6dc8e38344db7143a9c2edc7686e0		GLOSSIKA-YUEHK-A1-DLG-012-20260222-I013	GLOSSIKA-YUEHK-A1-DLG-012-20260222-I015	no_project_match	naturalness_review_candidate				naturalness_review_candidate|swimming_ability_learning_style_review|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-012-20260222-I015	15	dialog_turn	15	張美玲		你平時去邊度游水？	/nei5 ping4 si4 heoi3 bin1 dou6 jau4 seoi2?/		sha256:789bd8f47a63e29174e772f791c96db9d17e96b208fac430198917f3a994adad		GLOSSIKA-YUEHK-A1-DLG-012-20260222-I014	GLOSSIKA-YUEHK-A1-DLG-012-20260222-I016	no_project_match	naturalness_review_candidate				naturalness_review_candidate|pool_location_cost_review|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-012-20260222-I016	16	dialog_turn	16	黃志明		我去公眾泳池。	/ngo5 heoi3 gung1 zung3 wing6 ci4./		sha256:c66aa0e6b6955866302e11a8821c2561853a1f481e4e21c1cc6d72591ff625d0		GLOSSIKA-YUEHK-A1-DLG-012-20260222-I015	GLOSSIKA-YUEHK-A1-DLG-012-20260222-I017	no_project_match	naturalness_review_candidate				naturalness_review_candidate|pool_location_cost_review|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-012-20260222-I017	17	dialog_turn	17	張美玲		邊個公眾泳池呀？	/bin1 go3 gung1 zung3 wing6 ci4 aa3?/		sha256:8a913b0ebd3c73aba6627164795cf4e0770dea9c402d6c49cee1b2c21e56f3c6		GLOSSIKA-YUEHK-A1-DLG-012-20260222-I016	GLOSSIKA-YUEHK-A1-DLG-012-20260222-I018	no_project_match	naturalness_review_candidate				naturalness_review_candidate|pool_location_cost_review|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-012-20260222-I018	18	dialog_turn	18	黃志明		維多利亞公園嗰個。	/wai4 do1 lei6 aa3 gung1 jyun2 go2 go3./		sha256:80b62669c953f6f3a7874df4cc8a593eecdde5953b66b2e3beb74ce09de7aa74		GLOSSIKA-YUEHK-A1-DLG-012-20260222-I017	GLOSSIKA-YUEHK-A1-DLG-012-20260222-I019	no_project_match	naturalness_review_candidate				naturalness_review_candidate|pool_location_cost_review|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-012-20260222-I019	19	dialog_turn	19	張美玲		哦，嗰度幾好。	/o4, go2 dou6 gei2 hou2./		sha256:1cc2e62f4e1ce7c72e523bbb688792f604ad9e22ab4cc109865f01bab522ecf3		GLOSSIKA-YUEHK-A1-DLG-012-20260222-I018	GLOSSIKA-YUEHK-A1-DLG-012-20260222-I020	no_project_match	naturalness_review_candidate				naturalness_review_candidate|pool_location_cost_review|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-012-20260222-I020	20	dialog_turn	20	黃志明		係呀，又近又平。	/hai6 aa3, jau6 kan5 jau6 peng4./		sha256:304c27527b129f1ab7d1359424c5b46f7e4b8aa33501d102a5d5e9f6d32b8bb3		GLOSSIKA-YUEHK-A1-DLG-012-20260222-I019	GLOSSIKA-YUEHK-A1-DLG-012-20260222-I021	no_project_match	naturalness_review_candidate				naturalness_review_candidate|pool_location_cost_review|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-012-20260222-I021	21	dialog_turn	21	張美玲		入場費幾多錢？	/jap6 coeng4 fai3 gei2 do1 cin2?/		sha256:9a5fa1fb358c5e058ac25aac2d5a739718c3c2d040d98af24e3c0a368ae16a61		GLOSSIKA-YUEHK-A1-DLG-012-20260222-I020	GLOSSIKA-YUEHK-A1-DLG-012-20260222-I022	no_project_match	naturalness_review_candidate				naturalness_review_candidate|pool_location_cost_review|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-012-20260222-I022	22	dialog_turn	22	黃志明		十九蚊啫。	/sap6 gau2 man1 ze1./		sha256:f7c91a3a50d188bf4048d8b52c0507d8cef4f731b23745bc94a14e90823878ea		GLOSSIKA-YUEHK-A1-DLG-012-20260222-I021	GLOSSIKA-YUEHK-A1-DLG-012-20260222-I023	no_project_match	naturalness_review_candidate				naturalness_review_candidate|pool_location_cost_review|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-012-20260222-I023	23	dialog_turn	23	張美玲		真係好平喎！	/zan1 hai6 hou2 peng4 wo3!/		sha256:dc319022e6ddef5fc138c7d3be8de5ecae9dc55fe6ae301141f8408169ba5547		GLOSSIKA-YUEHK-A1-DLG-012-20260222-I022	GLOSSIKA-YUEHK-A1-DLG-012-20260222-I024	no_project_match	naturalness_review_candidate				naturalness_review_candidate|pool_location_cost_review|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-012-20260222-I024	24	dialog_turn	24	黃志明		係呀，所以好多人去。	/hai6 aa3, so2 ji5 hou2 do1 jan4 heoi3./		sha256:5306171e9f82711820fd059915fe2892e829dec1b9fcfdbb47e416b7c30d1b18		GLOSSIKA-YUEHK-A1-DLG-012-20260222-I023	GLOSSIKA-YUEHK-A1-DLG-012-20260222-I025	no_project_match	naturalness_review_candidate				naturalness_review_candidate|pool_location_cost_review|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-012-20260222-I025	25	dialog_turn	25	張美玲		你今個星期六得唔得閒？	/nei5 gam1 go3 sing1 kei4 luk6 dak1 m4 dak1 haan4?/		sha256:56e95b60db253fadf74f17a49982279dc70d0b6aa25491420e6eb552d2c4ff2f		GLOSSIKA-YUEHK-A1-DLG-012-20260222-I024	GLOSSIKA-YUEHK-A1-DLG-012-20260222-I026	no_project_match	naturalness_review_candidate				naturalness_review_candidate|availability_meeting_plan_review|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-012-20260222-I026	26	dialog_turn	26	黃志明		得閒呀，做咩呀？	/dak1 haan4 aa3, zou6 me1 aa3?/		sha256:b976c0fdd69ca2ef25d402a93920bfa36fc7447a17ce1529d44090cc8af387a8		GLOSSIKA-YUEHK-A1-DLG-012-20260222-I025	GLOSSIKA-YUEHK-A1-DLG-012-20260222-I027	no_project_match	naturalness_review_candidate				naturalness_review_candidate|availability_meeting_plan_review|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-012-20260222-I027	27	dialog_turn	27	張美玲		不如一齊去游水？	/bat1 jyu4 jat1 cai4 heoi3 jau4 seoi2?/		sha256:6cdcb87a663c9036bdfc1cc972231e24647cebb4145723644862d7ba823b4dde		GLOSSIKA-YUEHK-A1-DLG-012-20260222-I026	GLOSSIKA-YUEHK-A1-DLG-012-20260222-I028	no_project_match	naturalness_review_candidate				naturalness_review_candidate|availability_meeting_plan_review|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-012-20260222-I028	28	dialog_turn	28	黃志明		好呀！幾點去？	/hou2 aa3! gei2 dim2 heoi3?/		sha256:03ceaa1cc1a5751bc0a37ea44b6e38ab7a2ab5f031ac5561e3e0d8dde6b6d240		GLOSSIKA-YUEHK-A1-DLG-012-20260222-I027	GLOSSIKA-YUEHK-A1-DLG-012-20260222-I029	no_project_match	naturalness_review_candidate				naturalness_review_candidate|availability_meeting_plan_review|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-012-20260222-I029	29	dialog_turn	29	張美玲		下晝三點得唔得？	/haa6 zau3 saam1 dim2 dak1 m4 dak1?/		sha256:ef28ba33324d65a7b63aba5615c5ccb9e4945aae78fe95f7bd0a9c38fb14f46d		GLOSSIKA-YUEHK-A1-DLG-012-20260222-I028	GLOSSIKA-YUEHK-A1-DLG-012-20260222-I030	normalized_duplicate_candidate	naturalness_review_candidate				naturalness_review_candidate|availability_meeting_plan_review|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-012-20260222-I030	30	dialog_turn	30	黃志明		得呀，冇問題。	/dak1 aa3, mou5 man6 tai4./		sha256:1f10a973575353c10add41c1e9136907133cf8ce4a498ae8837188c2b0a0a95f		GLOSSIKA-YUEHK-A1-DLG-012-20260222-I029	GLOSSIKA-YUEHK-A1-DLG-012-20260222-I031	normalized_duplicate_candidate	naturalness_review_candidate				naturalness_review_candidate|availability_meeting_plan_review|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-012-20260222-I031	31	dialog_turn	31	張美玲		我哋邊度見？	/ngo5 dei6 bin1 dou6 gin3?/		sha256:3354cb6ce354e62f2f88425348fc7a9f6afee861432ffe0c17e7bfa86fe712f2		GLOSSIKA-YUEHK-A1-DLG-012-20260222-I030	GLOSSIKA-YUEHK-A1-DLG-012-20260222-I032	no_project_match	naturalness_review_candidate				naturalness_review_candidate|availability_meeting_plan_review|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-012-20260222-I032	32	dialog_turn	32	黃志明		泳池門口見，好唔好？	/wing6 ci4 mun4 hau2 gin3, hou2 m4 hou2?/		sha256:f2e533cbe33e74f91740cc82c9e861b50c32691f385b685713bb2010e3d0b825		GLOSSIKA-YUEHK-A1-DLG-012-20260222-I031	GLOSSIKA-YUEHK-A1-DLG-012-20260222-I033	no_project_match	naturalness_review_candidate				naturalness_review_candidate|availability_meeting_plan_review|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-012-20260222-I033	33	dialog_turn	33	張美玲		好呀，我帶咩呀？	/hou2 aa3, ngo5 daai3 me1 aa3?/		sha256:aaf53fdb7ca6b73fb39c0e4cb480a23a923c9801b06cbad3588e18071c728572		GLOSSIKA-YUEHK-A1-DLG-012-20260222-I032	GLOSSIKA-YUEHK-A1-DLG-012-20260222-I034	no_project_match	naturalness_review_candidate				naturalness_review_candidate|equipment_preparation_review|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-012-20260222-I034	34	dialog_turn	34	黃志明		帶泳衣同埋毛巾。	/daai3 wing6 ji1 tung4 maai4 mou4 gan1./		sha256:cf3e1aec9ca240e0cfbac365ae2dd8f7f8290a863c19e86dacc9107362eccd76		GLOSSIKA-YUEHK-A1-DLG-012-20260222-I033	GLOSSIKA-YUEHK-A1-DLG-012-20260222-I035	no_project_match	naturalness_review_candidate				naturalness_review_candidate|equipment_preparation_review|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-012-20260222-I035	35	dialog_turn	35	張美玲		使唔使帶泳鏡？	/sai2 m4 sai2 daai3 wing6 geng2?/		sha256:02e8d0e86fcbf9e45b22cebaf1098485a32794e8eaf25fc9f95cf74ab366ebbe		GLOSSIKA-YUEHK-A1-DLG-012-20260222-I034	GLOSSIKA-YUEHK-A1-DLG-012-20260222-I036	no_project_match	naturalness_review_candidate				naturalness_review_candidate|equipment_preparation_review|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-012-20260222-I036	36	dialog_turn	36	黃志明		最好帶埋。	/zeoi3 hou2 daai3 maai4./		sha256:82dcc9f00c579b649cc0b55c9996a064f196050093df0a0c2b19ca809c12bec6		GLOSSIKA-YUEHK-A1-DLG-012-20260222-I035	GLOSSIKA-YUEHK-A1-DLG-012-20260222-I037	no_project_match	naturalness_review_candidate				naturalness_review_candidate|equipment_preparation_review|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-012-20260222-I037	37	dialog_turn	37	張美玲		好，我記住喇。	/hou2, ngo5 gei3 zyu6 laa3./		sha256:97c3976d15155e107d187a25769b97cdc709817a9e84563696f5d283aa144f19		GLOSSIKA-YUEHK-A1-DLG-012-20260222-I036	GLOSSIKA-YUEHK-A1-DLG-012-20260222-I038	no_project_match	naturalness_review_candidate				naturalness_review_candidate|equipment_preparation_review|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-012-20260222-I038	38	dialog_turn	38	黃志明		如果落雨點算？	/jyu4 gwo2 lok6 jyu5 dim2 syun3?/		sha256:686ec4b7c345f4dcc50a1fb3cfa74dd3c9e56e4b2e67e6faf80b8deafca339d5		GLOSSIKA-YUEHK-A1-DLG-012-20260222-I037	GLOSSIKA-YUEHK-A1-DLG-012-20260222-I039	exact_duplicate_candidate	naturalness_review_candidate			data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-DLG-007-20260111/crosswalk.json|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-DLG-007-20260111/items.tsv|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-DLG-007-20260111/source.json	naturalness_review_candidate|weather_contingency_review|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-012-20260222-I039	39	dialog_turn	39	張美玲		咁就改第二日囉。	/gam2 zau6 goi2 dai6 ji6 jat6 lo1./		sha256:f1630e7cd5ed2e39f42cdd41b393600246563bd455ec848a945e74d49872ed2f		GLOSSIKA-YUEHK-A1-DLG-012-20260222-I038	GLOSSIKA-YUEHK-A1-DLG-012-20260222-I040	no_project_match	naturalness_review_candidate				naturalness_review_candidate|weather_contingency_review|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-012-20260222-I040	40	dialog_turn	40	黃志明		好，咁就星期六見。	/hou2, gam2 zau6 sing1 kei4 luk6 gin3./		sha256:ab949e91e0c56ebf37036085a89e080258a7dc4ea9676170b7de674dc1cabfee		GLOSSIKA-YUEHK-A1-DLG-012-20260222-I039		no_project_match	naturalness_review_candidate				naturalness_review_candidate|weather_contingency_review|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-012-20260222-I041	41	lexical_entry			1	識唔識	sik1 m4 sik1	know how to or not; can you	sha256:aead46602891891daf666b77e323195b313ab99336dd487112c088044c7c8a57	true			exact_duplicate_candidate	exact_duplicate			data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-DLG-007-20260111/crosswalk.json|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-DLG-007-20260111/items.tsv|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-DLG-007-20260111/review.json|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-DLG-007-20260111/source.json|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-DLG-011-20260215/crosswalk.json|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-DLG-011-20260215/items.tsv|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-DLG-011-20260215/review.json|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-DLG-011-20260215/source.json|docs/research/LANE-07-A-NOT-A-QUESTIONS-SOURCE-MAP-CP021B-R7.md	ability_a_not_a_review	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-012-20260222-I042	42	lexical_entry			2	游水	jau4 seoi2	to swim; swimming	sha256:4310d2e0308cc90e022e44dccef0af460a9928114379ea3742b0e69cc8f59f57	true			exact_duplicate_candidate	exact_duplicate		src/runtime-resources/lexicon/productive-vo.js|src/runtime-resources/lexicon/token-lexicon/referents-and-boundaries.js|src/runtime-resources/presentation/learner-glosses.js	data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-W16-20260705/items.tsv|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-W16-20260705/review.json|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-W16-20260705/source.json|docs/research/COVERB-MANNER-EVENT-MODIFICATION-SOURCE-MAP-CP021B-R23.md|docs/research/PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R37.tsv|tests/tooling/lexicon/glossika-week16-runtime-lexicon.test.js	swimming_event_review	REQUIRES_EXPERT_CONTEXT_REVIEW
