candidate_id	source_file	source_file_sha256	file_index_zero_based	turn_index_zero_based	token_index_zero_based	participant	matched_surface_span	text	previous_text	next_text	tokens_json	annotation_status
ab30-bfc6dc2618ab348bf07a	FC-005b_v2.cha	91e91321966b1ff126280a045553c91ec40d0f45daf3beba4fe5e84a7181f868	2	145	5	XXA	摺咗佢	你千祈唔好摺咗佢諗住易躉啊.	我有啊,我有好多啊.	我有好多啊.	"[{""word"":""你"",""pos"":""r"",""jyutping"":""nei5""},{""word"":""千祈"",""pos"":""d"",""jyutping"":""cin1kei4""},{""word"":""唔"",""pos"":""d"",""jyutping"":""m4""},{""word"":""好"",""pos"":""vu"",""jyutping"":""hou2""},{""word"":""摺"",""pos"":""v"",""jyutping"":""zip3""},{""word"":""咗"",""pos"":""u"",""jyutping"":""zo2""},{""word"":""佢"",""pos"":""r"",""jyutping"":""keoi5""},{""word"":""諗"",""pos"":""v"",""jyutping"":""nam2""},{""word"":""住"",""pos"":""u"",""jyutping"":""zyu6""},{""word"":""易"",""pos"":""a"",""jyutping"":""ji6""},{""word"":""躉"",""pos"":""v"",""jyutping"":""dan2""},{""word"":""啊"",""pos"":""y"",""jyutping"":""aa3""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
ab30-c5c9339e9bb253c223b8	FC-005b_v2.cha	91e91321966b1ff126280a045553c91ec40d0f45daf3beba4fe5e84a7181f868	2	156	20	XXB	賣咗佢	"係啊,噉所以就我話""哎吔,你俾我嘞,我幫你賣咗佢嘞."	有𡃉,有價錢𡃉而家.	唔只值十蚊𡃉而家,我好似見過,佢唔知高幾多價錢收購𡃉,係高啲𡃉,所有未用過嘅十蚊紙.	"[{""word"":""係"",""pos"":""v"",""jyutping"":""hai6""},{""word"":""啊"",""pos"":""y"",""jyutping"":""aa3""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""噉"",""pos"":""c"",""jyutping"":""gam2""},{""word"":""所以"",""pos"":""c"",""jyutping"":""so2ji5""},{""word"":""就"",""pos"":""d"",""jyutping"":""zau6""},{""word"":""我"",""pos"":""r"",""jyutping"":""ngo5""},{""word"":""話"",""pos"":""v"",""jyutping"":""waa6""},{""word"":""\"""",""pos"":"""",""jyutping"":null},{""word"":""哎吔"",""pos"":""e"",""jyutping"":""ai1jaa3""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""你"",""pos"":""r"",""jyutping"":""nei5""},{""word"":""俾"",""pos"":""v"",""jyutping"":""bei2""},{""word"":""我"",""pos"":""r"",""jyutping"":""ngo5""},{""word"":""嘞"",""pos"":""y"",""jyutping"":""laak3""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""我"",""pos"":""r"",""jyutping"":""ngo5""},{""word"":""幫"",""pos"":""v"",""jyutping"":""bong1""},{""word"":""你"",""pos"":""r"",""jyutping"":""nei5""},{""word"":""賣"",""pos"":""v"",""jyutping"":""maai6""},{""word"":""咗"",""pos"":""u"",""jyutping"":""zo2""},{""word"":""佢"",""pos"":""r"",""jyutping"":""keoi5""},{""word"":""嘞"",""pos"":""y"",""jyutping"":""laak3""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
ab30-c70b7d31e0527a2659fd	FC-009b_v.cha	c9bfd5c37661f770dd4d42712f8484fdeb720eafc25e363ec3779da6aa48cdf5	3	0	4	XXA	過咗我	啲人係噉過咗我喎.		噉係噉跑,好似-跑-即係跑唔到噉樣囖.	"[{""word"":""啲"",""pos"":""q"",""jyutping"":""di1""},{""word"":""人"",""pos"":""n"",""jyutping"":""jan4""},{""word"":""係噉"",""pos"":""d"",""jyutping"":""hai6gam2""},{""word"":""過"",""pos"":""v"",""jyutping"":""gwo3""},{""word"":""咗"",""pos"":""u"",""jyutping"":""zo2""},{""word"":""我"",""pos"":""r"",""jyutping"":""ngo5""},{""word"":""喎"",""pos"":""y"",""jyutping"":""wo3""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
ab30-fca0af6c9f5b946ecb9a	FC-009b_v.cha	c9bfd5c37661f770dd4d42712f8484fdeb720eafc25e363ec3779da6aa48cdf5	3	91	13	XXA	走咗第二	其他嗰啲同學唔跑嗰啲跑一陣又偷雞啊,走咗第二啲路啊噉樣.	即係自己喺度,誒,鬥下噉樣囖.	噉任你-任你-唔係喎.	"[{""word"":""其他"",""pos"":""r"",""jyutping"":""kei4taa1""},{""word"":""嗰啲"",""pos"":""r"",""jyutping"":""go2di1""},{""word"":""同學"",""pos"":""n"",""jyutping"":""tung4hok6""},{""word"":""唔"",""pos"":""d"",""jyutping"":""m4""},{""word"":""跑"",""pos"":""v"",""jyutping"":""paau2""},{""word"":""嗰啲"",""pos"":""r"",""jyutping"":""go2di1""},{""word"":""跑"",""pos"":""v"",""jyutping"":""paau2""},{""word"":""一陣"",""pos"":""t"",""jyutping"":""jat1zan6""},{""word"":""又"",""pos"":""d"",""jyutping"":""jau6""},{""word"":""偷雞"",""pos"":""v"",""jyutping"":""tau1gai1""},{""word"":""啊"",""pos"":""y1"",""jyutping"":""aa3""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""走"",""pos"":""v"",""jyutping"":""zau2""},{""word"":""咗"",""pos"":""u"",""jyutping"":""zo2""},{""word"":""第二"",""pos"":""r"",""jyutping"":""dai6ji6""},{""word"":""啲"",""pos"":""q"",""jyutping"":""di1""},{""word"":""路"",""pos"":""n"",""jyutping"":""lou6""},{""word"":""啊"",""pos"":""y1"",""jyutping"":""aa3""},{""word"":""噉樣"",""pos"":""r"",""jyutping"":""gam2joeng2""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
ab30-3e9b231559d6f9e8b256	FC-012_v.cha	f20df16972d89c85f64e6be62b97a17f09b1a4e67639833ff27f1610b3bd277a	5	62	13	XXA	飛咗你	噉你會唔會打乞嗤𡃉,啲狗毛飛啊飛咗你個鼻嗰度?	周圍飛𡃉啲毛.	應該冇事.	"[{""word"":""噉"",""pos"":""c"",""jyutping"":""gam2""},{""word"":""你"",""pos"":""r"",""jyutping"":""nei5""},{""word"":""會"",""pos"":""vu"",""jyutping"":""wui5""},{""word"":""唔"",""pos"":""d"",""jyutping"":""m4""},{""word"":""會"",""pos"":""vu"",""jyutping"":""wui5""},{""word"":""打乞嗤"",""pos"":""v"",""jyutping"":""daa2hat1ci1""},{""word"":""𡃉"",""pos"":""y"",""jyutping"":""gaa3""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""啲"",""pos"":""q"",""jyutping"":""di1""},{""word"":""狗毛"",""pos"":""n"",""jyutping"":""gau2mou4""},{""word"":""飛"",""pos"":""v"",""jyutping"":""fei1""},{""word"":""啊"",""pos"":""y1"",""jyutping"":""aa3""},{""word"":""飛"",""pos"":""v"",""jyutping"":""fei1""},{""word"":""咗"",""pos"":""u"",""jyutping"":""zo2""},{""word"":""你"",""pos"":""r"",""jyutping"":""nei5""},{""word"":""個"",""pos"":""q"",""jyutping"":""go3""},{""word"":""鼻"",""pos"":""n"",""jyutping"":""bei6""},{""word"":""嗰度"",""pos"":""r"",""jyutping"":""go2dou6""},{""word"":""?"",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
ab30-8d44c433e03e02df7a15	FC-012_v.cha	f20df16972d89c85f64e6be62b97a17f09b1a4e67639833ff27f1610b3bd277a	5	202	10	XXC	飲咗佢	跟住隻龜死咗嚹,噉𠻺飲咗佢.	"我""寧願""屋企人煲咗隻龜."	"""""報警吖."	"[{""word"":""跟住"",""pos"":""c"",""jyutping"":""gan1zyu6""},{""word"":""隻"",""pos"":""q"",""jyutping"":""zek3""},{""word"":""龜"",""pos"":""n"",""jyutping"":""gwai1""},{""word"":""死"",""pos"":""v"",""jyutping"":""sei2""},{""word"":""咗"",""pos"":""u"",""jyutping"":""zo2""},{""word"":""嚹"",""pos"":""y"",""jyutping"":""laa3""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""噉"",""pos"":""c"",""jyutping"":""gam2""},{""word"":""𠻺"",""pos"":""d"",""jyutping"":""aa6""},{""word"":""飲"",""pos"":""v"",""jyutping"":""jam2""},{""word"":""咗"",""pos"":""u"",""jyutping"":""zo2""},{""word"":""佢"",""pos"":""r"",""jyutping"":""keoi5""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
ab30-97ddda203f0e90cefa12	FC-012_v.cha	f20df16972d89c85f64e6be62b97a17f09b1a4e67639833ff27f1610b3bd277a	5	234	5	XXC	㗳咗佢	㗳鬼咗,㗳咗佢個頭啊.	喀.	"""""㗳咗""佢個""頭喎."	"[{""word"":""㗳"",""pos"":""v"",""jyutping"":""dep1""},{""word"":""鬼"",""pos"":""d1"",""jyutping"":""gwai2""},{""word"":""咗"",""pos"":""u"",""jyutping"":""zo2""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""㗳"",""pos"":""v"",""jyutping"":""dep1""},{""word"":""咗"",""pos"":""u"",""jyutping"":""zo2""},{""word"":""佢"",""pos"":""r"",""jyutping"":""keoi5""},{""word"":""個"",""pos"":""q"",""jyutping"":""go3""},{""word"":""頭"",""pos"":""n"",""jyutping"":""tau4""},{""word"":""啊"",""pos"":""y"",""jyutping"":""aa3""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
ab30-16c4891e21958c8283d4	FC-012_v.cha	f20df16972d89c85f64e6be62b97a17f09b1a4e67639833ff27f1610b3bd277a	5	434	17	XXA	用咗你	"噉嗱你""咪由-""摀低身噉樣寫字呢,嗱你又用咗你嘅腰力嘍喎."	踎喺度差唔多.	腰力-噉你又要減卡路里,然之後先可以收𠺢嗎.	"[{""word"":""噉"",""pos"":""c"",""jyutping"":""gam2""},{""word"":""嗱"",""pos"":""e"",""jyutping"":""laa4""},{""word"":""你"",""pos"":""r"",""jyutping"":""nei5""},{""word"":""\"""",""pos"":"""",""jyutping"":null},{""word"":""咪"",""pos"":""d"",""jyutping"":""mai6""},{""word"":""由"",""pos"":""p"",""jyutping"":""jau4""},{""word"":""-"",""pos"":"""",""jyutping"":null},{""word"":""\"""",""pos"":"""",""jyutping"":null},{""word"":""摀低身"",""pos"":""v"",""jyutping"":""wu1dai1san1""},{""word"":""噉樣"",""pos"":""r"",""jyutping"":""gam2joeng2""},{""word"":""寫字"",""pos"":""v"",""jyutping"":""se2zi6""},{""word"":""呢"",""pos"":""y1"",""jyutping"":""ne1""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""嗱"",""pos"":""e"",""jyutping"":""laa4""},{""word"":""你"",""pos"":""r"",""jyutping"":""nei5""},{""word"":""又"",""pos"":""d"",""jyutping"":""jau6""},{""word"":""用"",""pos"":""v"",""jyutping"":""jung6""},{""word"":""咗"",""pos"":""u"",""jyutping"":""zo2""},{""word"":""你"",""pos"":""r"",""jyutping"":""nei5""},{""word"":""嘅"",""pos"":""u"",""jyutping"":""ge3""},{""word"":""腰力"",""pos"":""n"",""jyutping"":""jiu1lik6""},{""word"":""嘍"",""pos"":""y"",""jyutping"":""lo3""},{""word"":""喎"",""pos"":""y"",""jyutping"":""wo3""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
ab30-c3d90a76e09a80fce6e2	FC-018_v.cha	ce62da97ef3381682529717fc362546c42a4f3a268990ca0afafe1a9f696d010	7	114	3	XXC	玩咗幾多	噉你哋玩咗幾多日啊?	痴線,係唔係噉講啊?	嗰陣時.	"[{""word"":""噉"",""pos"":""c"",""jyutping"":""gam2""},{""word"":""你哋"",""pos"":""r"",""jyutping"":""nei5dei6""},{""word"":""玩"",""pos"":""v"",""jyutping"":""waan2""},{""word"":""咗"",""pos"":""u"",""jyutping"":""zo2""},{""word"":""幾多"",""pos"":""r"",""jyutping"":""gei2do1""},{""word"":""日"",""pos"":""q"",""jyutping"":""jat6""},{""word"":""啊"",""pos"":""y"",""jyutping"":""aa3""},{""word"":""?"",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
ab30-875360fc3ef51e3acd9c	FC-018_v.cha	ce62da97ef3381682529717fc362546c42a4f3a268990ca0afafe1a9f696d010	7	208	16	XXM	搭咗哩	噉又唔知道佢呢就冇搭哩隻船,以為佢搭咗哩隻船.	又再由菲律賓搭返去香港,噉然後佢呢-點知佢去南洋嗰段期間呢,就佢去嗰隻船呢就沉咗落海底.	噉𠻺香港人嘅電影新聞呢就傳佢-即係浸死咗,噉佢屋企啲人就好傷心喇個老豆老母.	"[{""word"":""噉"",""pos"":""c"",""jyutping"":""gam2""},{""word"":""又"",""pos"":""d"",""jyutping"":""jau6""},{""word"":""唔"",""pos"":""d"",""jyutping"":""m4""},{""word"":""知道"",""pos"":""v"",""jyutping"":""zi1dou3""},{""word"":""佢"",""pos"":""r"",""jyutping"":""keoi5""},{""word"":""呢"",""pos"":""y1"",""jyutping"":""ne1""},{""word"":""就"",""pos"":""d"",""jyutping"":""zau6""},{""word"":""冇"",""pos"":""v1"",""jyutping"":""mou5""},{""word"":""搭"",""pos"":""v"",""jyutping"":""daap3""},{""word"":""哩"",""pos"":""r"",""jyutping"":""ni1""},{""word"":""隻"",""pos"":""q"",""jyutping"":""zek3""},{""word"":""船"",""pos"":""n"",""jyutping"":""syun4""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""以為"",""pos"":""v"",""jyutping"":""ji5wai4""},{""word"":""佢"",""pos"":""r"",""jyutping"":""keoi5""},{""word"":""搭"",""pos"":""v"",""jyutping"":""daap3""},{""word"":""咗"",""pos"":""u"",""jyutping"":""zo2""},{""word"":""哩"",""pos"":""r"",""jyutping"":""ni1""},{""word"":""隻"",""pos"":""q"",""jyutping"":""zek3""},{""word"":""船"",""pos"":""n"",""jyutping"":""syun4""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
ab30-ffaa88d405aa6ae7f067	FC-020_v.cha	6ec07be8de5bf5784dc1c6dba433bfb4eda92663c929a3e67c02103e0c8f0bf7	9	9	7	XXA	請咗我	"噉噉最初嗰陣時都話請咗我𡃉嚹,但係我又,""但係我又""一心即係諗住教書吖嗎,噉所以就即係推咗佢噉樣囖."	因為最初嗰陣時呢我都見咗份,誒,誒,translator噉樣嘅.	同埋我又覺得佢好似好辛苦𠺢嗎,因為佢之前佢譯報紙嗰啲嘢呢,噉譬如話十一點鐘之前呢就譯好多嘢,因為佢要趕住俾個客噉樣喇,噉所以呢我就覺得好辛苦囖.	"[{""word"":""噉"",""pos"":""c"",""jyutping"":""gam2""},{""word"":""噉"",""pos"":""c"",""jyutping"":""gam2""},{""word"":""最初"",""pos"":""t"",""jyutping"":""zeoi3co1""},{""word"":""嗰陣時"",""pos"":""r"",""jyutping"":""go2zan6si4""},{""word"":""都"",""pos"":""d"",""jyutping"":""dou1""},{""word"":""話"",""pos"":""v"",""jyutping"":""waa6""},{""word"":""請"",""pos"":""v"",""jyutping"":""ceng2""},{""word"":""咗"",""pos"":""u"",""jyutping"":""zo2""},{""word"":""我"",""pos"":""r"",""jyutping"":""ngo5""},{""word"":""𡃉"",""pos"":""y1"",""jyutping"":""gaa3""},{""word"":""嚹"",""pos"":""y1"",""jyutping"":""laa3""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""但係"",""pos"":""c"",""jyutping"":""daan6hai6""},{""word"":""我"",""pos"":""r"",""jyutping"":""ngo5""},{""word"":""又"",""pos"":""d"",""jyutping"":""jau6""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""\"""",""pos"":"""",""jyutping"":null},{""word"":""但係"",""pos"":""c"",""jyutping"":""daan6hai6""},{""word"":""我"",""pos"":""r"",""jyutping"":""ngo5""},{""word"":""又"",""pos"":""d"",""jyutping"":""jau6""},{""word"":""\"""",""pos"":"""",""jyutping"":null},{""word"":""一心"",""pos"":""d"",""jyutping"":""jat1sam1""},{""word"":""即係"",""pos"":""c"",""jyutping"":""zik1hai6""},{""word"":""諗"",""pos"":""v"",""jyutping"":""nam2""},{""word"":""住"",""pos"":""u"",""jyutping"":""zyu6""},{""word"":""教書"",""pos"":""v"",""jyutping"":""gaau3syu1""},{""word"":""吖"",""pos"":""y1"",""jyutping"":""aa1""},{""word"":""嗎"",""pos"":""y1"",""jyutping"":""maa3""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""噉"",""pos"":""c"",""jyutping"":""gam2""},{""word"":""所以"",""pos"":""c"",""jyutping"":""so2ji5""},{""word"":""就"",""pos"":""d"",""jyutping"":""zau6""},{""word"":""即係"",""pos"":""c"",""jyutping"":""zik1hai6""},{""word"":""推"",""pos"":""v"",""jyutping"":""teoi1""},{""word"":""咗"",""pos"":""u"",""jyutping"":""zo2""},{""word"":""佢"",""pos"":""r"",""jyutping"":""keoi5""},{""word"":""噉樣"",""pos"":""c"",""jyutping"":""gam2joeng2""},{""word"":""囖"",""pos"":""y"",""jyutping"":""lo1""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
ab30-271b1ad1b00bccba4520	FC-020_v.cha	6ec07be8de5bf5784dc1c6dba433bfb4eda92663c929a3e67c02103e0c8f0bf7	9	9	34	XXA	推咗佢	"噉噉最初嗰陣時都話請咗我𡃉嚹,但係我又,""但係我又""一心即係諗住教書吖嗎,噉所以就即係推咗佢噉樣囖."	因為最初嗰陣時呢我都見咗份,誒,誒,translator噉樣嘅.	同埋我又覺得佢好似好辛苦𠺢嗎,因為佢之前佢譯報紙嗰啲嘢呢,噉譬如話十一點鐘之前呢就譯好多嘢,因為佢要趕住俾個客噉樣喇,噉所以呢我就覺得好辛苦囖.	"[{""word"":""噉"",""pos"":""c"",""jyutping"":""gam2""},{""word"":""噉"",""pos"":""c"",""jyutping"":""gam2""},{""word"":""最初"",""pos"":""t"",""jyutping"":""zeoi3co1""},{""word"":""嗰陣時"",""pos"":""r"",""jyutping"":""go2zan6si4""},{""word"":""都"",""pos"":""d"",""jyutping"":""dou1""},{""word"":""話"",""pos"":""v"",""jyutping"":""waa6""},{""word"":""請"",""pos"":""v"",""jyutping"":""ceng2""},{""word"":""咗"",""pos"":""u"",""jyutping"":""zo2""},{""word"":""我"",""pos"":""r"",""jyutping"":""ngo5""},{""word"":""𡃉"",""pos"":""y1"",""jyutping"":""gaa3""},{""word"":""嚹"",""pos"":""y1"",""jyutping"":""laa3""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""但係"",""pos"":""c"",""jyutping"":""daan6hai6""},{""word"":""我"",""pos"":""r"",""jyutping"":""ngo5""},{""word"":""又"",""pos"":""d"",""jyutping"":""jau6""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""\"""",""pos"":"""",""jyutping"":null},{""word"":""但係"",""pos"":""c"",""jyutping"":""daan6hai6""},{""word"":""我"",""pos"":""r"",""jyutping"":""ngo5""},{""word"":""又"",""pos"":""d"",""jyutping"":""jau6""},{""word"":""\"""",""pos"":"""",""jyutping"":null},{""word"":""一心"",""pos"":""d"",""jyutping"":""jat1sam1""},{""word"":""即係"",""pos"":""c"",""jyutping"":""zik1hai6""},{""word"":""諗"",""pos"":""v"",""jyutping"":""nam2""},{""word"":""住"",""pos"":""u"",""jyutping"":""zyu6""},{""word"":""教書"",""pos"":""v"",""jyutping"":""gaau3syu1""},{""word"":""吖"",""pos"":""y1"",""jyutping"":""aa1""},{""word"":""嗎"",""pos"":""y1"",""jyutping"":""maa3""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""噉"",""pos"":""c"",""jyutping"":""gam2""},{""word"":""所以"",""pos"":""c"",""jyutping"":""so2ji5""},{""word"":""就"",""pos"":""d"",""jyutping"":""zau6""},{""word"":""即係"",""pos"":""c"",""jyutping"":""zik1hai6""},{""word"":""推"",""pos"":""v"",""jyutping"":""teoi1""},{""word"":""咗"",""pos"":""u"",""jyutping"":""zo2""},{""word"":""佢"",""pos"":""r"",""jyutping"":""keoi5""},{""word"":""噉樣"",""pos"":""c"",""jyutping"":""gam2joeng2""},{""word"":""囖"",""pos"":""y"",""jyutping"":""lo1""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
ab30-7f6ddbd06e520011ba81	FC-020_v.cha	6ec07be8de5bf5784dc1c6dba433bfb4eda92663c929a3e67c02103e0c8f0bf7	9	13	22	XXA	推咗佢	噉所以就,誒,如果做半年嘅,噉我又費事噉樣囖,所以就推咗佢囖.	嗯.	即係你都想多啲時候揾返教書嗰啲,因為如果你一做咗份工,噉你可能又interview嗰啲又麻煩.	"[{""word"":""噉"",""pos"":""c"",""jyutping"":""gam2""},{""word"":""所以"",""pos"":""c"",""jyutping"":""so2ji5""},{""word"":""就"",""pos"":""d"",""jyutping"":""zau6""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""誒"",""pos"":""e"",""jyutping"":""e6""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""如果"",""pos"":""c"",""jyutping"":""jyu4gwo2""},{""word"":""做"",""pos"":""v"",""jyutping"":""zou6""},{""word"":""半"",""pos"":""m"",""jyutping"":""bun3""},{""word"":""年"",""pos"":""q"",""jyutping"":""nin4""},{""word"":""嘅"",""pos"":""u"",""jyutping"":""ge3""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""噉"",""pos"":""c"",""jyutping"":""gam2""},{""word"":""我"",""pos"":""r"",""jyutping"":""ngo5""},{""word"":""又"",""pos"":""d"",""jyutping"":""jau6""},{""word"":""費事"",""pos"":""v"",""jyutping"":""fai3si6""},{""word"":""噉樣"",""pos"":""c"",""jyutping"":""gam2joeng2""},{""word"":""囖"",""pos"":""y1"",""jyutping"":""lo1""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""所以"",""pos"":""c"",""jyutping"":""so2ji5""},{""word"":""就"",""pos"":""d"",""jyutping"":""zau6""},{""word"":""推"",""pos"":""v"",""jyutping"":""teoi1""},{""word"":""咗"",""pos"":""u"",""jyutping"":""zo2""},{""word"":""佢"",""pos"":""r"",""jyutping"":""keoi5""},{""word"":""囖"",""pos"":""y"",""jyutping"":""lo1""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
ab30-35db6f12fad46e4ae5ad	FC-020_v.cha	6ec07be8de5bf5784dc1c6dba433bfb4eda92663c929a3e67c02103e0c8f0bf7	9	86	2	XXA	變咗我	噉變咗我覺得又唔係爭得好遠,噉變咗我又-我自己就唔介意囖.	喀,喀.	嗯.	"[{""word"":""噉"",""pos"":""c"",""jyutping"":""gam2""},{""word"":""變"",""pos"":""v"",""jyutping"":""bin3""},{""word"":""咗"",""pos"":""u"",""jyutping"":""zo2""},{""word"":""我"",""pos"":""r"",""jyutping"":""ngo5""},{""word"":""覺得"",""pos"":""v"",""jyutping"":""gok3dak1""},{""word"":""又"",""pos"":""d"",""jyutping"":""jau6""},{""word"":""唔係"",""pos"":""v"",""jyutping"":""m4hai6""},{""word"":""爭"",""pos"":""v"",""jyutping"":""zaang1""},{""word"":""得"",""pos"":""u"",""jyutping"":""dak1""},{""word"":""好"",""pos"":""d"",""jyutping"":""hou2""},{""word"":""遠"",""pos"":""a"",""jyutping"":""jyun5""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""噉"",""pos"":""c"",""jyutping"":""gam2""},{""word"":""變"",""pos"":""v"",""jyutping"":""bin3""},{""word"":""咗"",""pos"":""u"",""jyutping"":""zo2""},{""word"":""我"",""pos"":""r"",""jyutping"":""ngo5""},{""word"":""又"",""pos"":""d"",""jyutping"":""jau6""},{""word"":""-"",""pos"":"""",""jyutping"":null},{""word"":""我"",""pos"":""r"",""jyutping"":""ngo5""},{""word"":""自己"",""pos"":""r"",""jyutping"":""zi6gei2""},{""word"":""就"",""pos"":""d"",""jyutping"":""zau6""},{""word"":""唔"",""pos"":""d"",""jyutping"":""m4""},{""word"":""介意"",""pos"":""v"",""jyutping"":""gaai3ji3""},{""word"":""囖"",""pos"":""y"",""jyutping"":""lo1""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
ab30-42081403f11920e3d2c4	FC-020_v.cha	6ec07be8de5bf5784dc1c6dba433bfb4eda92663c929a3e67c02103e0c8f0bf7	9	86	14	XXA	變咗我	噉變咗我覺得又唔係爭得好遠,噉變咗我又-我自己就唔介意囖.	喀,喀.	嗯.	"[{""word"":""噉"",""pos"":""c"",""jyutping"":""gam2""},{""word"":""變"",""pos"":""v"",""jyutping"":""bin3""},{""word"":""咗"",""pos"":""u"",""jyutping"":""zo2""},{""word"":""我"",""pos"":""r"",""jyutping"":""ngo5""},{""word"":""覺得"",""pos"":""v"",""jyutping"":""gok3dak1""},{""word"":""又"",""pos"":""d"",""jyutping"":""jau6""},{""word"":""唔係"",""pos"":""v"",""jyutping"":""m4hai6""},{""word"":""爭"",""pos"":""v"",""jyutping"":""zaang1""},{""word"":""得"",""pos"":""u"",""jyutping"":""dak1""},{""word"":""好"",""pos"":""d"",""jyutping"":""hou2""},{""word"":""遠"",""pos"":""a"",""jyutping"":""jyun5""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""噉"",""pos"":""c"",""jyutping"":""gam2""},{""word"":""變"",""pos"":""v"",""jyutping"":""bin3""},{""word"":""咗"",""pos"":""u"",""jyutping"":""zo2""},{""word"":""我"",""pos"":""r"",""jyutping"":""ngo5""},{""word"":""又"",""pos"":""d"",""jyutping"":""jau6""},{""word"":""-"",""pos"":"""",""jyutping"":null},{""word"":""我"",""pos"":""r"",""jyutping"":""ngo5""},{""word"":""自己"",""pos"":""r"",""jyutping"":""zi6gei2""},{""word"":""就"",""pos"":""d"",""jyutping"":""zau6""},{""word"":""唔"",""pos"":""d"",""jyutping"":""m4""},{""word"":""介意"",""pos"":""v"",""jyutping"":""gaai3ji3""},{""word"":""囖"",""pos"":""y"",""jyutping"":""lo1""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
