candidate_id	source_file	source_file_sha256	file_index_zero_based	turn_index_zero_based	token_index_zero_based	participant	matched_surface_span	text	previous_text	next_text	tokens_json	annotation_status
ab30-12efda822d8e56a56e8c	FC-020_v.cha	6ec07be8de5bf5784dc1c6dba433bfb4eda92663c929a3e67c02103e0c8f0bf7	9	105	4	XXB	放咗一	即係我嗰陣時放咗一個禮拜假度啫嗎.	哦.	喀,喀,喀.	"[{""word"":""即係"",""pos"":""c"",""jyutping"":""zik1hai6""},{""word"":""我"",""pos"":""r"",""jyutping"":""ngo5""},{""word"":""嗰陣時"",""pos"":""r"",""jyutping"":""go2zan6si4""},{""word"":""放"",""pos"":""v"",""jyutping"":""fong3""},{""word"":""咗"",""pos"":""u"",""jyutping"":""zo2""},{""word"":""一"",""pos"":""m"",""jyutping"":""jat1""},{""word"":""個"",""pos"":""q"",""jyutping"":""go3""},{""word"":""禮拜"",""pos"":""n"",""jyutping"":""lai5baai3""},{""word"":""假"",""pos"":""n"",""jyutping"":""gaa3""},{""word"":""度"",""pos"":""m"",""jyutping"":""dou2""},{""word"":""啫"",""pos"":""y"",""jyutping"":""ze1""},{""word"":""嗎"",""pos"":""y"",""jyutping"":""maa3""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
ab30-313c124e3f88731f5e36	FC-020_v.cha	6ec07be8de5bf5784dc1c6dba433bfb4eda92663c929a3e67c02103e0c8f0bf7	9	118	6	XXB	報咗一啲	噉-噉後來又報咗一啲,誒,translator嗰啲噉樣嘅.	喀.	係.	"[{""word"":""噉"",""pos"":""c"",""jyutping"":""gam2""},{""word"":""-"",""pos"":"""",""jyutping"":null},{""word"":""噉"",""pos"":""c"",""jyutping"":""gam2""},{""word"":""後來"",""pos"":""t"",""jyutping"":""hau6loi4""},{""word"":""又"",""pos"":""d"",""jyutping"":""jau6""},{""word"":""報"",""pos"":""v"",""jyutping"":""bou3""},{""word"":""咗"",""pos"":""u"",""jyutping"":""zo2""},{""word"":""一啲"",""pos"":""m"",""jyutping"":""jat1di1""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""誒"",""pos"":""e"",""jyutping"":""e6""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""translator"",""pos"":""xn"",""jyutping"":null},{""word"":""嗰啲"",""pos"":""r"",""jyutping"":""go2di1""},{""word"":""噉樣"",""pos"":""c"",""jyutping"":""gam2joeng2""},{""word"":""嘅"",""pos"":""y"",""jyutping"":""ge3""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
ab30-cbdccace0aa6d664baff	FC-020_v.cha	6ec07be8de5bf5784dc1c6dba433bfb4eda92663c929a3e67c02103e0c8f0bf7	9	313	13	XXB	寄咗幾	係喇,好似我先-先輪呢,噉都寄咗幾-幾封信噉樣嘅.	係喇,係喇.	噉呢全部都係請嗰啲administrativeassistant噉樣嘅.	"[{""word"":""係"",""pos"":""v"",""jyutping"":""hai6""},{""word"":""喇"",""pos"":""y"",""jyutping"":""laa1""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""好似"",""pos"":""v"",""jyutping"":""hou2ci5""},{""word"":""我"",""pos"":""r"",""jyutping"":""ngo5""},{""word"":""先"",""pos"":""Tg"",""jyutping"":""sin1""},{""word"":""-"",""pos"":"""",""jyutping"":null},{""word"":""先輪"",""pos"":""t"",""jyutping"":""sin1leon4""},{""word"":""呢"",""pos"":""y1"",""jyutping"":""ne1""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""噉"",""pos"":""c"",""jyutping"":""gam2""},{""word"":""都"",""pos"":""d"",""jyutping"":""dou1""},{""word"":""寄"",""pos"":""v"",""jyutping"":""gei3""},{""word"":""咗"",""pos"":""u"",""jyutping"":""zo2""},{""word"":""幾"",""pos"":""m"",""jyutping"":""gei2""},{""word"":""-"",""pos"":"""",""jyutping"":null},{""word"":""幾"",""pos"":""m"",""jyutping"":""gei2""},{""word"":""封"",""pos"":""q"",""jyutping"":""fung1""},{""word"":""信"",""pos"":""n"",""jyutping"":""seon3""},{""word"":""噉樣"",""pos"":""r"",""jyutping"":""gam2joeng2""},{""word"":""嘅"",""pos"":""u"",""jyutping"":""ge3""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
ab30-6eb187e9622babcce9b2	FC-020_v.cha	6ec07be8de5bf5784dc1c6dba433bfb4eda92663c929a3e67c02103e0c8f0bf7	9	455	11	XXB	印咗一	噉跟住呢你就-即係當你係印咗一本書噉樣,本書就關於personnel啲嘢噉樣嘅.	喀.	喀,喀.	"[{""word"":""噉"",""pos"":""c"",""jyutping"":""gam2""},{""word"":""跟住"",""pos"":""c"",""jyutping"":""gan1zyu6""},{""word"":""呢"",""pos"":""y1"",""jyutping"":""ne1""},{""word"":""你"",""pos"":""r"",""jyutping"":""nei5""},{""word"":""就"",""pos"":""d"",""jyutping"":""zau6""},{""word"":""-"",""pos"":"""",""jyutping"":null},{""word"":""即係"",""pos"":""c"",""jyutping"":""zik1hai6""},{""word"":""當"",""pos"":""d"",""jyutping"":""dong1""},{""word"":""你"",""pos"":""r"",""jyutping"":""nei5""},{""word"":""係"",""pos"":""v"",""jyutping"":""hai6""},{""word"":""印"",""pos"":""v"",""jyutping"":""jan3""},{""word"":""咗"",""pos"":""u"",""jyutping"":""zo2""},{""word"":""一"",""pos"":""m"",""jyutping"":""jat1""},{""word"":""本"",""pos"":""q"",""jyutping"":""bun2""},{""word"":""書"",""pos"":""n"",""jyutping"":""syu1""},{""word"":""噉樣"",""pos"":""c"",""jyutping"":""gam2joeng2""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""本"",""pos"":""q"",""jyutping"":""bun2""},{""word"":""書"",""pos"":""n"",""jyutping"":""syu1""},{""word"":""就"",""pos"":""d"",""jyutping"":""zau6""},{""word"":""關於"",""pos"":""p"",""jyutping"":""gwaan1jyu1""},{""word"":""personnel"",""pos"":""xn"",""jyutping"":null},{""word"":""啲"",""pos"":""q"",""jyutping"":""di1""},{""word"":""嘢"",""pos"":""n"",""jyutping"":""je5""},{""word"":""噉樣"",""pos"":""r"",""jyutping"":""gam2joeng2""},{""word"":""嘅"",""pos"":""u"",""jyutping"":""ge3""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
ab30-b8997fa38a6876f03a96	FC-020_v.cha	6ec07be8de5bf5784dc1c6dba433bfb4eda92663c929a3e67c02103e0c8f0bf7	9	457	11	XXB	影印咗一萬	噉你就,誒,點樣-即係你影印咗一萬個-唔係,一千個copy啊.	喀,喀.	喀.	"[{""word"":""噉"",""pos"":""c"",""jyutping"":""gam2""},{""word"":""你"",""pos"":""r"",""jyutping"":""nei5""},{""word"":""就"",""pos"":""d"",""jyutping"":""zau6""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""誒"",""pos"":""e"",""jyutping"":""e6""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""點樣"",""pos"":""r"",""jyutping"":""dim2joeng2""},{""word"":""-"",""pos"":"""",""jyutping"":null},{""word"":""即係"",""pos"":""c"",""jyutping"":""zik1hai6""},{""word"":""你"",""pos"":""r"",""jyutping"":""nei5""},{""word"":""影印"",""pos"":""v"",""jyutping"":""jing2jan3""},{""word"":""咗"",""pos"":""u"",""jyutping"":""zo2""},{""word"":""一萬"",""pos"":""m"",""jyutping"":""jat1maan6""},{""word"":""個"",""pos"":""q"",""jyutping"":""go3""},{""word"":""-"",""pos"":"""",""jyutping"":null},{""word"":""唔係"",""pos"":""v"",""jyutping"":""m4hai6""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""一千"",""pos"":""m"",""jyutping"":""jat1cin1""},{""word"":""個"",""pos"":""q"",""jyutping"":""go3""},{""word"":""copy"",""pos"":""xn"",""jyutping"":null},{""word"":""啊"",""pos"":""y"",""jyutping"":""aa3""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
ab30-28acaeec1db8f12e5575	FC-022a_v.cha	f1ac38cc97b07a9757a7a7e9274732b52679d76fd9980defa2fe57d5c562a43d	10	18	8	XXA	買咗兩	因為呢,我覺得,我買咗兩本字典,噉呢一本呢就係嗰個OxfordAdvancedLearner嗰本喇,噉即係紅色嗰本喇.	"""但係我又覺得唔知點樣揀好囖."	係.	"[{""word"":""因為"",""pos"":""c"",""jyutping"":""jan1wai6""},{""word"":""呢"",""pos"":""y1"",""jyutping"":""ne1""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""我"",""pos"":""r"",""jyutping"":""ngo5""},{""word"":""覺得"",""pos"":""v"",""jyutping"":""gok3dak1""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""我"",""pos"":""r"",""jyutping"":""ngo5""},{""word"":""買"",""pos"":""v"",""jyutping"":""maai5""},{""word"":""咗"",""pos"":""u"",""jyutping"":""zo2""},{""word"":""兩"",""pos"":""m"",""jyutping"":""loeng5""},{""word"":""本"",""pos"":""q"",""jyutping"":""bun2""},{""word"":""字典"",""pos"":""n"",""jyutping"":""zi6din2""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""噉"",""pos"":""c"",""jyutping"":""gam2""},{""word"":""呢"",""pos"":""y1"",""jyutping"":""ne1""},{""word"":""一"",""pos"":""m"",""jyutping"":""jat1""},{""word"":""本"",""pos"":""q"",""jyutping"":""bun2""},{""word"":""呢"",""pos"":""y1"",""jyutping"":""ne1""},{""word"":""就"",""pos"":""d"",""jyutping"":""zau6""},{""word"":""係"",""pos"":""v"",""jyutping"":""hai6""},{""word"":""嗰個"",""pos"":""r"",""jyutping"":""go2go3""},{""word"":""Oxford"",""pos"":""xnt"",""jyutping"":null},{""word"":""Advanced"",""pos"":""xa"",""jyutping"":null},{""word"":""Learner"",""pos"":""xn"",""jyutping"":null},{""word"":""嗰"",""pos"":""r"",""jyutping"":""go2""},{""word"":""本"",""pos"":""q"",""jyutping"":""bun2""},{""word"":""喇"",""pos"":""y"",""jyutping"":""laa1""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""噉"",""pos"":""c"",""jyutping"":""gam2""},{""word"":""即係"",""pos"":""c"",""jyutping"":""zik1hai6""},{""word"":""紅色"",""pos"":""n"",""jyutping"":""hung4sik1""},{""word"":""嗰"",""pos"":""r"",""jyutping"":""go2""},{""word"":""本"",""pos"":""q"",""jyutping"":""bun2""},{""word"":""喇"",""pos"":""y"",""jyutping"":""laa1""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
ab30-b84d622eef4a2a97c8c5	FC-022a_v.cha	f1ac38cc97b07a9757a7a7e9274732b52679d76fd9980defa2fe57d5c562a43d	10	70	39	XXB	出咗一	噉呢,哩本書呢就已經出咗好耐𡃉嘞,不過呢,最近呢,誒,或者都唔係最近嘅,而係一兩年之前呢已經出咗一本呢,就係將兩冊係合成一冊嘅.	哦,哦,哦,哦,哦,哦.	哦.	"[{""word"":""噉"",""pos"":""c"",""jyutping"":""gam2""},{""word"":""呢"",""pos"":""y1"",""jyutping"":""ne1""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""哩"",""pos"":""r"",""jyutping"":""ni1""},{""word"":""本"",""pos"":""q"",""jyutping"":""bun2""},{""word"":""書"",""pos"":""n"",""jyutping"":""syu1""},{""word"":""呢"",""pos"":""y1"",""jyutping"":""ne1""},{""word"":""就"",""pos"":""d"",""jyutping"":""zau6""},{""word"":""已經"",""pos"":""d"",""jyutping"":""ji5ging1""},{""word"":""出"",""pos"":""v"",""jyutping"":""ceot1""},{""word"":""咗"",""pos"":""u"",""jyutping"":""zo2""},{""word"":""好"",""pos"":""d"",""jyutping"":""hou2""},{""word"":""耐"",""pos"":""a"",""jyutping"":""noi6""},{""word"":""𡃉"",""pos"":""y"",""jyutping"":""gaa3""},{""word"":""嘞"",""pos"":""y"",""jyutping"":""laak3""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""不過"",""pos"":""c"",""jyutping"":""bat1gwo3""},{""word"":""呢"",""pos"":""y1"",""jyutping"":""ne1""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""最近"",""pos"":""t"",""jyutping"":""zeoi3gan6""},{""word"":""呢"",""pos"":""y1"",""jyutping"":""ne1""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""誒"",""pos"":""e"",""jyutping"":""e6""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""或者"",""pos"":""c"",""jyutping"":""waak6ze2""},{""word"":""都"",""pos"":""d"",""jyutping"":""dou1""},{""word"":""唔係"",""pos"":""v"",""jyutping"":""m4hai6""},{""word"":""最近"",""pos"":""t"",""jyutping"":""zeoi3gan6""},{""word"":""嘅"",""pos"":""u"",""jyutping"":""ge3""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""而"",""pos"":""c"",""jyutping"":""ji4""},{""word"":""係"",""pos"":""v"",""jyutping"":""hai6""},{""word"":""一"",""pos"":""m"",""jyutping"":""jat1""},{""word"":""兩"",""pos"":""m"",""jyutping"":""loeng5""},{""word"":""年"",""pos"":""q"",""jyutping"":""nin4""},{""word"":""之前"",""pos"":""t"",""jyutping"":""zi1cin4""},{""word"":""呢"",""pos"":""y1"",""jyutping"":""ne1""},{""word"":""已經"",""pos"":""d"",""jyutping"":""ji5ging1""},{""word"":""出"",""pos"":""v"",""jyutping"":""ceot1""},{""word"":""咗"",""pos"":""u"",""jyutping"":""zo2""},{""word"":""一"",""pos"":""m"",""jyutping"":""jat1""},{""word"":""本"",""pos"":""q"",""jyutping"":""bun2""},{""word"":""呢"",""pos"":""y1"",""jyutping"":""ne1""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""就"",""pos"":""d"",""jyutping"":""zau6""},{""word"":""係"",""pos"":""v"",""jyutping"":""hai6""},{""word"":""將"",""pos"":""p"",""jyutping"":""zoeng1""},{""word"":""兩"",""pos"":""m"",""jyutping"":""loeng5""},{""word"":""冊"",""pos"":""q"",""jyutping"":""caak3""},{""word"":""係"",""pos"":""v"",""jyutping"":""hai6""},{""word"":""合成"",""pos"":""v"",""jyutping"":""hap6sing4""},{""word"":""一"",""pos"":""m"",""jyutping"":""jat1""},{""word"":""冊"",""pos"":""q"",""jyutping"":""caak3""},{""word"":""嘅"",""pos"":""u"",""jyutping"":""ge3""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
ab30-753ee173c4b6e9159595	FC-022b_v.cha	3dec7b1713b09b5693df6af23cff8bf0de760909f321c6f56002b43baced849d	11	55	22	XXA	介紹咗一	係,因為我好似呢,我讀YearTwo嗰陣時呢,噉阿張先生呢,就介紹咗一本俾我哋喎.	噉如果你可以去大陸買,或者託朋友喺大陸幫你買返來呢,噉呢就好平嘅啫.	係.	"[{""word"":""係"",""pos"":""v"",""jyutping"":""hai6""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""因為"",""pos"":""c"",""jyutping"":""jan1wai6""},{""word"":""我"",""pos"":""r"",""jyutping"":""ngo5""},{""word"":""好似"",""pos"":""v"",""jyutping"":""hou2ci5""},{""word"":""呢"",""pos"":""y1"",""jyutping"":""ne1""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""我"",""pos"":""r"",""jyutping"":""ngo5""},{""word"":""讀"",""pos"":""v"",""jyutping"":""duk6""},{""word"":""Year"",""pos"":""xn"",""jyutping"":null},{""word"":""Two"",""pos"":""xm"",""jyutping"":null},{""word"":""嗰陣時"",""pos"":""t"",""jyutping"":""go2zan6si4""},{""word"":""呢"",""pos"":""y1"",""jyutping"":""ne1""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""噉"",""pos"":""c"",""jyutping"":""gam2""},{""word"":""阿"",""pos"":""h"",""jyutping"":""aa3""},{""word"":""張"",""pos"":""nr"",""jyutping"":""zoeng1""},{""word"":""先生"",""pos"":""n"",""jyutping"":""sin1saang1""},{""word"":""呢"",""pos"":""y1"",""jyutping"":""ne1""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""就"",""pos"":""d"",""jyutping"":""zau6""},{""word"":""介紹"",""pos"":""v"",""jyutping"":""gaai3siu6""},{""word"":""咗"",""pos"":""u"",""jyutping"":""zo2""},{""word"":""一"",""pos"":""m"",""jyutping"":""jat1""},{""word"":""本"",""pos"":""q"",""jyutping"":""bun2""},{""word"":""俾"",""pos"":""p"",""jyutping"":""bei2""},{""word"":""我哋"",""pos"":""r"",""jyutping"":""ngo5dei6""},{""word"":""喎"",""pos"":""u"",""jyutping"":""wo3""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
ab30-71977ab383e74ea9fe33	FC-022b_v.cha	3dec7b1713b09b5693df6af23cff8bf0de760909f321c6f56002b43baced849d	11	85	5	XXB	買咗一	譬如話我最近買咗一本字典呢,就係關於佛教嘅一本字典.	嗯.	喀,即係佛教名詞嘅.	"[{""word"":""譬如"",""pos"":""v"",""jyutping"":""pei3jyu4""},{""word"":""話"",""pos"":""v"",""jyutping"":""waa6""},{""word"":""我"",""pos"":""r"",""jyutping"":""ngo5""},{""word"":""最近"",""pos"":""t"",""jyutping"":""zeoi3gan6""},{""word"":""買"",""pos"":""v"",""jyutping"":""maai5""},{""word"":""咗"",""pos"":""u"",""jyutping"":""zo2""},{""word"":""一"",""pos"":""m"",""jyutping"":""jat1""},{""word"":""本"",""pos"":""q"",""jyutping"":""bun2""},{""word"":""字典"",""pos"":""n"",""jyutping"":""zi6din2""},{""word"":""呢"",""pos"":""y1"",""jyutping"":""ne1""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""就"",""pos"":""d"",""jyutping"":""zau6""},{""word"":""係"",""pos"":""v"",""jyutping"":""hai6""},{""word"":""關於"",""pos"":""p"",""jyutping"":""gwaan1jyu1""},{""word"":""佛教"",""pos"":""n"",""jyutping"":""fat6gaau3""},{""word"":""嘅"",""pos"":""u"",""jyutping"":""ge3""},{""word"":""一"",""pos"":""m"",""jyutping"":""jat1""},{""word"":""本"",""pos"":""q"",""jyutping"":""bun2""},{""word"":""字典"",""pos"":""n"",""jyutping"":""zi6din2""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
ab30-e3a023f59764162d7707	FC-022b_v.cha	3dec7b1713b09b5693df6af23cff8bf0de760909f321c6f56002b43baced849d	11	110	3	XXA	買咗一	噉就買咗一本係,誒,ComprehensiveGrammar啊,一本噉樣.	係.	嗯.	"[{""word"":""噉"",""pos"":""c"",""jyutping"":""gam2""},{""word"":""就"",""pos"":""d"",""jyutping"":""zau6""},{""word"":""買"",""pos"":""v"",""jyutping"":""maai5""},{""word"":""咗"",""pos"":""u"",""jyutping"":""zo2""},{""word"":""一"",""pos"":""m"",""jyutping"":""jat1""},{""word"":""本"",""pos"":""q"",""jyutping"":""bun2""},{""word"":""係"",""pos"":""v"",""jyutping"":""hai6""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""誒"",""pos"":""e"",""jyutping"":""e6""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""Comprehensive"",""pos"":""xa"",""jyutping"":null},{""word"":""Grammar"",""pos"":""xn"",""jyutping"":null},{""word"":""啊"",""pos"":""y"",""jyutping"":""aa3""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""一"",""pos"":""m"",""jyutping"":""jat1""},{""word"":""本"",""pos"":""q"",""jyutping"":""bun2""},{""word"":""噉樣"",""pos"":""r"",""jyutping"":""gam2joeng2""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
ab30-e029b33b680c1d29e691	FC-022b_v.cha	3dec7b1713b09b5693df6af23cff8bf0de760909f321c6f56002b43baced849d	11	157	17	XXA	買咗一	因為我,誒,誒,上年喇,係-係嘞,我買咗一隻呢係嗰啲,誒,叫做乜嘢啊,遠東-遠東英漢定係漢英嘅一本辭典吖嗎.	嗯.	我哋會有嘅.	"[{""word"":""因為"",""pos"":""c"",""jyutping"":""jan1wai6""},{""word"":""我"",""pos"":""r"",""jyutping"":""ngo5""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""誒"",""pos"":""e"",""jyutping"":""e6""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""誒"",""pos"":""e"",""jyutping"":""e6""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""上年"",""pos"":""t"",""jyutping"":""soeng6nin2""},{""word"":""喇"",""pos"":""y"",""jyutping"":""laa1""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""係"",""pos"":""v"",""jyutping"":""hai6""},{""word"":""-"",""pos"":"""",""jyutping"":null},{""word"":""係"",""pos"":""v"",""jyutping"":""hai6""},{""word"":""嘞"",""pos"":""y"",""jyutping"":""laak3""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""我"",""pos"":""r"",""jyutping"":""ngo5""},{""word"":""買"",""pos"":""v"",""jyutping"":""maai5""},{""word"":""咗"",""pos"":""u"",""jyutping"":""zo2""},{""word"":""一"",""pos"":""m"",""jyutping"":""jat1""},{""word"":""隻"",""pos"":""q"",""jyutping"":""zek3""},{""word"":""呢"",""pos"":""y1"",""jyutping"":""ne1""},{""word"":""係"",""pos"":""v"",""jyutping"":""hai6""},{""word"":""嗰啲"",""pos"":""r"",""jyutping"":""go2di1""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""誒"",""pos"":""e"",""jyutping"":""e6""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""叫做"",""pos"":""v"",""jyutping"":""giu3zou6""},{""word"":""乜嘢"",""pos"":""r"",""jyutping"":""mat1je5""},{""word"":""啊"",""pos"":""y"",""jyutping"":""aa3""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""遠東"",""pos"":""ns"",""jyutping"":""jyun5dung1""},{""word"":""-"",""pos"":"""",""jyutping"":null},{""word"":""遠東"",""pos"":""ns"",""jyutping"":""jyun5dung1""},{""word"":""英"",""pos"":""jnz"",""jyutping"":""jing1""},{""word"":""漢"",""pos"":""jnz"",""jyutping"":""hon3""},{""word"":""定係"",""pos"":""c"",""jyutping"":""ding6hai6""},{""word"":""漢"",""pos"":""jnz"",""jyutping"":""hon3""},{""word"":""英"",""pos"":""jnz"",""jyutping"":""jing1""},{""word"":""嘅"",""pos"":""u"",""jyutping"":""ge3""},{""word"":""一"",""pos"":""m"",""jyutping"":""jat1""},{""word"":""本"",""pos"":""q"",""jyutping"":""bun2""},{""word"":""辭典"",""pos"":""n"",""jyutping"":""ci4din2""},{""word"":""吖"",""pos"":""y"",""jyutping"":""aa1""},{""word"":""嗎"",""pos"":""y"",""jyutping"":""maa3""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
ab30-b931d0d00accf669f131	FC-025_v.cha	de4c852f32310e64c446e91363e0db7332531bc8026287ddd750d7a6388f7131	12	178	2	XXZ	聽咗兩	但係聽咗兩個鐘呀?	噉變咗搞吓搞吓已經兩個鐘嚹原來.	吓?	"[{""word"":""但係"",""pos"":""c"",""jyutping"":""daan6hai6""},{""word"":""聽"",""pos"":""v"",""jyutping"":""teng1""},{""word"":""咗"",""pos"":""u"",""jyutping"":""zo2""},{""word"":""兩"",""pos"":""m"",""jyutping"":""loeng5""},{""word"":""個"",""pos"":""q"",""jyutping"":""go3""},{""word"":""鐘"",""pos"":""n"",""jyutping"":""zung1""},{""word"":""呀"",""pos"":""y"",""jyutping"":""aa4""},{""word"":""?"",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
ab30-979fdcae6fa4ab62f5b5	FC-025_v.cha	de4c852f32310e64c446e91363e0db7332531bc8026287ddd750d7a6388f7131	12	182	7	XXY	去咗成	噉就睇video嗰度又去咗成半個鐘喇.	即係聽就固然有喇.	跟住聽嘢,傾偈噉樣又.	"[{""word"":""噉"",""pos"":""c"",""jyutping"":""gam2""},{""word"":""就"",""pos"":""d"",""jyutping"":""zau6""},{""word"":""睇"",""pos"":""v"",""jyutping"":""tai2""},{""word"":""video"",""pos"":""xn"",""jyutping"":null},{""word"":""嗰度"",""pos"":""r"",""jyutping"":""go2dou6""},{""word"":""又"",""pos"":""d"",""jyutping"":""jau6""},{""word"":""去"",""pos"":""v"",""jyutping"":""heoi3""},{""word"":""咗"",""pos"":""u"",""jyutping"":""zo2""},{""word"":""成"",""pos"":""m"",""jyutping"":""seng4""},{""word"":""半"",""pos"":""m"",""jyutping"":""bun3""},{""word"":""個"",""pos"":""q"",""jyutping"":""go3""},{""word"":""鐘"",""pos"":""n"",""jyutping"":""zung1""},{""word"":""喇"",""pos"":""y"",""jyutping"":""laa1""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
ab30-67549756a288016f6532	FC-025_v.cha	de4c852f32310e64c446e91363e0db7332531bc8026287ddd750d7a6388f7131	12	184	7	XXY	行咗半	跟住trip啊,噉樣又行咗半個鐘.	跟住聽嘢,傾偈噉樣又.	變咗咪搞吓搞吓成兩個鐘囖overall來計.	"[{""word"":""跟住"",""pos"":""c"",""jyutping"":""gan1zyu6""},{""word"":""trip"",""pos"":""xv"",""jyutping"":null},{""word"":""啊"",""pos"":""y1"",""jyutping"":""aa3""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""噉樣"",""pos"":""c"",""jyutping"":""gam2joeng2""},{""word"":""又"",""pos"":""d"",""jyutping"":""jau6""},{""word"":""行"",""pos"":""v"",""jyutping"":""haang4""},{""word"":""咗"",""pos"":""u"",""jyutping"":""zo2""},{""word"":""半"",""pos"":""m"",""jyutping"":""bun3""},{""word"":""個"",""pos"":""q"",""jyutping"":""go3""},{""word"":""鐘"",""pos"":""n"",""jyutping"":""zung1""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
ab30-b131a87dfe45340fb918	FC-026_v2.cha	95fb9865802b2cfa9e0b5a593cff800e4a5559f62a4e713ce352f518c0c93e3c	13	157	3	XXA	冇咗一	噉就冇咗一日嚹又.	噉就要搭九個鐘頭車囖.	跟住第五日呢又早機走喎.	"[{""word"":""噉"",""pos"":""c"",""jyutping"":""gam2""},{""word"":""就"",""pos"":""d"",""jyutping"":""zau6""},{""word"":""冇"",""pos"":""v1"",""jyutping"":""mou5""},{""word"":""咗"",""pos"":""u"",""jyutping"":""zo2""},{""word"":""一"",""pos"":""m"",""jyutping"":""jat1""},{""word"":""日"",""pos"":""q"",""jyutping"":""jat6""},{""word"":""嚹"",""pos"":""y"",""jyutping"":""laa3""},{""word"":""又"",""pos"":""d"",""jyutping"":""jau6""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
