id	ordinal	item_type	turn	speaker	vocabulary_ordinal	source_cantonese	source_jyutping	source_english	source_hash	previous_turn_id	next_turn_id	deduplication_relation	ingress_classification	runtime_lexical_owners	canonical_exact_owners	supporting_exact_owners	review_flags	review_state
GLOSSIKA-YUEHK-A1-DLG-002-20251207-I017	17	dialog_turn	17	阿珊		點解平咗呀?	/Aa3 Saan1: Dim2 gaai2 peng4 zo2 aa3?/		sha256:536681cacdd1c6a800b1b1b96d29c43eee4c6804d9f79bc4ce5ea18e5bb600f2	GLOSSIKA-YUEHK-A1-DLG-002-20251207-I016	GLOSSIKA-YUEHK-A1-DLG-002-20251207-I018	no_project_match	naturalness_review_candidate				naturalness_review_candidate|change_of_state_comparative|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-002-20251207-I018	18	dialog_turn	18	店員		因為佢細個啲,用嘅材料都少啲。	/Dim3 Jyun4: Jan1 wai6 keoi5 sai3 go3 di1, jung6 ge3 coi4 liu2 dou1 siu2 di1./		sha256:ff153a62d8d2f5db0279e8e6021cb1c53fd4e7a2ed788b34a86b8f60b13613a0	GLOSSIKA-YUEHK-A1-DLG-002-20251207-I017	GLOSSIKA-YUEHK-A1-DLG-002-20251207-I019	no_project_match	naturalness_review_candidate				naturalness_review_candidate|comparative_size_expression|translation_gloss_review|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-002-20251207-I019	19	dialog_turn	19	阿珊		明白喇。呢兩個邊個好食啲呀?	/Aa3 Saan1: Ming4 baak6 laa3. Ni1 loeng5 go3 bin1 go3 hou2 sik6 di1 aa3?/		sha256:ef886d19a0a25657a7e429f162f06a293c43904e3bbd0322632e8ac37a365ff6	GLOSSIKA-YUEHK-A1-DLG-002-20251207-I018	GLOSSIKA-YUEHK-A1-DLG-002-20251207-I020	no_project_match	new_attestation				source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-002-20251207-I020	20	dialog_turn	20	店員		兩個都好好食,不過士多啤梨個更加受歡迎。	/Dim3 Jyun4: Loeng5 go3 dou1 hou2 hou2 sik6, bat1 gwo3 si6 do1 be1 lei2 go3 gang3 gaa1 sau6 fun1 jing4./		sha256:e091a6bee67f144a87960be17a604a7f1ca93115747da40d8bfd8f1ff353ef4c	GLOSSIKA-YUEHK-A1-DLG-002-20251207-I019	GLOSSIKA-YUEHK-A1-DLG-002-20251207-I021	no_project_match	naturalness_review_candidate				naturalness_review_candidate|nominal_ellipsis_go3|comparative_degree|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-002-20251207-I021	21	dialog_turn	21	阿珊		點解咁受歡迎呀?	/Aa3 Saan1: Dim2 gaai2 gam3 sau6 fun1 jing4 aa3?/		sha256:e6a00218baa3e1f3aef80beef805c73d91994e8f6085d0473bb322dd3fca82b6	GLOSSIKA-YUEHK-A1-DLG-002-20251207-I020	GLOSSIKA-YUEHK-A1-DLG-002-20251207-I022	no_project_match	new_attestation				source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-002-20251207-I022	22	dialog_turn	22	店員		因為啲忌廉唔會太甜,好啱味。	/Dim3 Jyun4: Jan1 wai6 di1 gei6 lim4 m4 wui5 taai3 tim4, hou2 ngaam1 mei6./		sha256:402319fd28d3489f6154eb71b69d7e3dc4e60858dc12e08e7693b0dd4b3913c6	GLOSSIKA-YUEHK-A1-DLG-002-20251207-I021	GLOSSIKA-YUEHK-A1-DLG-002-20251207-I023	no_project_match	naturalness_review_candidate				naturalness_review_candidate|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-002-20251207-I023	23	dialog_turn	23	阿珊		咁我買士多啤梨個啦!	/Aa3 Saan1: Gam2 ngo5 maai5 si6 do1 be1 lei2 go3 laa1!/		sha256:9bb4cc3079170713045b2877a9f0cccf776c43c46a894705cad1e7aa5b38614a	GLOSSIKA-YUEHK-A1-DLG-002-20251207-I022	GLOSSIKA-YUEHK-A1-DLG-002-20251207-I024	no_project_match	naturalness_review_candidate				naturalness_review_candidate|nominal_ellipsis_go3|purchase_decision_particle|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-002-20251207-I024	24	dialog_turn	24	店員		好呀!你要唔要寫嘢呀?	/Dim3 Jyun4: Hou2 aa3! Nei5 jiu3 m4 jiu3 se2 je5 aa3?/		sha256:abf579f08975a6c357110e447de7dc5bf0ef0039df39859d50efda8c112511b0	GLOSSIKA-YUEHK-A1-DLG-002-20251207-I023	GLOSSIKA-YUEHK-A1-DLG-002-20251207-I025	no_project_match	new_attestation				source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-002-20251207-I025	25	dialog_turn	25	阿珊		寫嘢?咩意思呀?	/Aa3 Saan1: Se2 je5? Me1 ji3 si1 aa3?/		sha256:8163bf1f1884ceb53f589058917b6a58ce8753e4b2a24c02cfdfa69047828cd8	GLOSSIKA-YUEHK-A1-DLG-002-20251207-I024	GLOSSIKA-YUEHK-A1-DLG-002-20251207-I026	no_project_match	new_attestation				source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-002-20251207-I026	26	dialog_turn	26	店員		即係喺蛋糕上面寫生日快樂之類。	/Dim3 Jyun4: Zik1 hai6 hai2 daan6 gou1 soeng6 min6 se2 saang1 jat6 faai3 lok6 zi1 leoi6./		sha256:f7647b4239cbdf98087cffa1782fb4fcdf99ec10e45838a887922fdee0ced87f	GLOSSIKA-YUEHK-A1-DLG-002-20251207-I025	GLOSSIKA-YUEHK-A1-DLG-002-20251207-I027	no_project_match	new_attestation				source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-002-20251207-I027	27	dialog_turn	27	阿珊		哦!要呀!寫「生日快樂」,得唔得呀?	/Aa3 Saan1: O4! Jiu3 aa3! Se2 "saang1 jat6 faai3 lok6", dak1 m4 dak1 aa3?/		sha256:f5113f657d5742b956e63f3e18ec2ee96c9622b581c9b95e346555309b69bec8	GLOSSIKA-YUEHK-A1-DLG-002-20251207-I026	GLOSSIKA-YUEHK-A1-DLG-002-20251207-I028	no_project_match	new_attestation				source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-002-20251207-I028	28	dialog_turn	28	店員		得呀,冇問題。要幾多支蠟燭呀?	/Dim3 Jyun4: Dak1 aa3, mou5 man6 tai4. Jiu3 gei2 do1 zi1 laap6 zuk1 aa3?/		sha256:15e1fa4b932264d554a338d63122e22893681f3d2bc38181328477e6fabb4e6b	GLOSSIKA-YUEHK-A1-DLG-002-20251207-I027	GLOSSIKA-YUEHK-A1-DLG-002-20251207-I029	no_project_match	new_attestation				quantity_classifier_question|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-002-20251207-I029	29	dialog_turn	29	阿珊		要五支,得唔得呀?	/Aa3 Saan1: Jiu3 ng5 zi1, dak1 m4 dak1 aa3?/		sha256:a18b6cd9d72500cbd723fb90dcde30af8ffdb53dd96a01edab7844c62a00ba31	GLOSSIKA-YUEHK-A1-DLG-002-20251207-I028	GLOSSIKA-YUEHK-A1-DLG-002-20251207-I030	no_project_match	new_attestation				headless_classifier_answer|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-002-20251207-I030	30	dialog_turn	30	店員		得呀!我哋送埋蠟燭畀你。	/Dim3 Jyun4: Dak1 aa3! Ngo5 dei6 sung3 maai4 laap6 zuk1 bei2 nei5./		sha256:6decfca0a50661890af1d158d14b4d9e94f71ead553b22f4646be5516a7871cf	GLOSSIKA-YUEHK-A1-DLG-002-20251207-I029	GLOSSIKA-YUEHK-A1-DLG-002-20251207-I031	no_project_match	new_attestation				transfer_dative_order|inclusive_particle_maai4|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-002-20251207-I031	31	dialog_turn	31	阿珊		多謝!你哋服務真係好好!	/Aa3 Saan1: Do1 ze6! Nei5 dei6 fuk6 mou6 zan1 hai6 hou2 hou2!/		sha256:a97221ae21f19b9781cec4013c36dadc0ebb52244ca621b0e74d75e9043dbf6f	GLOSSIKA-YUEHK-A1-DLG-002-20251207-I030	GLOSSIKA-YUEHK-A1-DLG-002-20251207-I032	no_project_match	new_attestation				source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-002-20251207-I032	32	dialog_turn	32	店員		唔使客氣!幾時要呀?	/Dim3 Jyun4: M4 sai2 haak3 hei3! Gei2 si4 jiu3 aa3?/		sha256:9d7bd27c60bb6d13e238cc88335defe70a89e31c830808bf3ed49b14ebb756a7	GLOSSIKA-YUEHK-A1-DLG-002-20251207-I031	GLOSSIKA-YUEHK-A1-DLG-002-20251207-I033	no_project_match	new_attestation				source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-002-20251207-I033	33	dialog_turn	33	阿珊		聽日下晝三點鐘得唔得呀?	/Aa3 Saan1: Ting1 jat6 haa6 zau3 saam1 dim2 zung1 dak1 m4 dak1 aa3?/		sha256:b8cc27fa2ed70eef199d31aed0b044fe4914dc3545cf1a66d47a7bb568b5807f	GLOSSIKA-YUEHK-A1-DLG-002-20251207-I032	GLOSSIKA-YUEHK-A1-DLG-002-20251207-I034	no_project_match	naturalness_review_candidate				naturalness_review_candidate|time_expression_register|a_not_a_acceptability|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-002-20251207-I034	34	dialog_turn	34	店員		得呀,你嚟攞就得喇。	/Dim3 Jyun4: Dak1 aa3, nei5 lai4 lo2 zau6 dak1 laa3./		sha256:cc3b814cdbd8173612d11ab7c160c9ea8e3aff07cd07bbb2b1650038026a4681	GLOSSIKA-YUEHK-A1-DLG-002-20251207-I033	GLOSSIKA-YUEHK-A1-DLG-002-20251207-I035	no_project_match	naturalness_review_candidate				naturalness_review_candidate|motion_purpose_or_sequence|zau6_dak1_laa3|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-002-20251207-I035	35	dialog_turn	35	阿珊		好呀!要唔要畀訂金呀?	/Aa3 Saan1: Hou2 aa3! Jiu3 m4 jiu3 bei2 ding6 gam1 aa3?/		sha256:031303a7b2dcd4ac832a8ee43d1f8ffc8d200fa31e86232bd94a2f69a2e6b67d	GLOSSIKA-YUEHK-A1-DLG-002-20251207-I034	GLOSSIKA-YUEHK-A1-DLG-002-20251207-I036	no_project_match	new_attestation				a_not_a_necessity|deposit_lexicon|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-002-20251207-I036	36	dialog_turn	36	店員		唔使訂金,你嚟到畀錢就得喇。	/Dim3 Jyun4: M4 sai2 ding6 gam1, nei5 lai4 dou3 bei2 cin2 zau6 dak1 laa3./		sha256:2a4ace686eb951db3caf5dabc72d3c4e61810063e08812519845ee14d5265755	GLOSSIKA-YUEHK-A1-DLG-002-20251207-I035	GLOSSIKA-YUEHK-A1-DLG-002-20251207-I037	no_project_match	naturalness_review_candidate				naturalness_review_candidate|arrival_sequence|transfer_payment|zau6_dak1_laa3|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-002-20251207-I037	37	dialog_turn	37	阿珊		好呀,多謝晒!聽日見!	/Aa3 Saan1: Hou2 aa3, do1 ze6 saai3! Ting1 jat6 gin3!/		sha256:c8a8b6522ca7886da3560dab62daf7d154604c0e7b1d9f0e79e4c89a8d5f34f5	GLOSSIKA-YUEHK-A1-DLG-002-20251207-I036	GLOSSIKA-YUEHK-A1-DLG-002-20251207-I038	no_project_match	new_attestation				source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-002-20251207-I038	38	dialog_turn	38	店員		聽日見!拜拜!	/Dim3 Jyun4: Ting1 jat6 gin3! Baai1 baai3!/		sha256:29ca75076b813994a7f79acdb04a0dc4a7bf02936c859e8365407f24aa10d4ba	GLOSSIKA-YUEHK-A1-DLG-002-20251207-I037		no_project_match	new_attestation				source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-002-20251207-I039	39	lexical_entry			1	蛋糕	daan6 gou1	cake	sha256:642a75c0cf72c4a8245e225a9d28a225d4272c68c71ad6dde44d1218662a03e6			exact_duplicate_candidate	exact_duplicate		src/parser/detectors/transfer/passive-permissive.js			REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-002-20251207-I040	40	lexical_entry			2	靚	leng3	pretty, beautiful	sha256:57d0b0f054069a4691a6cf75615ffb64804e041b8f561c55118a071ca6955a40			exact_duplicate_candidate	lexical_only_attestation	src/runtime-resources/lexicon/token-lexicon/statives.js	src/runtime-resources/lexicon/compositional-lexical-phrases.js|src/runtime-resources/lexicon/token-lexicon/statives.js	data/construction-adjudication-batches/batch-04.json|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-W15-20260628/items.tsv|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-W15-20260628/review.json|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-W15-20260628/source.json|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-W18-20260719/source.json|data/slot-model.json|docs/releases/v0.5.213-negated-stative-predicate-reconciliation-audit.json|docs/research/CP023-P1-PROG01-LEXICON-JYUTPING-VERIFICATION-R2.md|docs/research/CP023-P1-PROG01-NATURAL-ATTESTATION-ADJUDICATION.md|docs/research/CP023-P1-PROG01-PREDICATE-COMPATIBILITY-MATRIX-R3.tsv|docs/research/CP023-P1-PROG01-QUESTION-AND-SOURCE-FREEZE.md|docs/research/CP023-P1-PROG01-R1-RESEARCH-CHECKPOINT.md|docs/research/CP023-P1-PROG01-REMEDIATION-BLUEPRINT-R2.md|docs/research/CP023-P1-PROG01-REMEDIATION-DEPENDENCIES-R2.tsv|docs/research/CP023-P1-PROG01-SOURCE-REGISTER-R3.tsv|docs/research/CP057-P1-NEGATED-STATIVE-PREDICATE-RECONCILIATION-R1.md|docs/research/CP061-P1-HIGH-FANOUT-BOUNDARY-CLOSURE-R1.md|docs/research/GLOSSIKA-YUEHK-A1-W15-20260628-RESEARCH.md|docs/research/NATIVE-CORPUS-WECHAT-GUANGXI-TRAVEL-002.md|docs/research/PRQ2-003-JYUT6-SCALAR-PROGRESSION-COLLISION-AUDIT-R1.tsv|docs/research/PRQ2-003-JYUT6-SCALAR-PROGRESSION-RESEARCH-R1.md|docs/research/PRQ2-033-JAU6-JAU6-COEXISTENT-PREDICATE-COLLISION-AUDIT-R1.tsv|docs/research/PRQ2-033-JAU6-JAU6-COEXISTENT-PREDICATE-RESEARCH-R1.md|docs/research/UC-RQ-004-005-COMPARISON-HKCANCOR-ATTESTATION-R1.md|docs/research/UC-RQ-004-CANTONESE-EQUATIVE-CONSTRUCTION-RESEARCH-R1.md|docs/research/UC-RQ-007-VERB-COPY-FOCUS-CONSTRUCTION-RESEARCH-R1.md|docs/research/UC-RQ-026-DI1-DEGREE-DISPOSITION-R1.md|docs/research/UC-RQ-026-DI1-DEGREE-SOURCE-VERIFICATION-R1.tsv|docs/research/UC-RQ-029-ZYU6-DURATIVE-DISPOSITION-R1.md|docs/research/UC-RQ-036-SEOI1JIN4-DAAN6HAI6-CONCESSIVE-RESEARCH-R1.md|docs/research/UC-RQ-036-SEOI1JIN4-DAAN6HAI6-CONCESSIVE-SOURCE-VERIFICATION-R1.tsv|docs/research/WECHAT-GX-TRAVEL-002-ADJUDICATION-REPORT.md|grammar/research_pending/NegatedStativePredicate.md|test-data/a1-context-status-fixture.tsv|test-data/CP023-P1-PROG01-lexicon-baseline-probes.tsv|test-data/CP023-P1-PROG01-visible-research-packet.tsv|test-data/natural-corpus-wechat-guangxi-travel-002-turns.json|test-data/natural-corpus-wechat-guangxi-travel-002-turns.tsv|test-data/natural-corpus-wechat-guangxi-travel-002-units.json|test-data/natural-corpus-wechat-guangxi-travel-002-units.tsv|test-data/WECHAT-GX-TRAVEL-002-ADJUDICATION-MATRIX.json|test-data/WECHAT-GX-TRAVEL-002-ADJUDICATION-MATRIX.tsv|test-data/WECHAT-GX-TRAVEL-002-LEXICON-PATCH-BLUEPRINT-R2.json|test-data/WECHAT-GX-TRAVEL-002-LEXICON-PATCH-BLUEPRINT-R2.tsv|test-data/WECHAT-GX-TRAVEL-002-LEXICON-PATCH-TEST-MATRIX-R2.tsv|test-data/WECHAT-GX-TRAVEL-002-QUEUE-L-lexicon_jyutping_enrichment.tsv|test-data/WECHAT-GX-TRAVEL-002-QUEUE-R-accepted_behavior_regression.tsv|test-data/WECHAT-GX-TRAVEL-002-REGRESSION-REMEDIATION-READINESS-R2.json|test-data/WECHAT-GX-TRAVEL-002-REGRESSION-REMEDIATION-READINESS-R2.tsv|tests/constructions/NeedsContext.json|tests/constructions/NegatedStativePredicate.json		REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-002-20251207-I041	41	lexical_entry			3	新款	san1 fun2	new style, new model	sha256:b234cf32435b36c2a13c06604cf51616de4b59826976c59fc80f0a260ae56f72			no_project_match	new_attestation					REQUIRES_EXPERT_CONTEXT_REVIEW
