id	ordinal	item_type	turn	speaker	vocabulary_ordinal	source_cantonese	source_jyutping	source_english	source_hash	previous_turn_id	next_turn_id	deduplication_relation	ingress_classification	runtime_lexical_owners	canonical_exact_owners	supporting_exact_owners	review_flags	review_state
GLOSSIKA-YUEHK-A1-DLG-005-20251228-I011	11	dialog_turn	11	阿文		有呀,我想學語言。	/Aa3 Man4: Jau5 aa3, ngo5 soeng2 hok6 jyu5 jin4./		sha256:ee49f8ea7b564528dc51161182877410e7e32ebe2e054cd3952d9be2ae1b994b	GLOSSIKA-YUEHK-A1-DLG-005-20251228-I010	GLOSSIKA-YUEHK-A1-DLG-005-20251228-I012	no_project_match	new_attestation				source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-005-20251228-I012	12	dialog_turn	12	阿芬		學邊隻語言呀?	/Aa3 Fan1: Hok6 bin1 zek3 jyu5 jin4 aa3?/		sha256:30b8c2d7c4cf731e84cb8b9b5178d6bf765aa45b2f18daa84086fdeaa309baf9	GLOSSIKA-YUEHK-A1-DLG-005-20251228-I011	GLOSSIKA-YUEHK-A1-DLG-005-20251228-I013	no_project_match	naturalness_review_candidate				naturalness_review_candidate|classifier_language_selection|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-005-20251228-I013	13	dialog_turn	13	阿文		我想學日文。	/Aa3 Man4: Ngo5 soeng2 hok6 Jat6 man4./		sha256:0534d4b4d5ec3b8af79f97d77c0ca52f75c995324774e24c005b0d1d25e5b185	GLOSSIKA-YUEHK-A1-DLG-005-20251228-I012	GLOSSIKA-YUEHK-A1-DLG-005-20251228-I014	no_project_match	new_attestation				source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-005-20251228-I014	14	dialog_turn	14	阿芬		點解學日文呀?	/Aa3 Fan1: Dim2 gaai2 hok6 Jat6 man4 aa3?/		sha256:dffcc4e2cb77120fc2a15187ceb3c92f3855cbf35487e258af09462de88587b3	GLOSSIKA-YUEHK-A1-DLG-005-20251228-I013	GLOSSIKA-YUEHK-A1-DLG-005-20251228-I015	no_project_match	new_attestation				source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-005-20251228-I015	15	dialog_turn	15	阿文		我鍾意日本文化。	/Aa3 Man4: Ngo5 zung1 ji3 Jat6 bun2 man4 faa3./		sha256:9e62464379849508c8724108dd4350b4224d4a626ec14354a99f496e21f09f20	GLOSSIKA-YUEHK-A1-DLG-005-20251228-I014	GLOSSIKA-YUEHK-A1-DLG-005-20251228-I016	no_project_match	new_attestation				source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-005-20251228-I016	16	dialog_turn	16	阿芬		咁你點樣學呀?	/Aa3 Fan1: Gam2 nei5 dim2 joeng2 hok6 aa3?/		sha256:c16939b93fa103d0321f3bd0a89c3220a21ea2aab4b6a4d794b82b547da03959	GLOSSIKA-YUEHK-A1-DLG-005-20251228-I015	GLOSSIKA-YUEHK-A1-DLG-005-20251228-I017	no_project_match	new_attestation				source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-005-20251228-I017	17	dialog_turn	17	阿文		我會用app同上堂。	/Aa3 Man4: Ngo5 wui5 jung6 app tung4 soeng5 tong4./		sha256:ec7af5e5fd35194b04dbb762a8ad4cb365caa93fe12d106a183c138ae6f5f605	GLOSSIKA-YUEHK-A1-DLG-005-20251228-I016	GLOSSIKA-YUEHK-A1-DLG-005-20251228-I018	no_project_match	naturalness_review_candidate				naturalness_review_candidate|instrument_coordination_or_ellipsis|english_loan_app|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-005-20251228-I018	18	dialog_turn	18	阿芬		幾時上堂呀?	/Aa3 Fan1: Gei2 si4 soeng5 tong4 aa3?/		sha256:03892265cf007199946a92b59cd3654a75cacca55ebbedde811658e944bbe9f4	GLOSSIKA-YUEHK-A1-DLG-005-20251228-I017	GLOSSIKA-YUEHK-A1-DLG-005-20251228-I019	no_project_match	new_attestation				source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-005-20251228-I019	19	dialog_turn	19	阿文		每個禮拜兩次。	/Aa3 Man4: Mui5 go3 lai5 baai3 loeng5 ci3./		sha256:50caa59272d38b7617070fef64b86361ce8f61b6c2a703cf528cba4660bed4b6	GLOSSIKA-YUEHK-A1-DLG-005-20251228-I018	GLOSSIKA-YUEHK-A1-DLG-005-20251228-I020	no_project_match	naturalness_review_candidate				naturalness_review_candidate|frequency_fragment|mui5_measure|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-005-20251228-I020	20	dialog_turn	20	阿芬		好呀!你一定得㗎!	/Aa3 Fan1: Hou2 aa3! Nei5 jat1 ding6 dak1 gaa3!/		sha256:4cdb333fd079b4acfeb3f7627506187fd16a2e29473c9e90efcce482d257e82e	GLOSSIKA-YUEHK-A1-DLG-005-20251228-I019	GLOSSIKA-YUEHK-A1-DLG-005-20251228-I021	no_project_match	naturalness_review_candidate				naturalness_review_candidate|encouragement_dak1|sentence_final_gaa3|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-005-20251228-I021	21	dialog_turn	21	阿文		多謝!你都一定得!	/Aa3 Man4: Do1 ze6! Nei5 dou1 jat1 ding6 dak1!/		sha256:1e3e7b53a44de6e8b224cff42a49e69ba223eba4b1f86c6bec4072040c912d91	GLOSSIKA-YUEHK-A1-DLG-005-20251228-I020	GLOSSIKA-YUEHK-A1-DLG-005-20251228-I022	no_project_match	naturalness_review_candidate				naturalness_review_candidate|additive_dou1|encouragement_dak1|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-005-20251228-I022	22	dialog_turn	22	阿芬		仲有,我想早啲瞓。	/Aa3 Fan1: Zung6 jau5, ngo5 soeng2 zou2 di1 fan3./		sha256:ee6f79cce949ebd86b3e56147aed250551275da10f3cb9ad710b5e15acbb09dc	GLOSSIKA-YUEHK-A1-DLG-005-20251228-I021	GLOSSIKA-YUEHK-A1-DLG-005-20251228-I023	no_project_match	new_attestation				source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-005-20251228-I023	23	dialog_turn	23	阿文		你平時幾點瞓呀?	/Aa3 Man4: Nei5 peng4 si4 gei2 dim2 fan3 aa3?/		sha256:f0ba0df7504b77e60a69d402907d8586560ed07869e5504e2074a9fda91dc44e	GLOSSIKA-YUEHK-A1-DLG-005-20251228-I022	GLOSSIKA-YUEHK-A1-DLG-005-20251228-I024	no_project_match	new_attestation				source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-005-20251228-I024	24	dialog_turn	24	阿芬		好夜,通常十二點後。	/Aa3 Fan1: Hou2 je6, tung1 soeng4 sap6 ji6 dim2 hau6./		sha256:7bb6e54a8c4aede64b959d4d194d8b6c3515ce540995a28c253683012acf0d2c	GLOSSIKA-YUEHK-A1-DLG-005-20251228-I023	GLOSSIKA-YUEHK-A1-DLG-005-20251228-I025	no_project_match	naturalness_review_candidate				naturalness_review_candidate|habitual_temporal_fragment|post_time_hau6|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-005-20251228-I025	25	dialog_turn	25	阿文		咁夜?對身體唔好喎!	/Aa3 Man4: Gam3 je6? Deoi3 san1 tai2 m4 hou2 wo3!/		sha256:65d3085f58a998b2b74863666e9b3c2292384fff1dd8d314ff7d8fec7ef766b2	GLOSSIKA-YUEHK-A1-DLG-005-20251228-I024	GLOSSIKA-YUEHK-A1-DLG-005-20251228-I026	no_project_match	naturalness_review_candidate				naturalness_review_candidate|degree_fragment|deoi3_evaluative_predicate|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-005-20251228-I026	26	dialog_turn	26	阿芬		我知,所以要改。	/Aa3 Fan1: Ngo5 zi1, so2 ji5 jiu3 goi2./		sha256:f775483dc165a00553b6f00b396fd7f062b87e2a9d4480239d3476e31b0d6489	GLOSSIKA-YUEHK-A1-DLG-005-20251228-I025	GLOSSIKA-YUEHK-A1-DLG-005-20251228-I027	no_project_match	new_attestation				so2ji5_consequence|omitted_complement_goi2|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-005-20251228-I027	27	dialog_turn	27	阿文		你想幾點瞓呀?	/Aa3 Man4: Nei5 soeng2 gei2 dim2 fan3 aa3?/		sha256:e582fd8c02b5dee95fb369eaaea5de435f10a6eb497ffb11c70d4abbab5521a2	GLOSSIKA-YUEHK-A1-DLG-005-20251228-I026	GLOSSIKA-YUEHK-A1-DLG-005-20251228-I028	no_project_match	new_attestation				source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-005-20251228-I028	28	dialog_turn	28	阿芬		我想十點半瞓。	/Aa3 Fan1: Ngo5 soeng2 sap6 dim2 bun3 fan3./		sha256:72dce6edfc6f268c157322106f746601712a8766d2ce95a2b0a1a1b2ad667a50	GLOSSIKA-YUEHK-A1-DLG-005-20251228-I027	GLOSSIKA-YUEHK-A1-DLG-005-20251228-I029	no_project_match	new_attestation				source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-005-20251228-I029	29	dialog_turn	29	阿文		好呀!早瞓早起好健康!	/Aa3 Man4: Hou2 aa3! Zou2 fan3 zou2 hei2 hou2 gin6 hong1!/		sha256:f8e6a6cc4710facb502317085a704c01ac79e7db8c846b8ff2b45308c8e8ba5a	GLOSSIKA-YUEHK-A1-DLG-005-20251228-I028	GLOSSIKA-YUEHK-A1-DLG-005-20251228-I030	no_project_match	naturalness_review_candidate				naturalness_review_candidate|parallel_early_sleep_wake|evaluative_fragment|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-005-20251228-I030	30	dialog_turn	30	阿芬		係呀!仲有,我想睇多啲書。	/Aa3 Fan1: Hai6 aa3! Zung6 jau5, ngo5 soeng2 tai2 do1 di1 syu1./		sha256:60127a997ac96437b3faa3df02fc0b078e94b3371c87a394d18f5364a21ba794	GLOSSIKA-YUEHK-A1-DLG-005-20251228-I029	GLOSSIKA-YUEHK-A1-DLG-005-20251228-I031	no_project_match	new_attestation				source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-005-20251228-I031	31	dialog_turn	31	阿文		睇咩書呀?	/Aa3 Man4: Tai2 me1 syu1 aa3?/		sha256:19b01baaca7c08378f06d0ea5dc4baf358d303181fab960e4a60d51608947b2f	GLOSSIKA-YUEHK-A1-DLG-005-20251228-I030	GLOSSIKA-YUEHK-A1-DLG-005-20251228-I032	no_project_match	new_attestation				source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-005-20251228-I032	32	dialog_turn	32	阿芬		小說、雜誌,乜都睇。	/Aa3 Fan1: Siu2 syut3, zaap6 zi3, mat1 dou1 tai2./		sha256:83353a2439b7e13a89ff778a6d6a0a9fc12f6c7f6199a6abc62c9240dee0032c	GLOSSIKA-YUEHK-A1-DLG-005-20251228-I031	GLOSSIKA-YUEHK-A1-DLG-005-20251228-I033	no_project_match	naturalness_review_candidate				naturalness_review_candidate|wh_dou1_free_choice_or_universal|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-005-20251228-I033	33	dialog_turn	33	阿文		一個月睇幾多本呀?	/Aa3 Man4: Jat1 go3 jyut6 tai2 gei2 do1 bun2 aa3?/		sha256:bfd648aee1604d98d4740a703f2fd59b1782227a3752523f2cdd231b807cfaf0	GLOSSIKA-YUEHK-A1-DLG-005-20251228-I032	GLOSSIKA-YUEHK-A1-DLG-005-20251228-I034	no_project_match	naturalness_review_candidate				naturalness_review_candidate|time_frame_quantity_question|book_classifier|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-005-20251228-I034	34	dialog_turn	34	阿芬		我想一個月睇兩本。	/Aa3 Fan1: Ngo5 soeng2 jat1 go3 jyut6 tai2 loeng5 bun2./		sha256:57efc77f7d8bcdf9f8acaafbe68ab8019251a177fd942dac846ecc2e08766edb	GLOSSIKA-YUEHK-A1-DLG-005-20251228-I033	GLOSSIKA-YUEHK-A1-DLG-005-20251228-I035	no_project_match	naturalness_review_candidate				naturalness_review_candidate|time_frame_frequency|book_classifier|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-005-20251228-I035	35	dialog_turn	35	阿文		好呀!我都想睇多啲書!	/Aa3 Man4: Hou2 aa3! Ngo5 dou1 soeng2 tai2 do1 di1 syu1!/		sha256:f3849b1d4e83bf10343832d653e6eb3ab19f90122f9c5f3acc17d2041e7f026e	GLOSSIKA-YUEHK-A1-DLG-005-20251228-I034	GLOSSIKA-YUEHK-A1-DLG-005-20251228-I036	no_project_match	new_attestation				source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-005-20251228-I036	36	dialog_turn	36	阿芬		咁我哋一齊睇,一齊討論!	/Aa3 Fan1: Gam2 ngo5 dei6 jat1 cai4 tai2, jat1 cai4 tou2 leon6!/		sha256:80df31144afc15f53aeb79a2c8910d1b288e57b697ffae36740225cc2f6b6c08	GLOSSIKA-YUEHK-A1-DLG-005-20251228-I035	GLOSSIKA-YUEHK-A1-DLG-005-20251228-I037	no_project_match	naturalness_review_candidate				naturalness_review_candidate|parallel_activity_chain|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-005-20251228-I037	37	dialog_turn	37	阿文		好主意!我哋可以整個讀書會!	/Aa3 Man4: Hou2 zyu2 ji3! Ngo5 dei6 ho2 ji5 zing2 go3 duk6 syu1 wui5!/		sha256:e44a34dc9a7861ac06c523f05ff7f0b513035ef8a919308a635afe4851563ee1	GLOSSIKA-YUEHK-A1-DLG-005-20251228-I036	GLOSSIKA-YUEHK-A1-DLG-005-20251228-I038	no_project_match	naturalness_review_candidate				naturalness_review_candidate|creation_verb_zing2|book_club_classifier_go3|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-005-20251228-I038	38	dialog_turn	38	阿芬		讀書會?幾好呀!	/Aa3 Fan1: Duk6 syu1 wui5? Gei2 hou2 aa3!/		sha256:5272759ccc3fd26b3f34c01d0799d64ad10dc552f7c59234b0b9a11c598a3655	GLOSSIKA-YUEHK-A1-DLG-005-20251228-I037	GLOSSIKA-YUEHK-A1-DLG-005-20251228-I039	no_project_match	naturalness_review_candidate				naturalness_review_candidate|topic_echo_fragment|degree_gei2|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-005-20251228-I039	39	dialog_turn	39	阿文		我哋每個月見一次?	/Aa3 Man4: Ngo5 dei6 mui5 go3 jyut6 gin3 jat1 ci3?/		sha256:06bb6e17dcc78b3bd92908af3284d0c264fa5be016755afdf94560894e9262c2	GLOSSIKA-YUEHK-A1-DLG-005-20251228-I038	GLOSSIKA-YUEHK-A1-DLG-005-20251228-I040	no_project_match	naturalness_review_candidate				naturalness_review_candidate|habitual_frequency_question_without_particle|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-005-20251228-I040	40	dialog_turn	40	阿芬		好呀!邊度見呀?	/Aa3 Fan1: Hou2 aa3! Bin1 dou6 gin3 aa3?/		sha256:df33d572b80500b8c2cfd1799190bb83b9c7f9090b2db043cc00fef7783c54d1	GLOSSIKA-YUEHK-A1-DLG-005-20251228-I039	GLOSSIKA-YUEHK-A1-DLG-005-20251228-I041	no_project_match	new_attestation				locative_wh_question|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-005-20251228-I041	41	dialog_turn	41	阿文		可以去咖啡店。	/Aa3 Man4: Ho2 ji5 heoi3 gaa3 fe1 dim3./		sha256:65541331f4c226fa61604677f100434caa449f5140a2f0bdca24a8d8be76f3d5	GLOSSIKA-YUEHK-A1-DLG-005-20251228-I040	GLOSSIKA-YUEHK-A1-DLG-005-20251228-I042	no_project_match	naturalness_review_candidate				naturalness_review_candidate|modal_motion_goal|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-005-20251228-I042	42	dialog_turn	42	阿芬		好呀!我哋輪流揀書!	/Aa3 Fan1: Hou2 aa3! Ngo5 dei6 leon4 lau4 gaan2 syu1!/		sha256:2e636524a9a595ef0fbb92df303c1428d6b2319d687200fd5c29ecc1736ddb6b	GLOSSIKA-YUEHK-A1-DLG-005-20251228-I041	GLOSSIKA-YUEHK-A1-DLG-005-20251228-I043	no_project_match	naturalness_review_candidate				naturalness_review_candidate|reciprocal_rotation_activity|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-005-20251228-I043	43	dialog_turn	43	阿文		仲有咩新年大計呀?	/Aa3 Man4: Zung6 jau5 me1 san1 nin4 daai6 gai3 aa3?/		sha256:8f3ae3dd9463eca1324099b5ae072b2e8c8d1d22f9b757c02387d42364d1eee4	GLOSSIKA-YUEHK-A1-DLG-005-20251228-I042	GLOSSIKA-YUEHK-A1-DLG-005-20251228-I044	no_project_match	new_attestation				zung6_jau5_wh_nominal|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-005-20251228-I044	44	dialog_turn	44	阿芬		我想儲錢!	/Aa3 Fan1: Ngo5 soeng2 cyu5 cin2!/		sha256:dd1ca84dfe1581909489be9df95fc788d556defe8716cb9423f1f340d6e73b51	GLOSSIKA-YUEHK-A1-DLG-005-20251228-I043	GLOSSIKA-YUEHK-A1-DLG-005-20251228-I045	no_project_match	new_attestation				source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-005-20251228-I045	45	dialog_turn	45	阿文		儲幾多呀?	/Aa3 Man4: Cyu5 gei2 do1 aa3?/		sha256:ec66b949cffa2a7c70a5d3294e7549c96f5f557ffcdf8747f4efdcb76d8c6c5b	GLOSSIKA-YUEHK-A1-DLG-005-20251228-I044	GLOSSIKA-YUEHK-A1-DLG-005-20251228-I046	no_project_match	new_attestation				quantity_wh_fragment|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-005-20251228-I046	46	dialog_turn	46	阿芬		我想儲五萬蚊。	/Aa3 Fan1: Ngo5 soeng2 cyu5 ng5 maan6 man1./		sha256:649bf6a1cee3985b66f5a509d4985ced33104ed1b38f538416872e71047994e1	GLOSSIKA-YUEHK-A1-DLG-005-20251228-I045	GLOSSIKA-YUEHK-A1-DLG-005-20251228-I047	no_project_match	naturalness_review_candidate				naturalness_review_candidate|large_money_numeral|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-005-20251228-I047	47	dialog_turn	47	阿文		五萬?好多喎!	/Aa3 Man4: Ng5 maan6? Hou2 do1 wo3!/		sha256:80431168658a68d503a9d9027f2e1285b8da3cb0c8e36f8ccbf626c216efe357	GLOSSIKA-YUEHK-A1-DLG-005-20251228-I046	GLOSSIKA-YUEHK-A1-DLG-005-20251228-I048	no_project_match	naturalness_review_candidate				naturalness_review_candidate|measure_echo_fragment|sentence_final_wo3|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-005-20251228-I048	48	dialog_turn	48	阿芬		我知,但我要試!	/Aa3 Fan1: Ngo5 zi1, daan6 ngo5 jiu3 si3!/		sha256:8a797251fbaf2eb62f3b960e9e82ec97954f57e00896f3175a16a1ed41cf6ad9	GLOSSIKA-YUEHK-A1-DLG-005-20251228-I047	GLOSSIKA-YUEHK-A1-DLG-005-20251228-I049	no_project_match	new_attestation				source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-005-20251228-I049	49	dialog_turn	49	阿文		點樣儲呀?	/Aa3 Man4: Dim2 joeng2 cyu5 aa3?/		sha256:fd91358e28275af997db1c5c3a7e3f3f332b6b8b8a13e0dcfbe62a4ba51677ae	GLOSSIKA-YUEHK-A1-DLG-005-20251228-I048	GLOSSIKA-YUEHK-A1-DLG-005-20251228-I050	no_project_match	new_attestation				source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
