runtime_label	claim_layer	current_linguistic_status	runtime_embedded_status	status_alignment	linguistic_confidence_state	implementation_lifecycle	runtime_code_reference_count	accepted_fixture_count	accepted_fixture_origin_count	visible_or_focused_test_status	render_review_status	held_out_status	regression_status	code_document_alignment_status	productive_acceptance_eligible	note
ClauseRelationEdge	internal	parser_heuristic	parser_heuristic	ALIGNED	medium	runtime_referenced_with_accepted_fixtures	12	27	12	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	not_applicable_or_internal	false	Runtime metadata and current governance agree in v0.5.184.
ClauseRelationGraph	internal	parser_heuristic	parser_heuristic	ALIGNED	medium	runtime_referenced_with_accepted_fixtures	17	47	23	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	not_applicable_or_internal	false	Runtime metadata and current governance agree in v0.5.184.
ClauseRelationMemberSpan	internal	parser_heuristic	parser_heuristic	ALIGNED	medium	runtime_referenced_with_accepted_fixtures	3	30	12	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	not_applicable_or_internal	false	Runtime metadata and current governance agree in v0.5.184.
ClauseSpan	internal	parser_heuristic	parser_heuristic	ALIGNED	medium	runtime_referenced_with_accepted_fixtures	75	118	29	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_YET_OPENED	not_assessed_in_current_definition_of_done_review	not_applicable_or_internal	false	Runtime metadata and current governance agree in v0.5.184.
CognitionContentFrame	language	research_pending	research_pending	ALIGNED	not_assigned_research_pending	runtime_referenced_with_accepted_fixtures	5	4	3	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Runtime metadata and current governance agree in v0.5.184.
CognitionDelimitedObjectVP	language	unsupported_generalization	unsupported_generalization	ALIGNED	unsupported	runtime_referenced_without_accepted_fixtures	4	0	0	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Runtime metadata and current governance agree in v0.5.184.
CognitionDelimitedVP	language	unsupported_generalization	unsupported_generalization	ALIGNED	unsupported	runtime_referenced_without_accepted_fixtures	3	0	0	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Runtime metadata and current governance agree in v0.5.184.
CognitionStatementClause	language	unsupported_generalization	unsupported_generalization	ALIGNED	unsupported	runtime_referenced_with_accepted_fixtures	6	8	3	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Runtime metadata and current governance agree in v0.5.184.
Comment	internal	parser_heuristic	parser_heuristic	ALIGNED	low	runtime_referenced_without_accepted_fixtures	1	0	0	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	not_applicable_or_internal	false	Runtime metadata and current governance agree in v0.5.184.
ComparativeStative	language	unsupported_generalization	unsupported_generalization	ALIGNED	unsupported	runtime_referenced_without_accepted_fixtures	1	0	0	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Runtime metadata and current governance agree in v0.5.184.
ComplementEllipsisFragment	language	research_pending	research_pending	ALIGNED	not_assigned_research_pending	runtime_referenced_with_accepted_fixtures	7	5	1	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Runtime metadata and current governance agree in v0.5.184.
CompletionQuestion	language	research_pending	research_pending	ALIGNED	not_assigned_research_pending	runtime_referenced_with_accepted_fixtures	11	8	12	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Runtime metadata and current governance agree in v0.5.184.
CompletionThenClause	language	unsupported_generalization	unsupported_generalization	ALIGNED	unsupported	runtime_referenced_without_accepted_fixtures	3	0	0	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Runtime metadata and current governance agree in v0.5.184.
CompletionVP	language	research_pending	research_pending	ALIGNED	not_assigned_research_pending	runtime_referenced_with_accepted_fixtures	19	7	5	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	CANDIDATE_HEADLESS_4_OF_4_INDEPENDENT_POSITIVES_PASS_RENDERED_PENDING	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Runtime metadata and current governance agree in v0.5.184.
CompoundDirectionalMotionVP	language	unsupported_generalization	unsupported_generalization	ALIGNED	unsupported	runtime_referenced_without_accepted_fixtures	4	0	0	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Runtime metadata and current governance agree in v0.5.184.
ConditionResult	language	unsupported_generalization	unsupported_generalization	ALIGNED	unsupported	runtime_referenced_without_accepted_fixtures	4	0	0	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Runtime metadata and current governance agree in v0.5.184.
ConditionalClause	language	unsupported_generalization	unsupported_generalization	ALIGNED	unsupported	runtime_referenced_with_accepted_fixtures	5	4	10	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Runtime metadata and current governance agree in v0.5.184.
CoordinatedNP	language	unsupported_generalization	unsupported_generalization	ALIGNED	unsupported	runtime_referenced_without_accepted_fixtures	9	0	0	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Runtime metadata and current governance agree in v0.5.184.
CopularANotAQuestion	language	unsupported_generalization	unsupported_generalization	ALIGNED	unsupported	runtime_referenced_without_accepted_fixtures	5	0	0	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Runtime metadata and current governance agree in v0.5.184.
CopularIdentificationFrame	internal	parser_heuristic	parser_heuristic	ALIGNED	low	runtime_referenced_with_accepted_fixtures	7	2	1	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	not_applicable_or_internal	false	Runtime metadata and current governance agree in v0.5.184.
CopularRelationFrame	internal	parser_heuristic	parser_heuristic	ALIGNED	low	runtime_referenced_with_accepted_fixtures	12	1	1	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	not_applicable_or_internal	false	Runtime metadata and current governance agree in v0.5.184.
CoverbFrame	language	research_pending	research_pending	ALIGNED	not_assigned_research_pending	runtime_referenced_with_accepted_fixtures	11	5	12	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Runtime metadata and current governance agree in v0.5.184.
DefinitionComplement	internal	parser_heuristic	parser_heuristic	ALIGNED	low	runtime_referenced_without_accepted_fixtures	2	0	0	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	not_applicable_or_internal	false	Runtime metadata and current governance agree in v0.5.184.
DefinitionExplanatoryFrame	internal	parser_heuristic	parser_heuristic	ALIGNED	low	runtime_referenced_without_accepted_fixtures	7	0	0	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	not_applicable_or_internal	false	Runtime metadata and current governance agree in v0.5.184.
DegreeMannerAdverbial	language	research_pending	research_pending	ALIGNED	not_assigned_research_pending	runtime_referenced_with_accepted_fixtures	4	3	1	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Runtime metadata and current governance agree in v0.5.184.
DegreeMannerModifiedVP	language	unsupported_generalization	unsupported_generalization	ALIGNED	unsupported	runtime_referenced_without_accepted_fixtures	2	0	0	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Runtime metadata and current governance agree in v0.5.184.
DegreeModifiedLexicalStative	language	unsupported_generalization	unsupported_generalization	ALIGNED	unsupported	runtime_referenced_without_accepted_fixtures	5	0	0	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Runtime metadata and current governance agree in v0.5.184.
DegreeStativePredicate	language	research_pending	research_pending	ALIGNED	not_assigned_research_pending	runtime_referenced_with_accepted_fixtures	10	21	12	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Runtime metadata and current governance agree in v0.5.184.
DelimitedVP	language	unsupported_generalization	unsupported_generalization	ALIGNED	unsupported	runtime_referenced_with_accepted_fixtures	4	7	4	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Runtime metadata and current governance agree in v0.5.184.
DemonstrativeClassifierNP	internal	parser_heuristic	parser_heuristic	ALIGNED	high	runtime_referenced_with_accepted_fixtures	14	30	9	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_APPLICABLE_COMPATIBILITY_ALIAS	not_assessed_in_current_definition_of_done_review	not_applicable_or_internal	false	Runtime metadata and current governance agree in v0.5.184.
DemonstrativeHeadNP	language	unsupported_generalization	unsupported_generalization	ALIGNED	unsupported	runtime_referenced_without_accepted_fixtures	2	0	0	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Runtime metadata and current governance agree in v0.5.184.
DesiderativeVP	language	research_pending	research_pending	ALIGNED	not_assigned_research_pending	runtime_referenced_with_accepted_fixtures	9	12	5	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Runtime metadata and current governance agree in v0.5.184.
DiMarkedNP	language	research_pending	research_pending	ALIGNED	not_assigned_research_pending	runtime_referenced_with_accepted_fixtures	9	5	5	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Runtime metadata and current governance agree in v0.5.184.
DirectedMannerMotionVP	language	research_pending	research_pending	ALIGNED	not_assigned_research_pending	runtime_referenced_with_accepted_fixtures	13	6	1	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Runtime metadata and current governance agree in v0.5.184.
DirectionalMotionVP	language	research_pending	research_pending	ALIGNED	not_assigned_research_pending	runtime_referenced_with_accepted_fixtures	29	72	29	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Runtime metadata and current governance agree in v0.5.184.
DiscourseParticleFrame	internal	parser_heuristic	parser_heuristic	ALIGNED	medium	runtime_referenced_with_accepted_fixtures	15	20	5	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	not_applicable_or_internal	false	Runtime metadata and current governance agree in v0.5.184.
DisposalChangeIntoResultFrame	language	unsupported_generalization	unsupported_generalization	ALIGNED	unsupported	runtime_referenced_without_accepted_fixtures	4	0	0	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Runtime metadata and current governance agree in v0.5.184.
DitransitiveSpeechVP	language	unsupported_generalization	unsupported_generalization	ALIGNED	unsupported	runtime_referenced_without_accepted_fixtures	3	0	0	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Runtime metadata and current governance agree in v0.5.184.
DurativeVP	language	research_pending	research_pending	ALIGNED	not_assigned_research_pending	runtime_referenced_with_accepted_fixtures	4	1	1	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Runtime metadata and current governance agree in v0.5.184.
EvaluationWithDouSyun	language	unsupported_generalization	unsupported_generalization	ALIGNED	unsupported	runtime_referenced_without_accepted_fixtures	2	0	0	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Runtime metadata and current governance agree in v0.5.184.
ExistentialClause	language	research_pending	research_pending	ALIGNED	not_assigned_research_pending	runtime_referenced_with_accepted_fixtures	7	4	3	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Runtime metadata and current governance agree in v0.5.184.
ExistentialPresentationalClause	language	research_pending	research_pending	ALIGNED	not_assigned_research_pending	runtime_referenced_with_accepted_fixtures	4	4	1	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Runtime metadata and current governance agree in v0.5.184.
ExistentialQuestion	language	unsupported_generalization	unsupported_generalization	ALIGNED	unsupported	runtime_referenced_with_accepted_fixtures	19	5	5	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Runtime metadata and current governance agree in v0.5.184.
ExistentialWhQuestion	language	research_pending	research_pending	ALIGNED	not_assigned_research_pending	runtime_referenced_with_accepted_fixtures	4	5	6	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Runtime metadata and current governance agree in v0.5.184.
ExperientialClause	language	unsupported_generalization	unsupported_generalization	ALIGNED	unsupported	runtime_referenced_with_accepted_fixtures	2	1	1	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Runtime metadata and current governance agree in v0.5.184.
ExperientialMotionGoalVP	language	unsupported_generalization	unsupported_generalization	ALIGNED	unsupported	runtime_referenced_without_accepted_fixtures	3	0	0	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Runtime metadata and current governance agree in v0.5.184.
ExperientialQuestion	language	unsupported_generalization	unsupported_generalization	ALIGNED	unsupported	runtime_referenced_without_accepted_fixtures	3	0	0	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Runtime metadata and current governance agree in v0.5.184.
ExperientialVP	language	research_pending	research_pending	ALIGNED	not_assigned_research_pending	runtime_referenced_with_accepted_fixtures	6	3	9	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Runtime metadata and current governance agree in v0.5.184.
ExperientialYesNoQuestion	language	unsupported_generalization	unsupported_generalization	ALIGNED	unsupported	runtime_referenced_with_accepted_fixtures	5	2	8	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Runtime metadata and current governance agree in v0.5.184.
FocusParticleFrame	internal	parser_heuristic	parser_heuristic	ALIGNED	medium	runtime_referenced_with_accepted_fixtures	4	8	3	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	not_applicable_or_internal	false	Runtime metadata and current governance agree in v0.5.184.
FormulaDiscourseUnit	language	lexicalized_only	lexicalized_only	ALIGNED	medium	runtime_referenced_with_accepted_fixtures	23	31	14	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Runtime metadata and current governance agree in v0.5.184.
FragmentAnswer	language	research_pending	research_pending	ALIGNED	not_assigned_research_pending	runtime_referenced_with_accepted_fixtures	10	8	1	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Runtime metadata and current governance agree in v0.5.184.
FragmentQuestion	language	research_pending	research_pending	ALIGNED	not_assigned_research_pending	runtime_referenced_with_accepted_fixtures	10	2	11	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Runtime metadata and current governance agree in v0.5.184.
GoalAttainmentMotionVP	language	research_pending	research_pending	ALIGNED	not_assigned_research_pending	runtime_referenced_with_accepted_fixtures	4	2	1	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Runtime metadata and current governance agree in v0.5.184.
HeadlessDemonstrativeClassifierNP	language	research_pending	research_pending	ALIGNED	not_assigned_research_pending	shared_np_subsystem_component_research_pending	14	30	9	NP_SUBSYSTEM_BOUNDARY_TESTS_PRESENT	NOT_APPLICABLE_NO_ACTIVE_PROMOTION_CANDIDATE	NOT_APPLICABLE_NO_ACTIVE_PROMOTION_CANDIDATE	not_assessed_in_current_definition_of_done_review	ALIGNED_AS_RESEARCH_PENDING_SHARED_NP_COMPONENT	false	Retained only as a transparent headless NP representation. No DEMO01 promotion path remains active.
IdentificationFragment	language	lexicalized_only	lexicalized_only	ALIGNED	medium	runtime_referenced_without_accepted_fixtures	3	0	0	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Runtime metadata and current governance agree in v0.5.184.
IdentityWhQuestion	language	unsupported_generalization	unsupported_generalization	ALIGNED	unsupported	runtime_referenced_without_accepted_fixtures	6	0	0	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Runtime metadata and current governance agree in v0.5.184.
ImpersonalEnvironmentalClause	language	research_pending	research_pending	ALIGNED	not_assigned_research_pending	runtime_referenced_with_accepted_fixtures	20	15	3	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Runtime metadata and current governance agree in v0.5.184.
IntendedFunctionRelation	language	research_pending	research_pending	ALIGNED	not_assigned_research_pending	runtime_referenced_without_accepted_fixtures	8	0	0	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	CP019_R2_FROZEN_64_ROW_HEADLESS_REVIEW_PENDING_RENDERED_ACCEPTANCE	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Runtime metadata and current governance agree in v0.5.184.
IntentionFrame	language	unsupported_generalization	unsupported_generalization	ALIGNED	unsupported	runtime_referenced_without_accepted_fixtures	3	0	0	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Runtime metadata and current governance agree in v0.5.184.
IntransitiveVP	language	unsupported_generalization	unsupported_generalization	ALIGNED	unsupported	runtime_referenced_with_accepted_fixtures	3	4	1	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Runtime metadata and current governance agree in v0.5.184.
LexicalGiveRelation	language	research_pending	research_pending	ALIGNED	not_assigned_research_pending	runtime_referenced_without_accepted_fixtures	6	0	0	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Runtime metadata and current governance agree in v0.5.184.
LocativeExistentialClause	language	research_pending	research_pending	ALIGNED	not_assigned_research_pending	runtime_referenced_with_accepted_fixtures	8	6	2	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Runtime metadata and current governance agree in v0.5.184.
LocativeFragment	language	unsupported_generalization	unsupported_generalization	ALIGNED	unsupported	runtime_referenced_without_accepted_fixtures	2	0	0	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Runtime metadata and current governance agree in v0.5.184.
LocativeFrameClause	language	research_pending	research_pending	ALIGNED	not_assigned_research_pending	runtime_referenced_with_accepted_fixtures	10	4	2	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Runtime metadata and current governance agree in v0.5.184.
