rank	word	cifu_jyutping	cifu_definition	hkcancor_hits	hkcancor_observed_bucket_count	hkcancor_pos_counts	hkcancor_ud_counts	hkcancor_jyutping_counts
1543	類	leoi6	kind/type/class/category/similar/like/to resemble	7	2	"{""n"": 2,""q"": 5}"	"{""NOUN"": 7}"	"{""leoi6"": 7}"
1544	讓	joeng6	to yield/to permit/to let sb do sth/to have sb do sth	10	1	"{""v"": 10}"	"{""VERB"": 10}"	"{""joeng6"": 10}"
1545	一件	jat1gin6	piece	0	0	{}	{}	{}
1546	一部份	*jat1bou6fan6	NO DEF	0	0	{}	{}	{}
1547	一棵	*jat1po1|fo2	NO DEF	0	0	{}	{}	{}
1548	十年	sap6nin4	ten years	0	0	{}	{}	{}
1549	叉	caa1	"fork/pitchfork/prong/pick/CL:支[jī]/cross/intersect/""X""/CL:個[go]/to cross/be stuck/to diverge/to open (as legs)"	6	3	"{""Ng"": 2,""d1"": 2,""v"": 2}"	"{""ADV"": 2,""NOUN"": 2,""VERB"": 2}"	"{""caa1"": 6}"
1550	中心	zung1sam1	center/heart/core	6	1	"{""n"": 6}"	"{""NOUN"": 6}"	"{""zung1sam1"": 6}"
1551	中醫	zung1ji1	traditional Chinese medical science	5	1	"{""n"": 5}"	"{""NOUN"": 5}"	"{""zung1ji1"": 5}"
1552	之中	zi1zung1	inside	5	1	"{""f"": 5}"	"{""ADV"": 5}"	"{""zi1zung1"": 5}"
1553	互相	wu6soeng1	each other/mutually/mutual	0	0	{}	{}	{}
1554	今個	*gam1go3	NO DEF	0	0	{}	{}	{}
1555	太太	taai3taai2	married woman/Mrs./Madam/wife	5	1	"{""n"": 5}"	"{""NOUN"": 5}"	"{""taai3taai2"": 5}"
1556	日後	jat6hau6	sometime/someday (in the future)	4	1	"{""t"": 4}"	"{""ADV"": 4}"	"{""jat6hau6"": 4}"
1557	主角	zyu2gok3	leading role/lead	8	1	"{""n"": 8}"	"{""NOUN"": 8}"	"{""zyu2gok3"": 8}"
1558	主題	zyu2tai4	theme/subject	4	1	"{""n"": 4}"	"{""NOUN"": 4}"	"{""zyu2tai4"": 4}"
1559	出聲	ceot1seng1	to utter/to give voice	9	1	"{""v"": 9}"	"{""VERB"": 9}"	"{""ceot1seng1"": 9}"
1560	台灣	toi4waan1	Taiwan	9	1	"{""ns"": 9}"	"{""PROPN"": 9}"	"{""toi4waan1"": 9}"
1561	司	si1	company/control/surname Si	0	0	{}	{}	{}
1562	犯	faan6	to violate/to offend/to assault/criminal/crime/to make a mistake/recurrence (of mistake or sth bad)	2	2	"{""g1"": 1,""v"": 1}"	"{""VERB"": 2}"	"{""faan6"": 2}"
1563	白	baak6	white/clear/pure/bright/clean/plain/in vain/for nothing/free of charge/vernacular/the spoken part in an opera/to state/to explain/a surname	5	3	"{""a"": 2,""d"": 1,""nr"": 2}"	"{""ADJ"": 2,""ADV"": 1,""PROPN"": 2}"	"{""baak6"": 5}"
1564	目的	muk6dik1	purpose/aim/goal/target/objective	4	1	"{""n"": 4}"	"{""NOUN"": 4}"	"{""muk6dik1"": 4}"
1565	先得	*sin1dak1	NO DEF	0	0	{}	{}	{}
1566	好少	*hou2|hou3siu2|siu3	NO DEF	0	0	{}	{}	{}
1567	好笑	hou2siu3	laughable/funny/ridiculous	9	1	"{""a"": 9}"	"{""ADJ"": 9}"	"{""hou2siu3"": 9}"
1568	好煩	*hou2|hou3faan4	NO DEF	0	0	{}	{}	{}
1569	扣	kau3	to fasten/to button/button/buckle/knot/to arrest/to confiscate/to deduct (money)/discount/to knock/to smash or spike (a ball)/to cover (with a bowl etc)/fig. to tag a label on sb	8	1	"{""v"": 8}"	"{""VERB"": 8}"	"{""kau3"": 8}"
1570	收埋	*sau1maai4	NO DEF	9	1	"{""v"": 9}"	"{""VERB"": 9}"	"{""sau1maai4"": 9}"
1571	自信	zi6seon3	confidence/self-confidence	0	0	{}	{}	{}
1572	作	zok3	to compose/to write/to do/to pretend/to regard as/to feel/writings or works	6	1	"{""v"": 6}"	"{""VERB"": 6}"	"{""zok3"": 6}"
1573	你畫	*nei5waak6|waa2	NO DEF	0	0	{}	{}	{}
1574	即要	*zik1jiu3	NO DEF	0	0	{}	{}	{}
1575	夾	gaap3|gaap2	to place in between/to sandwich/to carry sth under armpit/wedged between/between/to intersperse/to mix/to mingle|clip/folder	11	2	"{""v"": 11}"	"{""VERB"": 11}"	"{""gaap3"": 8,""gap3"": 3}"
1576	我識	*ngo5sik1	NO DEF	0	0	{}	{}	{}
1577	身體	san1tai2	(human) body/health	10	1	"{""n"": 10}"	"{""NOUN"": 10}"	"{""san1tai2"": 10}"
1578	兩條	*loeng5tiu4	NO DEF	0	0	{}	{}	{}
1579	咁滯	gam3zai6	NO DEF	10	2	"{""d"": 9,""m"": 1}"	"{""ADV"": 9,""NUM"": 1}"	"{""gam3zai6"": 10}"
1580	拗	aau2|aau3	to bend in two so as to break|stubborn/obstinate/to argue	3	2	"{""v"": 3}"	"{""VERB"": 3}"	"{""aau2"": 1,""aau3"": 2}"
1581	返轉頭	*faan1|faan2zyun3tau4	NO DEF	1	1	"{""v"": 1}"	"{""VERB"": 1}"	"{""faan1zyun3tau4"": 1}"
1582	金融	gam1jung4	banking/finance/financial	0	0	{}	{}	{}
1583	封	fung1	to confer/to grant/to bestow a title/to seal/classifier for sealed objects, esp. letters	15	2	"{""q"": 7,""v"": 8}"	"{""NOUN"": 7,""VERB"": 8}"	"{""fung1"": 15}"
1584	政治	zing3zi6	politics/political	0	0	{}	{}	{}
1585	柱	cyu5	pillar	1	1	"{""n"": 1}"	"{""NOUN"": 1}"	"{""zyu5"": 1}"
1586	為止	wai4zi2	until	1	1	"{""v"": 1}"	"{""VERB"": 1}"	"{""wai4zi2"": 1}"
1587	界	gaai3	boundary/scope/extent/circles/group/kingdom (taxonomy)	0	0	{}	{}	{}
1588	閂	saan1	bolt/latch/to bolt/to latch	5	1	"{""v"": 5}"	"{""VERB"": 5}"	"{""saan1"": 5}"
1589	面前	min6cin4	in front of/facing/presence	6	3	"{""f"": 4,""n"": 1,""s"": 1}"	"{""ADV"": 4,""NOUN"": 2}"	"{""min6cin4"": 6}"
1590	食到	*sik6dou3	NO DEF	0	0	{}	{}	{}
1591	個萍	*go3ping4	NO DEF	0	0	{}	{}	{}
1592	唔錯	*m4co3	NO DEF	6	1	"{""a"": 6}"	"{""ADJ"": 6}"	"{""m4co3"": 6}"
1593	庭	ting4	court/courtyard	0	0	{}	{}	{}
1594	秘書	bei3syu1	secretary	7	1	"{""n"": 7}"	"{""NOUN"": 7}"	"{""bei3syu1"": 7}"
1595	站	zaam6	station/to stand/to halt/to stop/branch of a company or organization/website	1	1	"{""v"": 1}"	"{""VERB"": 1}"	"{""zaam6"": 1}"
1596	能	nang4	can/may/capable/energy/able/surname Neng	2	2	"{""Vug"": 1,""vu"": 1}"	"{""AUX"": 2}"	"{""nang4"": 2}"
1597	茶	caa4	tea/tea plant/CL:杯[būi]	7	1	"{""n"": 7}"	"{""NOUN"": 7}"	"{""caa4"": 7}"
1598	骨折	gwat1zit3	broken bones/fracture	13	1	"{""v"": 13}"	"{""VERB"": 13}"	"{""gwat1zit3"": 13}"
1599	參考	caam1haau2	consultation/reference/to consult/to refer	3	1	"{""v"": 3}"	"{""VERB"": 3}"	"{""caam1haau2"": 3}"
1600	接	zip3	to receive/to answer (the phone)/to meet or welcome sb/to connect/to catch/to join/to extend/to take one's turn on duty/take over for sb	11	1	"{""v"": 11}"	"{""VERB"": 11}"	"{""zip3"": 11}"
1601	痕	han4	scar/traces	0	0	{}	{}	{}
1602	細路仔	*sai3lou6zai2|zi2	NO DEF	3	1	"{""n"": 3}"	"{""NOUN"": 3}"	"{""sai3lou6zai2"": 3}"
1603	速度	cuk1dou6	speed/rate/velocity	4	1	"{""n"": 4}"	"{""NOUN"": 4}"	"{""cuk1dou6"": 4}"
1604	部門	bou6mun4	department/branch/section/division	1	1	"{""n"": 1}"	"{""NOUN"": 1}"	"{""bou6mun4"": 1}"
1605	雀	zoek3	small bird/sparrow/a freckle/lentigo	22	2	"{""n"": 22}"	"{""NOUN"": 22}"	"{""zoek2"": 18,""zoek3"": 4}"
1606	單仲佳	*daan1zung6gaai1	NO DEF	0	0	{}	{}	{}
1607	就會	*zau6wui5|wui6|wui2	NO DEF	0	0	{}	{}	{}
1608	幾靚	*gei2|gei1leng3	NO DEF	0	0	{}	{}	{}
1609	幾點	gei2dim2	what time?/when?	4	1	"{""r"": 4}"	"{""PRON"": 4}"	"{""gei2dim2"": 4}"
1610	掣	zai3|cit3	pull/obstruct/hinder/draw	9	1	"{""n"": 9}"	"{""NOUN"": 9}"	"{""zai3"": 9}"
1611	期	kei4	a period of time/phase/stage/(used for issue of a periodical, courses of study)/time/term/period/to hope	3	2	"{""n"": 2,""q"": 1}"	"{""NOUN"": 3}"	"{""kei4"": 3}"
1612	琴日	kam4jat6	yesterday	13	1	"{""t"": 13}"	"{""ADV"": 13}"	"{""kam4jat6"": 13}"
1613	畫一個	*waak6|waa2jat1go3	NO DEF	0	0	{}	{}	{}
1614	稅	seoi3	taxes/duties	1	1	"{""n"": 1}"	"{""NOUN"": 1}"	"{""seoi3"": 1}"
1615	黑色	haak1sik1	black	4	1	"{""n"": 4}"	"{""NOUN"": 4}"	"{""haak1sik1"": 4}"
1616	傷害	soeng1hoi6	injure/harm	3	1	"{""v"": 3}"	"{""VERB"": 3}"	"{""soeng1hoi6"": 3}"
1617	傾偈	king1gai2	to chat	13	1	"{""v"": 13}"	"{""VERB"": 13}"	"{""king1gai2"": 13}"
1618	感	gam2	to feel/to move/to touch/to affect	1	1	"{""n"": 1}"	"{""NOUN"": 1}"	"{""gam2"": 1}"
1619	損失	syun2sat1	loss (e.g. financial)/to lose	5	2	"{""v"": 4,""vn"": 1}"	"{""NOUN"": 1,""VERB"": 4}"	"{""syun2sat1"": 5}"
1620	會會	wui5wui5	to meet	0	0	{}	{}	{}
1621	照顧	ziu3gu3	to take care of/to show consideration/to attend to/to look after	6	1	"{""v"": 6}"	"{""VERB"": 6}"	"{""ziu3gu3"": 6}"
1622	運	wan6	to move/to transport/to use/to apply/fortune/luck/fate	5	1	"{""v"": 5}"	"{""VERB"": 5}"	"{""wan6"": 5}"
1623	嘗試	soeng4si3	to try/to attempt	6	2	"{""v"": 5,""vn"": 1}"	"{""NOUN"": 1,""VERB"": 5}"	"{""soeng4si3"": 6}"
1624	監管	gaam1gun2	to oversee/to take charge of/to supervise/to administer/supervisory/supervision	0	0	{}	{}	{}
1625	碧	bik1	green jade/bluish green/blue/jade	0	0	{}	{}	{}
1626	網	mong5	net/network	1	1	"{""n"": 1}"	"{""NOUN"": 1}"	"{""mong5"": 1}"
1627	認真	jing6zan1	earnest/serious/to take seriously/to take to heart	5	1	"{""a"": 5}"	"{""ADJ"": 5}"	"{""jing6zan1"": 5}"
1628	增加	zang1gaa1	to raise/to increase	4	1	"{""v"": 4}"	"{""VERB"": 4}"	"{""zang1gaa1"": 4}"
1629	數字	sou3zi6	numeral/digit/number/figure/amount/digital (electronics etc)	7	1	"{""n"": 7}"	"{""NOUN"": 7}"	"{""sou3zi6"": 7}"
1630	熱	jit6	heat/to heat up/fervent/hot (of weather)/warm up	18	1	"{""a"": 18}"	"{""ADJ"": 18}"	"{""jit6"": 18}"
1631	鋪	pou3	to spread/to display/to set up/plank bed/place to sleep/shop/store	2	2	"{""n"": 1,""q"": 1}"	"{""NOUN"": 2}"	"{""pou1"": 1,""pou3"": 1}"
1632	燈	dang1	lamp/light/lantern/CL:盞[jáan]	1	1	"{""n"": 1}"	"{""NOUN"": 1}"	"{""dang1"": 1}"
1633	牆	coeng4	wall	1	1	"{""n"": 1}"	"{""NOUN"": 1}"	"{""coeng4"": 1}"
1634	講多次	*gong2do1ci3	NO DEF	0	0	{}	{}	{}
1635	嚮	hoeng3	variant of 向, direction/orientation/to face/to turn toward/to/towards/shortly before/formerly/to side with/to be partial to/all along (previously)/surname Xiang	0	0	{}	{}	{}
1636	關	gwaan1	mountain pass/to close/to shut/to turn off/to concern/to involve/surname Kwan	19	3	"{""n"": 1,""nr"": 5,""v"": 13}"	"{""NOUN"": 1,""PROPN"": 5,""VERB"": 13}"	"{""gwaan1"": 19}"
1637	一刻	*jat1hak1|haak1	NO DEF	0	0	{}	{}	{}
1638	一套	jat1tou3	suit/a set	0	0	{}	{}	{}
1639	一部	*jat1bou6	NO DEF	0	0	{}	{}	{}
1640	十二點	sap6ji6dim2	NO DEF	4	1	"{""t"": 4}"	"{""ADV"": 4}"	"{""sap6ji6dim2"": 4}"
1641	十分	sap6fan1	to divide into ten equal parts/very/hundred percent/completely/extremely/utterly/absolutely	0	0	{}	{}	{}
1642	中學	zung1hok6	middle school	9	1	"{""n"": 9}"	"{""NOUN"": 9}"	"{""zung1hok6"": 9}"
1643	之內	zi1noi6	inside	4	1	"{""f"": 4}"	"{""ADV"": 4}"	"{""zi1noi6"": 4}"
1644	今	gam1	today/modern/present/current/this/now	24	2	"{""Rg"": 1,""t"": 23}"	"{""ADV"": 23,""PRON"": 1}"	"{""gam1"": 24}"
1645	內容	noi6jung4	content/substance/details	5	1	"{""n"": 5}"	"{""NOUN"": 5}"	"{""noi6jung4"": 5}"
1646	水草	seoi2cou2	water plants/habitat with water source and grass	13	1	"{""n"": 13}"	"{""NOUN"": 13}"	"{""seoi2cou2"": 13}"
1647	牙	ngaa4	tooth/ivory/CL:隻[jek]	13	1	"{""n"": 13}"	"{""NOUN"": 13}"	"{""ngaa4"": 13}"
1648	去過	*heoi3gwo3	NO DEF	0	0	{}	{}	{}
1649	正面	zing3min6	front/positive/direct/open	1	1	"{""n"": 1}"	"{""NOUN"": 1}"	"{""zing3min6"": 1}"
1650	生產	sang1caan2	childbirth/parturition/to produce/manufacture	0	0	{}	{}	{}
1651	合理	hap6lei5	rational/reasonable/fair	2	1	"{""a"": 2}"	"{""ADJ"": 2}"	"{""hap6lei5"": 2}"
1652	多過	*do1gwo3	NO DEF	0	0	{}	{}	{}
1653	好食	*hou2|hou3sik6	NO DEF	9	1	"{""a"": 9}"	"{""ADJ"": 9}"	"{""hou2sik6"": 9}"
1654	好悶	*hou2|hou3mun6	NO DEF	0	0	{}	{}	{}
1655	好聽	hou2teng1	pleasant to hear	9	1	"{""a"": 9}"	"{""ADJ"": 9}"	"{""hou2teng1"": 9}"
1656	成熟	sing4suk6	mature/ripe/Taiwan pr. cheng2 shou2	5	1	"{""a"": 5}"	"{""ADJ"": 5}"	"{""sing4suk6"": 5}"
1657	早餐	zou2caan1	breakfast	9	1	"{""n"": 9}"	"{""NOUN"": 9}"	"{""zou2caan1"": 9}"
1658	曲線	kuk1sin3	curve/curved line/indirect/in a roundabout way	0	0	{}	{}	{}
1659	西行	*sai1hang4|haang4|hang6|hong4|hong2	NO DEF	0	0	{}	{}	{}
1660	西面	sai1min6	west side/west	0	0	{}	{}	{}
1661	佔	zim3	to take possession of/to occupy/to constitute/to make up/to account for/占 sometimes used as traditional character	6	1	"{""v"": 6}"	"{""VERB"": 6}"	"{""zim3"": 6}"
1662	判	pun3	to judge/to sentence/to discriminate/to discern	4	1	"{""v"": 4}"	"{""VERB"": 4}"	"{""pun3"": 4}"
1663	即將	zik1zoeng1	on the eve of/to be about to/to be on the verge of	0	0	{}	{}	{}
1664	形象	jing4zoeng6	image/form/figure	3	1	"{""n"": 3}"	"{""NOUN"": 3}"	"{""jing4zoeng6"": 3}"
1665	投訴	tau4sou3	complaint/to file a complaint/to sue	1	1	"{""v"": 1}"	"{""VERB"": 1}"	"{""tau4sou3"": 1}"
1666	私家	si1gaa1	private/privately owned or managed	3	2	"{""a"": 2,""b"": 1}"	"{""ADJ"": 3}"	"{""si1gaa1"": 3}"
1667	兩日	*loeng5jat6	NO DEF	0	0	{}	{}	{}
1668	兩樣	loeng5joeng6	two kinds/difference	0	0	{}	{}	{}
1669	制	zai3	system/to control/to regulate/to agree (to a deal)	4	2	"{""v"": 3,""vu"": 1}"	"{""AUX"": 1,""VERB"": 3}"	"{""zai3"": 4}"
1670	呢種	*ne1|ni1|nei1zung2|zung3	NO DEF	0	0	{}	{}	{}
1671	居民	geoi1man4	resident/inhabitant	0	0	{}	{}	{}
1672	直角	zik6gok3	a right angle	0	0	{}	{}	{}
1673	空	hung1	empty/air/sky/in vain/to empty/vacant/unoccupied/space/leisure/free time	0	0	{}	{}	{}
1674	股份	gu2fan2	a share (in a company)/stock	2	1	"{""n"": 2}"	"{""NOUN"": 2}"	"{""gu2fan2"": 2}"
1675	門口	mun4hau2	doorway/gate	4	1	"{""n"": 4}"	"{""NOUN"": 4}"	"{""mun4hau2"": 4}"
1676	既然	gei3jin4	since/as/this being the case	1	1	"{""c"": 1}"	"{""CCONJ"": 1}"	"{""gei3jin4"": 1}"
1677	珍惜	zan1sik1	treasure/value/cherish	2	1	"{""v"": 2}"	"{""VERB"": 2}"	"{""zan1sik1"": 2}"
1678	相處	soeng1cyu2	get along with each other	0	0	{}	{}	{}
1679	相對	soeng1deoi3	relatively/opposite/to resist/to oppose/relative/vis-a-vis	3	1	"{""v"": 3}"	"{""VERB"": 3}"	"{""soeng1deoi3"": 3}"
1680	音	jam1	sound/noise/note (of musical scale)/tone/news/syllable/reading (phonetic value of a character)	11	2	"{""Ng"": 2,""n"": 9}"	"{""NOUN"": 11}"	"{""jam1"": 11}"
1681	個頭	*go3tau4	NO DEF	0	0	{}	{}	{}
1682	員	jyun4	person/employee/member	0	0	{}	{}	{}
1683	唔多	*m4do1	NO DEF	0	0	{}	{}	{}
1684	時效	si4haau6	timeliness	0	0	{}	{}	{}
1685	校長	haau6zoeng2	(college, university) president/headmaster	9	1	"{""n"": 9}"	"{""NOUN"": 9}"	"{""haau6zoeng2"": 9}"
1686	核突	wat6dat6	NO DEF	10	1	"{""a"": 10}"	"{""ADJ"": 10}"	"{""wat6dat6"": 10}"
1687	案件	on3gin2	law case/legal case/judicial case	1	1	"{""n"": 1}"	"{""NOUN"": 1}"	"{""on3gin2"": 1}"
1688	破壞	po3waai6	destruction/damage/to wreck/to break/to destroy	2	1	"{""v"": 2}"	"{""VERB"": 2}"	"{""po3waai6"": 2}"
1689	財務	coi4mou6	financial affairs	0	0	{}	{}	{}
1690	高過	*gou1gwo3	NO DEF	0	0	{}	{}	{}
1691	乾淨	gon1zeng6	clean/neat	9	1	"{""a"": 9}"	"{""ADJ"": 9}"	"{""gon1zeng6"": 9}"
1692	唱	coeng3	to sing/to gossip maliciously, to speak ill of	12	1	"{""v"": 12}"	"{""VERB"": 12}"	"{""coeng3"": 12}"
1693	商業	soeng1jip6	business/trade/commerce	7	1	"{""n"": 7}"	"{""NOUN"": 7}"	"{""soeng1jip6"": 7}"
1694	問吓	*man6haa5	NO DEF	0	0	{}	{}	{}
1695	國內	gwok3noi6	domestic/internal (to a country)/civil	1	1	"{""s"": 1}"	"{""NOUN"": 1}"	"{""gwok3noi6"": 1}"
1696	最右	*zeoi3jau6	NO DEF	0	0	{}	{}	{}
1697	最底	*zeoi3dai2	NO DEF	0	0	{}	{}	{}
1698	報告	bou3gou3	to inform/report/make known/speech/talk/lecture	5	1	"{""vn"": 5}"	"{""NOUN"": 5}"	"{""bou3gou3"": 5}"
1699	提到	tai4dou3	to mention/to raise (a subject)/to refer to	1	1	"{""v"": 1}"	"{""VERB"": 1}"	"{""tai4dou3"": 1}"
1700	插	caap3	to insert/stick in/pierce/to take part in/to interfere/to interpose/to scold	3	1	"{""v"": 3}"	"{""VERB"": 3}"	"{""caap3"": 3}"
1701	琴晚	kam4maan5	yesterday night	12	1	"{""t"": 12}"	"{""ADV"": 12}"	"{""kam4maan5"": 12}"
1702	痛	tung3	ache/pain/sorrow	10	1	"{""a"": 10}"	"{""ADJ"": 10}"	"{""tung3"": 10}"
1703	睇住	*tai2zyu6	NO DEF	0	0	{}	{}	{}
1704	窗	coeng1	shutter/window	2	1	"{""n"": 2}"	"{""NOUN"": 2}"	"{""coeng1"": 2}"
1705	結	git3	knot/sturdy/bond/to tie/to bind/to check out (of a hotel)/to bear fruit/to produce/firm/solid	4	1	"{""v"": 4}"	"{""VERB"": 4}"	"{""git3"": 4}"
1706	貼住	*tip1zyu6	NO DEF	0	0	{}	{}	{}
1707	開燈	hoi1dang1	to turn on a light	0	0	{}	{}	{}
1708	溜	lau6|lau1|liu1	to slip away/to escape in stealth/to skate	0	0	{}	{}	{}
1709	溫暖	wan1nyun5	warm	1	1	"{""a"": 1}"	"{""ADJ"": 1}"	"{""wan1nyun5"": 1}"
1710	罪	zeoi6	guilt/crime/fault/blame/sin	3	1	"{""n"": 3}"	"{""NOUN"": 3}"	"{""zeoi6"": 3}"
1711	補充	bou2cung1	to replenish/to supplement/to complement/additional/supplementary	0	0	{}	{}	{}
1712	詳細	coeng4sai3	detailed/in detail/minute	3	1	"{""a"": 3}"	"{""ADJ"": 3}"	"{""coeng4sai3"": 3}"
1713	誇張	kwaa1zoeng1	to exaggerate/vaunted/overstated/exaggerated	5	1	"{""a"": 5}"	"{""ADJ"": 5}"	"{""kwaa1zoeng1"": 5}"
1714	遇到	jyu6dou2	to meet/to run into/to come across	0	0	{}	{}	{}
1715	電芯	*din6sam1	NO DEF	12	1	"{""n"": 12}"	"{""NOUN"": 12}"	"{""din6sam1"": 12}"
1716	嘉賓	gaa1ban1	esteemed guest/honored guest	0	0	{}	{}	{}
