candidate_id	query_id	profile_kind	tokenization_kind	matched_surface_span	source_file	source_file_sha256	file_index_zero_based	turn_index_zero_based	token_index_zero_based	participant	recording_date	utterance_initial	utterance_final	preceding_lexical_token_count	following_lexical_token_count	following_predicate_candidate	nearest_left_lexical_word	nearest_left_lexical_pos	nearest_left_lexical_ud_pos	nearest_right_lexical_word	nearest_right_lexical_pos	nearest_right_lexical_ud_pos	text	previous_text	next_text	matched_tokens_json	tokens_json	annotation_status
jmd-004028dccf785f70d9b9	HKCANCOR-JAU-MOU-DAK-R1	negative_mou_dak	single_token_mou_dak	冇得	FC-011_v.cha	8aee56f612436ff9ddb299b1d3e7f7b0c468ddc79ad7e25f6b2da7277d8d1866	4	41	0	XXB	1997-05-20	true	false	0	3	true				享用	v	VERB	冇得享用哩個福利.	逼你哋要俾錢睇醫生.	都有啲同事都會𠸏.	"[{""word"":""冇得"",""pos"":""vu"",""jyutping"":""mou5dak1""}]"	"[{""word"":""冇得"",""pos"":""vu"",""jyutping"":""mou5dak1""},{""word"":""享用"",""pos"":""v"",""jyutping"":""hoeng2jung6""},{""word"":""哩個"",""pos"":""r"",""jyutping"":""ni1go3""},{""word"":""福利"",""pos"":""n"",""jyutping"":""fuk1lei6""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
jmd-a581f40a90aee290c9b9	HKCANCOR-JAU-MOU-DAK-R1	negative_mou_dak	single_token_mou_dak	冇得	FC-018_v.cha	ce62da97ef3381682529717fc362546c42a4f3a268990ca0afafe1a9f696d010	7	43	13	XXM	1997-07-08	false	false	11	4	true	啊	y	PART	冇得	vu	AUX	噉算合格𡃉嚹,你即係你要求高啊,冇得-冇得要求𡃉嚹.	噉好差喎,啱啱合格.	食啲乜嘢啊?	"[{""word"":""冇得"",""pos"":""vu"",""jyutping"":""mou5dak1""}]"	"[{""word"":""噉"",""pos"":""c"",""jyutping"":""gam2""},{""word"":""算"",""pos"":""v"",""jyutping"":""syun3""},{""word"":""合格"",""pos"":""v"",""jyutping"":""hap6gaak3""},{""word"":""𡃉"",""pos"":""y"",""jyutping"":""gaa3""},{""word"":""嚹"",""pos"":""y"",""jyutping"":""laa3""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""你"",""pos"":""r"",""jyutping"":""nei5""},{""word"":""即係"",""pos"":""c"",""jyutping"":""zik1hai6""},{""word"":""你"",""pos"":""r"",""jyutping"":""nei5""},{""word"":""要求"",""pos"":""v"",""jyutping"":""jiu1kau4""},{""word"":""高"",""pos"":""a"",""jyutping"":""gou1""},{""word"":""啊"",""pos"":""y"",""jyutping"":""aa3""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""冇得"",""pos"":""vu"",""jyutping"":""mou5dak1""},{""word"":""-"",""pos"":"""",""jyutping"":null},{""word"":""冇得"",""pos"":""vu"",""jyutping"":""mou5dak1""},{""word"":""要求"",""pos"":""v"",""jyutping"":""jiu1kau4""},{""word"":""𡃉"",""pos"":""y"",""jyutping"":""gaa3""},{""word"":""嚹"",""pos"":""y"",""jyutping"":""laa3""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
jmd-94b31e36615ce81607f1	HKCANCOR-JAU-MOU-DAK-R1	negative_mou_dak	single_token_mou_dak	冇得	FC-018_v.cha	ce62da97ef3381682529717fc362546c42a4f3a268990ca0afafe1a9f696d010	7	43	15	XXM	1997-07-08	false	false	12	3	true	冇得	vu	AUX	要求	v	VERB	噉算合格𡃉嚹,你即係你要求高啊,冇得-冇得要求𡃉嚹.	噉好差喎,啱啱合格.	食啲乜嘢啊?	"[{""word"":""冇得"",""pos"":""vu"",""jyutping"":""mou5dak1""}]"	"[{""word"":""噉"",""pos"":""c"",""jyutping"":""gam2""},{""word"":""算"",""pos"":""v"",""jyutping"":""syun3""},{""word"":""合格"",""pos"":""v"",""jyutping"":""hap6gaak3""},{""word"":""𡃉"",""pos"":""y"",""jyutping"":""gaa3""},{""word"":""嚹"",""pos"":""y"",""jyutping"":""laa3""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""你"",""pos"":""r"",""jyutping"":""nei5""},{""word"":""即係"",""pos"":""c"",""jyutping"":""zik1hai6""},{""word"":""你"",""pos"":""r"",""jyutping"":""nei5""},{""word"":""要求"",""pos"":""v"",""jyutping"":""jiu1kau4""},{""word"":""高"",""pos"":""a"",""jyutping"":""gou1""},{""word"":""啊"",""pos"":""y"",""jyutping"":""aa3""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""冇得"",""pos"":""vu"",""jyutping"":""mou5dak1""},{""word"":""-"",""pos"":"""",""jyutping"":null},{""word"":""冇得"",""pos"":""vu"",""jyutping"":""mou5dak1""},{""word"":""要求"",""pos"":""v"",""jyutping"":""jiu1kau4""},{""word"":""𡃉"",""pos"":""y"",""jyutping"":""gaa3""},{""word"":""嚹"",""pos"":""y"",""jyutping"":""laa3""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
jmd-1d7f3033a1bd3a2cf3f3	HKCANCOR-JAU-MOU-DAK-R1	negative_mou_dak	single_token_mou_dak	冇得	FC-019_v.cha	81f02ee58db18cfc44dc76b96c0955b23acdfdc8be83e05a01b28d1667d4d264	8	98	3	XXM	1997-07-13	false	false	2	3	true	喇	y1	PART	剪	v	VERB	係喇,冇得剪𡃉其實.	所以如果剪碎你又唔想,即係噉樣削啲頭髮呢.	係啊.	"[{""word"":""冇得"",""pos"":""vu"",""jyutping"":""mou5dak1""}]"	"[{""word"":""係"",""pos"":""v"",""jyutping"":""hai6""},{""word"":""喇"",""pos"":""y1"",""jyutping"":""laa1""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""冇得"",""pos"":""vu"",""jyutping"":""mou5dak1""},{""word"":""剪"",""pos"":""v"",""jyutping"":""zin2""},{""word"":""𡃉"",""pos"":""y"",""jyutping"":""gaa3""},{""word"":""其實"",""pos"":""d"",""jyutping"":""kei4sat6""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
jmd-c131987fb43bef23e8ef	HKCANCOR-JAU-MOU-DAK-R1	negative_mou_dak	single_token_mou_dak	冇得	FC-020_v.cha	6ec07be8de5bf5784dc1c6dba433bfb4eda92663c929a3e67c02103e0c8f0bf7	9	103	55	XXB	1997-07-13	false	false	47	3	true	快	a	ADJ	放假	v	VERB	噉呢就之前都,誒,開頭呢就揾agent揾咗一份嘅,噉呢就但係-噉呢我又-因為佢又-本來又想叫我六月二號就返工,噉呢但係我-即係我又唔想咁快冇得放假噉-噉樣.	喀,喀,喀,喀.	哦.	"[{""word"":""冇得"",""pos"":""vu"",""jyutping"":""mou5dak1""}]"	"[{""word"":""噉"",""pos"":""c"",""jyutping"":""gam2""},{""word"":""呢"",""pos"":""y1"",""jyutping"":""ne1""},{""word"":""就"",""pos"":""d"",""jyutping"":""zau6""},{""word"":""之前"",""pos"":""t"",""jyutping"":""zi1cin4""},{""word"":""都"",""pos"":""d"",""jyutping"":""dou1""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""誒"",""pos"":""e"",""jyutping"":""e6""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""開頭"",""pos"":""t"",""jyutping"":""hoi1tau4""},{""word"":""呢"",""pos"":""y1"",""jyutping"":""ne1""},{""word"":""就"",""pos"":""d"",""jyutping"":""zau6""},{""word"":""揾"",""pos"":""v"",""jyutping"":""wan2""},{""word"":""agent"",""pos"":""xn"",""jyutping"":null},{""word"":""揾"",""pos"":""v"",""jyutping"":""wan2""},{""word"":""咗"",""pos"":""u"",""jyutping"":""zo2""},{""word"":""一"",""pos"":""m"",""jyutping"":""jat1""},{""word"":""份"",""pos"":""q"",""jyutping"":""fan6""},{""word"":""嘅"",""pos"":""u"",""jyutping"":""ge3""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""噉"",""pos"":""c"",""jyutping"":""gam2""},{""word"":""呢"",""pos"":""y1"",""jyutping"":""ne1""},{""word"":""就"",""pos"":""d"",""jyutping"":""zau6""},{""word"":""但係"",""pos"":""c"",""jyutping"":""daan6hai6""},{""word"":""-"",""pos"":"""",""jyutping"":null},{""word"":""噉"",""pos"":""c"",""jyutping"":""gam2""},{""word"":""呢"",""pos"":""y1"",""jyutping"":""ne1""},{""word"":""我"",""pos"":""r"",""jyutping"":""ngo5""},{""word"":""又"",""pos"":""d"",""jyutping"":""jau6""},{""word"":""-"",""pos"":"""",""jyutping"":null},{""word"":""因為"",""pos"":""c"",""jyutping"":""jan1wai6""},{""word"":""佢"",""pos"":""r"",""jyutping"":""keoi5""},{""word"":""又"",""pos"":""d"",""jyutping"":""jau6""},{""word"":""-"",""pos"":"""",""jyutping"":null},{""word"":""本來"",""pos"":""d"",""jyutping"":""bun2loi4""},{""word"":""又"",""pos"":""d"",""jyutping"":""jau6""},{""word"":""想"",""pos"":""vu"",""jyutping"":""soeng2""},{""word"":""叫"",""pos"":""v"",""jyutping"":""giu3""},{""word"":""我"",""pos"":""r"",""jyutping"":""ngo5""},{""word"":""六月"",""pos"":""t"",""jyutping"":""luk6jyut6""},{""word"":""二號"",""pos"":""t"",""jyutping"":""ji6hou6""},{""word"":""就"",""pos"":""d"",""jyutping"":""zau6""},{""word"":""返工"",""pos"":""v"",""jyutping"":""faan1gung1""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""噉"",""pos"":""c"",""jyutping"":""gam2""},{""word"":""呢"",""pos"":""y1"",""jyutping"":""ne1""},{""word"":""但係"",""pos"":""c"",""jyutping"":""daan6hai6""},{""word"":""我"",""pos"":""r"",""jyutping"":""ngo5""},{""word"":""-"",""pos"":"""",""jyutping"":null},{""word"":""即係"",""pos"":""c"",""jyutping"":""zik1hai6""},{""word"":""我"",""pos"":""r"",""jyutping"":""ngo5""},{""word"":""又"",""pos"":""d"",""jyutping"":""jau6""},{""word"":""唔"",""pos"":""d"",""jyutping"":""m4""},{""word"":""想"",""pos"":""vu"",""jyutping"":""soeng2""},{""word"":""咁"",""pos"":""d"",""jyutping"":""gam3""},{""word"":""快"",""pos"":""a"",""jyutping"":""faai3""},{""word"":""冇得"",""pos"":""vu"",""jyutping"":""mou5dak1""},{""word"":""放假"",""pos"":""v"",""jyutping"":""fong3gaa3""},{""word"":""噉"",""pos"":""c"",""jyutping"":""gam2""},{""word"":""-"",""pos"":"""",""jyutping"":null},{""word"":""噉樣"",""pos"":""c"",""jyutping"":""gam2joeng2""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
jmd-13309b00b0193de3ec7a	HKCANCOR-JAU-MOU-DAK-R1	negative_mou_dak	single_token_mou_dak	冇得	FC-020_v.cha	6ec07be8de5bf5784dc1c6dba433bfb4eda92663c929a3e67c02103e0c8f0bf7	9	153	0	XXB	1997-07-13	true	false	0	2	true				計	v	VERB	冇得計𡃉.	"""噉樣呢."	吓?	"[{""word"":""冇得"",""pos"":""vu"",""jyutping"":""mou5dak1""}]"	"[{""word"":""冇得"",""pos"":""vu"",""jyutping"":""mou5dak1""},{""word"":""計"",""pos"":""v"",""jyutping"":""gai3""},{""word"":""𡃉"",""pos"":""y"",""jyutping"":""gaa3""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
jmd-5c8bb69af902fff4d3f3	HKCANCOR-JAU-MOU-DAK-R1	negative_mou_dak	single_token_mou_dak	冇得	FC-020_v.cha	6ec07be8de5bf5784dc1c6dba433bfb4eda92663c929a3e67c02103e0c8f0bf7	9	155	0	XXA	1997-07-13	true	false	0	4	true				計	v	VERB	冇得計返錢㗎?	吓?	係啊.	"[{""word"":""冇得"",""pos"":""vu"",""jyutping"":""mou5dak1""}]"	"[{""word"":""冇得"",""pos"":""vu"",""jyutping"":""mou5dak1""},{""word"":""計"",""pos"":""v"",""jyutping"":""gai3""},{""word"":""返"",""pos"":""u"",""jyutping"":""faan1""},{""word"":""錢"",""pos"":""n"",""jyutping"":""cin2""},{""word"":""㗎"",""pos"":""y1"",""jyutping"":""gaa4""},{""word"":""?"",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
jmd-c93ea30d7e2dbf23b908	HKCANCOR-JAU-MOU-DAK-R1	affirmative_yau_dak	single_token_yau_dak	有得	FC-020_v.cha	6ec07be8de5bf5784dc1c6dba433bfb4eda92663c929a3e67c02103e0c8f0bf7	9	164	0	XXB	1997-07-13	true	false	0	1	true				計	v	VERB	有得計?	喀,喀,喀,喀.	係,即係計返你個basicsalary,然後再計返幾多錢俾你噉樣𡃉喎.	"[{""word"":""有得"",""pos"":""vu"",""jyutping"":""jau5dak1""}]"	"[{""word"":""有得"",""pos"":""vu"",""jyutping"":""jau5dak1""},{""word"":""計"",""pos"":""v"",""jyutping"":""gai3""},{""word"":""?"",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
jmd-5d765b9cb33dc411c3db	HKCANCOR-JAU-MOU-DAK-R1	affirmative_yau_dak	single_token_yau_dak	有得	FC-020_v.cha	6ec07be8de5bf5784dc1c6dba433bfb4eda92663c929a3e67c02103e0c8f0bf7	9	302	7	XXA	1997-07-13	false	false	6	6	true	即係	c	CCONJ	發展	v	VERB	我想係要即係-即係有得發展,我而家想教書噉樣.	噉又係.	噉樣其實我教書噉可以教-教中學,噉第日可以,譬如我自己想就想譬如教大學或者大專嗰啲噉樣囖.	"[{""word"":""有得"",""pos"":""vu"",""jyutping"":""jau5dak1""}]"	"[{""word"":""我"",""pos"":""r"",""jyutping"":""ngo5""},{""word"":""想"",""pos"":""vu"",""jyutping"":""soeng2""},{""word"":""係"",""pos"":""v"",""jyutping"":""hai6""},{""word"":""要"",""pos"":""v"",""jyutping"":""jiu3""},{""word"":""即係"",""pos"":""c"",""jyutping"":""zik1hai6""},{""word"":""-"",""pos"":"""",""jyutping"":null},{""word"":""即係"",""pos"":""c"",""jyutping"":""zik1hai6""},{""word"":""有得"",""pos"":""vu"",""jyutping"":""jau5dak1""},{""word"":""發展"",""pos"":""v"",""jyutping"":""faat3zin2""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""我"",""pos"":""r"",""jyutping"":""ngo5""},{""word"":""而家"",""pos"":""t"",""jyutping"":""ji4gaa1""},{""word"":""想"",""pos"":""vu"",""jyutping"":""soeng2""},{""word"":""教書"",""pos"":""v"",""jyutping"":""gaau3syu1""},{""word"":""噉樣"",""pos"":""c"",""jyutping"":""gam2joeng2""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
jmd-5f1cdc69d79b19147ef2	HKCANCOR-JAU-MOU-DAK-R1	polar_yau_mou_dak	yau_plus_single_token_mou_dak	有冇得	FC-020_v.cha	6ec07be8de5bf5784dc1c6dba433bfb4eda92663c929a3e67c02103e0c8f0bf7	9	404	2	XXA	1997-07-13	false	false	2	3	true	最近	t	ADV	interview	xv	VERB	你最近有冇得interview啊其實?	咦你-喀.	最近呀?	"[{""word"":""有"",""pos"":""v1"",""jyutping"":""jau5""},{""word"":""冇得"",""pos"":""vu"",""jyutping"":""mou5dak1""}]"	"[{""word"":""你"",""pos"":""r"",""jyutping"":""nei5""},{""word"":""最近"",""pos"":""t"",""jyutping"":""zeoi3gan6""},{""word"":""有"",""pos"":""v1"",""jyutping"":""jau5""},{""word"":""冇得"",""pos"":""vu"",""jyutping"":""mou5dak1""},{""word"":""interview"",""pos"":""xv"",""jyutping"":null},{""word"":""啊"",""pos"":""y"",""jyutping"":""aa3""},{""word"":""其實"",""pos"":""d"",""jyutping"":""kei4sat6""},{""word"":""?"",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
jmd-1ab3bba6002e4f4544ce	HKCANCOR-JAU-MOU-DAK-R1	affirmative_yau_dak	single_token_yau_dak	有得	FC-020_v.cha	6ec07be8de5bf5784dc1c6dba433bfb4eda92663c929a3e67c02103e0c8f0bf7	9	513	9	XXA	1997-07-13	false	false	9	3	true	再	d	ADV	in	xVg	VERB	佢有冇話俾你聽話幾時再有得in噉樣啊?	係啊,係啊,即係總之係打返去promote,佢都係話好高興囖.	噉佢就話叫我等下.	"[{""word"":""有得"",""pos"":""vu"",""jyutping"":""jau5dak1""}]"	"[{""word"":""佢"",""pos"":""r"",""jyutping"":""keoi5""},{""word"":""有冇"",""pos"":""v1"",""jyutping"":""jau5mou5""},{""word"":""話"",""pos"":""v"",""jyutping"":""waa6""},{""word"":""俾"",""pos"":""p"",""jyutping"":""bei2""},{""word"":""你"",""pos"":""r"",""jyutping"":""nei5""},{""word"":""聽"",""pos"":""v"",""jyutping"":""teng1""},{""word"":""話"",""pos"":""v"",""jyutping"":""waa6""},{""word"":""幾時"",""pos"":""r"",""jyutping"":""gei2si4""},{""word"":""再"",""pos"":""d"",""jyutping"":""zoi3""},{""word"":""有得"",""pos"":""vu"",""jyutping"":""jau5dak1""},{""word"":""in"",""pos"":""xVg"",""jyutping"":null},{""word"":""噉樣"",""pos"":""c"",""jyutping"":""gam2joeng2""},{""word"":""啊"",""pos"":""y"",""jyutping"":""aa3""},{""word"":""?"",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
jmd-f95fccb4087916e0d876	HKCANCOR-JAU-MOU-DAK-R1	affirmative_yau_dak	single_token_yau_dak	有得	FC-020_v.cha	6ec07be8de5bf5784dc1c6dba433bfb4eda92663c929a3e67c02103e0c8f0bf7	9	518	28	XXB	1997-07-13	false	false	25	4	true	就	d	ADV	second	xa	ADJ	"""噉呢佢就話計完晒啲分之後呢,噉如果你係高過人哋呢,佢話噉你就有得secondinterview噉樣囖."	"噉呢佢就話,誒,應-因為哩一兩日-佢話哩一兩日都重有人去interview嘅,噉佢話-噉就-誒,同埋""我哋都要計下分噉樣喎."	佢話,誒,就應該下個禮拜之內會通知𡃉嘞,噉樣囖,係嘞.	"[{""word"":""有得"",""pos"":""vu"",""jyutping"":""jau5dak1""}]"	"[{""word"":""\"""",""pos"":"""",""jyutping"":null},{""word"":""噉"",""pos"":""c"",""jyutping"":""gam2""},{""word"":""呢"",""pos"":""y1"",""jyutping"":""ne1""},{""word"":""佢"",""pos"":""r"",""jyutping"":""keoi5""},{""word"":""就"",""pos"":""d"",""jyutping"":""zau6""},{""word"":""話"",""pos"":""v"",""jyutping"":""waa6""},{""word"":""計"",""pos"":""v"",""jyutping"":""gai3""},{""word"":""完"",""pos"":""v"",""jyutping"":""jyun4""},{""word"":""晒"",""pos"":""u"",""jyutping"":""saai3""},{""word"":""啲"",""pos"":""q"",""jyutping"":""di1""},{""word"":""分"",""pos"":""q"",""jyutping"":""fan1""},{""word"":""之後"",""pos"":""f"",""jyutping"":""zi1hau6""},{""word"":""呢"",""pos"":""y1"",""jyutping"":""ne1""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""噉"",""pos"":""c"",""jyutping"":""gam2""},{""word"":""如果"",""pos"":""c"",""jyutping"":""jyu4gwo2""},{""word"":""你"",""pos"":""r"",""jyutping"":""nei5""},{""word"":""係"",""pos"":""v"",""jyutping"":""hai6""},{""word"":""高"",""pos"":""a"",""jyutping"":""gou1""},{""word"":""過"",""pos"":""u"",""jyutping"":""gwo3""},{""word"":""人哋"",""pos"":""r"",""jyutping"":""jan4dei6""},{""word"":""呢"",""pos"":""y1"",""jyutping"":""ne1""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""佢"",""pos"":""r"",""jyutping"":""keoi5""},{""word"":""話"",""pos"":""v"",""jyutping"":""waa6""},{""word"":""噉"",""pos"":""c"",""jyutping"":""gam2""},{""word"":""你"",""pos"":""r"",""jyutping"":""nei5""},{""word"":""就"",""pos"":""d"",""jyutping"":""zau6""},{""word"":""有得"",""pos"":""vu"",""jyutping"":""jau5dak1""},{""word"":""second"",""pos"":""xa"",""jyutping"":null},{""word"":""interview"",""pos"":""xv"",""jyutping"":null},{""word"":""噉樣"",""pos"":""c"",""jyutping"":""gam2joeng2""},{""word"":""囖"",""pos"":""y"",""jyutping"":""lo1""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
jmd-5523326c043a266c8ddb	HKCANCOR-JAU-MOU-DAK-R1	affirmative_yau_dak	single_token_yau_dak	有得	FC-020_v.cha	6ec07be8de5bf5784dc1c6dba433bfb4eda92663c929a3e67c02103e0c8f0bf7	9	529	4	XXA	1997-07-13	false	false	4	6	true	應該	vu	AUX	發展	v	VERB	同埋都好似應該有得發展𡃉係唔係啊其實?	係喇,因為比較-好似都有啲嘢學噉樣喇.	我見到啲人呢做,誒,humanresources嗰啲呢,即係我都覺得幾好𡃉喎,即係有得發展得會.	"[{""word"":""有得"",""pos"":""vu"",""jyutping"":""jau5dak1""}]"	"[{""word"":""同埋"",""pos"":""c"",""jyutping"":""tung4maai4""},{""word"":""都"",""pos"":""d"",""jyutping"":""dou1""},{""word"":""好似"",""pos"":""v"",""jyutping"":""hou2ci5""},{""word"":""應該"",""pos"":""vu"",""jyutping"":""jing1goi1""},{""word"":""有得"",""pos"":""vu"",""jyutping"":""jau5dak1""},{""word"":""發展"",""pos"":""v"",""jyutping"":""faat3zin2""},{""word"":""𡃉"",""pos"":""y"",""jyutping"":""gaa3""},{""word"":""係"",""pos"":""v"",""jyutping"":""hai6""},{""word"":""唔係"",""pos"":""v"",""jyutping"":""m4hai6""},{""word"":""啊"",""pos"":""y"",""jyutping"":""aa3""},{""word"":""其實"",""pos"":""d"",""jyutping"":""kei4sat6""},{""word"":""?"",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
jmd-43ee36eaca12bffbc7ab	HKCANCOR-JAU-MOU-DAK-R1	affirmative_yau_dak	single_token_yau_dak	有得	FC-020_v.cha	6ec07be8de5bf5784dc1c6dba433bfb4eda92663c929a3e67c02103e0c8f0bf7	9	530	25	XXA	1997-07-13	false	false	21	3	true	即係	c	CCONJ	發展	v	VERB	我見到啲人呢做,誒,humanresources嗰啲呢,即係我都覺得幾好𡃉喎,即係有得發展得會.	同埋都好似應該有得發展𡃉係唔係啊其實?	係啊,係啊.	"[{""word"":""有得"",""pos"":""vu"",""jyutping"":""jau5dak1""}]"	"[{""word"":""我"",""pos"":""r"",""jyutping"":""ngo5""},{""word"":""見"",""pos"":""v"",""jyutping"":""gin3""},{""word"":""到"",""pos"":""u"",""jyutping"":""dou2""},{""word"":""啲"",""pos"":""q"",""jyutping"":""di1""},{""word"":""人"",""pos"":""n"",""jyutping"":""jan4""},{""word"":""呢"",""pos"":""y1"",""jyutping"":""ne1""},{""word"":""做"",""pos"":""v"",""jyutping"":""zou6""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""誒"",""pos"":""e"",""jyutping"":""e6""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""human"",""pos"":""xn"",""jyutping"":null},{""word"":""resources"",""pos"":""xn"",""jyutping"":null},{""word"":""嗰啲"",""pos"":""r"",""jyutping"":""go2di1""},{""word"":""呢"",""pos"":""y1"",""jyutping"":""ne1""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""即係"",""pos"":""c"",""jyutping"":""zik1hai6""},{""word"":""我"",""pos"":""r"",""jyutping"":""ngo5""},{""word"":""都"",""pos"":""d"",""jyutping"":""dou1""},{""word"":""覺得"",""pos"":""v"",""jyutping"":""gok3dak1""},{""word"":""幾"",""pos"":""d"",""jyutping"":""gei2""},{""word"":""好"",""pos"":""a"",""jyutping"":""hou2""},{""word"":""𡃉"",""pos"":""y"",""jyutping"":""gaa3""},{""word"":""喎"",""pos"":""y"",""jyutping"":""wo3""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""即係"",""pos"":""c"",""jyutping"":""zik1hai6""},{""word"":""有得"",""pos"":""vu"",""jyutping"":""jau5dak1""},{""word"":""發展"",""pos"":""v"",""jyutping"":""faat3zin2""},{""word"":""得"",""pos"":""u"",""jyutping"":""dak1""},{""word"":""會"",""pos"":""vu"",""jyutping"":""wui5""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
jmd-124a5670569c52ef8d51	HKCANCOR-JAU-MOU-DAK-R1	negative_mou_dak	single_token_mou_dak	冇得	FC-025_v.cha	de4c852f32310e64c446e91363e0db7332531bc8026287ddd750d7a6388f7131	12	239	0	XXX		true	false	0	1	true				走	v	VERB	冇得走.	幾年生約,幾年死約嗰啲呢?	出得早,快咗少少𠻹,就係快少少.	"[{""word"":""冇得"",""pos"":""vu"",""jyutping"":""mou5dak1""}]"	"[{""word"":""冇得"",""pos"":""vu"",""jyutping"":""mou5dak1""},{""word"":""走"",""pos"":""v"",""jyutping"":""zau2""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
jmd-f46ba6c6b33356ebbff8	HKCANCOR-JAU-MOU-DAK-R1	affirmative_yau_dak	single_token_yau_dak	有得	FC-025_v.cha	de4c852f32310e64c446e91363e0db7332531bc8026287ddd750d7a6388f7131	12	574	0	XXX		true	false	0	3	true				減	v	VERB	有得減有得減.	repeatonemoretime.	肥少少.	"[{""word"":""有得"",""pos"":""vu"",""jyutping"":""jau5dak1""}]"	"[{""word"":""有得"",""pos"":""vu"",""jyutping"":""jau5dak1""},{""word"":""減"",""pos"":""v"",""jyutping"":""gaam2""},{""word"":""有得"",""pos"":""vu"",""jyutping"":""jau5dak1""},{""word"":""減"",""pos"":""v"",""jyutping"":""gaam2""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
jmd-6034c1a9770fae387160	HKCANCOR-JAU-MOU-DAK-R1	affirmative_yau_dak	single_token_yau_dak	有得	FC-025_v.cha	de4c852f32310e64c446e91363e0db7332531bc8026287ddd750d7a6388f7131	12	574	2	XXX		false	false	2	1	true	減	v	VERB	減	v	VERB	有得減有得減.	repeatonemoretime.	肥少少.	"[{""word"":""有得"",""pos"":""vu"",""jyutping"":""jau5dak1""}]"	"[{""word"":""有得"",""pos"":""vu"",""jyutping"":""jau5dak1""},{""word"":""減"",""pos"":""v"",""jyutping"":""gaam2""},{""word"":""有得"",""pos"":""vu"",""jyutping"":""jau5dak1""},{""word"":""減"",""pos"":""v"",""jyutping"":""gaam2""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
jmd-02ac16042696cf7e5b0c	HKCANCOR-JAU-MOU-DAK-R1	affirmative_yau_dak	single_token_yau_dak	有得	FC-025_v.cha	de4c852f32310e64c446e91363e0db7332531bc8026287ddd750d7a6388f7131	12	788	3	XXY		false	false	3	3	true	都	d	ADV	掹	v	VERB	噉應該都有得掹𠸏,呵?	都係交惡啫.	掹嘅意思係乜嘢呢?	"[{""word"":""有得"",""pos"":""vu"",""jyutping"":""jau5dak1""}]"	"[{""word"":""噉"",""pos"":""c"",""jyutping"":""gam2""},{""word"":""應該"",""pos"":""vu"",""jyutping"":""jing1goi1""},{""word"":""都"",""pos"":""d"",""jyutping"":""dou1""},{""word"":""有得"",""pos"":""vu"",""jyutping"":""jau5dak1""},{""word"":""掹"",""pos"":""v"",""jyutping"":""maang1""},{""word"":""𠸏"",""pos"":""y"",""jyutping"":""ge2""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""呵"",""pos"":""e"",""jyutping"":""ho2""},{""word"":""?"",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
