rank	word	cifu_jyutping	cifu_definition	hkcancor_hits	hkcancor_observed_bucket_count	hkcancor_pos_counts	hkcancor_ud_counts	hkcancor_jyutping_counts
1892	生物	sang1mat6	organism/living creature/life form/biological	5	1	"{""n"": 5}"	"{""NOUN"": 5}"	"{""sang1mat6"": 5}"
1893	由個	*jau4go3	NO DEF	0	0	{}	{}	{}
1894	全名	*cyun4ming4|meng4	NO DEF	0	0	{}	{}	{}
1895	合	hap6	100 ml/one-tenth of a peck/measure for dry grain equal to one-tenth of sheng 升 or liter, or one-hundredth dou 斗/Chinese musical note/fit/to join	0	0	{}	{}	{}
1896	合法	hap6faat3	lawful/legitimate/legal	1	1	"{""a"": 1}"	"{""ADJ"": 1}"	"{""hap6faat3"": 1}"
1897	吋	cyun3	inch (English)	1	1	"{""q"": 1}"	"{""NOUN"": 1}"	"{""cyun3"": 1}"
1898	同時	tung4si4	at the same time/simultaneously	2	1	"{""d"": 2}"	"{""ADV"": 2}"	"{""tung4si4"": 2}"
1899	同樣	tung4joeng6	same/equal/equivalent	5	4	"{""a"": 1, ""c"": 3, ""d"": 1}"	"{""CCONJ"": 3, ""ADJ"": 1, ""ADV"": 1}"	"{""tung4joeng2"": 3, ""tung4joeng6"": 2}"
1900	地球	dei6kau4	the Earth/planet	10	1	"{""n"": 10}"	"{""NOUN"": 10}"	"{""dei6kau4"": 10}"
1901	好人	hou2jan4	good person	9	1	"{""a"": 9}"	"{""ADJ"": 9}"	"{""hou2jan4"": 9}"
1902	好味	*hou2|hou3mei6	NO DEF	7	1	"{""a"": 7}"	"{""ADJ"": 7}"	"{""hou2mei6"": 7}"
1903	好靚	*hou2|hou3leng3	NO DEF	0	0	{}	{}	{}
1904	安全	on1cyun4	safe/secure/safety/security	9	2	"{""a"": 8, ""an"": 1}"	"{""ADJ"": 8, ""NOUN"": 1}"	"{""on1cyun4"": 9}"
1905	年青	nin4cing1	youthful	0	0	{}	{}	{}
1906	年齡	nin4ling4	(a person's) age	8	1	"{""n"": 8}"	"{""NOUN"": 8}"	"{""nin4ling4"": 8}"
1907	式	sik1	type/form/pattern/style	6	1	"{""k"": 6}"	"{""X"": 6}"	"{""sik1"": 6}"
1908	攰	gui6	NO DEF	6	1	"{""a"": 6}"	"{""ADJ"": 6}"	"{""gui6"": 6}"
1909	曲	kuk1	bent/crooked/wrong/tune/song	1	1	"{""Ng"": 1}"	"{""NOUN"": 1}"	"{""kuk1"": 1}"
1910	有份	*jau5fan6	NO DEF	2	1	"{""v"": 2}"	"{""VERB"": 2}"	"{""jau5fan2"": 2}"
1911	有位	*jau5wai6|wai2	NO DEF	0	0	{}	{}	{}
1912	老公	lou5gung1	husband	16	1	"{""n"": 16}"	"{""NOUN"": 16}"	"{""lou5gung1"": 16}"
1913	考到	haau2dou2	to test	0	0	{}	{}	{}
1914	行返	*hang4|haang4|hang6|hong4|hong2faan1|faan2	NO DEF	0	0	{}	{}	{}
1915	行路	haang4lou6	to travel/transport	1	1	"{""v"": 1}"	"{""VERB"": 1}"	"{""haang4lou6"": 1}"
1916	你明	*nei5ming4	NO DEF	0	0	{}	{}	{}
1917	你識	*nei5sik1	NO DEF	0	0	{}	{}	{}
1918	判斷	pun3tyun5	to decide/to determine	0	0	{}	{}	{}
1919	別人	bit6jan4	other people/others/other person	0	0	{}	{}	{}
1920	完整	jyun4zing2	complete/intact	0	0	{}	{}	{}
1921	我明	*ngo5ming4	NO DEF	0	0	{}	{}	{}
1922	使錢	sai2cin2	to spend money	0	0	{}	{}	{}
1923	依然	ji1jin4	still/as before	4	1	"{""d"": 4}"	"{""ADV"": 4}"	"{""ji1jin4"": 4}"
1924	兔仔	*tou3zai2|zi2	NO DEF	3	1	"{""n"": 3}"	"{""NOUN"": 3}"	"{""tou3zai2"": 3}"
1925	兩位	*loeng5wai6|wai2	NO DEF	0	0	{}	{}	{}
1926	呢邊	*ne1|ni1|nei1bin1	NO DEF	0	0	{}	{}	{}
1927	味	mei6	taste/smell/a sexual service, a type of sex or sexual stimulation offered by a prostitute	12	1	"{""n"": 12}"	"{""NOUN"": 12}"	"{""mei6"": 12}"
1928	和	wo4|wo6	and/together with/with/sum/union/peace/harmony/surname Wo/Japanese related/cap (a poem)/to respond in singing/soft/warm/to complete a set in mahjong or playing cards/to mix together/to blend	0	0	{}	{}	{}
1929	姊妹	zi2mui6|zi2mui2	(older and younger) sisters|1. female friends/2. women who are close friends and show loyalty to each other	7	2	"{""n"": 7}"	"{""NOUN"": 7}"	"{""zi2mui2"": 6, ""zi2mui6"": 1}"
1930	定下	ding6haa6	decision/to decide	0	0	{}	{}	{}
1931	板	baan2	board/plank/plate/slab/stiff/unnatural/pedal	3	1	"{""n"": 3}"	"{""NOUN"": 3}"	"{""baan2"": 3}"
1932	返番	*faan1|faan2faan1	NO DEF	0	0	{}	{}	{}
1933	侮辱	mou5juk6	to insult/to humiliate/dishonor	0	0	{}	{}	{}
1934	保護	bou2wu6	to protect/to defend/to safeguard/protection/CL:種[júng]	2	1	"{""v"": 2}"	"{""VERB"": 2}"	"{""bou2wu6"": 2}"
1935	哈哈	haa1haa1	onomat. laughing sound	1	1	"{""e"": 1}"	"{""INTJ"": 1}"	"{""haa1haa1"": 1}"
1936	指示	zi2si6	to point out/to indicate/(give) directives or instructions	1	1	"{""n"": 1}"	"{""NOUN"": 1}"	"{""zi2si6"": 1}"
1937	故	gu3	happening/instance/reason/cause/deceased/old	0	0	{}	{}	{}
1938	星	sing1	star/satellite/small amount	0	0	{}	{}	{}
1939	洲	zau1	continent/island	0	0	{}	{}	{}
1940	界定	gaai3ding6	definition/to delimit	0	0	{}	{}	{}
1941	紅籌	hung4cau4	red chip	10	1	"{""n"": 10}"	"{""NOUN"": 10}"	"{""hung4cau2"": 10}"
1942	耶穌	je4sou1	Jesus	11	1	"{""nr"": 11}"	"{""PROPN"": 11}"	"{""je4sou1"": 11}"
1943	背後	bui3hau6	behind/at the back/in the rear/behind sb's back	3	1	"{""f"": 3}"	"{""ADV"": 3}"	"{""bui3hau6"": 3}"
1944	要畫	*jiu3waak6|waa2	NO DEF	0	0	{}	{}	{}
1945	飛碟	fei1dip2	flying saucer/frisbee	10	1	"{""n"": 10}"	"{""NOUN"": 10}"	"{""fei1dip2"": 10}"
1946	個案	go3on3	a case/an individual case/case-by-case	3	1	"{""n"": 3}"	"{""NOUN"": 3}"	"{""go3on3"": 3}"
1947	原	jyun4	former/original/primary/raw/level/cause/source	3	1	"{""Ag"": 3}"	"{""ADJ"": 3}"	"{""jyun4"": 3}"
1948	哩件	*lei5|le1|lei1|li1gin6	NO DEF	0	0	{}	{}	{}
1949	唔知幾	*m4zi1|zi3gei2|gei1	NO DEF	0	0	{}	{}	{}
1950	孭	*?	NO DEF	6	1	"{""v"": 6}"	"{""VERB"": 6}"	"{""me1"": 6}"
1951	旅遊	leoi5jau4	trip/journey/tourism/travel/tour	8	2	"{""v"": 7, ""vn"": 1}"	"{""VERB"": 7, ""NOUN"": 1}"	"{""leoi5jau4"": 8}"
1952	特色	dak6sik1	characteristic/distinguishing feature or quality	10	1	"{""n"": 10}"	"{""NOUN"": 10}"	"{""dak6sik1"": 10}"
1953	特殊	dak6syu4	special/particular/unusual/extraordinary	1	1	"{""a"": 1}"	"{""ADJ"": 1}"	"{""dak6syu4"": 1}"
1954	狹窄	haap6zaak3	narrow	0	0	{}	{}	{}
1955	退	teoi3	retreat/to decline/to move back/to withdraw	5	1	"{""v"": 5}"	"{""VERB"": 5}"	"{""teoi3"": 5}"
1956	針對	zam1deoi3	in connection with/directed towards/to direct at/to aim at/to point against	1	1	"{""v"": 1}"	"{""VERB"": 1}"	"{""zam1deoi3"": 1}"
1957	偈	gai2|gai6|git6	Buddhist hymn/gatha/Buddhist verse/forceful/martial	10	1	"{""Ng"": 10}"	"{""NOUN"": 10}"	"{""gai2"": 10}"
1958	兜個	*dau1go3	NO DEF	0	0	{}	{}	{}
1959	副	fu3	secondary/auxiliary/deputy/assistant/vice-/abbr. for 副詞|副词 adverb/classifier for pairs	6	2	"{""b"": 5, ""q"": 1}"	"{""ADJ"": 5, ""NOUN"": 1}"	"{""fu3"": 6}"
1960	唯有	*wai4|wai2jau5	NO DEF	3	1	"{""d"": 3}"	"{""ADV"": 3}"	"{""wai4jau5"": 3}"
1961	專業	zyun1jip6	professional/specialty/specialized field/main field of study (at university)/major/CL:門[mùhn],個[go]	7	3	"{""a"": 4, ""an"": 1, ""n"": 2}"	"{""ADJ"": 4, ""NOUN"": 3}"	"{""zyun1jip6"": 7}"
1962	得滯	*dak1zai6	NO DEF	8	2	"{""d"": 6, ""u"": 2}"	"{""ADV"": 6, ""PART"": 2}"	"{""dak1zai6"": 8}"
1963	梳打	*so1daa2|daa1	NO DEF	3	1	"{""n"": 3}"	"{""NOUN"": 3}"	"{""so1daa2"": 3}"
1964	淨	zing6|zeng6	clean/completely/only	1	1	"{""d"": 1}"	"{""ADV"": 1}"	"{""zing6"": 1}"
1965	清晰	cing1sik1	clear/distinct	2	1	"{""a"": 2}"	"{""ADJ"": 2}"	"{""cing1sik1"": 2}"
1966	現實	jin6sat6	reality/actuality/real/actual	3	1	"{""a"": 3}"	"{""ADJ"": 3}"	"{""jin6sat6"": 3}"
1967	船	syun4	a boat/vessel/ship	8	1	"{""n"": 8}"	"{""NOUN"": 8}"	"{""syun4"": 8}"
1968	規定	kwai1ding6	provision/to fix/to set/to formulate/to stipulate/to provide/regulation/rule	0	0	{}	{}	{}
1969	貨櫃	fo3gwai6	container (for freight transport)	10	1	"{""n"": 10}"	"{""NOUN"": 10}"	"{""fo3gwai6"": 10}"
